Team Name,Play Type,Player,POSS,%TIME,%TIME RANK,PTS,PPP,PPP RANK,PPP RATING,FG ATT,FG MADE,FG MISS,FG%,EFG%,SSQ,PPS,SSM,TS%,TSA,TO%,%FT,FTA/FGA,%SF,SCORE%,2 FG ATT,2 FG MADE,2 FG MISS,2 FG%,3FG ATT,3 FG MADE,3 FG MISS,3 FG%,3PA/FGA
Sheffield Sharks,ISO - Defense Commits,#23Jalen Deloach,3,10.3%,-,3,1.000,-,-,3,1,2,33.3%,50.0%,1.13,1.00,-0.13,50.0%,3,0.0%,0.0%,0.00,0.0%,33.3%,0,0,0,-,3,1,2,33.3%,1.00
Sheffield Sharks,ISO - Defense Commits,#2Prentiss Nixon,1,3.4%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.19,0.00,-1.19,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Sheffield Sharks,ISO - Defense Commits,#15Mike Ochereobia,3,10.3%,-,8,2.667,-,-,3,3,0,100.0%,133.3%,0.97,2.67,+1.70,133.3%,3,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,2,2,0,100.0%,0.67
Sheffield Sharks,Post-Ups Including Passes,#1Dirk Williams,11,12.5%,0%,5,0.455,96%,Excellent,8,2,6,25.0%,31.3%,0.89,0.63,-0.26,28.2%,9,18.2%,9.1%,0.25,9.1%,18.2%,6,1,5,16.7%,2,1,1,50.0%,0.25
Sheffield Sharks,Post-Ups Including Passes,#3Rodney Chatman,4,4.5%,-,6,1.500,-,-,3,2,1,66.7%,83.3%,0.95,1.67,+0.72,87.2%,3,25.0%,25.0%,0.33,25.0%,50.0%,1,1,0,100.0%,2,1,1,50.0%,0.67
Sheffield Sharks,Post-Ups Including Passes,#4William Lee,16,18.2%,59%,11,0.688,74%,Very Good,13,4,9,30.8%,30.8%,0.91,0.62,-0.29,36.2%,15,6.3%,18.8%,0.38,18.8%,37.5%,12,4,8,33.3%,1,0,1,0.0%,0.08
Sheffield Sharks,Post-Ups Including Passes,#9Jordan Ratinho,11,12.5%,30%,6,0.545,93%,Excellent,9,2,7,22.2%,22.2%,0.89,0.44,-0.45,29.1%,10,9.1%,18.2%,0.33,18.2%,27.3%,9,2,7,22.2%,0,0,0,-,0.00
Sheffield Sharks,Post-Ups Including Passes,#24Nick Kern,7,8.0%,-,8,1.143,-,-,5,2,3,40.0%,50.0%,1.02,1.00,-0.02,59.2%,7,0.0%,28.6%,0.80,28.6%,57.1%,4,1,3,25.0%,1,1,0,100.0%,0.20
Sheffield Sharks,Post-Ups Including Passes,#11Rodney Glasgow,2,2.3%,-,4,2.000,-,-,2,2,0,100.0%,100.0%,0.74,2.00,+1.26,100.0%,2,0.0%,0.0%,0.00,0.0%,100.0%,2,2,0,100.0%,0,0,0,-,0.00
Sheffield Sharks,Post-Ups Including Passes,#23Jalen Deloach,12,13.6%,63%,13,1.083,19%,Below Average,10,4,6,40.0%,45.0%,0.81,0.90,+0.09,55.3%,12,0.0%,16.7%,0.40,16.7%,50.0%,9,3,6,33.3%,1,1,0,100.0%,0.10
Sheffield Sharks,Post-Ups Including Passes,#2Prentiss Nixon,10,11.4%,52%,6,0.600,89%,Excellent,8,3,5,37.5%,37.5%,0.99,0.75,-0.24,37.5%,8,20.0%,0.0%,0.00,0.0%,30.0%,6,3,3,50.0%,2,0,2,0.0%,0.25
Sheffield Sharks,Post-Ups Including Passes,#15Mike Ochereobia,10,11.4%,81%,9,0.900,37%,Average,6,3,3,50.0%,58.3%,0.87,1.17,+0.30,61.5%,7,30.0%,20.0%,0.50,20.0%,40.0%,5,2,3,40.0%,1,1,0,100.0%,0.17
Sheffield Sharks,Post-Up - Defense Commits,#1Dirk Williams,3,15.0%,-,5,1.667,-,-,3,2,1,66.7%,83.3%,1.01,1.67,+0.66,83.3%,3,0.0%,0.0%,0.00,0.0%,66.7%,1,1,0,100.0%,2,1,1,50.0%,0.67
Sheffield Sharks,Post-Up - Defense Commits,#3Rodney Chatman,3,15.0%,-,3,1.000,-,-,2,1,1,50.0%,75.0%,1.01,1.50,+0.49,75.0%,2,33.3%,0.0%,0.00,0.0%,33.3%,0,0,0,-,2,1,1,50.0%,1.00
Sheffield Sharks,Post-Up - Defense Commits,#4William Lee,1,5.0%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.99,0.00,-0.99,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Sheffield Sharks,Post-Up - Defense Commits,#9Jordan Ratinho,1,5.0%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.61,0.00,-0.61,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Sheffield Sharks,Post-Up - Defense Commits,#24Nick Kern,1,5.0%,-,3,3.000,-,-,1,1,0,100.0%,150.0%,1.15,3.00,+1.85,150.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,0,0,0,-,1,1,0,100.0%,1.00
Sheffield Sharks,Post-Up - Defense Commits,#23Jalen Deloach,1,5.0%,-,3,3.000,-,-,1,1,0,100.0%,150.0%,1.03,3.00,+1.97,150.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,0,0,0,-,1,1,0,100.0%,1.00
Sheffield Sharks,Post-Up - Defense Commits,#2Prentiss Nixon,3,15.0%,-,0,0.000,-,-,3,0,3,0.0%,0.0%,0.95,0.00,-0.95,0.0%,3,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,2,0,2,0.0%,0.67
Sheffield Sharks,Post-Up - Defense Commits,#15Mike Ochereobia,2,10.0%,-,3,1.500,-,-,1,1,0,100.0%,150.0%,1.21,3.00,+1.79,150.0%,1,50.0%,0.0%,0.00,0.0%,50.0%,0,0,0,-,1,1,0,100.0%,1.00
Sheffield Sharks,Post-Up - Hard Double,#1Dirk Williams,2,22.2%,-,5,2.500,-,-,2,2,0,100.0%,125.0%,1.02,2.50,+1.48,125.0%,2,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,1,1,0,100.0%,0.50
Sheffield Sharks,Post-Up - Hard Double,#3Rodney Chatman,2,22.2%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.04,0.00,-1.04,0.0%,1,50.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Sheffield Sharks,Post-Up - Hard Double,#9Jordan Ratinho,2,22.2%,-,2,1.000,-,-,1,0,1,0.0%,0.0%,0.61,0.00,-0.61,53.2%,2,0.0%,50.0%,2.00,50.0%,50.0%,1,0,1,0.0%,0,0,0,-,0.00
Sheffield Sharks,Post-Up - Hard Double,#2Prentiss Nixon,1,11.1%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.20,0.00,-1.20,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,P&R Ball Handler,#2Max Jones,57,26.8%,95%,38,0.667,77%,Very Good,40,15,25,37.5%,41.3%,0.93,0.83,-0.10,42.8%,44,22.8%,8.8%,0.25,7.0%,31.6%,27,12,15,44.4%,13,3,10,23.1%,0.33
Manchester Basketball,P&R Ball Handler,#0Patrick Smith,53,24.9%,93%,47,0.887,46%,Average,37,18,19,48.6%,54.1%,0.86,1.08,+0.22,56.8%,41,24.5%,11.3%,0.27,11.3%,39.6%,29,14,15,48.3%,8,4,4,50.0%,0.22
Manchester Basketball,P&R Ball Handler,#9Kaiyem Cleary,31,14.6%,63%,20,0.645,82%,Very Good,22,7,15,31.8%,31.8%,0.85,0.64,-0.21,39.2%,26,16.1%,12.9%,0.36,6.5%,35.5%,18,7,11,38.9%,4,0,4,0.0%,0.18
Manchester Basketball,P&R Ball Handler,#11Jordan Johnson,27,12.7%,67%,33,1.222,4%,Poor,21,12,9,57.1%,66.7%,0.87,1.33,+0.46,71.1%,23,14.8%,11.1%,0.24,11.1%,51.9%,16,8,8,50.0%,5,4,1,80.0%,0.24
Manchester Basketball,P&R Ball Handler,#1Kyle Carey,20,9.4%,96%,14,0.700,68%,Very Good,13,5,8,38.5%,38.5%,0.84,0.77,-0.07,46.1%,15,25.0%,15.0%,0.38,15.0%,35.0%,8,5,3,62.5%,5,0,5,0.0%,0.38
Manchester Basketball,P&R Ball Handler,#22Tim Adetukasi,9,4.2%,-,6,0.667,-,-,7,2,5,28.6%,28.6%,0.87,0.57,-0.30,34.2%,9,0.0%,22.2%,0.57,11.1%,44.4%,4,2,2,50.0%,3,0,3,0.0%,0.43
Manchester Basketball,P&R Ball Handler,#5Cody John,6,2.8%,-,9,1.500,-,-,5,3,2,60.0%,60.0%,0.95,1.20,+0.25,71.2%,6,0.0%,33.3%,0.60,33.3%,66.7%,4,3,1,75.0%,1,0,1,0.0%,0.20
Manchester Basketball,P&R Ball Handler,#13Kayne Henry,4,1.9%,-,6,1.500,-,-,3,2,1,66.7%,66.7%,0.82,1.33,+0.51,77.3%,4,0.0%,25.0%,0.67,25.0%,75.0%,3,2,1,66.7%,0,0,0,-,0.00
Manchester Basketball,P&R Ball Handler,#7Zak Irvin,2,0.9%,-,4,2.000,-,-,1,1,0,100.0%,100.0%,0.87,2.00,+1.13,106.4%,2,0.0%,50.0%,2.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,P&R Ball Handler,#33Judson Martindale,2,0.9%,-,3,1.500,-,-,2,1,1,50.0%,50.0%,0.70,1.00,+0.30,61.5%,2,0.0%,50.0%,0.50,50.0%,50.0%,2,1,1,50.0%,0,0,0,-,0.00
Manchester Basketball,P&R Ball Handler,#34Matt Nicholson,1,0.5%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.85,0.00,-0.85,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,P&R Ball Handler,#3Gabe Osabuohien,1,0.5%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,P&R Ball Handler,Transition,191,19.4%,78%,196,1.026,78%,Very Good,146,72,74,49.3%,56.8%,1.21,1.14,-0.07,58.2%,168,11.0%,14.1%,0.35,13.1%,49.2%,84,50,34,59.5%,62,22,40,35.5%,0.42
Manchester Basketball,Spot Up,#9Kaiyem Cleary,30,16.2%,39%,23,0.767,85%,Excellent,26,7,19,26.9%,38.5%,1.05,0.77,-0.28,41.4%,28,6.7%,6.7%,0.15,6.7%,30.0%,3,1,2,33.3%,23,6,17,26.1%,0.88
Manchester Basketball,Spot Up,#0Patrick Smith,23,12.4%,5%,21,0.913,63%,Good,20,6,14,30.0%,42.5%,0.95,0.85,-0.10,48.3%,22,4.3%,8.7%,0.20,8.7%,34.8%,4,1,3,25.0%,16,5,11,31.3%,0.80
Manchester Basketball,Spot Up,#11Jordan Johnson,22,11.9%,27%,24,1.091,29%,Below Average,19,8,11,42.1%,63.2%,1.01,1.26,+0.25,63.2%,19,13.6%,0.0%,0.00,0.0%,36.4%,6,0,6,0.0%,13,8,5,61.5%,0.68
Manchester Basketball,Spot Up,#7Zak Irvin,22,11.9%,86%,29,1.318,9%,Poor,19,10,9,52.6%,65.8%,0.95,1.32,+0.37,67.0%,22,0.0%,13.6%,0.32,9.1%,54.5%,8,5,3,62.5%,11,5,6,45.5%,0.58
Manchester Basketball,Spot Up,#13Kayne Henry,19,10.3%,97%,22,1.158,22%,Below Average,17,8,9,47.1%,64.7%,0.97,1.29,+0.32,64.7%,17,10.5%,0.0%,0.00,0.0%,42.1%,4,2,2,50.0%,13,6,7,46.2%,0.76
Manchester Basketball,Spot Up,#22Tim Adetukasi,17,9.2%,43%,19,1.118,25%,Below Average,13,5,8,38.5%,57.7%,1.00,1.15,+0.15,64.4%,15,11.8%,11.8%,0.31,11.8%,41.2%,2,0,2,0.0%,11,5,6,45.5%,0.85
Manchester Basketball,Spot Up,#2Max Jones,15,8.1%,0%,11,0.733,89%,Excellent,12,4,8,33.3%,41.7%,0.92,0.83,-0.09,41.3%,13,13.3%,13.3%,0.25,13.3%,33.3%,5,2,3,40.0%,7,2,5,28.6%,0.58
Manchester Basketball,Spot Up,#34Matt Nicholson,14,7.6%,44%,18,1.286,11%,Poor,13,7,6,53.8%,69.2%,1.02,1.38,+0.36,69.2%,13,7.1%,0.0%,0.00,0.0%,50.0%,5,3,2,60.0%,8,4,4,50.0%,0.62
Manchester Basketball,Spot Up,#3Gabe Osabuohien,11,5.9%,38%,9,0.818,76%,Very Good,11,3,8,27.3%,40.9%,1.03,0.82,-0.21,40.9%,11,0.0%,0.0%,0.00,0.0%,27.3%,3,0,3,0.0%,8,3,5,37.5%,0.73
Manchester Basketball,Spot Up,#1Kyle Carey,6,3.2%,-,3,0.500,-,-,6,1,5,16.7%,25.0%,1.10,0.50,-0.60,25.0%,6,0.0%,0.0%,0.00,0.0%,16.7%,2,0,2,0.0%,4,1,3,25.0%,0.67
Manchester Basketball,Spot Up,#5Cody John,4,2.2%,-,9,2.250,-,-,4,3,1,75.0%,112.5%,1.16,2.25,+1.09,112.5%,4,0.0%,0.0%,0.00,0.0%,75.0%,0,0,0,-,4,3,1,75.0%,1.00
Manchester Basketball,Spot Up,#33Judson Martindale,1,0.5%,-,2,2.000,-,-,0,0,0,-,-,-,-,-,113.6%,1,0.0%,100.0%,-,100.0%,100.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,P&R Roll Man,#34Matt Nicholson,8,11.6%,-,8,1.000,-,-,8,3,5,37.5%,50.0%,1.04,1.00,-0.04,50.0%,8,0.0%,0.0%,0.00,0.0%,37.5%,3,1,2,33.3%,5,2,3,40.0%,0.63
Manchester Basketball,P&R Roll Man,#7Zak Irvin,7,10.1%,-,6,0.857,-,-,6,2,4,33.3%,50.0%,0.95,1.00,+0.05,50.0%,6,14.3%,0.0%,0.00,0.0%,28.6%,1,0,1,0.0%,5,2,3,40.0%,0.83
Manchester Basketball,P&R Roll Man,#3Gabe Osabuohien,6,8.7%,-,5,0.833,-,-,5,2,3,40.0%,50.0%,1.05,1.00,-0.05,50.0%,5,16.7%,0.0%,0.00,0.0%,33.3%,3,1,2,33.3%,2,1,1,50.0%,0.40
Manchester Basketball,P&R Roll Man,#0Patrick Smith,3,4.3%,-,2,0.667,-,-,3,1,2,33.3%,33.3%,1.04,0.67,-0.37,33.3%,3,0.0%,0.0%,0.00,0.0%,33.3%,2,1,1,50.0%,1,0,1,0.0%,0.33
Manchester Basketball,P&R Roll Man,#2Max Jones,3,4.3%,-,3,1.000,-,-,2,1,1,50.0%,75.0%,0.89,1.50,+0.61,75.0%,2,33.3%,0.0%,0.00,0.0%,33.3%,1,0,1,0.0%,1,1,0,100.0%,0.50
Manchester Basketball,P&R Roll Man,#9Kaiyem Cleary,3,4.3%,-,6,2.000,-,-,3,3,0,100.0%,100.0%,0.96,2.00,+1.04,87.2%,3,0.0%,33.3%,0.33,33.3%,100.0%,3,3,0,100.0%,0,0,0,-,0.00
Manchester Basketball,P&R Roll Man,#22Tim Adetukasi,3,4.3%,-,3,1.000,-,-,3,1,2,33.3%,50.0%,0.77,1.00,+0.23,50.0%,3,0.0%,0.0%,0.00,0.0%,33.3%,2,0,2,0.0%,1,1,0,100.0%,0.33
Manchester Basketball,P&R Roll Man,#11Jordan Johnson,1,1.4%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.78,0.00,-0.78,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,P&R Roll Man,#13Kayne Henry,1,1.4%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,1.07,2.00,+0.93,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,P&R Roll Man,Offensive Rebounds (Put Backs),67,6.8%,89%,80,1.194,33%,Average,55,34,21,61.8%,62.7%,1.10,1.25,+0.15,64.0%,62,6.0%,11.9%,0.31,11.9%,61.2%,53,33,20,62.3%,2,1,1,50.0%,0.04
Manchester Basketball,P&R Roll Man,Cut,61,6.2%,44%,56,0.918,89%,Excellent,45,23,22,51.1%,51.1%,1.26,1.02,-0.24,52.9%,53,13.1%,16.4%,0.40,16.4%,49.2%,45,23,22,51.1%,0,0,0,-,0.00
Manchester Basketball,P&R Roll Man,Miscellaneous Plays,51,5.2%,0%,14,0.275,89%,Excellent,12,1,11,8.3%,8.3%,0.36,0.17,-0.19,36.8%,19,60.8%,15.7%,1.33,2.0%,15.7%,4,1,3,25.0%,8,0,8,0.0%,0.67
Manchester Basketball,Isolation,#0Patrick Smith,7,16.3%,-,2,0.286,-,-,5,0,5,0.0%,0.0%,0.75,0.00,-0.75,17.0%,6,14.3%,14.3%,0.40,14.3%,14.3%,3,0,3,0.0%,2,0,2,0.0%,0.40
Manchester Basketball,Isolation,#2Max Jones,7,16.3%,-,8,1.143,-,-,7,3,4,42.9%,50.0%,0.77,1.00,+0.23,53.8%,7,0.0%,14.3%,0.14,14.3%,42.9%,5,2,3,40.0%,2,1,1,50.0%,0.29
Manchester Basketball,Isolation,#22Tim Adetukasi,7,16.3%,-,6,0.857,-,-,6,2,4,33.3%,33.3%,0.88,0.67,-0.21,43.6%,7,0.0%,14.3%,0.33,14.3%,42.9%,5,2,3,40.0%,1,0,1,0.0%,0.17
Manchester Basketball,Isolation,#34Matt Nicholson,6,14.0%,-,9,1.500,-,-,5,3,2,60.0%,70.0%,0.83,1.40,+0.57,76.5%,6,0.0%,16.7%,0.40,16.7%,66.7%,4,2,2,50.0%,1,1,0,100.0%,0.20
Manchester Basketball,Isolation,#9Kaiyem Cleary,4,9.3%,-,0,0.000,-,-,4,0,4,0.0%,0.0%,0.72,0.00,-0.72,0.0%,4,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,3,0,3,0.0%,0.75
Manchester Basketball,Isolation,#7Zak Irvin,4,9.3%,-,3,0.750,-,-,4,1,3,25.0%,37.5%,0.97,0.75,-0.22,37.5%,4,0.0%,0.0%,0.00,0.0%,25.0%,2,0,2,0.0%,2,1,1,50.0%,0.50
Manchester Basketball,Isolation,#3Gabe Osabuohien,3,7.0%,-,1,0.333,-,-,0,0,0,-,-,-,-,-,56.8%,1,66.7%,33.3%,-,0.0%,33.3%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Isolation,#11Jordan Johnson,2,4.7%,-,0,0.000,-,-,2,0,2,0.0%,0.0%,0.84,0.00,-0.84,0.0%,2,0.0%,0.0%,0.00,0.0%,0.0%,2,0,2,0.0%,0,0,0,-,0.00
Manchester Basketball,Isolation,#13Kayne Henry,2,4.7%,-,2,1.000,-,-,1,0,1,0.0%,0.0%,0.84,0.00,-0.84,53.2%,2,0.0%,50.0%,2.00,50.0%,50.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,Isolation,#5Cody John,1,2.3%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Post-Up,#2Max Jones,7,17.5%,-,9,1.286,-,-,4,4,0,100.0%,100.0%,0.92,2.00,+1.08,67.8%,7,0.0%,42.9%,1.50,28.6%,71.4%,4,4,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Post-Up,#34Matt Nicholson,6,15.0%,-,2,0.333,-,-,6,1,5,16.7%,16.7%,0.89,0.33,-0.56,16.7%,6,0.0%,0.0%,0.00,0.0%,16.7%,6,1,5,16.7%,0,0,0,-,0.00
Manchester Basketball,Post-Up,#3Gabe Osabuohien,6,15.0%,-,4,0.667,-,-,3,1,2,33.3%,33.3%,0.92,0.67,-0.25,46.3%,4,33.3%,33.3%,1.00,33.3%,33.3%,3,1,2,33.3%,0,0,0,-,0.00
Manchester Basketball,Post-Up,#0Patrick Smith,5,12.5%,-,7,1.400,-,-,4,2,2,50.0%,50.0%,1.04,1.00,-0.04,65.8%,5,0.0%,40.0%,0.75,40.0%,60.0%,4,2,2,50.0%,0,0,0,-,0.00
Manchester Basketball,Post-Up,#11Jordan Johnson,4,10.0%,-,2,0.500,-,-,1,1,0,100.0%,100.0%,0.27,2.00,+1.73,100.0%,1,75.0%,0.0%,0.00,0.0%,25.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Post-Up,#7Zak Irvin,3,7.5%,-,2,0.667,-,-,2,1,1,50.0%,50.0%,0.81,1.00,+0.19,50.0%,2,33.3%,0.0%,0.00,0.0%,33.3%,2,1,1,50.0%,0,0,0,-,0.00
Manchester Basketball,Post-Up,#9Kaiyem Cleary,2,5.0%,-,2,1.000,-,-,1,1,0,100.0%,100.0%,0.77,2.00,+1.23,100.0%,1,50.0%,0.0%,0.00,0.0%,50.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Post-Up,#22Tim Adetukasi,2,5.0%,-,4,2.000,-,-,1,1,0,100.0%,100.0%,0.60,2.00,+1.40,106.4%,2,0.0%,50.0%,2.00,50.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Post-Up,#13Kayne Henry,2,5.0%,-,2,1.000,-,-,1,1,0,100.0%,100.0%,0.74,2.00,+1.26,100.0%,1,50.0%,0.0%,0.00,0.0%,50.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Post-Up,#1Kyle Carey,1,2.5%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,0.80,2.00,+1.20,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Post-Up,#5Cody John,1,2.5%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.59,0.00,-0.59,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,Post-Up,#33Judson Martindale,1,2.5%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Off Screen,#0Patrick Smith,7,17.9%,-,4,0.571,-,-,7,2,5,28.6%,28.6%,0.85,0.57,-0.28,28.6%,7,0.0%,0.0%,0.00,0.0%,28.6%,4,2,2,50.0%,3,0,3,0.0%,0.43
Manchester Basketball,Off Screen,#9Kaiyem Cleary,7,17.9%,-,12,1.714,-,-,7,4,3,57.1%,85.7%,1.03,1.71,+0.68,85.7%,7,0.0%,0.0%,0.00,0.0%,57.1%,1,0,1,0.0%,6,4,2,66.7%,0.86
Manchester Basketball,Off Screen,#11Jordan Johnson,7,17.9%,-,6,0.857,-,-,6,2,4,33.3%,41.7%,0.94,0.83,-0.11,46.6%,6,14.3%,14.3%,0.17,14.3%,28.6%,2,1,1,50.0%,4,1,3,25.0%,0.67
Manchester Basketball,Off Screen,#22Tim Adetukasi,5,12.8%,-,8,1.600,-,-,5,3,2,60.0%,80.0%,1.00,1.60,+0.60,80.0%,5,0.0%,0.0%,0.00,0.0%,60.0%,1,1,0,100.0%,4,2,2,50.0%,0.80
Manchester Basketball,Off Screen,#2Max Jones,4,10.3%,-,0,0.000,-,-,3,0,3,0.0%,0.0%,1.09,0.00,-1.09,0.0%,3,25.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,3,0,3,0.0%,1.00
Manchester Basketball,Off Screen,#7Zak Irvin,3,7.7%,-,2,0.667,-,-,3,1,2,33.3%,33.3%,0.76,0.67,-0.09,33.3%,3,0.0%,0.0%,0.00,0.0%,33.3%,2,1,1,50.0%,1,0,1,0.0%,0.33
Manchester Basketball,Off Screen,#13Kayne Henry,3,7.7%,-,5,1.667,-,-,3,2,1,66.7%,83.3%,1.01,1.67,+0.66,83.3%,3,0.0%,0.0%,0.00,0.0%,66.7%,1,1,0,100.0%,2,1,1,50.0%,0.67
Manchester Basketball,Off Screen,#34Matt Nicholson,1,2.6%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.96,0.00,-0.96,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,Off Screen,#3Gabe Osabuohien,1,2.6%,-,3,3.000,-,-,0,0,0,-,-,-,-,-,113.6%,1,0.0%,100.0%,-,100.0%,100.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Off Screen,#5Cody John,1,2.6%,-,1,1.000,-,-,0,0,0,-,-,-,-,-,56.8%,1,0.0%,100.0%,-,0.0%,100.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Handoffs,#2Max Jones,7,26.9%,-,7,1.000,-,-,3,1,2,33.3%,50.0%,0.83,1.00,+0.17,67.3%,5,28.6%,28.6%,1.67,28.6%,42.9%,1,0,1,0.0%,2,1,1,50.0%,0.67
Manchester Basketball,Handoffs,#11Jordan Johnson,5,19.2%,-,5,1.000,-,-,4,2,2,50.0%,62.5%,0.81,1.25,+0.44,62.5%,4,20.0%,0.0%,0.00,0.0%,40.0%,2,1,1,50.0%,2,1,1,50.0%,0.50
Manchester Basketball,Handoffs,#0Patrick Smith,2,7.7%,-,2,1.000,-,-,2,1,1,50.0%,50.0%,0.84,1.00,+0.16,50.0%,2,0.0%,0.0%,0.00,0.0%,50.0%,2,1,1,50.0%,0,0,0,-,0.00
Manchester Basketball,Handoffs,#9Kaiyem Cleary,2,7.7%,-,3,1.500,-,-,2,1,1,50.0%,75.0%,0.98,1.50,+0.52,75.0%,2,0.0%,0.0%,0.00,0.0%,50.0%,0,0,0,-,2,1,1,50.0%,1.00
Manchester Basketball,Handoffs,#7Zak Irvin,2,7.7%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Handoffs,#13Kayne Henry,2,7.7%,-,0,0.000,-,-,2,0,2,0.0%,0.0%,0.83,0.00,-0.83,0.0%,2,0.0%,0.0%,0.00,0.0%,0.0%,2,0,2,0.0%,0,0,0,-,0.00
Manchester Basketball,Handoffs,#1Kyle Carey,2,7.7%,-,5,2.500,-,-,2,2,0,100.0%,125.0%,0.83,2.50,+1.67,125.0%,2,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,1,1,0,100.0%,0.50
Manchester Basketball,Handoffs,#22Tim Adetukasi,1,3.8%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,0.75,2.00,+1.25,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Handoffs,#3Gabe Osabuohien,1,3.8%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,0.97,0.00,-0.97,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,Handoffs,#5Cody John,1,3.8%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.12,0.00,-1.12,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Manchester Basketball,Handoffs,#33Judson Martindale,1,3.8%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,0.75,2.00,+1.25,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,P&R Including Passes,#0Patrick Smith,64,16.9%,90%,55,0.859,65%,Very Good,48,21,27,43.8%,50.0%,0.89,1.00,+0.11,52.5%,52,20.3%,9.4%,0.21,9.4%,37.5%,33,15,18,45.5%,15,6,9,40.0%,0.31
