Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Newcastle Eagles,Maceo Jack,14,Maceo Jack,23,30.6,704.0,331.0,14.4,115.0,266.0,43.2,23.0,84.0,27.4,78.0,94.0,83,15.0,82.0,97.0,44.0,19.0,10.0,43.0,57.0,321.9,22.7,17.7,2.3,5.2,108,439.0,19.1,23.4,45,3.8,32,11,61.1,42.8,12,-2.71,-5.16,2.45,3.2,3.3,99.0,60.0,60.6,83.0,32.0,38.6,84.0,23.0,27.4,11.0,25.0,0.0,7.0,33.0,107.0,60.0
Bristol Flyers,Joseph Anderson,22,Joseph Anderson,23,30.7,705.1,319.0,13.9,119.0,276.0,43.1,50.0,154.0,32.5,31.0,40.0,77.5,11.0,50.0,61.0,109.0,45.0,1.0,36.0,28.0,305.9,23.1,18.2,6.2,3.5,247,566.0,24.6,32.4,34,4.9,24,12,58.1,32.3,7,3.78,-1.13,4.9,1.3,1.8,64.0,45.0,70.3,58.0,24.0,41.4,154.0,50.0,32.5,25.0,9.0,0.0,2.0,29.0,103.0,72.0
Cheshire Phoenix,Skyler White,99,Skyler White,23,24.8,570.3,296.0,12.9,99.0,225.0,44,60.0,149.0,40.3,38.0,54.0,70.4,29.0,89.0,118.0,41.0,19.0,18.0,22.0,68.0,232.1,19.7,15.5,2.2,6.2,94,390.0,17.0,20.5,38,3.5,20,12,75.2,26.3,11,3.31,-0.23,3.54,4.0,3.1,35.0,21.0,60,40.0,17.0,42.5,149.0,60.0,40.3,7.0,12.0,0.0,3.0,41.0,66.0,41.0
Newcastle Eagles,Cole Long,15,Cole Long,23,30.4,700.0,283.0,12.3,99.0,216.0,45.8,42.0,109.0,38.5,43.0,58.0,74.1,39.0,106.0,145.0,44.0,20.0,28.0,27.0,62.0,220.3,15.6,15.1,2.3,7.7,96,379.0,16.5,20.2,26,2.9,15,7,71.9,18.1,9,1.59,-2.35,3.95,4.4,3.2,57.0,37.0,64.9,50.0,20.0,40,109.0,42.0,38.5,12.0,11.0,0.0,4.0,50.0,78.0,48.0
Bristol Flyers,William Yoakum,3,William Yoakum,23,25.6,589.2,280.0,12.2,106.0,211.0,50.2,25.0,70.0,35.7,43.0,59.0,72.9,26.0,55.0,81.0,25.0,30.0,9.0,24.0,47.0,225.6,20.4,16.0,1.4,4.6,50,330.0,14.3,18.9,28,4.0,15,6,79.4,18.6,7,1.95,-3.1,5.05,3.1,2.9,108.0,71.0,65.7,33.0,10.0,30.3,70.0,25.0,35.7,5.0,14.0,0.0,5.0,47.0,85.0,61.0
Cheshire Phoenix,Michael Diggins,2,Michael Diggins,23,24.5,564.0,263.0,11.4,104.0,224.0,46.4,27.0,90.0,30,28.0,39.0,71.8,39.0,68.0,107.0,22.0,15.0,15.0,24.0,48.0,217.1,18.6,13.8,1.2,5.6,54,317.0,13.8,16.7,28,4.0,17,2,78.3,21.9,7,-0.97,-2.91,1.94,4.0,4.0,92.0,64.0,69.6,42.0,13.0,31,90.0,27.0,30,8.0,10.0,0.0,6.0,55.0,69.0,41.0
Cheshire Phoenix,Jaxon Brenchley,23,Jaxon Brenchley,23,26.6,612.9,236.0,10.3,86.0,180.0,47.8,30.0,86.0,34.9,34.0,46.0,73.9,29.0,64.0,93.0,64.0,25.0,5.0,19.0,33.0,182.6,14.4,12.4,3.4,4.9,156,392.0,17.0,20.6,20,2.9,13,6,63.9,17.6,7,2.45,-0.96,3.41,2.6,3.1,74.0,49.0,66.2,20.0,7.0,35,86.0,30.0,34.9,9.0,9.0,0.0,1.0,45.0,78.0,35.0
Bristol Flyers,Zachary Anderson,4,Zachary Anderson,23,30.2,695.3,231.0,10.0,83.0,204.0,40.7,40.0,116.0,34.5,25.0,36.0,69.4,14.0,99.0,113.0,45.0,17.0,15.0,25.0,28.0,221.6,17.0,13.2,2.6,6.5,104,335.0,14.6,19.2,9,1.1,10,1,43.1,12.4,8,0.02,-4.38,4.4,3.6,3.6,51.0,32.0,62.7,36.0,10.0,27.8,116.0,40.0,34.5,14.0,8.0,0.0,3.0,31.0,42.0,51.0
Cheshire Phoenix,Laquincy Rideau,3,Laquincy Rideau,23,25.5,585.7,213.0,9.3,72.0,197.0,36.5,22.0,74.0,29.7,47.0,67.0,70.1,31.0,68.0,99.0,114.0,41.0,3.0,64.0,92.0,249.1,20.6,11.2,6.0,5.2,277,490.0,21.3,25.7,29,2.6,26,7,49.9,34.1,11,-2.01,-5.66,3.65,1.9,2.8,88.0,40.0,45.5,34.0,9.0,26.5,74.0,22.0,29.7,30.0,12.0,0.0,22.0,27.0,86.0,59.0
Newcastle Eagles,Mitch Clarke,41,Mitch Clarke,23,22.8,523.9,177.0,7.7,58.0,153.0,37.9,22.0,79.0,27.8,39.0,48.0,81.2,9.0,59.0,68.0,74.0,25.0,1.0,39.0,73.0,196.0,18.6,9.5,4.0,3.6,159,336.0,14.6,17.9,23,2.3,19,7,52.1,29.1,10,-3.16,-6.65,3.5,2.1,2.8,48.0,24.0,50,26.0,12.0,46.2,79.0,22.0,27.8,23.0,13.0,0.0,3.0,14.0,47.0,34.0
Bristol Flyers,Darnell Brodie,51,Darnell Brodie,23,17.4,399.1,176.0,7.7,65.0,144.0,45.1,1.0,5.0,20,45.0,67.0,67.2,42.0,88.0,130.0,27.0,13.0,11.0,32.0,53.0,156.9,20.9,10.1,1.5,7.4,57,233.0,10.1,13.3,14,2.3,7,9,63.9,13.0,6,-2.21,-6.54,4.34,5.0,3.3,106.0,55.0,51.9,33.0,9.0,27.3,5.0,1.0,20,18.0,9.0,0.0,5.0,37.0,15.0,36.0
