Player,Team,Numbers,Name_Variations,Teammates,Games,Minutes,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PTS_AST,TPC,TPC/G,TPC/100,OFF_RTG,DEF_RTG,NET_RTG,eFG%,TS%,AST%,TOV%,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
A. Morina,Bashkimi,1/5,A. Morina,"D. Lake, J. Bailey, J. Palokaj, K. Anderson",1,6.9,6,2,3,66.7,2,2,100.0,0,0,0,1,1,2,0,0,0,1,2,3,0,6,6.0,43.4,137.6,76.1,61.5,100.0,100.0,0.0,25.0,1,0,0,0,0,0,2,2,100,1,0,0,0,0,0,3
A. Morina,Bashkimi,1/5,A. Morina,"D. Lake, I. Cousins, J. Palokaj, K. Anderson",1,4.3,3,1,2,50.0,1,2,50.0,0,0,0,1,2,3,1,0,0,0,1,1,0,3,3.0,31.0,165.4,70.4,95.0,75.0,75.0,100.0,0.0,0,0,0,0,0,0,2,1,50,0,0,0,0,3,0,0
A. Morina,Bashkimi,1/5,A. Morina,"I. Cousins, J. Palokaj, K. Anderson, T. Bickerstaff",1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0.0,0.0,102.4,109.8,-7.4,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A. Morina,Bashkimi,1/5,A. Morina,"D. Lake, I. Cousins, K. Anderson, L. Zeqiri",2,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,88.7,68.8,19.8,0,0,0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A. Morina,Bashkimi,1/5,A. Morina,"I. Cousins, K. Anderson, L. Zeqiri, T. Bickerstaff",1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,200.0,104.2,95.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A. Morina,Bashkimi,1/5,A. Morina,"I. Cousins, J. Bailey, T. Bickerstaff, V. Bunjaku",1,2.6,0,0,1,0.0,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,83.3,-83.3,0.0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A. Morina,Bashkimi,1/5,A. Morina,"D. Lake, J. Baily, K. Anderson, V. Bunjaku",1,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,45.0,78.1,-33.1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A. Morina,Bashkimi,1/5,A. Morina,"D. Lake, J. Baily, J. Palokaj, V. Bunjaku",1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,50.0,107.4,-57.4,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A. Morina,Bashkimi,1/5,A. Morina,"D. Lake, I. Cousins, K. Anderson, V. Bunjaku",1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,144.7,104.2,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A. Morina,Bashkimi,1/5,A. Morina,"K. Anderson, L. Zeqiri, M. Ismaili, T. Bickerstaff",1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,112.8,153.2,-40.4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
