Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
BK ARMEX ENERGY Děčín,J. Edwards,20,J. Edwards,29,25.2,731.0,347.0,12.0,121.0,314.0,38.5,26.0,104.0,25,79.0,116.0,68.1,57.0,158.0,215.0,30.0,19.0,9.0,46.0,81.0,339.9,24.3,24.9,2.2,15.4,3,350.0,12.1,25.1,52,4.3,30,15,71.0,40.6,12,-2.96,-4.72,1.76,4.6,3.8,78.0,44.0,56.4,131.0,50.0,38.2,104.0,26.0,25,6.0,25.0,0.0,15.0,68.0,61.0,60.0
NH Ostrava,L. Palyza,23,L. Palyza,29,22.4,650.0,294.0,10.1,92.0,229.0,40.2,44.0,130.0,33.8,66.0,81.0,81.5,14.0,70.0,84.0,47.0,26.0,5.0,20.0,66.0,259.8,20.8,23.5,3.8,6.7,10,304.0,10.5,24.3,25,1.8,19,12,51.5,27.3,14,0.6,-1.2,1.81,2.8,3.0,35.0,23.0,65.7,63.0,25.0,39.7,130.0,44.0,33.8,7.0,6.0,0.0,7.0,35.0,71.0,45.0
BK ARMEX ENERGY Děčín,J. Štěrba,16,J. Štěrba,29,24.2,700.8,266.0,9.2,80.0,196.0,40.8,30.0,100.0,30,76.0,109.0,69.7,36.0,104.0,140.0,52.0,16.0,10.0,34.0,60.0,232.3,17.3,19.9,3.9,10.5,12,278.0,9.6,20.8,28,2.3,16,33,45.9,34.5,12,0.2,-3.0,3.21,3.5,3.1,64.0,36.0,56.2,31.0,13.0,41.9,100.0,30.0,30,13.0,10.0,0.0,11.0,33.0,69.0,53.0
BK ARMEX ENERGY Děčín,M. Šturanović,47,M. Šturanović,29,16.1,467.6,196.0,6.8,78.0,124.0,62.9,1.0,5.0,20,39.0,63.0,61.9,44.0,78.0,122.0,34.0,16.0,20.0,36.0,83.0,138.0,15.4,22.0,3.8,13.7,11,207.0,7.1,23.2,16,1.5,14,3,52.2,16.3,11,1.07,-4.18,5.25,4.7,2.5,81.0,53.0,65.4,38.0,24.0,63.2,5.0,1.0,20,11.0,14.0,2.0,9.0,56.0,26.0,37.0
BK ARMEX ENERGY Děčín,F. Kroutil,13,F. Kroutil,29,23.3,676.0,194.0,6.7,57.0,151.0,37.7,38.0,109.0,34.9,42.0,53.0,79.2,19.0,51.0,70.0,50.0,12.0,1.0,29.0,61.0,176.9,13.7,15.0,3.9,5.4,5,199.0,6.9,15.4,31,2.8,17,15,65.7,26.6,11,-2.29,-4.43,2.13,2.4,3.5,23.0,12.0,52.2,19.0,7.0,36.8,109.0,38.0,34.9,19.0,5.0,0.0,5.0,26.0,27.0,33.0
BK ARMEX ENERGY Děčín,L. Feštr,44,L. Feštr,29,17.4,504.4,179.0,6.2,58.0,161.0,36,28.0,94.0,29.8,35.0,42.0,83.3,11.0,39.0,50.0,75.0,5.0,0.0,32.0,50.0,192.5,19.9,18.6,7.8,5.2,17,196.0,6.8,20.4,5,0.7,10,0,25.0,11.0,7,-2.96,-4.02,1.06,1.9,2.4,12.0,7.0,58.3,55.0,23.0,41.8,94.0,28.0,29.8,22.0,8.0,0.0,2.0,13.0,45.0,24.0
BK KVIS Pardubice,J. Bryant,4,J. Bryant,28,27.7,775.5,584.0,20.9,197.0,405.0,48.6,45.0,132.0,34.1,145.0,168.0,86.3,35.0,113.0,148.0,118.0,59.0,4.0,70.0,69.0,493.4,32.7,38.8,7.8,9.8,14,598.0,21.4,39.8,71,5.5,44,31,61.6,63.6,13,10.64,3.0,7.64,2.3,1.0,202.0,122.0,60.4,68.0,28.0,41.2,128.0,44.0,34.4,30.0,34.0,0.0,6.0,79.0,135.0,129.0
Sršni Photomate Písek,K. Týml,33,K. Týml,28,26.6,744.6,483.0,17.2,147.0,302.0,48.7,66.0,167.0,39.5,123.0,149.0,82.6,20.0,71.0,91.0,71.0,30.0,5.0,54.0,61.0,385.5,26.3,33.1,4.9,6.2,18,501.0,17.9,34.3,31,2.6,26,15,47.5,37.6,12,5.32,1.96,3.36,2.4,1.6,117.0,74.0,63.2,17.0,6.0,35.3,167.0,66.0,39.5,30.0,16.0,0.0,8.0,43.0,152.0,80.0
SLUNETA  Ústí nad Labem,N. Johnson,10,N. Johnson,28,28.0,784.4,466.0,16.6,128.0,302.0,42.4,42.0,130.0,32.3,168.0,236.0,71.2,34.0,76.0,110.0,64.0,42.0,13.0,70.0,79.0,424.2,28.0,30.8,4.2,7.3,2,468.0,16.7,31.0,19,1.7,16,8,48.7,22.5,11,3.21,-0.88,4.1,2.7,2.2,135.0,76.0,56.3,36.0,10.0,27.8,130.0,42.0,32.3,25.0,29.0,0.0,16.0,61.0,151.0,100.0
NH Ostrava,K. Cole,24,K. Cole,28,23.6,661.4,407.0,14.5,155.0,305.0,50.8,31.0,95.0,32.6,66.0,104.0,63.5,42.0,112.0,154.0,21.0,22.0,12.0,51.0,84.0,345.4,27.2,32.0,1.7,12.1,2,409.0,14.6,32.2,54,3.6,38,17,59.4,49.5,15,-0.64,-1.58,0.95,4.6,2.8,134.0,97.0,72.4,76.0,27.0,35.5,95.0,31.0,32.6,11.0,24.0,0.0,16.0,69.0,102.0,75.0
