# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 198
# Qualified players exported: 130
# Total stints used: 6477
# Garbage time stints excluded: 234
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
ERA Basketball Nymburk,7,M. Santos - Silva,422,2.45,4.7,7.15
ERA Basketball Nymburk,77,V. Hruban,803,2.34,4.73,7.07
ERA Basketball Nymburk,32,J. Shumate,619,3.65,3.29,6.94
ERA Basketball Nymburk,73,F. Rylich,879,4.09,2.67,6.75
PUMPA Basket Brno,33,R. Williams,553,3.12,3.56,6.67
BK Olomoucko,9,O. Šiška,1150,3.71,2.29,6.0
BK ARMEX ENERGY Děčín,0,P. Alexander,830,4.75,1.02,5.77
BK KVIS Pardubice,21,L. Kovář,1396,1.6,4.13,5.73
Sršni Photomate Písek,10,V. Sýkora,907,3.65,1.89,5.54
Sršni Photomate Písek,41,J. Karlovský,1190,0.74,4.2,4.93
ERA Basketball Nymburk,40,J. Lawrence,689,1.33,3.5,4.84
BK Opava,25,M. Vyroubal,911,1.06,3.58,4.64
ERA Basketball Nymburk,19,O. Sehnal,859,3.99,0.06,4.05
BK KVIS Pardubice,4,J. Bryant,1427,1.13,2.8,3.93
ERA Basketball Nymburk,2,J. Brickus,586,1.54,2.11,3.65
BK Olomoucko,14,K. Filewich,1442,0.84,2.7,3.54
SLUNETA  Ústí nad Labem,44,L. Pecka,1424,1.08,2.41,3.49
BK Opava,13,C. Brown Jr,1382,0.58,2.78,3.36
SK Slavia Praha,16,J. Matušík,938,2.99,0.36,3.35
BK KVIS Pardubice,98,J. Tůma,1170,2.49,0.83,3.32
ERA Basketball Nymburk,17,J. Bohačík,815,0.16,3.1,3.26
ERA Basketball Nymburk,10,S. Rice,901,1.71,1.42,3.13
USK Praha,21,F. Fuxa,497,0.25,2.43,2.68
BK ARMEX ENERGY Děčín,13,F. Kroutil,1282,-0.9,3.48,2.58
NH Ostrava,20,M. Svoboda,1288,1.61,0.88,2.49
PUMPA Basket Brno,20,J. Groves,645,1.88,0.46,2.33
ERA Basketball Nymburk,11,M. Svoboda,843,0.55,1.62,2.17
PUMPA Basket Brno,18,V. Půlpán,813,-0.36,2.46,2.09
BK KVIS Pardubice,23,Z. Key,1092,1.98,0.05,2.02
NH Ostrava,14,S. Godwin,633,3.14,-1.13,2.0
SLUNETA  Ústí nad Labem,10,N. Johnson,1501,-0.78,2.74,1.97
SK Slavia Praha,15,R. Jones,1552,1.32,0.59,1.92
PUMPA Basket Brno,13,A. Kejval,938,1.4,0.5,1.9
BK Opava,8,J. Švandrlík,1075,2.37,-0.52,1.85
SLUNETA  Ústí nad Labem,2,J. Young,1135,0.41,1.41,1.82
SLUNETA  Ústí nad Labem,31,J. Potoček,1016,-0.4,2.16,1.76
BK ARMEX ENERGY Děčín,2,D. Davis,1301,0.45,1.24,1.69
BK KVIS Pardubice,11,J. Evans Iii,261,-1.28,2.72,1.44
Sršni Photomate Písek,31,J. Zvolánek,559,1.04,0.37,1.41
Sršni Photomate Písek,8,P. Šlechta,911,0.35,0.9,1.25
BK KVIS Pardubice,9,K. Švrdlík,782,-0.21,1.41,1.2
