Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
GIESSEN 46ers,Kyle Anthony Castlin,7,Kyle Anthony Castlin,33,31.3,1031.5,537.0,16.3,201.0,388.0,51.8,44.0,118.0,37.3,91.0,109.0,83.5,47.0,141.0,188.0,43.0,32.0,7.0,54.0,78.0,425.2,21.4,21.0,1.7,7.4,92,629.0,19.1,24.7,52,4.0,37,4,67.1,44.8,13,3.43,-0.66,4.09,3.6,2.8,160.0,116.0,72.5,110.0,41.0,37.3,0.0,0.0,0,82.0,8.0,18.0,24.0,0.0,7.0,84.0,118.0,80.0
GIESSEN 46ers,Robin Benzing,12,Robin Benzing,33,24.1,795.9,399.0,12.1,123.0,309.0,39.8,48.0,159.0,30.2,105.0,131.0,80.2,16.0,63.0,79.0,65.0,35.0,19.0,40.0,89.0,375.0,24.5,15.6,2.5,3.1,128,527.0,16.0,20.7,27,2.7,19,14,53.7,29.2,10,3.21,-1.73,4.94,2.9,2.8,100.0,52.0,52,50.0,23.0,46,0.0,0.0,0,37.0,3.0,16.0,14.0,0.0,5.0,34.0,60.0,73.0
GIESSEN 46ers,Simon Krajcovic,55,Simon Krajcovic,33,22.6,747.2,241.0,7.3,76.0,190.0,40,25.0,96.0,26,64.0,81.0,79,19.0,88.0,107.0,146.0,28.0,1.0,64.0,86.0,259.8,18.1,9.4,5.7,4.2,318,559.0,16.9,21.9,32,3.2,21,15,58.0,31.6,10,0.8,-3.46,4.26,1.8,1.8,68.0,40.0,58.8,26.0,11.0,42.3,0.0,0.0,0,34.0,16.0,38.0,15.0,0.0,6.0,21.0,32.0,33.0
Artland Dragons,Amir Jabbar Hinton,3,Amir Jabbar Hinton,32,29.4,941.5,651.0,20.3,213.0,469.0,45.4,37.0,117.0,31.6,188.0,199.0,94.5,23.0,127.0,150.0,85.0,47.0,9.0,60.0,66.0,569.8,31.5,26.0,3.4,6.0,178,829.0,25.9,33.2,126,6.6,79,53,61.6,110.3,19,3.72,0.65,3.07,2.7,2.4,170.0,105.0,61.8,182.0,71.0,39,0.0,0.0,0,83.0,20.0,18.0,26.0,0.0,8.0,60.0,124.0,116.0
Artland Dragons,Benjamin Forrest Burnham,25,Benjamin Forrest Burnham,32,28.7,919.2,627.0,19.6,250.0,403.0,62,55.0,123.0,44.7,72.0,104.0,69.2,81.0,237.0,318.0,72.0,43.0,29.0,70.0,61.0,420.2,23.8,25.1,2.9,12.7,153,780.0,24.4,31.2,101,4.8,54,29,75.6,69.8,21,10.04,5.39,4.66,5.0,1.5,214.0,157.0,73.4,66.0,38.0,57.6,0.0,0.0,0,84.0,8.0,19.0,40.0,0.0,6.0,126.0,112.0,119.0
BG Göttingen,Jordan Sears,3,Jordan Sears,32,23.8,761.3,505.0,15.8,173.0,419.0,41.3,73.0,211.0,34.6,86.0,105.0,81.9,22.0,97.0,119.0,106.0,42.0,11.0,74.0,84.0,496.5,33.9,20.5,4.3,4.8,241,746.0,23.3,30.2,46,3.5,31,17,59.8,43.5,13,4.92,-0.03,4.96,2.4,2.2,149.0,74.0,49.7,59.0,26.0,44.1,0.0,0.0,0,59.0,33.0,30.0,26.0,0.0,14.0,44.0,115.0,102.0
EPG Baskets Koblenz,Calvin Wishart,3,Calvin Wishart,32,25.3,808.6,487.0,15.2,153.0,312.0,49,62.0,153.0,40.5,119.0,147.0,81,35.0,84.0,119.0,178.0,43.0,10.0,91.0,95.0,415.4,25.9,19.0,7.0,4.7,402,889.0,27.8,34.7,41,4.1,31,15,54.5,42.6,10,6.55,2.83,3.72,1.7,1.0,125.0,78.0,62.4,34.0,13.0,38.2,0.0,0.0,0,67.0,40.0,47.0,32.0,0.0,3.0,57.0,114.0,88.0
Tigers Tübingen,Bernard Joel Pelote III,1,Bernard Joel Pelote III,32,28.0,895.9,466.0,14.6,166.0,402.0,41.3,73.0,212.0,34.4,61.0,77.0,79.2,30.0,149.0,179.0,37.0,40.0,15.0,47.0,74.0,434.8,25.3,18.9,1.5,7.3,86,552.0,17.2,22.4,26,3.2,22,3,55.7,27.3,8,0.44,-2.54,2.98,3.9,3.3,121.0,67.0,55.4,69.0,26.0,37.7,0.0,0.0,0,39.0,7.0,6.0,26.0,0.0,8.0,55.0,144.0,88.0
PS Karlsruhe LIONS,David Opowu Ejah,25,David Opowu Ejah,32,30.2,965.4,454.0,14.2,162.0,354.0,45.8,51.0,140.0,36.4,79.0,115.0,68.7,61.0,202.0,263.0,51.0,34.0,26.0,56.0,66.0,383.6,21.0,18.7,2.1,10.8,125,579.0,18.1,23.8,42,3.0,27,11,66.0,34.8,14,2.19,-1.1,3.29,4.7,3.1,160.0,88.0,55,54.0,23.0,42.6,0.0,0.0,0,61.0,6.0,13.0,30.0,0.0,5.0,73.0,75.0,84.0
Bayer Giants Leverkusen,Dennis Heinzmann,22,Dennis Heinzmann,32,26.6,850.6,445.0,13.9,158.0,245.0,64.5,5.0,14.0,35.7,124.0,173.0,71.7,89.0,189.0,278.0,18.0,10.0,51.0,58.0,113.0,278.5,17.7,18.7,0.8,11.7,45,490.0,15.3,20.6,33,2.5,19,14,65.6,26.2,13,1.5,-0.97,2.47,5.0,2.4,201.0,141.0,70.1,30.0,12.0,40,0.0,0.0,0,53.0,0.0,8.0,20.0,0.0,4.0,120.0,20.0,58.0
Nürnberg Falcons BC,Vincent Friederici,30,Vincent Friederici,32,25.9,829.3,414.0,12.9,132.0,323.0,40.9,60.0,169.0,35.5,90.0,104.0,86.5,27.0,32.0,59.0,66.0,34.0,5.0,41.0,79.0,367.4,23.4,17.0,2.7,2.4,130,544.0,17.0,22.3,50,3.8,26,29,64.5,42.8,13,0.78,-1.59,2.37,2.1,3.0,111.0,51.0,45.9,43.0,21.0,48.8,0.0,0.0,0,31.0,13.0,17.0,20.0,0.0,2.0,43.0,93.0,56.0
Phoenix Hagen,Jeffrey Carroll,30,Jeffrey Carroll,32,20.8,665.3,391.0,12.2,144.0,285.0,50.5,48.0,127.0,37.8,55.0,69.0,79.7,23.0,105.0,128.0,35.0,23.0,3.0,39.0,36.0,318.1,24.0,15.2,1.4,5.0,77,468.0,14.6,18.1,35,3.5,18,12,75.2,25.3,10,4.08,0.11,3.98,3.5,3.2,100.0,68.0,68,58.0,28.0,48.3,0.0,0.0,0,23.0,9.0,15.0,18.0,0.0,3.0,53.0,82.0,71.0
Nürnberg Falcons BC,Trevor James Baskin,22,Trevor James Baskin,32,22.9,732.7,390.0,12.2,145.0,244.0,59.4,12.0,38.0,31.6,88.0,123.0,71.5,55.0,165.0,220.0,52.0,34.0,31.0,64.0,77.0,294.8,21.2,16.0,2.1,9.0,116,506.0,15.8,20.8,17,1.9,13,9,50.1,20.0,9,4.48,-1.11,5.59,5.0,2.2,192.0,129.0,67.2,14.0,4.0,28.6,0.0,0.0,0,54.0,1.0,20.0,33.0,0.0,8.0,80.0,131.0,100.0
BBC Bayreuth,KeVaughn Allen,23,KeVaughn Allen,32,25.6,818.5,375.0,11.7,133.0,322.0,41.3,57.0,175.0,32.6,52.0,60.0,86.7,10.0,61.0,71.0,90.0,30.0,4.0,43.0,61.0,366.1,23.3,14.9,3.6,2.8,195,570.0,17.8,22.6,57,4.1,50,13,51.1,59.7,14,1.29,-1.3,2.59,1.8,2.4,65.0,36.0,55.4,82.0,40.0,48.8,0.0,0.0,0,30.0,34.0,17.0,20.0,0.0,6.0,29.0,75.0,94.0
RheinStars Köln,Björn Rohwer,15,Björn Rohwer,32,21.7,693.6,372.0,11.6,132.0,267.0,49.4,34.0,77.0,44.2,74.0,94.0,78.7,58.0,94.0,152.0,30.0,13.0,3.0,52.0,101.0,290.3,22.2,15.4,1.2,6.3,72,444.0,13.9,18.4,46,3.5,26,17,68.7,36.5,13,-0.6,-1.81,1.21,4.0,2.7,168.0,92.0,54.8,22.0,6.0,27.3,0.0,0.0,0,45.0,2.0,17.0,20.0,0.0,3.0,82.0,42.0,51.0
Bozic Estriche Knights Kirchheim,Lucas Mayer,8,Lucas Mayer,32,25.7,822.5,363.0,11.3,139.0,292.0,47.6,41.0,122.0,33.6,44.0,78.0,56.4,21.0,132.0,153.0,85.0,33.0,9.0,93.0,92.0,382.4,24.2,14.6,3.4,6.2,181,544.0,17.0,21.9,15,1.9,12,6,51.2,17.6,8,-0.75,-5.05,4.3,2.9,2.6,131.0,81.0,61.8,39.0,17.0,43.6,0.0,0.0,0,60.0,20.0,41.0,35.0,0.0,12.0,45.0,65.0,65.0
BG Göttingen,Julius Böhmer,44,Julius Böhmer,32,22.4,715.4,335.0,10.5,119.0,251.0,47.4,42.0,122.0,34.4,55.0,67.0,82.1,22.0,51.0,73.0,74.0,16.0,3.0,55.0,84.0,300.9,21.9,13.6,3.0,3.0,164,499.0,15.6,20.2,32,2.7,22,5,66.1,27.2,12,0.88,-2.47,3.35,2.4,2.8,100.0,66.0,66,29.0,11.0,37.9,0.0,0.0,0,36.0,5.0,29.0,19.0,0.0,5.0,40.0,82.0,54.0
Phoenix Hagen,Tim Uhlemann,21,Tim Uhlemann,32,19.2,615.7,334.0,10.4,123.0,238.0,51.7,59.0,144.0,41,29.0,45.0,64.4,29.0,114.0,143.0,35.0,27.0,6.0,29.0,55.0,247.5,20.2,13.0,1.4,5.5,81,415.0,13.0,16.1,21,3.0,13,3,73.3,14.3,7,6.34,1.27,5.07,4.1,3.1,64.0,51.0,79.7,30.0,13.0,43.3,0.0,0.0,0,21.0,2.0,12.0,10.0,0.0,4.0,48.0,44.0,64.0
Artland Dragons,Connor Van Anthony,9,Connor Van Anthony,32,27.9,892.5,318.0,9.9,106.0,221.0,48,32.0,76.0,42.1,74.0,89.0,83.1,24.0,70.0,94.0,216.0,34.0,2.0,72.0,93.0,295.8,17.2,12.7,8.6,3.8,491,809.0,25.3,32.4,63,3.9,46,19,57.9,70.4,16,1.72,-0.1,1.82,1.2,1.3,92.0,53.0,57.6,53.0,21.0,39.6,0.0,0.0,0,41.0,10.0,36.0,30.0,0.0,4.0,41.0,62.0,41.0
BG Göttingen,Hendrik Helge Drescher,10,Hendrik Helge Drescher,32,22.4,717.8,303.0,9.5,112.0,234.0,47.9,39.0,120.0,32.5,40.0,51.0,78.4,35.0,125.0,160.0,51.0,23.0,10.0,51.0,73.0,261.5,19.0,12.3,2.1,6.5,118,421.0,13.2,17.1,29,2.4,17,6,73.8,25.6,12,2.43,-2.5,4.93,3.8,3.4,104.0,70.0,67.3,10.0,3.0,30,0.0,0.0,0,36.0,1.0,14.0,23.0,0.0,4.0,44.0,14.0,41.0
GIESSEN 46ers,Till Gloger,18,Till Gloger,32,16.6,531.6,287.0,9.0,124.0,186.0,66.7,1.0,3.0,33.3,38.0,61.0,62.3,42.0,57.0,99.0,15.0,10.0,3.0,14.0,53.0,177.4,17.3,11.2,0.6,3.9,36,323.0,10.1,12.7,10,1.7,6,2,72.7,6.9,6,4.03,0.28,3.74,3.9,2.6,154.0,105.0,68.2,29.0,18.0,62.1,0.0,0.0,0,25.0,0.0,2.0,9.0,0.0,2.0,58.0,26.0,63.0
