# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 462
# Qualified players exported: 220
# Total stints used: 10835
# Garbage time stints excluded: 390
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Phoenix Hagen,11,Marvin Omonigho Omuvwie,873,5.14,4.13,9.27
Bozic Estriche Knights Kirchheim,11,Tyrel Maurice Morgan,985,3.04,5.61,8.65
BBC Bayreuth,22,Leroy Ikenna Ikejiaku,782,2.58,5.23,7.82
Artland Dragons,9,Connor Van Anthony,1564,5.14,2.29,7.43
BG Göttingen,44,Julius Böhmer,1313,1.83,5.14,6.96
VfL SparkassenStars Bochum,1,Antonio Deshon Williams,1445,2.37,3.51,5.88
EPG Baskets Koblenz,0,Decorian Jeffries,1286,2.83,2.85,5.68
Eisbären Bremerhaven,11,Lorenz Brenneke,436,4.23,1.38,5.61
HAKRO Merlins Crailsheim,4,Brock Boone Gardner,1122,3.23,2.09,5.32
PS Karlsruhe LIONS,5,Tyrese Williams,1139,3.89,1.24,5.12
Bayer Giants Leverkusen,4,Lok Lol Wur,615,2.26,2.84,5.1
Eisbären Bremerhaven,3,Jacob David Biss,1193,2.94,2.02,4.95
Tigers Tübingen,21,Connor McDonald Nelson,310,3.59,1.24,4.84
Phoenix Hagen,19,Marinus Lucas N'Guessan,732,1.75,3.05,4.8
GIESSEN 46ers,12,Robin Benzing,1387,1.68,2.07,3.75
Artland Dragons,7,Timo Lanmüller,1430,1.88,1.83,3.71
HAKRO Merlins Crailsheim,0,Tyreese Blunt,1343,0.44,3.24,3.68
RheinStars Köln,23,Michael Jordan Miller,1251,0.82,2.65,3.48
Phoenix Hagen,10,Fabian Bleck,1074,-0.98,4.31,3.33
PS Karlsruhe LIONS,25,David Opowu Ejah,1625,0.47,2.83,3.31
Artland Dragons,25,Benjamin Forrest Burnham,1650,2.07,1.12,3.19
HAKRO Merlins Crailsheim,26,Marvin Ogunsipe,1207,2.03,1.1,3.13
