Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Helsinki Seagulls,3,Kahron Ross,,37,33.7,1245.3,609,16.5,246,468,52.6,37,101,36.6,80,105,76.2,28,105,133,284,77,3,90,74,56.5,59.2,22.5,100.8,21.7,3.6,2.3,8.2,5.3,39.9,3.3,0.2,14.9,0.22,12.09,6.03,6.05,131,86,65.6,229,119,52,101,37,36.6,54,27,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Salon Vilpas,5,Jalen Brooks,,39,27.7,1081.7,616,15.8,218,432,50.5,53,141,37.6,127,198,64.1,116,210,326,72,71,31,60,96,56.6,59.3,22.8,106.4,20.3,4.6,10.5,18.8,14.7,10.7,3.4,2.8,10.4,0.46,11.53,6.22,5.32,160,98,61.3,86,34,39.5,141,53,37.6,30,21,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Kataja Basket,2,De'Vion Harmon,,27,30.7,827.6,739,27.4,244,556,43.9,66,215,30.7,185,216,85.6,13,92,105,112,45,0,63,35,49.8,56.8,38.1,103.5,36.0,10.5,1.6,11.8,6.6,27.4,2.9,0.0,8.8,0.39,11.33,8.14,3.19,192,113,58.9,143,61,42.7,215,66,30.7,13,46,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Salon Vilpas,3,Claudell Harris Jr.,,6,26.0,155.8,120,20.0,43,93,46.2,18,39,46.2,16,20,80.0,2,26,28,33,2,2,18,13,55.9,58.9,32.6,100.2,25.6,8.3,1.3,15.8,8.9,33.5,0.7,1.3,15.0,0.22,10.98,6.8,4.18,27,19,70.4,25,6,24,39,18,46.2,8,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Helsinki Seagulls,4,Rene Rougeau,,34,31.3,1064.8,521,15.3,197,418,47.1,43,116,37.1,84,110,76.4,73,201,274,110,75,73,65,121,52.3,55.9,22.9,98.0,20.1,4.5,6.9,18.4,12.8,17.7,3.7,6.8,12.2,0.26,10.53,4.27,6.26,162,100,61.7,113,40,35.4,116,43,37.1,39,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Bisons Loimaa,31,Dean Keeler,,32,29.6,948.3,571,17.8,228,380,60.0,0,2,0.0,115,156,73.7,122,222,344,70,24,31,60,88,60.0,63.6,23.7,112.3,23.3,0.1,13.2,23.5,18.4,13.4,1.3,3.1,11.8,0.41,9.19,5.94,3.26,289,178,61.6,69,35,50.7,2,0,0,24,26,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Korihait,40,Jalen Jackson,,39,29.8,1161.9,445,11.4,163,360,45.3,58,155,37.4,61,82,74.4,35,176,211,189,97,40,101,109,53.3,56.2,18.9,89.5,14.4,5.0,3.3,15.0,9.4,24.7,4.2,3.7,20.3,0.23,8.77,2.95,5.82,90,54,60,109,46,42.2,155,58,37.4,54,37,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Salon Vilpas,24,Jack Forrest,,20,26.6,532.2,350,17.5,131,296,44.3,45,133,33.8,43,49,87.8,32,73,105,50,13,7,34,37,51.9,55.1,28.3,99.6,22.7,8.6,5.9,12.8,9.4,16.7,1.3,1.3,9.7,0.17,8.71,5.65,3.05,70,41,58.6,79,36,45.6,133,45,33.8,19,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Kataja Basket,55,Henri Kantonen,,34,30.7,1044.6,434,12.8,150,348,43.1,66,205,32.2,68,79,86.1,44,128,172,184,30,7,72,75,52.6,56.7,19.4,95.4,16.9,8.0,4.3,13.0,8.6,27.9,1.5,0.7,15.8,0.23,8.53,5.23,3.3,91,63,69.2,48,18,37.5,205,66,32.2,48,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Korihait,20,Frank Champion,,28,35.3,987.5,614,21.9,234,425,55.1,8,32,25.0,138,184,75.0,67,174,241,102,33,24,92,71,56.0,60.7,26.7,102.7,27.4,1.4,7.5,17.5,12.8,18.3,1.7,2.5,15.4,0.43,8.49,4.57,3.92,295,174,59,51,19,37.3,32,8,25,37,47,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
