Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
London Lions,Aaryndeep Rai,21,Aaryn Rai; Aaryndeep Rai,32,22.1,706.8,213.0,6.7,88.0,161.0,54.7,15.0,47.0,31.9,22.0,39.0,56.4,58.0,129.0,187.0,48.0,24.0,11.0,35.0,62.0,149.0,11.6,9.1,2.1,8.0,109,322.0,10.1,13.8,13,2.2,9,5,58.0,11.2,6,4.25,-2.5,6.74,4.3,3.8,86.0,59.0,68.6,27.0,14.0,51.9,47.0,15.0,31.9,36.0,1.0,12.0,14.0,2.0,7.0,46.0,37.0,65.0
Newcastle Eagles,Maceo Jack,14,Maceo Jack,31,31.1,965.1,485.0,15.6,171.0,359.0,47.6,33.0,102.0,32.4,110.0,134.0,82.1,24.0,111.0,135.0,63.0,25.0,10.0,50.0,75.0,426.2,22.0,19.3,2.5,5.4,150,635.0,20.5,25.3,56,4.0,37,15,64.2,50.6,14,-1.25,-3.58,2.33,3.2,3.0,132.0,85.0,64.4,125.0,53.0,42.4,102.0,33.0,32.4,57.0,6.0,11.0,31.0,0.0,8.0,45.0,162.0,107.0
Cheshire Phoenix,Skyler White,99,Skyler White,31,24.6,761.9,418.0,13.5,142.0,316.0,44.9,91.0,218.0,41.7,43.0,59.0,72.9,34.0,116.0,150.0,53.0,21.0,25.0,29.0,86.0,323.5,20.6,16.4,2.1,5.9,123,541.0,17.5,21.3,43,2.9,28,12,64.6,34.3,15,3.83,0.27,3.57,4.0,2.9,47.0,30.0,63.8,50.0,20.0,40,218.0,91.0,41.7,12.0,12.0,13.0,13.0,0.0,3.0,52.0,107.0,55.0
Newcastle Eagles,Cole Long,15,Cole Long,31,29.6,916.1,380.0,12.3,138.0,290.0,47.6,58.0,152.0,38.2,46.0,65.0,70.8,49.0,131.0,180.0,62.0,24.0,34.0,33.0,88.0,290.5,15.8,15.2,2.5,7.2,131,511.0,16.5,20.4,34,3.1,19,7,77.0,22.1,11,1.51,-2.07,3.58,4.5,3.2,77.0,54.0,70.1,61.0,26.0,42.6,152.0,58.0,38.2,25.0,7.0,14.0,13.0,0.0,6.0,66.0,93.0,79.0
Cheshire Phoenix,Michael Diggins,2,Michael Diggins,31,23.8,738.9,320.0,10.3,128.0,286.0,44.8,33.0,116.0,28.4,31.0,43.0,72.1,46.0,87.0,133.0,32.0,20.0,19.0,36.0,67.0,283.1,18.6,12.6,1.3,5.2,79,399.0,12.9,15.7,30,2.7,21,2,68.6,26.9,11,-2.18,-4.32,2.14,3.9,4.3,116.0,78.0,67.2,54.0,17.0,31.5,116.0,33.0,28.4,27.0,0.0,14.0,14.0,0.0,8.0,65.0,79.0,52.0
Cheshire Phoenix,Laquincy Rideau,3,Laquincy Rideau,31,25.7,796.7,312.0,10.1,110.0,276.0,39.9,36.0,107.0,33.6,56.0,78.0,71.8,44.0,104.0,148.0,162.0,55.0,6.0,84.0,113.0,336.3,20.5,12.3,6.4,5.8,386,698.0,22.5,27.5,49,3.3,41,12,52.9,51.3,15,0.05,-4.33,4.39,2.1,2.5,120.0,60.0,50,48.0,13.0,27.1,107.0,36.0,33.6,51.0,10.0,43.0,16.0,0.0,25.0,47.0,124.0,71.0
Cheshire Phoenix,Jaxon Brenchley,23,Jaxon Brenchley,31,26.0,806.1,311.0,10.0,112.0,236.0,47.5,44.0,117.0,37.6,43.0,59.0,72.9,41.0,87.0,128.0,84.0,31.0,8.0,22.0,43.0,233.2,14.1,12.2,3.3,5.0,204,515.0,16.6,20.3,22,2.2,20,10,45.1,26.4,10,2.9,-0.76,3.66,2.8,3.2,96.0,60.0,62.5,23.0,8.0,34.8,117.0,44.0,37.6,44.0,8.0,10.0,11.0,0.0,1.0,56.0,105.0,56.0
London Lions,Deane Williams,31,Deane Williams,31,22.0,682.3,274.0,8.8,98.0,223.0,43.9,31.0,102.0,30.4,47.0,70.0,67.1,42.0,105.0,147.0,55.0,21.0,20.0,42.0,83.0,243.6,19.7,11.8,2.4,6.3,122,396.0,12.8,17.0,23,1.9,28,7,37.0,36.1,12,3.06,-3.52,6.58,4.2,3.6,88.0,55.0,62.5,33.0,12.0,36.4,102.0,31.0,30.4,18.0,1.0,18.0,14.0,0.0,10.0,43.0,48.0,65.0
Newcastle Eagles,Mitch Clarke,41,Mitch Clarke,31,23.7,734.1,246.0,7.9,80.0,207.0,38.6,30.0,102.0,29.4,56.0,69.0,81.2,20.0,74.0,94.0,99.0,40.0,3.0,48.0,97.0,254.7,17.3,9.8,3.9,3.7,212,458.0,14.8,18.3,26,2.4,19,10,55.6,30.4,11,-2.12,-5.73,3.61,2.2,3.0,76.0,38.0,50,29.0,12.0,41.4,102.0,30.0,29.4,25.0,8.0,28.0,16.0,0.0,4.0,22.0,63.0,51.0
Cheshire Phoenix,Matthew Zona,24,Matthew Zona,31,13.2,408.7,189.0,6.1,67.0,153.0,43.8,35.0,96.0,36.5,20.0,36.0,55.6,29.0,61.0,90.0,15.0,15.0,16.0,17.0,67.0,150.6,17.9,7.4,0.6,3.5,34,223.0,7.2,8.8,11,2.2,4,2,112.7,4.9,5,-0.29,-3.44,3.16,4.5,4.0,34.0,23.0,67.6,23.0,9.0,39.1,96.0,35.0,36.5,7.0,1.0,4.0,3.0,1.0,9.0,30.0,25.0,22.0
Cheshire Phoenix,Patrick Robinson,13,Patrick Robinson,30,26.1,782.2,603.0,20.1,207.0,348.0,59.5,27.0,63.0,42.9,162.0,222.0,73,39.0,86.0,125.0,135.0,25.0,4.0,63.0,51.0,450.9,28.0,23.7,5.3,4.9,350,953.0,31.8,37.5,74,4.6,52,27,57.9,69.9,16,7.95,3.96,3.99,2.3,1.0,216.0,148.0,68.5,69.0,32.0,46.4,63.0,27.0,42.9,117.0,4.0,20.0,33.0,0.0,10.0,52.0,166.0,88.0
