# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 131
# Qualified players exported: 103
# Total stints used: 4233
# Garbage time stints excluded: 120
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
London Lions,1,Joel Scott,811,3.58,3.45,7.04
Manchester Basketball,22,Oluwaseyi Adetukasi,1503,3.28,3.25,6.52
Newcastle Eagles,41,Mitch Clarke,1440,2.64,2.76,5.4
London Lions,31,Deane Williams,1244,-0.04,4.6,4.57
Surrey 89ers,0,Isiah Small,1666,3.38,0.98,4.35
London Lions,23,Kameron Mcgusty,694,1.32,3.02,4.34
London Lions,21,Aaryndeep Rai,1263,2.77,1.55,4.32
Bristol Flyers,3,William Yoakum,1433,1.75,1.88,3.64
Leicester Riders,10,Olutomiwa Sulaiman,853,0.33,2.66,2.99
Leicester Riders,13,Donald Carey Jr,1007,3.31,-0.38,2.93
Newcastle Eagles,21,Emmanuel Kanwei,766,0.43,2.2,2.63
B. Braun Sheffield Sharks,24,Nick Kern Jr,1115,0.88,1.71,2.59
Cheshire Phoenix,13,Patrick Robinson,1537,4.96,-2.37,2.59
Bristol Flyers,7,Cameron Holden,1493,-0.15,2.73,2.57
London Lions,0,Ovie Soko,297,-0.58,3.15,2.57
Manchester Basketball,34,Matthew Nicholson,1169,2.09,0.4,2.49
Cheshire Phoenix,23,Jaxon Brenchley,1623,4.33,-1.87,2.47
London Lions,10,Ethan Price,815,-0.37,2.65,2.28
B. Braun Sheffield Sharks,4,William Lee,1039,0.99,1.23,2.22
Caledonia Gladiators,15,Daylen Williams,261,1.41,0.76,2.17
London Lions,33,Shavar Reynolds Jr,935,1.59,0.21,1.8
Cheshire Phoenix,9,Damiri Lindo,1026,0.12,1.55,1.67
Cheshire Phoenix,5,Frankie Policelli,1512,0.82,0.81,1.64
Manchester Basketball,0,Patrick Smith Jr,1367,3.35,-1.73,1.63
Caledonia Gladiators,15,Malcolm Delpeche,349,0.03,1.51,1.54
Newcastle Eagles,25,Marco Anthony,458,-0.91,2.41,1.49
Newcastle Eagles,9,Sauveur Kande,279,0.87,0.49,1.36
London Lions,3,Ciaran Sandy,444,-0.49,1.85,1.36
Cheshire Phoenix,99,Skyler White,1512,3.49,-2.14,1.35
London Lions,16,Karolis Lukosiunas,376,-1.02,2.35,1.33
Newcastle Eagles,14,Maceo Jack,1888,0.72,0.39,1.11
Leicester Riders,12,Aaron Menzies,591,0.48,0.61,1.09
Surrey 89ers,7,Ronald Polite Iii,1555,0.72,0.33,1.05
London Lions,15,Chaundee Brown Jr,618,1.37,-0.38,0.99
Manchester Basketball,11,Jordan Johnson,1124,-1.61,2.57,0.96
Cheshire Phoenix,11,Tobias Cameron,1101,-0.05,0.96,0.91
Manchester Basketball,9,Kaiyem Cleary,989,1.48,-0.59,0.88
Manchester Basketball,3,Gabriel Osabuohien,344,-1.92,2.75,0.83
Bristol Flyers,25,Milos Dugalic,496,-2.45,3.17,0.72
B. Braun Sheffield Sharks,5,Mervin James,613,-0.39,1.07,0.67
London Lions,6,Morayo Soluade,452,-0.68,1.34,0.66
London Lions,2,Chasson Jermar Randle,416,-0.1,0.74,0.63
B. Braun Sheffield Sharks,3,Rodney Chatman Iii,1244,1.87,-1.25,0.62
Leicester Riders,9,Emmanuel Akot,396,-1.48,2.03,0.55
