# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 318
# Qualified players exported: 205
# Total stints used: 5873
# Garbage time stints excluded: 215
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Valencia Basket,5,Sergio de Larrea,486,1.22,5.19,6.4
Río Breogán,10,Francis Alonso,812,0.74,4.13,4.87
Kosner Baskonia,11,Trent Forrest,334,4.52,-0.01,4.51
Valencia Basket,12,Neal Sako,434,-1.04,5.33,4.29
Dreamland Gran Canaria,2,Isaiah Wong,720,3.57,0.55,4.12
Valencia Basket,24,Matt Costello,604,0.85,3.17,4.02
Kosner Baskonia,1,Mamadi Diakite,440,0.31,3.69,4.0
Bàsquet Girona,8,Mark Hughes,685,2.62,1.34,3.96
Surne Bilbao,10,Martin Krampelj,561,2.02,1.71,3.73
Barça,2,Juani Marcos,411,0.08,3.46,3.54
Real Madrid,8,Chuma Okeke,425,1.95,1.53,3.48
Bàsquet Girona,4,Pep Busquets,842,1.57,1.89,3.46
Barça,14,Willy Hernangómez,636,3.0,0.45,3.45
Real Madrid,22,W. Tavares,597,2.05,1.39,3.44
Unicaja,27,Chris Duarte,652,4.74,-1.35,3.39
Valencia Basket,0,Brancou Badio,584,-0.05,3.43,3.38
Real Madrid,1,David Kramer,415,1.73,1.64,3.37
Joventut Badalona,12,Ludde Hakanson,575,2.81,0.53,3.34
Dreamland Gran Canaria,5,Ziga Samar,500,0.67,2.63,3.31
Kosner Baskonia,9,Luwawu-Cabarrot,489,1.31,1.97,3.28
Barça,5,Miles Norris,368,2.13,1.02,3.15
UCAM Murcia,13,Wilhelm Falk,307,-0.25,3.4,3.14
Hiopos Lleida,2,Corey Walden,695,0.03,3.03,3.06
Surne Bilbao,32,Tryggvi Hlinason,629,2.08,0.97,3.05
Valencia Basket,1,Kameron Taylor,597,4.69,-1.7,2.98
Real Madrid,12,Theo Maledon,555,0.59,2.37,2.97
Unicaja,33,Killian Tillie,416,2.12,0.78,2.91
Bàsquet Girona,25,Nikola Maric,459,-0.49,3.34,2.85
Barça,8,Darío Brizuela,508,1.56,1.28,2.84
MoraBanc Andorra,3,Aaron Best,554,-0.24,3.0,2.76
