Team,Lineup,GAMES,TOTAL_TIME,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,NET_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
UCAM Murcia,"Devontae Cacok, Sander Raieste, Dylan Ennis, David DeJulius, Toni Nakic",15,4864,190,66,159,41.5,29,68,42.6,29,39,74.4,50,13,63,14,22,3,54,60,148,72,76.9,67.2,31.2,35.7,50.6,53.9,21.2,74.6,19.4,22.1,24.5,42.8,121.9,162,62,145,42.8,17,45,37.8,21,22,95.5,54,17,71,16,11,3,53,51,129,48.6,52.4,25.5,80.6,31,119,2.8,24,2,8.3,67,35,52.2,68,29,42.6,0,0,0,54,24,8,33.3,76,37,48.7,45,17,37.8,0,0,0,53
UCAM Murcia,"Emanuel Cate, Sander Raieste, Dylan Ennis, David DeJulius, Toni Nakic",16,5640,208,78,212,36.8,29,79,36.7,23,26,88.5,72,11,83,25,19,0,41,67,135,59.2,59.6,58.8,40.3,40.8,43.6,46.5,32.1,86.7,15.1,14.2,12.3,37.3,148.5,188,70,194,36.1,24,55,43.6,24,36,66.7,62,11,73,17,17,3,41,63,136,42.3,44.8,16.3,84.9,28.4,136.1,12.4,42,7,16.7,91,42,46.2,79,29,36.7,0,0,0,41,28,2,7.1,111,44,39.6,55,24,43.6,0,0,0,41
Dreamland Gran Canaria,"Mike Tobey, Isaiah Wong, L. Labeyrie, Andrew Albicy, Nico Brussino",15,5826,193,69,157,43.9,24,65,36.9,31,42,73.8,55,18,73,20,16,2,46,74,133,65.2,62.4,67.9,38.5,35.3,51.6,55,29,74.3,23.1,19,26.8,41.4,127.4,180,64,158,40.5,22,62,35.5,30,37,81.1,60,19,79,19,15,1,68,57,151,47.5,51.6,28.1,76.9,39.2,109.1,18.2,18,4,22.2,74,41,55.4,65,24,36.9,0,0,0,46,26,6,23.1,70,36,51.4,62,22,35.5,0,0,0,68
Río Breogán,"Keandre Cook, Jordan Sakho, Mihajlo Andric, DeWayne Russell, Arturs Kurucs",14,4441,155,59,146,40.4,21,63,33.3,16,21,76.2,31,14,45,9,15,3,41,37,120,66.7,68.9,64.5,34.8,37.2,47.6,49.9,15.3,73.8,22.6,20,14.4,43.2,121.5,167,61,129,47.3,25,47,53.2,20,22,90.9,48,11,59,15,17,0,37,51,111,57,60.2,21.1,77.4,36.4,139.9,-18.4,23,2,8.7,60,36,60,63,21,33.3,0,0,0,41,24,5,20.8,58,31,53.4,47,25,53.2,0,0,0,37
Surne Bilbao,"Martin Krampelj, Darrun Hilliard, Margiris Normantas, Harald Frey, Tryggvi Hlinason",11,4316,146,54,134,40.3,16,41,39,22,25,88,37,20,57,20,11,0,38,52,105,72.8,68.5,77,35.0,31.2,46.3,50.3,37,69.8,35.1,18.7,18.7,30.6,118.5,149,57,133,42.9,14,47,29.8,21,28,75,37,16,53,23,9,2,46,47,115,48.1,51.3,24,64.9,35.3,107.6,10.9,35,14,40,58,24,41.4,41,16,39,0,0,0,38,27,6,22.2,59,37,62.7,47,14,29.8,0,0,0,46
Río Breogán,"Keandre Cook, Danko Brankovic, Mihajlo Andric, DeWayne Russell, Arturs Kurucs",13,3826,147,58,126,46,22,51,43.1,9,16,56.2,30,15,45,16,19,1,28,41,101,70.2,65.9,74.6,36.4,32.2,54.8,55.2,27.6,76.9,25.9,15.8,12.7,40.5,139.9,140,55,123,44.7,14,37,37.8,16,20,80,43,9,52,19,10,3,41,37,114,50.4,53.1,23.7,74.1,30.1,117.8,22.1,21,6,28.6,54,30,55.6,51,22,43.1,0,0,0,28,30,11,36.7,56,30,53.6,37,14,37.8,0,0,0,41
Río Breogán,"Bakary Dibba, Francis Alonso, Aleksandar Aranitovic, Dominik Mavra, Dragan Apic",12,3332,123,43,115,37.4,15,40,37.5,22,27,81.5,33,14,47,9,11,2,27,36,100,70.7,68.3,73.2,35.2,32.8,43.9,48.5,20.9,76.7,32.6,16.6,23.5,34.8,129.8,117,41,107,38.3,12,37,32.4,23,28,82.1,29,10,39,11,10,3,30,34,103,43.9,49,20.1,67.4,34.6,115.1,14.8,22,2,9.1,53,26,49.1,40,15,37.5,0,0,0,27,19,3,15.8,51,26,51,37,12,32.4,0,0,0,30
Dreamland Gran Canaria,"Pierre Pelos, Mike Tobey, Isaiah Wong, Andrew Albicy, Nico Brussino",12,3144,107,38,90,42.2,9,26,34.6,22,29,75.9,29,9,38,15,8,2,20,32,78,65.3,61.3,69.2,39.2,34.7,47.2,52.1,39.5,76.3,22,14.5,32.2,28.9,133.3,124,38,103,36.9,23,51,45.1,25,34,73.5,32,9,41,7,17,0,27,38,82,48.1,52.6,18.6,78,49.5,136.7,-3.5,15,3,20,49,26,53.1,26,9,34.6,0,0,0,20,21,2,9.5,31,13,41.9,51,23,45.1,0,0,0,27
UCAM Murcia,"Devontae Cacok, Dylan Ennis, David DeJulius, Howard Sant-Roos, Toni Nakic",10,2566,100,33,81,40.7,9,28,32.1,25,34,73.5,22,9,31,8,5,2,22,37,77,75.3,72.6,77.9,33.1,30.8,46.3,52.1,24.2,78.6,25.7,17.5,42,34.6,128.9,97,35,83,42.2,12,31,38.7,15,17,88.2,26,6,32,12,8,2,31,31,78,49.4,53.6,25.5,74.3,37.3,116.4,12.4,17,5,29.4,36,19,52.8,28,9,32.1,0,0,0,22,18,7,38.9,34,16,47.1,31,12,38.7,0,0,0,31
MoraBanc Andorra,"Shannon Evans, Stan Okoye, Aaron Best, Yves Pons, Artem Pustovyi",9,2807,89,29,71,40.8,9,18,50,22,24,91.7,29,7,36,10,6,3,32,26,74,68.2,69.2,67.1,34.7,35.8,47.2,54.6,34.5,72.5,21.2,25.9,33.8,25.4,109.9,90,37,105,35.2,11,37,29.7,5,11,45.5,26,11,37,11,7,0,26,30,72,40.5,41,19.1,78.8,35.2,114.6,-4.7,9,1,11.1,44,19,43.2,18,9,50,0,0,0,32,22,2,9.1,46,24,52.2,37,11,29.7,0,0,0,26
