# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 591
# Qualified players exported: 202
# Total stints used: 5873
# Garbage time stints excluded: 215
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Valencia Basket,5,Sergio de Larrea,483,1.06,5.31,6.37
Río Breogán,10,Francis Alonso,811,0.76,4.04,4.81
Bàsquet Girona,8,Mark Hughes,678,2.73,1.58,4.3
Valencia Basket,12,Neal Sako,432,-1.15,5.37,4.22
Dreamland Gran Canaria,2,Isaiah Wong,712,3.68,0.5,4.18
Kosner Baskonia,1,Mamadi Diakite,433,0.42,3.71,4.13
Kosner Baskonia,11,Trent Forrest,332,4.37,-0.26,4.11
Valencia Basket,24,Matt Costello,600,0.94,2.77,3.71
Real Madrid,8,Chuma Okeke,420,1.89,1.8,3.69
Surne Bilbao,10,Martin Krampelj,553,2.01,1.61,3.62
Real Madrid,22,W. Tavares,597,2.15,1.42,3.57
Kosner Baskonia,9,Luwawu-Cabarrot,489,1.41,2.08,3.49
Unicaja,27,Chris Duarte,645,4.82,-1.34,3.48
Barça,2,Juani Marcos,408,-0.15,3.62,3.47
Valencia Basket,0,Brancou Badio,582,-0.05,3.49,3.44
Joventut Badalona,12,Ludde Hakanson,569,2.73,0.69,3.42
Surne Bilbao,32,Tryggvi Hlinason,618,2.16,1.26,3.42
Barça,14,Willy Hernangómez,633,2.79,0.61,3.4
Real Madrid,1,David Kramer,407,1.81,1.47,3.28
Barça,5,Miles Norris,366,2.0,1.17,3.16
Barça,8,Darío Brizuela,505,1.88,1.27,3.15
Dreamland Gran Canaria,5,Ziga Samar,496,0.52,2.61,3.13
UCAM Murcia,13,Wilhelm Falk,307,-0.24,3.36,3.12
Bàsquet Girona,4,Pep Busquets,838,1.5,1.62,3.12
Recoletas Salud San Pablo Burgos,19,Raul Neto,657,0.85,2.19,3.04
Bàsquet Girona,25,Nikola Maric,456,-0.58,3.56,2.98
Valencia Basket,1,Kameron Taylor,594,4.5,-1.58,2.91
Real Madrid,12,Theo Maledon,547,0.58,2.29,2.87
Hiopos Lleida,2,Corey Walden,692,-0.13,2.99,2.86
MoraBanc Andorra,3,Aaron Best,554,-0.21,3.06,2.85
Unicaja,33,Killian Tillie,414,2.0,0.75,2.75
Coviran Granada,11,Elias Valtonen,390,1.7,1.05,2.74
Real Madrid,7,Facu Campazzo,682,3.43,-0.7,2.74
Recoletas Salud San Pablo Burgos,27,Ethan Happ,607,0.57,2.16,2.73
Bàsquet Girona,12,Martinas Geben,687,4.49,-1.97,2.52
Kosner Baskonia,10,Matteo Spagnolo,424,1.35,1.16,2.51
Unicaja,1,Chase Audige,288,2.22,0.25,2.47
Unicaja,3,J. Webb,632,1.08,1.35,2.43
UCAM Murcia,2,Sander Raieste,761,2.22,0.19,2.42
Joventut Badalona,17,Sam Dekker,342,1.76,0.65,2.41
Joventut Badalona,35,Simon Birgander,608,-1.7,4.02,2.31
Joventut Badalona,9,Ricky Rubio,677,1.31,1.0,2.31
Bàsquet Girona,29,Mindaugas Susinskas,561,0.96,1.33,2.29
Valencia Basket,3,Nate Reuvers,651,1.81,0.41,2.22
