Home_Team,Home_Lineup,Away_Team,Away_Lineup,Games,Total_Seconds,Minutes,Possessions,Home_PTS,Home_FGM,Home_FGA,Home_FG%,Home_3PM,Home_3PA,Home_3P%,Home_FTM,Home_FTA,Home_FT%,Home_OREB,Home_DREB,Home_REB,Home_AST,Home_STL,Home_BLK,Home_TOV,Home_PF,Away_PTS,Away_FGM,Away_FGA,Away_FG%,Away_3PM,Away_3PA,Away_3P%,Away_FTM,Away_FTA,Away_FT%,Away_OREB,Away_DREB,Away_REB,Away_AST,Away_STL,Away_BLK,Away_TOV,Away_PF,Home_POSS,Away_POSS,Home_OFF_RTG,Home_DEF_RTG,Home_NET_RTG,Away_OFF_RTG,Away_DEF_RTG,Away_NET_RTG,Point_Diff,Home_RIM_ATT,Home_RIM_MADE,Home_RIM%,Home_OTD_2PT_ATT,Home_OTD_2PT_MADE,Home_OTD_2PT%,Home_OTD_3PT_ATT,Home_OTD_3PT_MADE,Home_OTD_3PT%,Away_RIM_ATT,Away_RIM_MADE,Away_RIM%,Away_OTD_2PT_ATT,Away_OTD_2PT_MADE,Away_OTD_2PT%,Away_OTD_3PT_ATT,Away_OTD_3PT_MADE,Away_OTD_3PT%,Home_PASS_TO,Home_DRIBBLE_TO,Home_DEFENSE_TO,Home_MISC_TO,Away_PASS_TO,Away_DRIBBLE_TO,Away_DEFENSE_TO,Away_MISC_TO,Home_2ND_CHANCE_PTS,Home_FAST_BREAK_PTS,Home_PTS_OFF_TOV,Away_2ND_CHANCE_PTS,Away_FAST_BREAK_PTS,Away_PTS_OFF_TOV
Itzehoe Eagles,"Finn Fleute, Lucien Schmikale, Sven Cikara, Tobias Möller, Walter J McBride",SC Rist Wedel,"Al-Fayed Alegbe-Issifou, Janne Müller, Linus Hoffmann, Niklas Krause, Tomas Atli Bjarkason",1,783,13.1,24.6,25,9,19,47.4,3,10,30,4,4,100,1,7,8,6,2,1,4,7,37,12,25,48,6,14,42.9,7,9,77.8,6,9,15,5,3,0,3,7,23.7,25.5,105.5,144.9,-39.3,144.9,105.5,39.3,-12,7,4,57.1,2,2,100,0,0,0,9,5,55.6,2,1,50,0,0,0,2,2,0,0,1,2,0,0,3,9,6,8,8,2
BSW Sixers,"Elia de Almeida Rosa, Felix Zacharias, Ilias Amin, Paul Schwabe, Toby Okwuokei",Itzehoe Eagles,"Finn Fleute, Jonathan Elzie, Sven Cikara, Sydnee Ochieng Shaka Bijlsma, Tobias Möller",1,370,6.2,22.6,34,10,15,66.7,3,5,60,11,12,91.7,1,3,4,0,1,1,3,1,35,13,17,76.5,4,5,80,5,7,71.4,0,4,4,4,2,0,3,2,22.2,23.1,153.1,151.6,1.4,151.6,153.1,-1.4,-1,6,5,83.3,4,2,50,0,0,0,9,7,77.8,3,2,66.7,0,0,0,2,0,0,1,3,0,0,0,0,5,7,0,4,2
FC Bayern Basketball II,"Giovanni Alessio Calamita, Marco Frank, Nicolas Neruda Kodjoe, Nikolas Sermpezis, Ágúst Godi Kjartansson",TV Langen,"Aminu Abibu, Drago Crnjac, Henk Droste, Jacob Kumal Washington, Niklas Pons",1,592,9.9,19.7,21,10,15,66.7,1,5,20,0,2,0,1,7,8,6,2,0,6,5,18,7,16,43.8,2,9,22.2,2,4,50,2,5,7,5,2,0,3,3,21.0,18.6,100.1,96.7,3.4,96.7,100.1,-3.4,3,9,8,88.9,1,1,100,0,0,0,6,5,83.3,1,0,0,0,0,0,4,0,0,2,3,0,0,0,2,2,5,2,0,7
TKS 49ers,"Carlo Meyer, Jenö Pildner, Leonard Paul Hampl, Lukas Daniel Wagner, Yannick Hildebrandt",EN BASKETS Schwelm,"Erik Nyberg, Fabian Reichstadt, Marius Stoll, Robert Peter Merz, Zyon Ezekiel Patterson",1,638,10.6,19.0,26,8,15,53.3,5,9,55.6,5,8,62.5,3,4,7,3,1,1,4,2,25,10,16,62.5,2,3,66.7,3,4,75,2,4,6,2,2,0,3,4,19.3,18.6,134.6,134.3,0.4,134.3,134.6,-0.4,1,3,2,66.7,3,1,33.3,0,0,0,12,8,66.7,1,0,0,0,0,0,1,3,0,0,1,1,0,1,7,4,7,4,2,2
SC Rist Wedel,"Aleksandar Postic, Danny Egbe, Jayden Estrus Jr. Fatnassi, Lincoln James Rosebush, Nelson Jamal Martin",EN BASKETS Schwelm,"Erik Nyberg, Fabian Reichstadt, Lennart Urspruch, Robert Peter Merz, Tim Ludwig",1,538,9.0,18.0,9,3,13,23.1,1,3,33.3,2,4,50,1,9,10,2,0,0,5,2,15,6,17,35.3,1,6,16.7,2,5,40,3,9,12,3,3,0,1,5,18.7,17.3,48.2,86.9,-38.8,86.9,48.2,38.8,-6,9,2,22.2,1,0,0,0,0,0,8,5,62.5,3,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,4,5,4
TSV Neustadt temps Shooters,"Aimé Olma, Christenvie Kwilu, Elias Marei, Leonard Toshio Musahl, Matej Jelovcic",TKS 49ers,"Jenö Pildner, Joshua Lübken, Leonard Paul Hampl, Linus Jannik Briesemeister, Lukas Daniel Wagner",1,602,10.0,17.8,12,5,15,33.3,0,6,0,2,4,50,3,9,12,1,1,0,4,5,14,6,17,35.3,2,9,22.2,0,0,0,2,8,10,5,3,1,3,6,17.8,17.9,67.3,78.4,-11.1,78.4,67.3,11.1,-2,8,5,62.5,1,0,0,0,0,0,8,4,50,0,0,0,0,0,0,3,1,0,0,1,1,0,1,2,0,2,0,2,0
RASTA Vechta II,"Djairo Bernardina, Fynn Lastring, Ivan Volf, Moritz Grüß, Roy Krupnikas",Hertener Löwen,"Bryant Allen, Dario Fiorentino, David Ewald, Faton Jetullahi, Gilbert Kofi Gyamfi",1,580,9.7,17.8,8,2,14,14.3,1,6,16.7,3,4,75,1,12,13,1,1,1,3,1,12,5,18,27.8,2,11,18.2,0,0,0,1,12,13,3,1,0,1,4,17.8,17.9,45,66.9,-21.9,66.9,45,21.9,-4,8,1,12.5,0,0,0,0,0,0,6,3,50,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,5,0,0,2,2
EN BASKETS Schwelm,"Arthur Baheraba Noba, Erik Nyberg, Fabian Reichstadt, Marius Stoll, Zyon Ezekiel Patterson",Hertener Löwen,"Bryant Allen, Christian Matthew Hinckson, David Ewald, Müslim Akil Özmeral, Tarik Jakupovic",1,700,11.7,17.8,26,10,14,71.4,5,8,62.5,1,2,50,0,6,6,7,1,1,4,1,24,9,18,50,6,10,60,0,0,0,3,3,6,5,2,1,2,4,18.9,16.8,137.7,142.9,-5.2,142.9,137.7,5.2,2,3,2,66.7,3,3,100,0,0,0,3,2,66.7,5,1,20,0,0,0,1,2,0,1,1,0,0,1,2,3,5,3,4,9
Ahorn Camp Baskets,"Christoph Rupp, Daryl Woodmore, Dennis Diala, Felix Angerbauer, Oskar Humpert",BBC Coburg,"Darius Dawson, Erik Neunhoeffer, Leo Cosic, Nico Höllerl, Nico Wenzl",1,490,8.2,16.7,8,2,14,14.3,0,6,0,4,4,100,0,7,7,1,2,1,1,4,13,5,13,38.5,0,2,0,3,4,75,1,12,13,3,1,2,3,2,16.8,16.7,47.7,77.9,-30.2,77.9,47.7,30.2,-5,6,2,33.3,2,0,0,0,0,0,7,5,71.4,4,0,0,0,0,0,0,1,0,0,2,0,0,1,0,6,2,0,4,0
FC Bayern Basketball II,"Giovanni Alessio Calamita, Marco Frank, Nicolas Neruda Kodjoe, Nikolas Sermpezis, Ágúst Godi Kjartansson",TV Langen,"Aminu Abibu, Henk Droste, Jacob Kumal Washington, Michael Agyemang, Niklas Pons",1,437,7.3,16.3,16,6,12,50,3,5,60,1,2,50,0,0,0,2,4,1,2,2,19,9,13,69.2,0,0,0,1,2,50,2,6,8,5,1,2,6,3,14.9,15.6,107.5,121.8,-14.3,121.8,107.5,14.3,-3,7,3,42.9,0,0,0,0,0,0,11,8,72.7,2,1,50,0,0,0,1,1,0,0,4,1,0,1,0,8,3,6,2,2
EN BASKETS Schwelm,"Erik Nyberg, Fabian Reichstadt, Jascal Niclas Knörig, Luka Zajic, Tim Ludwig",TKS 49ers,"Alexander Schmidt, Benjamin Faatz, Carl Thure Peters, Joshua Lübken, Linus Jannik Briesemeister",1,505,8.4,15.8,16,6,11,54.5,3,6,50,1,2,50,0,5,5,2,0,2,4,3,22,8,16,50,4,9,44.4,2,2,100,3,5,8,5,4,0,2,2,15.9,15.7,100.8,140.4,-39.6,140.4,100.8,39.6,-6,4,2,50,1,1,100,0,0,0,6,3,50,1,1,100,0,0,0,3,1,0,0,1,0,0,1,0,1,2,2,0,9
EN BASKETS Schwelm,"Arthur Baheraba Noba, Erik Nyberg, Fabian Reichstadt, Luka Zajic, Robert Peter Merz",ETB Miners,"Gabriel Jung, Jonathan Almstedt, Leon Kalinic, Quashawn Tyrese Lane, Reik Simon Gäbler",1,545,9.1,15.3,26,10,19,52.6,3,5,60,3,4,75,5,2,7,4,4,0,1,3,20,7,12,58.3,4,5,80,2,2,100,2,3,5,6,1,0,4,2,15.7,14.2,165.2,140.8,24.4,140.8,165.2,-24.4,6,10,5,50,4,2,50,0,0,0,7,3,42.9,0,0,0,0,0,0,0,1,0,0,3,1,0,0,8,7,8,0,0,3
OrangeAcademy,"Barna Buglyó, Felix Kiehlneker, Lenni Kunzewitsch, Yanu Slingerland, Zoran Milicic",Dresden Titans,"Kevin Kollmar, Osasere Best Otakho, Sebastian Heck, Simeon Dimitrov, Wisdom Equere Uboh",1,462,7.7,15.2,16,6,16,37.5,1,5,20,3,3,100,5,3,8,3,2,0,5,3,15,7,12,58.3,1,2,50,0,0,0,0,3,3,5,4,1,3,3,15.6,15.0,102.4,100,2.4,100,102.4,-2.4,1,11,5,45.5,0,0,0,0,0,0,9,5,55.6,1,1,100,0,0,0,1,4,0,0,3,0,0,0,3,2,2,0,8,8
BBC Coburg,"Darius Dawson, Felix Egger, Julian Günther, Leo Cosic, Nico Höllerl",BG Hessing Leitershofen,"Brian Christopher Dawson, Jannik Westermeir, Jason George, Tom-Niclas Alte, Zion Antonio Richardson",1,412,6.9,15.1,11,4,12,33.3,1,5,20,2,2,100,0,5,5,2,2,1,4,6,10,4,9,44.4,0,3,0,2,3,66.7,0,6,6,1,1,1,3,4,16.9,13.3,65.2,75.1,-9.9,75.1,65.2,9.9,1,6,3,50,1,0,0,0,0,0,3,2,66.7,3,2,66.7,0,0,0,2,1,0,1,2,0,0,1,0,2,4,0,3,2
Dresden Titans,"Duje Putnik, Georg Kupke, Scott Edward Stone, Sebastian Heck, Simeon Dimitrov",OrangeAcademy,"Endurance Aiyamenkhue, Joel Cwik, Marko Dordevic, Milo Alexander Murray, Yanu Slingerland",1,479,8.0,15.1,14,7,13,53.8,0,2,0,0,0,0,1,8,9,4,3,0,4,4,7,3,11,27.3,1,4,25,0,2,0,1,4,5,2,4,0,4,2,15.7,14.9,89.1,46.9,42.2,46.9,89.1,-42.2,7,7,4,57.1,4,3,75,0,0,0,6,2,33.3,1,0,0,0,0,0,4,0,0,0,0,3,0,1,2,4,2,0,2,4
