Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Toronto Metropolitan,Aaron Rhooms,12,Aaron Rhooms,31,30.9,959.0,656.0,21.2,255.0,527.0,48.4,71.0,191.0,37.2,75.0,99.0,75.8,71.0,153.0,224.0,62.0,32.0,16.0,80.0,47.0,556.4,30.3,27.4,2.6,9.4,161,817.0,26.4,34.1,0,0,0,0,0,0.0,0,8.91,3.39,5.52,3.6,1.7,165.0,106.0,64.2,171.0,78.0,45.6,191.0,71.0,37.2,75.0,4.0,0.0,0.0,0.0,80.0,128.0,134.0,152.0
Toronto Metropolitan,Deandre Goulbourne,8,Deandre Goulbourne,31,27.3,845.0,347.0,11.2,137.0,309.0,44.3,49.0,145.0,33.8,24.0,35.0,68.6,55.0,111.0,166.0,47.0,45.0,28.0,26.0,65.0,283.6,17.5,14.5,2.0,6.9,115,462.0,14.9,19.3,0,0,0,0,0,0.0,0,7.34,0.2,7.13,3.4,3.4,86.0,56.0,65.1,78.0,32.0,41,145.0,49.0,33.8,38.0,7.0,0.0,0.0,0.0,26.0,45.0,76.0,98.0
Toronto Metropolitan,Kevin Toth,3,Kevin Toth,31,24.6,763.0,229.0,7.4,76.0,222.0,34.2,36.0,113.0,31.9,41.0,59.0,69.5,20.0,97.0,117.0,160.0,41.0,4.0,74.0,60.0,289.9,19.8,9.6,6.7,4.9,377,606.0,19.5,25.3,0,0,0,0,0,0.0,0,2.87,-2.77,5.64,1.4,1.8,54.0,21.0,38.9,55.0,19.0,34.5,113.0,36.0,31.9,17.0,8.0,0.0,0.0,0.0,74.0,30.0,68.0,62.0
Toronto Metropolitan,Aidan Wilson,22,Aidan Wilson,31,18.3,568.0,224.0,7.2,87.0,156.0,55.8,5.0,16.0,31.2,45.0,75.0,60,71.0,92.0,163.0,22.0,10.0,33.0,35.0,72.0,146.9,13.5,9.4,0.9,6.8,51,275.0,8.9,11.5,0,0,0,0,0,0.0,0,3.62,-2.28,5.91,5.0,3.4,95.0,67.0,70.5,45.0,15.0,33.3,16.0,5.0,31.2,27.0,1.0,0.0,0.0,0.0,35.0,73.0,24.0,48.0
Toronto Metropolitan,Gabriel Gutsmore,21,Gabriel Gutsmore,30,24.9,746.0,346.0,11.5,141.0,283.0,49.8,25.0,80.0,31.2,39.0,64.0,60.9,37.0,50.0,87.0,39.0,49.0,6.0,45.0,62.0,306.4,21.4,14.4,1.6,3.6,93,439.0,14.6,18.3,0,0,0,0,0,0.0,0,4.96,-1.58,6.54,2.4,3.0,133.0,84.0,63.2,70.0,32.0,45.7,80.0,25.0,31.2,66.0,0.0,0.0,0.0,0.0,45.0,65.0,86.0,84.0
Victoria,Ethan Boag,7,Ethan Boag,29,25.3,734.0,397.0,13.7,140.0,306.0,45.8,36.0,104.0,34.6,81.0,107.0,75.7,38.0,100.0,138.0,63.0,18.0,15.0,53.0,47.0,353.4,24.5,17.4,2.8,6.0,146,543.0,18.7,23.8,0,0,0,0,0,0.0,0,3.79,-0.61,4.39,3.6,2.9,86.0,50.0,58.1,116.0,54.0,46.6,104.0,36.0,34.6,22.0,2.0,0.0,0.0,0.0,53.0,48.0,45.0,67.0
Victoria,Renoldo Robinson,1/14,Renoldo Robinson,29,24.8,719.0,396.0,13.7,125.0,307.0,40.7,37.0,131.0,28.2,109.0,142.0,76.8,29.0,106.0,135.0,124.0,59.0,9.0,68.0,58.0,392.1,27.7,17.4,5.4,5.9,275,671.0,23.1,29.4,0,0,0,0,0,0.0,0,7.47,0.26,7.21,2.3,1.9,71.0,42.0,59.2,105.0,46.0,43.8,131.0,37.0,28.2,37.0,14.0,0.0,0.0,0.0,68.0,32.0,116.0,104.0
Victoria,Cameron Slaymaker,4,Cameron Slaymaker,29,21.8,631.0,249.0,8.6,80.0,159.0,50.3,29.0,57.0,50.9,60.0,74.0,81.1,33.0,76.0,109.0,47.0,27.0,2.0,47.0,63.0,197.3,15.9,10.9,2.1,4.8,116,365.0,12.6,16.0,0,0,0,0,0,0.0,0,3.35,-1.98,5.33,3.1,3.1,47.0,25.0,53.2,55.0,26.0,47.3,57.0,29.0,50.9,16.0,1.0,0.0,0.0,0.0,47.0,32.0,60.0,55.0
Toronto Metropolitan,Gurdeep Kalsi,6,Gurdeep Kalsi,29,12.9,375.0,140.0,4.8,52.0,128.0,40.6,13.0,58.0,22.4,23.0,31.0,74.2,16.0,53.0,69.0,22.0,23.0,4.0,21.0,37.0,140.8,19.6,5.8,0.9,2.9,52,192.0,6.6,8.0,0,0,0,0,0,0.0,0,3.06,-3.77,6.83,3.0,3.7,40.0,26.0,65,30.0,13.0,43.3,58.0,13.0,22.4,21.0,2.0,0.0,0.0,0.0,21.0,23.0,48.0,43.0
Victoria,Shadynn Smid,10,Shadynn Smid,28,25.3,709.0,368.0,13.1,142.0,260.0,54.6,25.0,79.0,31.6,59.0,76.0,77.6,53.0,107.0,160.0,34.0,34.0,20.0,45.0,52.0,274.0,19.6,16.1,1.5,7.0,77,445.0,15.9,19.5,0,0,0,0,0,0.0,0,5.95,0.25,5.7,4.1,3.0,117.0,86.0,73.5,64.0,31.0,48.4,79.0,25.0,31.6,29.0,3.0,0.0,0.0,0.0,45.0,60.0,74.0,87.0
