Canonical,Team,Numbers,Variations
Daniel Chijioke,Calgary,13,Daniel Chijioke
Aleksandar Vukovic,Calgary,0,Aleksandar Vukovic
Kace Archuleta,Calgary,2,Kace Archuleta
Mrigendra Dhaliwal,Calgary,3,Mrigendra Dhaliwal
Arinze Aniagu,Calgary,6,Arinze Aniagu
Hayden Franson,Calgary,10,Hayden Franson
Aidan Smith,Calgary,15,Aidan Smith
Dre Francis,Calgary,23,Dre Francis
Doudou Christ Emmanuel Diop,Acadia,15,Doudou Christ Emmanuel Diop
Adam Rosenberger,Acadia,22,Adam Rosenberger
Caleb Stewart,Dalhousie,9,Caleb Stewart
DJ Jackson,StFX,1,DJ Jackson; Dj Jackson
Phoenyx Wyse,StFX,6,Phoenyx Wyse
Nicolas Niare,StFX,15,Nicolas Niare
Koat Thomas,StFX,23,Koat Thomas
Jeff Ngandu,StFX,32,Jeff Ngandu
Owen Frayne,StFX,0,Owen Frayne
Matt Pennell,StFX,3,Matt Pennell
Jayden Webley,StFX,7,Jayden Webley
Dakoda Lewis,StFX,12,Dakoda Lewis
Javian Downey,Memorial,1,Javian Downey
Andrew Robinson,Memorial,8,Andrew Robinson
Norm Burry,Memorial,15,Norm Burry
Ivan Tsafack,Memorial,23,Ivan Tsafack
Jodick Moudiandambu,Memorial,24,Jodick Moudiandambu
Cameron Stanford,Memorial,0,Cameron Stanford
Azhyawn Downey,Memorial,3,Azhyawn Downey
River Drefers,Memorial,6,River Drefers
Zack Weenk,Memorial,7,Zack Weenk
Josh Reimer,Memorial,9,Josh Reimer
Ethan Conway,Memorial,12,Ethan Conway
Kyree Thompson,UPEI,0,Kyree Thompson
Sam Chisholm,UPEI,2,Sam Chisholm
Hugo Bermejo,UPEI,7,Hugo Bermejo
Sam Dyck,UPEI,20,Sam Dyck
Nicolas Gonzalez Longarela,UPEI,44,Nicolas Gonzalez Longarela
Cameron Brown,UPEI,5,Cameron Brown
Tarrence Booker,UPEI,10,Tarrence Booker
Aleer Aleer Leek,UPEI,11,Aleer Aleer Leek; Aleer Aleer leek
