Canonical,Team,Numbers,Variations
Matthew Carmichael,UPEI,21,Matthew Carmichael
Zachary Tucker,UPEI,22,Zachary Tucker
Abilash Surendran,UPEI,24,Abilash Surendran
Owen Smith,UPEI,25,Owen Smith
Marcus Barnes,UNB,1,Marcus Barnes
Eden Otshudi,UNB,2,Eden Otshudi
Brandon Laryea,UNB,3,Brandon Laryea
Mark Tobin,UNB,14,Mark Tobin
Conner Landell,UNB,15,Conner Landell
Kaymon Grouse,UNB,4,Kaymon Grouse
Ben Power,UNB,6,Ben Power
Ben Riley,UNB,7,Ben Riley
Anthony Sears,UNB,8,Anthony Sears
Liam Shaw,UNB,11,Liam Shaw
Tim Ellison,UNB,12/22,Tim Ellison
Matthias Muscroft,UNB,13,Matthias Muscroft
Yohann Sam,Windsor,4,Yohann Sam
Ryan Wasylyshyn,Windsor,14,Ryan Wasylyshyn
Jeziyah Excell-Johnson,Nipissing,4,Jeziyah Excell-Johnson
Alexander Blackmore,Nipissing,27/7,Alexander Blackmore
Mateja Vukic,Nipissing,12/6,Mateja Vukic
Chris-Evrard Malonga,Nipissing,20/26,Chris-Evrard Malonga
Alvin Icyogere,Nipissing,21/9,Alvin Icyogere
Jean Rene Brutus Escalona,Nipissing,10/6,Jean Rene Brutus Escalona
Douglas Junior Owusu Ansah,Nipissing,11/12,Douglas Junior Owusu Ansah
Nolan Nukkala,Nipissing,13/22,Nolan Nukkala
Hayden Blakely,Nipissing,22,Hayden Blakely
Justin Tounkara,Ottawa,12/3,Justin Tounkara
Alec Phaneuf,Ottawa,4,Alec Phaneuf
Louis Daoust,Ottawa,8,Louis Daoust
Isaac Pierre-Louis,Ottawa,10,Isaac Pierre-Louis
Brock Newton,Ottawa,11,Brock Newton
DeAndray Hamilton,Ottawa,0,DeAndray Hamilton
Andres Garcia,Ottawa,1,Andres Garcia
Will McCauley,Ottawa,2,Will McCauley
Kamil Dia hantchi,Ottawa,5,Kamil Dia Hantchi; Kamil Dia hantchi
Tesloch Luk,Ottawa,6,Tesloch Luk
Ryan Harris,Ottawa,14,Ryan Harris
Josh Muoka,Ottawa,21,Josh Muoka
Kai Dalen,Queen's,6,Kai Dalen
Ollie Engen,Queen's,8,Ollie Engen
Lucas Ponting,Queen's,10,Lucas Ponting
Noah Khaja,Queen's,13,Noah Khaja
Jakub Dobiech,Queen's,23,Jakub Dobiech
Lucas Butler,Queen's,4,Lucas Butler
Gianni Itegeli,Queen's,5,Gianni Itegeli
Emre Fisk,Queen's,7,Emre Fisk
Sam Kong,Queen's,11,Sam Kong
Tyson Lama,Queen's,12,Tyson Lama
Inder Brar,Queen's,14,Inder Brar
Zaveh Antwi,Queen's,20,Zaveh Antwi
Isaiah Bujdoso,Brock,11,Isaiah Bujdoso
Cairo Perry,Brock,24,Cairo Perry
ALEX DIFRANCESCO,McMaster,23,ALEX DIFRANCESCO; Alex Difrancesco
Matteo Zagar,Western,0,Matteo Zagar
Milan John,Western,2/6,Milan John
Imran Armstrong,Western,3,Imran Armstrong
Lucas Sheets,Western,15,Lucas Sheets
Tye Cotie,Western,33,Tye Cotie
Isaiah Young,Western,1,Isaiah Young
Raequon Pryce,Western,4,Raequon Pryce
Emmanuel Akot,Western,5,Emmanuel Akot
Kennedy Charles,Western,7,Kennedy Charles
Dola Adeniyi,Western,10,Dola Adeniyi
Owen Urquhart,Western,11,Owen Urquhart
Joe Baggaley-Lacerte,Western,23,Joe Baggaley-Lacerte
Earl Akene,Thompson Rivers,14,Earl Akene
Mason Kraus,Manitoba,1,Mason Kraus
Elisha Ampofo,MacEwan,4,Elisha Ampofo
Diego Presingular,MacEwan,5,Diego Presingular
Judson Weir,MacEwan,7,Judson Weir
Hugo Alonso,MacEwan,10,Hugo Alonso
Dami Osuma,MacEwan,15,Dami Osuma
Marcus ISO Moore,MacEwan,0,Marcus ISO Moore; Marcus Moore
Nathanael Ntumba,MacEwan,1,Nathanael Ntumba
Dele Osuma,MacEwan,8,Dele Osuma
Favour Igbinyemi,MacEwan,11,Favour Igbinyemi
Job Janda,MacEwan,12,Job Janda
Milan Jaksic,MacEwan,13,Milan Jaksic
Ben Pearson,MacEwan,14,Ben Pearson
Dillyn Morin,Saskatchewan,10,Dillyn Morin
Nikola Guzina,UBC,6,Nikola Guzina
David Mutabazi,Trinity Western,1,David Mutabazi
Marcus Shankar,Trinity Western,9,Marcus Shankar
Pearse Long,Trinity Western,17,Pearse Long
Connor Platz,Trinity Western,21,Connor Platz
Logan Stewart,Trinity Western,23,Logan Stewart
Tyler Sipma,Trinity Western,0,Tyler Sipma
Jaden Mesfin,Trinity Western,2,Jaden Mesfin
Rondell Moore,Trinity Western,3,Rondell Moore
Jack Vandenberg,Trinity Western,4,Jack Vandenberg
Tyus DeVries,Trinity Western,5,Tyus DeVries
Caleb Gremaud,Trinity Western,7,Caleb Gremaud
Carter Van der Waarde,Trinity Western,15,Carter Van der Waarde
Tayshaun Thomas,Cape Breton,4,Tayshaun Thomas
Oroma Bongomin,Cape Breton,13,Oroma Bongomin
Mathieu Nader-Kalombo,Cape Breton,14,Mathieu Nader-Kalombo
Jonah Crowther,Saint Mary's,2,Jonah Crowther
Jayrell Diggs,Saint Mary's,3,Jayrell Diggs
Jasha'jaun Downey,Saint Mary's,4,Jasha'jaun Downey
Devawn White,Saint Mary's,5,Devawn White
Jahsemar Olembe,Saint Mary's,11/15,Jahsemar Olembe
Ben Dale,Saint Mary's,1,Ben Dale
Diego Ramos,Saint Mary's,6,Diego Ramos
Dawson John,Saint Mary's,7,Dawson John
Aaron Barning,Saint Mary's,8,Aaron Barning
Micah Stewart,Saint Mary's,9,Micah Stewart
Andrew Latham,Nipissing,0/5,Andrew Latham
Bryan Oswald-Ayih,Nipissing,2,Bryan Oswald-Ayih
Ryan Heim,Nipissing,15/16,Ryan Heim
Uriel-Kaider Ndome,Laval,9,Uriel-Kaider Ndome
Samcarl Charles,Laval,12/15,Samcarl Charles
Mathys Adihou,Laval,0/13,Mathys Adihou
Angel Pierre-Francois,Laval,21/22,Angel Pierre-Francois
Lucas Mate,StFX,2,Lucas Mate
Will Tong,StFX,8,Will Tong
Bower Issacs,Memorial,4,Bower Issacs
Ben O'Brien,Memorial,5,Ben O'Brien
Andre Ash,Memorial,13,Andre Ash
Colin Tilley,Acadia,8,Colin Tilley
Kanan Christmas,Acadia,11,Kanan Christmas
Mykhailo Lypka,Acadia,21,Mykhailo Lypka
Faramade Ajayi,Lakehead,2,Faramade Ajayi
Marjok Okado,Carleton,3,Marjok Okado
Beckett Johnson,Calgary,5,Beckett Johnson
Jay Smiens,Trinity Western,8,Jay Smiens
Tariq Armstrong,StFX,5,Tariq Armstrong
Stefan Anisko,Cape Breton,1,Stefan Anisko
Jude Cameron,Saint Mary's,23,Jude Cameron
Owen Kenney,Ottawa,13,Owen Kenney
Ashton Bain,Queen's,9,Ashton Bain
Mateo Andjelic,Queen's,22,Mateo Andjelic
Raphael Joseph,Nipissing,9,Raphael Joseph
Elijah Wiebe,Winnipeg,3,Elijah Wiebe
Khushal Shukla,MacEwan,2,Khushal Shukla
Desmond Ducheck,Mount Royal,2,Desmond Ducheck
Sam Patterson,Memorial,11,Sam Patterson
Shaquai Manswell,Acadia,24,Shaquai Manswell
Duncan McRae,Toronto,21,Duncan McRae
Isaac Krueger,Queen's,15,Isaac Krueger
To Randriasalama,Laurentian,2,To Randriasalama
Brice Fandio,Laurentian,11/3,Brice Fandio
Ismael Konate,Laurentian,13,Ismael Konate
Favour Ugbah,Laurentian,22,Favour Ugbah
Keenan Morain,Laurentian,32,Keenan Morain
Jaylen Forde,Laurentian,8,Jaylen Forde
Angel Castellanos,Laurentian,9,Angel Castellanos
Toby Ezenwa,Laurentian,10,Toby Ezenwa
Evan Boudreau-Munro,Laurentian,12,Evan Boudreau-Munro
Matthew Djanashvili,Laurentian,15,Matthew Djanashvili
Will Brownridge,Laurentian,35,Will Brownridge
Tim Bilek,StFX,14,Tim Bilek
Rowan Halpenny,Bishop's,5,Rowan Halpenny
Emmanuel Duprate,Concordia,23,Emmanuel Duprate
Matthew Magnan,UPEI,9,Matthew Magnan
Hazen Rossiter,Cape Breton,12/6,Hazen Rossiter
Alex Christie,Saint Mary's,13,Alex Christie
Dylan Blackwell,Queen's,3,Dylan Blackwell
Connor Pritchard,Nipissing,3,Connor Pritchard
Jordan Nelson,York,3,Jordan Nelson
Zack Walker,Saint Mary's,12,Zack Walker
Rowan Gilpin,Bishop's,9,Rowan Gilpin
Owen Meagher,Bishop's,22,Owen Meagher
Matt Phaneuf,McGill,4,Matt Phaneuf
Joakim Gouamba,Ontario Tech,14,Joakim Gouamba
Jakobi Matalabos,Western,8,Jakobi Matalabos
Jalen Sikkema,Queen's,21,Jalen Sikkema
Alex Baulne,Calgary,21,Alex Baulne
Leyton Pedersen,Mount Royal,5,Leyton Pedersen
Keegan May,UNB,10,Keegan May
Gabriel Ing,UPEI,4,Gabriel Ing
Ben Taylor,Toronto,10,Ben Taylor
Ahmad Cidi-Jalloh,Laurentian,1,Ahmad Cidi-Jalloh
Player#,York,,Player#
Ross Pockar,Waterloo,4,Ross Pockar
Kiran Chadwick-Rupp,Waterloo,10,Kiran Chadwick-Rupp
Mawien Monydhar,MacEwan,9,Mawien Monydhar
Dario Lopez,UFV,14,Dario Lopez
Gianluca Tognetti,McGill,23,Gianluca Tognetti
Both Deng,UPEI,6,Both Deng
Zane Wattley,Alberta,6,Zane Wattley
Lydell Husbands,Dalhousie,8,Lydell Husbands
Guerdy Jean,UQAM,9,Guerdy Jean
Alex Facey,Ontario Tech,9,Alex Facey
Justyce Grant,UPEI,6,Justyce Grant
Faisal Shawwa,UBCO,21,Faisal Shawwa
Felix Theriault,McGill,20,Felix Theriault
Jason Desjarlais,Laurentian,1,Jason Desjarlais
Evan Wouters,Brock,9,Evan Wouters
Marcus Green,Saint Mary's,14,Marcus Green
Corson O'Rourke,Cape Breton,21,Corson O'Rourke
Nathan Whitnell,UPEI,3,Nathan Whitnell
Nathan Bureau,Toronto,13,Nathan Bureau
Bradley Louidon,UQAM,24,Bradley Louidon
Fran Monreal,Thompson Rivers,9,Fran Monreal
Paul Forster,McGill,30,Paul Forster
Junior Mercy,Concordia,4,Junior Mercy
Jordan Telfort,Concordia,13,Jordan Telfort
Ba Amara Djame,Concordia,24,Ba Amara Djame
Edwin Lamonge,Nipissing,9,Edwin Lamonge
Oscar Howe,Bishop's,1/2,Oscar Howe
Aiden Blair,Laurentian,11,Aiden Blair
Will Keyes,UNBC,7,Will Keyes
Markus Williams,Lakehead,22,Markus Williams
Gabe Marcotullio,StFX,11,Gabe Marcotullio
Adrian Morra,Guelph,22/99,Adrian Morra
Tyrell Williams,Concordia,11,Tyrell Williams
Juan Navarro,UBC,16,Juan Navarro
Abraham (AJ) Osman,Carleton,7,Abraham (AJ) Osman
Calvin Kuzyk,Calgary,7,Calvin Kuzyk
Daniel Muila-Mwaka,Laurentian,24,Daniel Muila-Mwaka
Mason Thurber,Saint Mary's,15,Mason Thurber
Salomon-Junior Kaane,UQAM,8,Salomon-Junior Kaane
Peniel Goujou,Concordia,14,Peniel Goujou
Ares Culley-Bremner,McMaster,9,Ares Culley-Bremner
James Kelly,McMaster,10,James Kelly
Chris Schlauwitz,Lethbridge,0,Chris Schlauwitz
Loic Defo,Laval,21,Loic Defo
Cruz Layton,Mount Royal,11,Cruz Layton
Michael Dooley,Bishop's,7,Michael Dooley
Carter Van der waard,Trinity Western,15,Carter Van der waard
Carl Emmanuel cleoph,Toronto,12,Carl Emmanuel cleoph
Mathieu Nader-Kalomb,Cape Breton,14,Mathieu Nader-Kalomb
Nicolas Gonzalez lon,UPEI,44,Nicolas Gonzalez lon
Anthony Gibson Maxwell,Concordia,3,Anthony Gibson Maxwell
Martynas Sabaliauska,Calgary,12,Martynas Sabaliauska
