# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 687
# Qualified players exported: 414
# Total stints used: 11604
# Garbage time stints excluded: 373
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Toronto Metropolitan,15,Andrejs Silconoks,447,3.83,3.72,7.55
Alberta,3,Isaac Simon,1041,5.55,1.45,7.0
Manitoba,14,Ramogi Nyagudi,749,4.55,1.64,6.19
Carleton,6,Aubrey Dorey-Havens,729,3.86,2.3,6.17
Brandon,2,Youri Cange,924,2.39,3.57,5.96
Victoria,4,Cameron Slaymaker,649,5.29,0.47,5.76
Carleton,22,Tyler Brown,434,3.0,2.75,5.75
Ottawa,13,Owen Kenney,479,3.45,1.86,5.31
Toronto Metropolitan,12,Aaron Rhooms,868,2.33,2.9,5.23
Thompson Rivers,10,Jayden Stephens,968,1.4,3.62,5.02
Carleton,14,Louth-Mohamed Coulibaly,530,1.03,3.98,5.02
Bishop's,4,Obi Dike,457,2.84,2.11,4.95
UNB,14,Mark Tobin,405,1.48,3.36,4.84
Laval,7,Chris Tshibola,460,2.8,1.9,4.71
Toronto Metropolitan,4,Maxime Louis-Jean,490,0.43,4.22,4.65
Lakehead,9,Harold Santacruz,567,2.19,2.4,4.58
Queen's,8,Ollie Engen,736,3.85,0.62,4.47
Guelph,42,Eric Armstrong,690,3.68,0.79,4.47
Brock,20,Michael Matas,414,2.67,1.78,4.44
UBC,4,Holt Tomie,918,3.27,1.14,4.42
Manitoba,9,Daren Watts,1120,2.33,2.01,4.34
Ottawa,4,Alec Phaneuf,544,2.02,2.25,4.27
Manitoba,1,Mason Kraus,973,2.39,1.79,4.18
Laval,14,Mohamed Keita,291,2.1,2.08,4.18
Calgary,23,Dre Francis,1014,1.97,2.14,4.1
Alberta,10,Nate Waldron,597,2.27,1.77,4.03
Victoria,14,Renoldo Robinson,775,2.04,1.78,3.82
Western,0,Matteo Zagar,589,2.38,1.29,3.68
Winnipeg,10,Ryan Luke,1020,1.36,2.31,3.67
Thompson Rivers,5,Dami Farinloye,967,2.58,1.09,3.67
Carleton,11,Dylan Kayijuka,419,-0.1,3.7,3.59
Queen's,6,Kai Dalen,459,3.38,0.05,3.42
Victoria,2,Geoffrey James,827,2.03,1.39,3.42
Guelph,5,Mazen Yagubi,662,3.45,-0.09,3.36
Bishop's,10,Charles Robert,564,1.51,1.79,3.3
Queen's,12,Tyson Lama,528,1.23,2.0,3.23
Dalhousie,4,Spencer Riar,483,0.87,2.34,3.21
StFX,6,Phoenyx Wyse,530,0.94,2.25,3.19
UFV,1,Ismael Hernandez,913,1.82,1.33,3.15
Regina,10,Kaz Dornstauder,878,1.31,1.83,3.14
Ottawa,11,Brock Newton,552,2.78,0.32,3.1
Queen's,7,Emre Fisk,514,2.21,0.89,3.1
Dalhousie,7,Ukiah Best,435,1.81,1.22,3.03
Ottawa,10,Isaac Pierre-Louis,407,3.48,-0.45,3.03
Saskatchewan,9,Mohamed Jabateh,540,1.42,1.6,3.03
Ottawa,0,DeAndray Hamilton,381,0.82,2.21,3.03
Victoria,5,Tyler Felt,481,1.54,1.45,2.99
McMaster,3,JACYN TAYLOR,265,-0.02,2.98,2.97
StFX,1,DJ Jackson,639,2.38,0.58,2.96
Laval,4,Alec Marchand,468,0.88,2.07,2.95
Laval,8,Jayden Larosiliere,544,1.19,1.71,2.9
Toronto Metropolitan,3,Kevin Toth,715,3.22,-0.41,2.82
Ottawa,8,Louis Daoust,459,3.16,-0.35,2.8
Ottawa,3,Justin Tounkara,487,1.4,1.37,2.78
UFV,0,Bennett O'Connor,865,0.76,2.0,2.76
Toronto,2,Lucas Prekovic,252,1.24,1.5,2.73
Acadia,4,Kyle Munro,786,1.9,0.83,2.73
Manitoba,7,Tito Obasoto,772,0.7,1.98,2.68
Carleton,15,Emanuel Milon,453,3.24,-0.59,2.65
Western,15,Lucas Sheets,456,0.3,2.32,2.62
Toronto Metropolitan,21,Gabriel Gutsmore,685,3.34,-0.74,2.6
Victoria,8,Dylan Gage,706,1.14,1.45,2.58
Toronto Metropolitan,8,Deandre Goulbourne,690,0.4,2.18,2.58
UNB,13,Matthias Muscroft,275,1.3,1.28,2.58
Trinity Western,17,Pearse Long,671,1.5,1.06,2.56
Mount Royal,8,Sam Barnie,857,1.3,1.26,2.56
UBC,15,Karan Aujla,669,1.36,1.2,2.55
UFV,12,Marcus Flores,667,-0.05,2.59,2.54
Cape Breton,9,Liai Tong,488,-0.19,2.7,2.51
Carleton,3,Marjok Okado,627,0.4,2.1,2.51
Lakehead,18,Adrian Nowak,507,0.96,1.45,2.41
UBC,10,Gus Goerzen,837,-0.32,2.68,2.36
Thompson Rivers,8,Jayden Green,847,-0.07,2.4,2.33
UNB,3,Brandon Laryea,562,0.81,1.51,2.32
Western,3,Imran Armstrong,305,2.09,0.2,2.29
Concordia,5,Victor Bonsu,308,2.53,-0.26,2.27
Victoria,7,Ethan Boag,722,3.55,-1.35,2.19
Victoria,16,Ryan Gallagher,577,2.17,-0.04,2.13
Brock,11,Isaiah Bujdoso,528,1.18,0.93,2.11
Ottawa,6,Tesloch Luk,442,2.85,-0.74,2.11
Western,2,Milan John,618,2.92,-0.81,2.11
Winnipeg,12,Elijah Mensah,844,0.66,1.4,2.07
Guelph,6,Amare Hamilton,515,0.38,1.64,2.02
Lethbridge,5,Lu Dalil,468,2.41,-0.41,2.0
Guelph,21,Raef Wykes,542,1.41,0.51,1.91
Cape Breton,4,Tayshaun Thomas,405,0.45,1.46,1.91
Brock,10,Andrew McKenna,680,0.87,1.03,1.91
Calgary,8,Daniels Baumanis,1111,2.14,-0.24,1.9
StFX,3,Matt Pennell,531,0.21,1.62,1.83
UFV,5,Amari Jones,370,-1.0,2.82,1.81
Bishop's,23,Reggie Jean seraphin,407,0.9,0.91,1.81
Ontario Tech,15,Mark Stoop,504,0.28,1.48,1.76
Victoria,10,Shadynn Smid,768,1.19,0.55,1.73
StFX,23,Koat Thomas,664,1.52,0.12,1.64
Laurier,9,Joshua Loblaw,486,3.53,-1.92,1.62
UBC,7,Raj Dhadda,546,1.36,0.24,1.6
Acadia,5,Robbie Grant,664,0.51,1.06,1.57
Laval,20,Chakib Sedoud,292,1.81,-0.27,1.55
Lakehead,15,Keylian Coulibaly,561,1.37,0.17,1.54
Dalhousie,10,Giovanni Ajiamah,287,0.59,0.95,1.54
Guelph,11,Jack Tunstill,659,0.23,1.3,1.53
Brock,23,Micheal Okeke,482,1.56,-0.04,1.52
Concordia,10,Yohan Leger,397,-0.41,1.92,1.51
Laurier,8,Liban Abdalla,552,0.23,1.25,1.48
Saint Mary's,8,Aaron Barning,258,0.98,0.46,1.44
