Team,Lineup,GAMES,TOTAL_TIME,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,NET_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Bora,"A. Hunter, S. Jules, A. Hot, J. Zeqiri, T. Cheese",11,2366,79,27,61,44.3,11,30,36.7,14,21,66.7,12,32,44,17,3,1,14,17,69,71.2,70.3,72.1,34.1,33.3,53.3,56.2,63,32.4,86.5,13.8,34.4,49.2,113.9,72,24,56,42.9,8,27,29.6,16,25,64,5,25,30,14,8,5,12,27,71,50,53.7,15.2,13.5,48.2,101.4,12.6,21,12,57.1,10,4,40,30,11,36.7,8,5,0,1,19,11,57.9,10,5,50,27,8,29.6,2,2,1,4
Golden Eagle Ylli,"D. Sabeckis, B. Huffman, S. Bamforth, T. Allen, G. Morina",3,2233,81,30,59,50.8,10,22,45.5,11,22,50,10,30,40,23,4,1,13,13,68,77.4,74,80.8,32.5,29.7,59.3,59,76.7,30.3,69.8,12.4,37.3,37.3,117.7,87,32,75,42.7,14,40,35,9,12,75,13,23,36,18,9,2,11,22,75,52,54.2,12.1,30.2,53.3,115.8,1.9,24,14,58.3,13,6,46.2,22,10,45.5,8,3,0,2,21,13,61.9,14,5,35.7,40,14,35,4,3,1,2
Vëllaznimi,"A. Koshi, S. Zekiqi, A. Gordon, D. Wilson, J. Hellems",7,2239,59,18,47,38.3,6,23,26.1,17,24,70.8,5,24,29,11,2,3,18,17,67,71.8,72.6,71,33.1,33.8,44.7,51.3,61.1,16.7,75,20.8,51.1,48.9,87.1,79,31,62,50,6,19,31.6,11,16,68.8,8,25,33,24,7,1,8,21,66,54.8,57.2,10.4,25,30.6,119.2,-32.1,15,9,60,8,3,37.5,23,6,26.1,9,5,2,1,32,21,65.6,11,4,36.4,19,6,31.6,2,4,1,1
Bashkimi,"M. Armstead, I. Cousins, L. Zeqiri, T. Bickerstaff, K. Anderson",6,1956,84,32,62,51.6,5,17,29.4,15,22,68.2,13,21,34,17,6,0,3,13,59,71.2,72.7,69.8,33.0,34.4,55.6,58.6,53.1,41.9,75,3.3,35.5,27.4,141.9,73,26,53,49.1,11,22,50,10,12,83.3,7,18,25,11,1,0,8,20,56,59.4,62.6,12.1,25,41.5,128.3,13.6,27,21,77.8,18,6,33.3,17,5,29.4,1,2,0,0,24,13,54.2,7,2,28.6,22,11,50,3,4,1,0
Bora,"A. Hunter, S. Jules, A. Hot, J. Zeqiri, R. Memedi",5,2057,65,22,51,43.1,9,22,40.9,12,17,70.6,9,23,32,12,3,1,12,19,59,65.3,68.9,61.6,34.9,38.9,52,55.6,54.5,30,74.2,14.5,33.3,43.1,110.1,48,16,44,36.4,6,17,35.3,10,16,62.5,8,21,29,10,5,2,12,13,52,43.2,47,19,25.8,38.6,90.8,19.3,22,12,54.5,7,1,14.3,22,9,40.9,7,3,0,1,14,7,50,13,3,23.1,17,6,35.3,3,3,2,4
Trepça,"M. Tmusic, S. Jones, M. Amzil, J. Payne, K. Hasbrouck",7,1982,83,33,54,61.1,11,24,45.8,6,9,66.7,5,26,31,19,11,1,9,9,59,75.1,72,78.1,33.3,30.7,71.3,71.6,57.6,21.7,81.2,10.5,16.7,44.4,139.5,46,18,51,35.3,5,21,23.8,5,5,100,6,18,24,10,6,0,20,13,64,40.2,43.2,27.3,18.8,41.2,71.3,68.2,22,19,86.4,8,3,37.5,24,11,45.8,4,4,0,1,19,8,42.1,11,5,45.5,21,5,23.8,10,4,1,3
GO+Peja,"J. Johnson, D. Berisha, M. Mala, T. Green, C. Edwards",7,1831,77,29,52,55.8,7,17,41.2,12,18,66.7,11,16,27,21,7,0,10,14,56,74.6,74.1,75.1,32.4,31.9,62.5,64.3,72.4,42.3,76.2,11,34.6,32.7,136.1,70,28,47,59.6,6,15,40,8,13,61.5,5,15,20,14,4,1,12,14,57,66,66.4,18.5,23.8,31.9,122.1,14,27,18,66.7,8,4,50,17,7,41.2,3,4,1,2,23,19,82.6,9,3,33.3,15,6,40,6,6,0,0
Trepça,"M. Tmusic, D. Hajrizi, C. Brown, J. Payne, S. Henry",3,2023,61,23,56,41.1,8,26,30.8,7,9,77.8,12,25,37,13,1,3,11,17,56,67.7,67.1,68.3,35.7,35.1,48.2,50.9,56.5,36.4,69.4,13.1,16.1,46.4,107.8,56,25,58,43.1,3,16,18.8,3,9,33.3,11,21,32,16,7,2,9,11,57,45.7,45.2,12.7,30.6,27.6,97.3,10.5,20,12,60,10,3,30,26,8,30.8,4,4,0,2,34,18,52.9,8,4,50,16,3,18.8,1,2,0,3
Rahoveci 029,"K. Pullian, B. Rexha, N. Mcloud, J. Mccorrmick, F. Rugova",4,1739,63,23,55,41.8,6,18,33.3,11,14,78.6,14,20,34,10,6,1,6,12,51,68.9,70.4,67.4,34.1,35.6,47.3,51.5,43.5,40,69,7.8,25.5,32.7,123.4,54,20,45,44.4,8,25,32,6,11,54.5,9,21,30,11,1,2,10,18,48,53.3,54.2,16.7,31,55.6,110.6,12.8,31,13,41.9,6,4,66.7,18,6,33.3,2,3,0,1,14,8,57.1,6,4,66.7,25,8,32,6,3,1,0
Sigal Prishtina,"A. Bailey, A. Azemi, D. Burns, G. Hoti, V. Kakruki",2,1683,59,25,40,62.5,5,10,50,4,9,44.4,2,11,13,14,6,1,12,9,51,75.8,73.9,77.8,32.5,30.8,68.8,67.1,56,11.8,68.8,17.2,22.5,25,113.9,56,23,38,60.5,6,16,37.5,4,11,36.4,5,15,20,14,7,1,19,13,54,68.4,65.4,30.7,31.2,42.1,102.6,11.3,23,16,69.6,7,4,57.1,10,5,50,6,5,0,1,20,16,80,2,1,50,16,6,37.5,6,7,1,3
Trepça,"M. Tmusic, S. Jones, M. Amzil, K. Hasbrouck, B. Tuna",4,1883,65,24,52,46.2,10,25,40,7,15,46.7,11,22,33,17,7,5,6,9,51,70.1,65.6,74.7,36.6,32.1,55.8,55.5,70.8,34.4,71,7.4,28.8,48.1,126.3,46,15,44,34.1,3,18,16.7,13,16,81.2,9,21,30,6,4,4,19,16,58,37.5,45.1,27.1,29,40.9,78.5,47.8,17,12,70.6,10,2,20,25,10,40,4,1,0,1,15,6,40,11,6,54.5,18,3,16.7,5,5,0,6
GO+Peja,"M. Mala, T. Green, C. Edwards, O. Williams, A. Hajdari",4,1688,51,20,55,36.4,7,19,36.8,4,4,100,16,15,31,7,6,1,12,16,50,68.6,72,65.1,33.3,36.8,42.7,44.9,35,47.1,65.2,15.8,7.3,34.5,100.7,48,19,41,46.3,2,9,22.2,8,13,61.5,8,18,26,11,4,2,9,11,45,48.8,51.4,16.2,34.8,22,104.8,-4.1,22,9,40.9,14,4,28.6,19,7,36.8,2,6,1,2,20,13,65,12,4,33.3,9,2,22.2,5,4,0,0
Golden Eagle Ylli,"D. Sabeckis, B. Huffman, T. Allen, E. Kastrati, G. Morina",3,1539,65,21,33,63.6,9,13,69.2,14,17,82.4,1,18,19,13,4,1,12,8,49,72.8,77.1,68.5,31.1,35.0,77.3,80.3,61.9,7.7,60,18.3,51.5,39.4,131.5,46,17,48,35.4,8,29,27.6,4,4,100,12,12,24,13,6,2,8,15,43,43.8,46.2,13.9,40,60.4,104.7,26.8,10,6,60,10,6,60,13,9,69.2,8,0,0,2,11,6,54.5,8,3,37.5,29,8,27.6,3,3,0,1
Bashkimi,"M. Armstead, I. Cousins, D. Lake, L. Zeqiri, S. Shorter",3,1547,59,23,38,60.5,4,15,26.7,9,12,75,3,20,23,12,3,2,10,10,48,74.7,74.9,74.6,32.0,32.2,65.8,68.2,52.2,17.6,80,15.3,31.6,39.5,122.2,50,19,42,45.2,8,24,33.3,4,7,57.1,5,14,19,11,3,0,10,9,48,54.8,55.5,18.2,20,57.1,104,18.2,14,12,85.7,9,7,77.8,15,4,26.7,4,2,1,2,15,10,66.7,3,1,33.3,24,8,33.3,4,5,1,0
GO+Peja,"S. Flatten, J. Johnson, D. Berisha, M. Mala, T. Green",6,1673,61,21,46,45.7,10,22,45.5,9,15,60,9,18,27,13,5,0,6,15,47,67.6,68.3,66.8,35.1,35.9,56.5,58,61.9,34.6,66.7,8.4,32.6,47.8,128.1,52,21,47,44.7,6,21,28.6,4,8,50,9,17,26,12,4,2,7,14,46,51.1,51.5,12.2,33.3,44.7,111.6,16.5,17,8,47.1,6,2,33.3,22,10,45.5,1,4,1,0,17,12,70.6,9,3,33.3,21,6,28.6,3,3,1,0
Bora,"A. Hunter, S. Jules, A. Hot, T. Cheese, R. Ukaj",10,1658,53,18,37,48.6,7,20,35,10,13,76.9,5,11,16,8,6,0,11,20,46,68.5,67.7,69.4,35.4,34.6,58.1,62,44.4,27.8,78.6,17.8,35.1,54.1,113.3,62,21,34,61.8,8,16,50,12,18,66.7,3,13,16,11,2,0,11,15,47,73.5,74,20.8,21.4,47.1,129.4,-16.1,10,7,70,7,4,57.1,20,7,35,2,2,2,3,9,7,77.8,9,6,66.7,16,8,50,7,3,0,1
Vëllaznimi,"Y. Anei, A. Koshi, S. Zekiqi, D. Wilson, J. Hellems",6,1484,44,12,33,36.4,6,15,40,14,18,77.8,3,14,17,7,7,2,10,15,46,72.8,74.4,71.2,32.3,33.7,45.5,53.8,58.3,14.3,60.9,17.3,54.5,45.5,95.6,50,20,41,48.8,2,11,18.2,8,11,72.7,9,18,27,13,3,0,9,15,44,51.2,54.5,16.4,39.1,26.8,113.6,-18,12,5,41.7,6,1,16.7,15,6,40,3,3,2,2,19,13,68.4,11,5,45.5,11,2,18.2,4,4,0,1
Vëllaznimi,"Z. Reid, Y. Anei, A. Koshi, R. Dahsyla, T. Todd",6,1503,50,15,39,38.5,5,16,31.2,15,23,65.2,8,19,27,11,6,3,6,14,45,77.1,72.2,82,33.2,29.3,44.9,50.9,73.3,29.6,76,9.1,59,41,110.5,44,15,39,38.5,2,14,14.3,12,17,70.6,6,19,25,10,2,2,13,18,51,41,47.3,21.9,24,35.9,85.7,24.8,19,10,52.6,4,0,0,16,5,31.2,4,1,0,1,18,10,55.6,7,3,42.9,14,2,14.3,6,2,1,2
Bashkimi,"D. Lake, L. Zeqiri, V. Bunjaku, S. Shorter, I. Nwamu",6,1613,49,19,48,39.6,7,20,35,4,5,80,8,21,29,9,2,2,4,10,44,64.2,66,62.3,36.4,38.5,46.9,48.8,47.4,26.7,77.8,6.3,10.4,41.7,110.5,31,12,38,31.6,4,21,19,3,6,50,6,22,28,7,3,2,9,15,41,36.8,38.1,18.1,22.2,55.3,74,36.5,21,9,42.9,7,3,42.9,20,7,35,2,1,0,1,10,6,60,7,2,28.6,21,4,19,1,4,1,3
Sigal Prishtina,"A. Bailey, A. Azemi, D. Haxhosaj, D. Burns, K. Kramer",3,1521,33,14,38,36.8,4,16,25,1,7,14.3,8,21,29,5,1,3,13,10,44,71,69.8,72.2,34.4,33.3,42.1,40.2,35.7,33.3,77.8,22,18.4,42.1,74.6,47,17,43,39.5,8,22,36.4,5,6,83.3,6,16,22,12,5,0,8,16,45,48.8,51.5,14.9,22.2,51.2,102.8,-28.2,11,5,45.5,11,5,45.5,16,4,25,3,5,0,4,14,5,35.7,7,4,57.1,22,8,36.4,3,1,0,3
GO+Peja,"C. Williams, M. Mala, D. Bracey, C. Edwards, A. Hajdari",3,1322,52,19,39,48.7,7,20,35,7,11,63.6,7,10,17,10,6,0,8,8,43,75.5,78.1,72.9,30.7,32.9,57.7,59.3,52.6,33.3,76.9,12.9,28.2,51.3,120.8,50,18,30,60,6,12,50,8,11,72.7,3,14,17,12,3,2,10,11,40,70,71.8,22.3,23.1,40,124.5,-3.7,17,12,70.6,2,0,0,20,7,35,4,4,0,0,10,7,70,8,5,62.5,12,6,50,5,3,0,1
Vëllaznimi,"Z. Reid, Y. Anei, A. Gordon, R. Dahsyla, T. Todd",5,1556,54,21,38,55.3,5,11,45.5,7,7,100,5,12,17,9,5,3,9,15,43,68.1,66.8,69.4,36.0,34.6,61.8,65.7,42.9,29.4,50,15.2,18.4,28.9,124.8,69,26,47,55.3,10,16,62.5,7,11,63.6,12,12,24,21,1,1,7,12,44,66,66.6,11.9,50,34,153.4,-28.7,20,12,60,7,4,57.1,11,5,45.5,2,5,0,2,25,13,52,6,3,50,16,10,62.5,6,1,0,0
Vëllaznimi,"Z. Reid, A. Koshi, S. Zekiqi, T. Todd, J. Hellems",4,1303,46,15,37,40.5,5,16,31.2,11,14,78.6,5,12,17,5,4,0,7,12,43,79.5,79.9,79.1,30.1,30.4,47.3,53.3,33.3,20.8,60,12.7,37.8,43.2,106.1,47,15,36,41.7,6,15,40,11,13,84.6,8,19,27,11,5,3,11,15,42,50,56.3,20.9,40,41.7,109.5,-3.4,16,8,50,5,2,40,16,5,31.2,2,3,1,1,17,8,47.1,4,1,25,15,6,40,3,3,2,2
Bora,"A. Hunter, S. Jules, L. Thomas, A. Hot, R. Ukaj",5,1384,39,16,35,45.7,3,14,21.4,4,4,100,3,15,18,6,4,0,10,10,42,71.8,72.8,70.8,32.9,33.9,50,53,37.5,15.8,71.4,19,11.4,40,92.8,38,13,34,38.2,5,14,35.7,7,8,87.5,6,16,22,12,3,4,11,6,40,45.6,50.6,22.7,28.6,41.2,93.1,-0.3,15,11,73.3,6,2,33.3,14,3,21.4,4,4,0,2,12,7,58.3,8,1,12.5,14,5,35.7,6,5,0,0
Bora,"T. Jackson, A. Mekic, G. Singleton, R. Ukaj, R. Memedi",3,1326,60,24,45,53.3,4,16,25,8,14,57.1,14,16,30,13,7,1,7,13,42,79.8,76.7,82.9,31.3,28.9,57.8,58.6,54.2,56,66.7,9.8,31.1,35.6,141.5,51,19,41,46.3,5,12,41.7,8,13,61.5,8,11,19,11,4,0,9,11,45,52.4,54.6,16.2,33.3,29.3,111.3,30.2,21,17,81,8,3,37.5,16,4,25,4,3,0,0,19,12,63.2,10,2,20,12,5,41.7,7,1,0,1
Sigal Prishtina,"A. Bailey, A. Azemi, D. Haxhosaj, D. Burns, G. Hoti",3,1274,58,19,41,46.3,9,19,47.4,11,17,64.7,8,8,16,13,7,1,4,8,42,79,80.4,77.5,29.8,31.0,57.3,59.8,68.4,30.8,72.7,6.1,41.5,46.3,135.8,49,17,29,58.6,7,10,70,8,11,72.7,3,18,21,15,3,1,12,14,41,70.7,72.4,26.2,27.3,34.5,119.1,16.7,12,8,66.7,10,2,20,19,9,47.4,1,3,0,0,13,8,61.5,6,2,33.3,10,7,70,10,2,0,0
Trepça,"M. Tmusic, D. Hajrizi, C. Brown, J. Payne, A. Vining",6,1412,55,22,41,53.7,6,13,46.2,5,9,55.6,8,19,27,12,2,1,7,11,42,71.9,71.7,72.1,33.5,33.3,61,61.2,54.5,40,63.3,10.9,22,31.7,130.3,47,17,43,39.5,5,15,33.3,8,14,57.1,11,12,23,10,5,2,6,11,42,45.3,47.8,10.9,36.7,34.9,110.9,19.5,24,14,58.3,4,2,50,13,6,46.2,3,3,1,0,22,9,40.9,6,3,50,15,5,33.3,1,2,1,1
Bora,"S. Jules, A. Mekic, A. Hot, J. Zeqiri, T. Cheese",6,1332,48,19,47,40.4,4,13,30.8,6,9,66.7,15,15,30,15,6,2,7,15,41,72.6,74.3,70.8,32.3,33.9,44.7,47.1,78.9,51.7,68.2,9.6,19.1,27.7,116.4,44,15,35,42.9,7,13,53.8,7,9,77.8,7,14,21,7,3,1,9,9,39,52.9,56.5,18.8,31.8,37.1,111.9,4.5,29,15,51.7,5,0,0,13,4,30.8,5,1,0,1,16,7,43.8,6,1,16.7,13,7,53.8,3,5,0,1
