Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Bashkimi,3,T. Brickerstaff,,1,22.6,22.6,24,24.0,11,12,91.7,0,0,0,2,3,66.7,3,3,6,3,2,0,1,1,91.7,90.1,28.1,167.6,29.8,0.0,19.0,12.1,14.8,18.0,4.5,0.0,7.0,0.25,18.66,11.33,7.33,11,10,90.9,1,1,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO+ Peja,10,J. Johnson,,1,37.2,37.2,14,14.0,4,14,28.6,4,7,57.1,2,2,100.0,0,3,3,9,1,0,0,1,42.9,47.0,19.1,94.1,19.5,9.7,0.0,7.0,3.7,34.9,1.5,0.0,0.0,0.14,14.67,11.96,2.72,3,0,0,4,0,0,7,4,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trepça,41,K. Hasbrouck,,14,26.9,376.0,175,12.5,51,135,37.8,36,102,35.3,37,46,80.4,3,31,34,56,23,1,15,32,51.1,56.4,21.0,102.8,16.5,9.6,0.9,8.8,5.0,22.7,3.3,0.3,8.8,0.34,11.18,6.32,4.86,18,9,50,15,6,40,102,36,35.3,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trepça,3,J. Payne,,20,28.7,574.7,271,13.6,105,218,48.2,31,72,43.1,30,35,85.7,16,50,66,92,22,2,38,32,55.3,58.1,21.9,99.9,18.3,4.9,3.1,9.1,6.2,27.1,2.1,0.3,14.0,0.16,10.86,6.46,4.4,80,45,56.2,66,29,43.9,72,31,43.1,21,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Trepça,11,M. Tmusic,,23,28.8,661.6,233,10.1,76,163,46.6,47,108,43.5,34,40,85.0,31,77,108,66,26,8,34,63,61.0,64.5,14.8,108.6,13.5,6.3,5.1,12.1,8.7,14.9,2.1,1.2,15.8,0.25,10.19,5.66,4.53,41,23,56.1,14,6,42.9,108,47,43.5,25,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Vëllaznimi,1,Z. Ride,,1,24.9,24.9,21,21.0,6,12,50.0,2,2,100.0,7,10,70.0,2,1,3,3,2,1,2,4,58.3,64.0,35.7,114.1,28.1,2.7,9.7,5.2,7.5,26.3,4.3,4.0,10.9,0.83,10.08,5.59,4.48,6,3,50,4,1,25,2,2,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO+ Peja,11,D. Berisha,,1,27.8,27.8,19,19.0,7,14,50.0,4,8,50.0,1,2,50.0,0,2,2,2,0,0,1,1,64.3,63.8,27.3,119.6,26.4,11.1,0.0,6.3,3.3,13.2,0.0,0.0,6.3,0.14,9.6,10.2,-0.59,5,3,60,1,0,0,8,4,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bora,10,A. Hunter,,17,32.8,558.2,242,14.2,84,172,48.8,45,103,43.7,29,37,78.4,8,51,59,80,15,2,27,35,61.9,64.3,18.4,112.4,19.6,8.4,1.6,9.9,5.7,25.7,1.5,0.4,12.5,0.22,9.44,6.05,3.39,26,17,65.4,43,22,51.2,103,45,43.7,13,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Vëllaznimi,6,M. Warrick,,8,34.9,279.3,174,21.8,60,113,53.1,24,43,55.8,30,34,88.2,5,21,26,24,12,0,24,13,63.7,68.0,25.5,114.5,28.8,7.1,2.0,7.8,5.0,17.6,2.3,0.0,15.8,0.3,9.04,5.74,3.3,43,23,53.5,27,13,48.1,43,24,55.8,9,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Eagle Ylli,2,S. Bamforth,,11,33.9,372.4,214,19.5,70,145,48.3,44,101,43.6,30,36,83.3,5,32,37,47,10,0,33,28,63.4,66.5,24.3,110.4,25.9,12.2,1.5,8.7,5.3,23.5,1.4,0.0,17.0,0.25,8.92,5.55,3.36,11,7,63.6,33,19,57.6,101,44,43.6,17,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GO+ Peja,4,M. Mala,,1,20.3,20.3,11,11.0,3,6,50.0,2,4,50.0,3,3,100.0,0,2,2,4,0,0,0,4,66.7,75.1,17.2,150.3,15.3,5.6,0.0,8.6,4.5,30.2,0.0,0.0,0.0,0.5,8.89,7.45,1.43,2,1,50,0,0,0,4,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peja,7,C. Edwards,,1,25.9,25.9,18,18.0,8,8,100.0,2,2,100.0,0,0,0,1,8,9,1,0,1,3,5,112.5,112.5,19.3,163.6,24.1,2.7,4.4,30.2,18.3,11.3,0.0,2.7,27.3,0.0,8.65,7.49,1.15,6,6,100,0,0,0,2,2,100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahoveci 029,5,J. Mccorrmick,,4,38.2,152.8,99,24.8,34,76,44.7,13,29,44.8,18,27,66.7,4,13,17,22,8,0,18,12,53.3,56.3,33.0,93.5,33.0,9.7,2.8,9.6,6.1,30.7,2.9,0.0,17.0,0.36,8.62,4.81,3.81,30,14,46.7,17,7,41.2,29,13,44.8,11,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Trepça,4,A. Vining,,10,22.8,227.5,116,11.6,39,90,43.3,19,54,35.2,19,25,76.0,3,25,28,41,9,0,22,19,53.9,57.4,25.1,94.3,15.5,7.2,1.5,11.7,6.7,31.2,2.1,0.0,17.9,0.28,8.6,4.84,3.77,31,18,58.1,5,2,40,54,19,35.2,12,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Bashkimi,5,K. Anderson,,15,30.9,462.8,224,14.9,67,152,44.1,30,83,36.1,60,68,88.2,4,40,44,81,9,0,31,37,53.9,61.6,20.8,105.2,19.2,7.1,0.9,8.5,4.8,28.2,1.0,0.0,14.6,0.45,8.4,4.12,4.28,42,25,59.5,27,12,44.4,83,30,36.1,17,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
GO+ Peja,7,C. Edwards,,1,25.6,25.6,12,12.0,6,12,50.0,0,2,0.0,0,0,0,4,7,11,1,0,2,0,2,50.0,50.0,22.4,100.0,16.7,2.8,15.2,23.8,19.7,6.9,0.0,8.0,0.0,0.0,7.84,7.2,0.64,6,4,66.7,4,2,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trepça,12,D. Hajrizi,,22,19.7,432.9,260,11.8,80,175,45.7,44,110,40.0,56,62,90.3,13,61,74,33,13,5,34,50,58.3,64.3,25.1,110.0,15.9,6.7,3.3,14.6,9.2,12.7,1.6,1.2,14.4,0.35,7.82,4.71,3.11,47,28,59.6,18,8,44.4,110,44,40,16,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Trepça,22,C. Brown,,9,22.5,202.6,101,11.2,41,66,62.1,0,0,0,19,39,48.7,35,51,86,5,2,3,13,12,62.1,60.7,21.4,105.0,15.3,0.0,17.4,25.9,21.6,4.5,0.5,1.4,13.5,0.59,7.58,5.23,2.35,61,40,65.6,5,1,20,0,0,0,3,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Bashkimi,7,S. Shorter,,11,29.2,321.4,182,16.5,64,140,45.7,21,53,39.6,33,45,73.3,16,38,54,28,10,2,20,16,53.2,56.9,26.4,101.2,21.9,6.4,5.5,13.6,9.5,17.1,1.7,0.8,11.1,0.32,7.3,4.07,3.23,41,24,58.5,46,19,41.3,53,21,39.6,9,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Eagle Ylli,55,T. Smith,,5,26.9,134.7,74,14.8,31,42,73.8,0,0,0,12,19,63.2,16,17,33,1,3,5,8,5,73.8,73.5,21.1,126.8,21.0,0.0,13.8,13.0,13.4,1.7,1.3,4.2,13.7,0.45,7.27,4.49,2.77,37,30,81.1,5,1,20,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bashkimi,0,J. Palokaj,,7,27.7,194.1,80,11.4,27,53,50.9,11,25,44.0,15,17,88.2,4,23,27,10,9,2,3,20,61.3,66.1,14.4,126.0,14.9,4.6,2.2,11.2,7.0,6.9,2.4,1.0,4.7,0.32,7.18,2.67,4.51,9,7,77.8,19,9,47.4,25,11,44,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trepça,23,M. Amzil,,24,22.2,533.6,248,10.3,95,190,50.0,14,57,24.6,44,68,64.7,47,81,128,30,22,9,35,44,53.7,56.4,22.0,97.3,13.8,3.2,9.6,15.9,12.9,9.4,2.2,1.7,13.7,0.36,7.01,3.91,3.1,108,72,66.7,25,9,36,57,14,24.6,14,12,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Trepça,5,S. Henry,,16,18.1,289.9,133,8.3,50,105,47.6,24,59,40.7,9,15,60.0,4,20,24,30,8,1,18,24,59.0,59.6,20.7,102.6,11.2,5.0,1.6,7.3,4.5,17.2,1.5,0.4,13.9,0.14,6.4,3.79,2.61,28,19,67.9,18,7,38.9,59,24,40.7,7,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Peja,1,S. Flatten,,1,29.9,29.9,16,16.0,5,10,50.0,2,4,50.0,4,5,80.0,0,2,2,1,1,0,0,1,60.0,65.6,18.5,131.1,21.5,5.4,0.0,6.5,3.5,6.9,1.7,0.0,0.0,0.5,6.2,7.51,-1.31,3,2,66.7,3,1,33.3,4,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trepça,21,S. Jones,,20,20.6,412.8,163,8.2,61,135,45.2,6,22,27.3,35,46,76.1,27,66,93,20,20,12,20,42,47.4,52.5,19.5,93.0,10.8,1.5,7.3,16.7,12.2,7.6,2.6,3.0,11.4,0.34,6.13,2.75,3.38,60,34,56.7,53,21,39.6,22,6,27.3,4,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
GO+Peja,5,T. Green,,16,30.1,481.0,227,14.2,86,154,55.8,17,39,43.6,38,61,62.3,45,92,137,18,13,16,32,38,61.4,62.8,20.5,106.7,18.6,3.2,10.1,18.7,14.6,6.8,1.4,3.2,15.0,0.4,6.06,3.53,2.52,100,68,68,15,1,6.7,39,17,43.6,9,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
