# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 466
# Qualified players exported: 215
# Total stints used: 9835
# Garbage time stints excluded: 362
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Phoenix Hagen,11,Marvin Omonigho Omuvwie,763,4.99,3.62,8.61
BG Göttingen,44,Julius Böhmer,1172,2.64,5.47,8.12
BBC Bayreuth,22,Leroy Ikenna Ikejiaku,701,2.91,4.84,7.74
Bozic Estriche Knights Kirchheim,11,Tyrel Maurice Morgan,938,2.66,5.0,7.65
VfL SparkassenStars Bochum,1,Antonio Deshon Williams,1302,2.94,3.79,6.72
Artland Dragons,9,Connor Van Anthony,1403,4.81,1.87,6.67
Eisbären Bremerhaven,11,Lorenz Brenneke,323,3.52,2.63,6.15
Bayer Giants Leverkusen,4,Lok Lol Wur,448,2.73,3.25,5.99
HAKRO Merlins Crailsheim,4,Brock Boone Gardner,1017,3.45,2.04,5.49
EPG Baskets Koblenz,0,Decorian Jeffries,1158,3.08,2.13,5.21
Artland Dragons,25,Benjamin Forrest Burnham,1498,3.06,1.7,4.76
Tigers Tübingen,21,Connor McDonald Nelson,310,3.61,1.14,4.75
Eisbären Bremerhaven,3,Jacob David Biss,1085,2.59,1.96,4.55
Phoenix Hagen,19,Marinus Lucas N'Guessan,652,1.26,3.14,4.4
HAKRO Merlins Crailsheim,0,Tyreese Blunt,1288,0.78,3.28,4.06
PS Karlsruhe LIONS,5,Tyrese Williams,1023,2.3,1.71,4.0
PS Karlsruhe LIONS,25,David Opowu Ejah,1427,0.94,2.22,3.16
Phoenix Hagen,4,Bjarne Kraushaar,1219,3.43,-0.28,3.16
Phoenix Hagen,10,Fabian Bleck,989,-0.51,3.64,3.14
Eisbären Bremerhaven,2,Raphael Falkenthal,673,-0.0,3.11,3.11
GIESSEN 46ers,18,Till Gloger,824,1.16,1.94,3.1
Eisbären Bremerhaven,7,Adrian Breitlauch,978,3.98,-0.89,3.09
BG Göttingen,9,Kevin Buckingham,368,3.63,-0.64,2.99
RheinStars Köln,23,Michael Jordan Miller,1111,0.88,2.01,2.89
BG Göttingen,0,Nils Owen Schmitz,824,1.52,1.3,2.83
Eisbären Bremerhaven,0,Elijah Jahi Miller,1341,2.39,0.34,2.73
PS Karlsruhe LIONS,23,Maurice Marko Pluskota,1222,2.35,0.38,2.72
GIESSEN 46ers,55,Simon Krajcovic,1106,-0.65,3.36,2.71
GIESSEN 46ers,47,Abu Kigab,258,2.2,0.47,2.67
GIESSEN 46ers,12,Robin Benzing,1250,1.29,1.36,2.65
Phoenix Hagen,30,Jeffrey Carroll,1109,3.01,-0.45,2.56
EPG Baskets Koblenz,11,Devonte Jasai McCall,749,0.92,1.64,2.56
Phoenix Hagen,2,Dennis Nawrocki,877,2.51,0.01,2.52
Artland Dragons,7,Timo Lanmüller,1287,1.17,1.33,2.5
Eisbären Bremerhaven,6,Carlos Deshawn Carter,1104,1.89,0.6,2.49
HAKRO Merlins Crailsheim,26,Marvin Ogunsipe,1110,1.43,0.99,2.41
Paderborn Baskets,71,Jonathan Klussmann,1222,2.69,-0.33,2.36
Bozic Estriche Knights Kirchheim,3,Charles Tyrone Harris Jr.,928,3.53,-1.25,2.28
HAKRO Merlins Crailsheim,12,Xavier Trent Johnson,624,0.89,1.39,2.28
HAKRO Merlins Crailsheim,10,Gianni Otto,620,1.65,0.49,2.14
BG Göttingen,20,Janis Jünemann,574,-2.1,4.24,2.13
Tigers Tübingen,10,Isaiah Jevon Sanders,594,0.97,1.16,2.13
HAKRO Merlins Crailsheim,99,Vincent Malik Shahid,736,2.03,0.09,2.13
Bozic Estriche Knights Kirchheim,4,Gian Bahattin Aydinoglu,901,-0.2,2.28,2.09
Phoenix Hagen,0,Marcus Henri Graves,1210,-0.53,2.47,1.94
GIESSEN 46ers,14,Luis Elias König Figge,832,0.29,1.63,1.92
PS Karlsruhe LIONS,4,Isaiah Rayshaud Hart,1081,0.38,1.5,1.87
Bayer Giants Leverkusen,3,Luca Finn Kahl,995,0.12,1.74,1.86
Bozic Estriche Knights Kirchheim,9,Tylan James Pope,1181,3.09,-1.27,1.82
VfL SparkassenStars Bochum,11,Dravon Mangum,1134,0.75,0.97,1.72
Paderborn Baskets,2,Branden Michael Maughmer,1022,1.99,-0.34,1.64
RheinStars Köln,11,Timothy Nehemiah Davis,314,-1.31,2.92,1.61
SBB Baskets,2,Travis Henson,340,-1.16,2.74,1.58
RheinStars Köln,4,Zachary Richard Watson,567,0.91,0.63,1.55
HAKRO Merlins Crailsheim,9,Anthony Malik Gaines,1283,-0.18,1.64,1.45
Eisbären Bremerhaven,90,Jannis von Seckendorff,1004,1.86,-0.43,1.43
Artland Dragons,3,Amir Jabbar Hinton,1488,3.37,-1.96,1.42
GIESSEN 46ers,7,Kyle Anthony Castlin,1603,-0.03,1.44,1.41
Tigers Tübingen,17,Lukas Max Milner,995,0.17,1.23,1.39
BG Göttingen,3,Jordan Sears,1287,-0.23,1.62,1.39
