Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
London Lions,Aaryndeep Rai,21,Aaryn Rai; Aaryndeep Rai,36,21.9,787.7,248.0,6.9,100.0,185.0,54.1,19.0,54.0,35.2,29.0,48.0,60.4,63.0,146.0,209.0,52.0,26.0,11.0,36.0,72.0,172.0,12.1,9.5,2.0,8.0,120,368.0,10.2,14.1,13,1.9,10,5,53.3,12.2,7,4.55,-2.11,6.66,4.3,3.7,97.0,67.0,69.1,33.0,14.0,42.4,54.0,19.0,35.2,43.0,1.0,12.0,15.0,2.0,7.0,50.0,40.0,76.0
London Lions,Deane Williams,31,Deane Williams,35,21.9,768.0,300.0,8.6,103.0,238.0,43.3,33.0,109.0,30.3,61.0,89.0,68.5,46.0,112.0,158.0,63.0,24.0,20.0,46.0,95.0,266.1,19.1,11.5,2.4,6.0,142,442.0,12.6,16.9,23,1.9,28,7,37.0,36.1,12,3.05,-3.5,6.56,4.1,3.6,92.0,56.0,60.9,37.0,14.0,37.8,109.0,33.0,30.3,18.0,1.0,20.0,16.0,0.0,10.0,46.0,53.0,70.0
Newcastle Eagles,Maceo Jack,14,Maceo Jack,34,30.7,1042.6,515.0,15.1,183.0,385.0,47.5,38.0,115.0,33,111.0,135.0,82.2,25.0,118.0,143.0,67.0,26.0,10.0,53.0,79.0,453.5,21.7,18.7,2.4,5.2,160,675.0,19.9,24.5,64,4.0,46,16,60.3,60.0,16,-1.29,-3.61,2.32,3.2,3.1,139.0,89.0,64,131.0,56.0,42.7,115.0,38.0,33,57.0,6.0,11.0,34.0,0.0,8.0,50.0,164.0,107.0
Newcastle Eagles,Cole Long,15,Cole Long,34,28.7,976.6,407.0,12.0,147.0,308.0,47.7,62.0,163.0,38,51.0,70.0,72.9,51.0,136.0,187.0,66.0,25.0,35.0,36.0,99.0,310.8,15.8,14.8,2.4,6.8,141,548.0,16.1,19.9,36,3.0,22,7,71.8,25.1,12,1.47,-2.16,3.63,4.4,3.2,82.0,58.0,70.7,63.0,27.0,42.9,163.0,62.0,38,27.0,7.0,14.0,15.0,0.0,7.0,74.0,99.0,91.0
Newcastle Eagles,Mitch Clarke,41,Mitch Clarke,34,23.5,798.4,270.0,7.9,90.0,230.0,39.1,32.0,112.0,28.6,58.0,72.0,80.6,22.0,79.0,101.0,106.0,44.0,5.0,52.0,107.0,280.0,17.5,9.8,3.9,3.7,223,493.0,14.5,17.9,26,2.2,21,10,51.2,32.4,12,-1.91,-5.7,3.79,2.2,3.1,87.0,45.0,51.7,31.0,13.0,41.9,112.0,32.0,28.6,30.0,8.0,29.0,19.0,0.0,4.0,24.0,68.0,54.0
London Lions,Mohammad Al-Amin Abdul Adamu,5,Mohammad Al-Amin Abdul Adamu; Amin Adamu,34,15.6,529.4,221.0,6.5,86.0,176.0,48.9,28.0,72.0,38.9,21.0,25.0,84,13.0,60.0,73.0,53.0,12.0,0.0,47.0,60.0,212.2,22.1,8.4,2.0,2.8,109,330.0,9.7,12.6,5,1.7,5,3,39.6,6.3,3,0.81,-4.22,5.03,2.7,2.9,50.0,32.0,64,54.0,26.0,48.1,72.0,28.0,38.9,20.0,6.0,30.0,14.0,0.0,3.0,26.0,55.0,37.0
Newcastle Eagles,Ray'sean Taylor,3,Ray'sean Taylor,33,29.0,956.6,582.0,17.6,189.0,402.0,47,63.0,186.0,33.9,141.0,175.0,80.6,27.0,123.0,150.0,149.0,49.0,2.0,68.0,83.0,499.2,26.0,21.1,5.4,5.5,333,915.0,27.7,33.3,35,2.7,27,19,49.5,38.4,13,4.38,0.39,3.99,2.3,1.1,136.0,93.0,68.4,80.0,33.0,41.2,186.0,63.0,33.9,73.0,38.0,40.0,16.0,0.0,12.0,44.0,190.0,120.0
Bristol Flyers,William Yoakum,3,William Yoakum,33,25.3,835.0,418.0,12.7,159.0,299.0,53.2,42.0,106.0,39.6,58.0,77.0,75.3,40.0,93.0,133.0,35.0,42.0,13.0,38.0,64.0,317.6,20.1,16.6,1.4,5.3,69,487.0,14.8,19.3,36,3.3,23,8,67.9,27.5,11,2.91,-1.84,4.75,3.3,2.5,149.0,103.0,69.1,44.0,14.0,31.8,106.0,42.0,39.6,51.0,7.0,10.0,22.0,0.0,6.0,68.0,124.0,93.0
Bristol Flyers,Zachary Anderson,4,Zachary Anderson,33,29.2,964.7,345.0,10.5,123.0,289.0,42.6,56.0,166.0,33.7,43.0,57.0,75.4,18.0,141.0,159.0,61.0,19.0,18.0,46.0,41.0,328.4,18.0,13.7,2.4,6.3,139,484.0,14.7,19.2,17,1.5,15,3,52.1,19.3,11,-0.76,-4.32,3.56,3.6,3.4,75.0,50.0,66.7,47.0,16.0,34,166.0,56.0,33.7,27.0,8.0,23.0,18.0,0.0,5.0,47.0,70.0,65.0
Bristol Flyers,Darnell Brodie,51,Darnell Brodie,33,17.3,569.9,257.0,7.8,98.0,199.0,49.2,1.0,5.0,20,60.0,95.0,63.2,64.0,116.0,180.0,35.0,14.0,15.0,56.0,73.0,223.5,20.7,10.2,1.4,7.1,72,329.0,10.0,13.0,14,1.8,9,9,54.0,15.0,8,-3.4,-6.7,3.31,5.0,3.2,150.0,82.0,54.7,44.0,15.0,34.1,5.0,1.0,20,30.0,0.0,30.0,17.0,0.0,9.0,58.0,21.0,39.0
Bristol Flyers,Marcus Delpeche,21,Marcus Delpeche,33,12.2,403.4,176.0,5.3,70.0,139.0,50.4,1.0,1.0,100,35.0,56.0,62.5,53.0,58.0,111.0,19.0,14.0,5.0,29.0,54.0,134.1,17.5,7.0,0.8,4.4,43,219.0,6.6,8.7,15,1.4,14,6,45.1,18.6,11,-3.01,-5.76,2.75,4.5,3.4,122.0,66.0,54.1,16.0,3.0,18.8,1.0,1.0,100,11.0,0.0,10.0,7.0,1.0,11.0,38.0,29.0,58.0
Bristol Flyers,Pasquale Landolfi,40,Pasquale Landolfi,33,2.4,78.8,11.0,0.3,4.0,19.0,21.1,2.0,15.0,13.3,1.0,2.0,50,2.0,3.0,5.0,3.0,0.0,0.0,5.0,10.0,22.0,14.7,0.4,0.1,0.2,5,16.0,0.5,0.6,0,0,0,0,0,0.0,0,-14.09,-13.7,-0.38,2.8,4.9,2.0,1.0,50,2.0,1.0,50,15.0,2.0,13.3,1.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0
Manchester Basketball,Max Jones,2,Max Jones,32,27.5,878.8,573.0,17.9,198.0,474.0,41.8,72.0,206.0,35,105.0,133.0,78.9,21.0,78.0,99.0,99.0,19.0,7.0,66.0,72.0,554.4,31.7,22.4,3.9,3.9,199,772.0,24.1,30.2,67,4.5,54,24,51.9,72.6,15,0.04,-1.4,1.43,2.4,2.3,152.0,87.0,57.2,115.0,39.0,33.9,206.0,72.0,35,69.0,27.0,30.0,18.0,0.0,18.0,59.0,131.0,77.0
Surrey 89ers,Kino Lily Jr,12,Kino Lily Jr,32,34.4,1100.2,563.0,17.6,202.0,448.0,45.1,113.0,253.0,44.7,46.0,56.0,82.1,15.0,62.0,77.0,132.0,36.0,1.0,58.0,35.0,495.0,23.3,22.6,5.3,3.1,250,813.0,25.4,32.6,51,3.0,38,8,61.4,45.5,17,2.03,0.73,1.3,1.7,2.3,57.0,28.0,49.1,138.0,61.0,44.2,253.0,113.0,44.7,10.0,38.0,28.0,24.0,0.0,6.0,36.0,148.0,121.0
Surrey 89ers,Ronald Polite Iii,7,Ronald Polite Iii,32,28.3,906.3,486.0,15.2,170.0,332.0,51.2,36.0,103.0,35,110.0,140.0,78.6,32.0,89.0,121.0,197.0,30.0,9.0,85.0,91.0,428.7,24.5,19.5,7.9,4.8,391,877.0,27.4,35.1,67,4.5,34,31,70.3,57.6,15,3.18,0.17,3.01,2.0,1.0,139.0,102.0,73.4,90.0,32.0,35.6,103.0,36.0,35,67.0,8.0,38.0,27.0,1.0,19.0,49.0,126.0,113.0
Surrey 89ers,Isiah Small,0,Isiah Small,32,29.4,939.5,475.0,14.8,175.0,360.0,48.6,27.0,76.0,35.5,98.0,137.0,71.5,80.0,188.0,268.0,104.0,36.0,25.0,67.0,94.0,391.0,21.6,19.0,4.2,10.7,223,698.0,21.8,28.0,63,3.7,41,17,65.0,56.5,17,2.33,-1.7,4.03,4.3,2.7,192.0,115.0,59.9,92.0,33.0,35.9,76.0,27.0,35.5,48.0,0.0,29.0,24.0,0.0,14.0,96.0,103.0,100.0
