Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Seawolves Academy,Jalen Page,11,Jalen Page,22,32.8,722.5,500.0,22.7,169.0,359.0,47.1,54.0,149.0,36.2,108.0,128.0,84.4,26.0,104.0,130.0,128.0,45.0,7.0,90.0,42.0,460.1,32.1,28.5,7.3,7.4,294,794.0,36.1,45.2,79,7.2,44,34,67.0,65.0,11,7.68,3.65,4.03,2.0,1.0,134.0,76.0,56.7,76.0,39.0,51.3,0.0,0.0,0,70.0,35.0,47.0,27.0,0.0,15.0,37.0,98.0,89.0
BSW Sixers,Robert Joseph Holmes,11,Robert Joseph Holmes,22,31.9,701.5,363.0,16.5,128.0,313.0,40.9,44.0,131.0,33.6,63.0,83.0,75.9,50.0,142.0,192.0,39.0,28.0,37.0,57.0,67.0,342.3,26.0,22.0,2.4,11.6,76,439.0,20.0,26.6,33,3.3,26,11,53.5,36.8,10,4.58,-0.83,5.41,4.2,2.5,141.0,74.0,52.5,41.0,10.0,24.4,0.0,0.0,0,60.0,7.0,22.0,23.0,0.0,7.0,71.0,83.0,71.0
Iserlohn Kangaroos,Tyson Leitao,32,Tyson Leitao,22,27.8,610.7,333.0,15.1,108.0,220.0,49.1,5.0,12.0,41.7,112.0,140.0,80,94.0,134.0,228.0,35.0,35.0,26.0,60.0,68.0,237.7,20.3,19.7,2.1,13.5,84,417.0,19.0,24.7,38,3.8,23,19,60.6,39.4,10,4.52,0.07,4.45,5.0,2.2,165.0,84.0,50.9,43.0,19.0,44.2,0.0,0.0,0,31.0,0.0,12.0,24.0,0.0,13.0,85.0,47.0,82.0
BSW Sixers,Toby Okwuokei,10,Toby Okwuokei,22,33.8,744.4,315.0,14.3,111.0,314.0,35.4,31.0,115.0,27,62.0,84.0,73.8,40.0,117.0,157.0,83.0,35.0,2.0,61.0,47.0,357.1,25.6,19.1,5.0,9.5,176,491.0,22.3,29.8,53,3.8,43,11,55.4,53.8,14,0.97,-2.96,3.93,2.4,2.5,133.0,59.0,44.4,66.0,21.0,31.8,0.0,0.0,0,47.0,15.0,37.0,17.0,0.0,7.0,72.0,70.0,56.0
LOK BERNAU,Anthony Watkins,0,Anthony Watkins,22,22.8,501.3,305.0,13.9,112.0,252.0,44.4,34.0,103.0,33,47.0,65.0,72.3,37.0,44.0,81.0,64.0,25.0,9.0,38.0,35.0,270.3,26.3,16.8,3.5,4.5,129,434.0,19.7,23.9,25,2.1,35,12,31.0,45.3,12,6.36,1.38,4.98,2.8,1.9,126.0,65.0,51.6,23.0,13.0,56.5,0.0,0.0,0,45.0,4.0,22.0,13.0,0.0,3.0,71.0,73.0,78.0
ETB Miners,Mychael Paulo,10,Mychael Paulo,22,27.9,614.2,300.0,13.6,110.0,249.0,44.2,51.0,137.0,37.2,29.0,39.0,74.4,22.0,73.0,95.0,59.0,32.0,8.0,23.0,39.0,256.5,21.8,17.8,3.5,5.6,134,434.0,19.7,25.7,25,3.6,24,11,43.3,30.8,7,8.16,2.25,5.92,2.5,2.6,63.0,41.0,65.1,49.0,18.0,36.7,0.0,0.0,0,23.0,14.0,14.0,8.0,0.0,1.0,56.0,52.0,71.0
ETB Miners,Niclas Jonathan Sperber,12,Niclas Jonathan Sperber,22,24.0,528.8,263.0,12.0,83.0,187.0,44.4,33.0,85.0,38.8,64.0,74.0,86.5,27.0,78.0,105.0,25.0,26.0,10.0,51.0,58.0,233.8,23.1,15.6,1.5,6.2,57,320.0,14.5,19.0,14,2.0,11,7,49.7,15.1,7,3.82,-1.56,5.37,3.5,3.0,89.0,46.0,51.7,13.0,4.0,30.8,0.0,0.0,0,27.0,3.0,20.0,23.0,0.0,4.0,34.0,65.0,63.0
Itzehoe Eagles,Sven Cikara,3,Sven Cikara,22,24.8,545.8,238.0,10.8,64.0,168.0,38.1,31.0,86.0,36,79.0,90.0,87.8,18.0,31.0,49.0,110.0,34.0,3.0,79.0,77.0,257.9,23.8,13.8,6.4,2.8,231,469.0,21.3,27.2,29,3.2,12,12,83.9,23.3,9,0.3,-2.11,2.41,1.3,1.4,55.0,25.0,45.5,27.0,8.0,29.6,0.0,0.0,0,23.0,17.0,44.0,27.0,0.0,7.0,33.0,51.0,41.0
Iserlohn Kangaroos,Christopher Schultz,13,Christopher Schultz,22,30.7,675.6,232.0,10.5,90.0,192.0,46.9,31.0,91.0,34.1,21.0,27.0,77.8,32.0,106.0,138.0,66.0,36.0,1.0,42.0,62.0,205.3,15.9,13.8,3.9,8.2,168,400.0,18.2,23.7,25,2.5,20,7,54.2,27.1,10,2.47,-2.21,4.68,3.0,2.7,91.0,53.0,58.2,10.0,6.0,60,0.0,0.0,0,24.0,8.0,16.0,11.0,0.0,6.0,35.0,50.0,56.0
TKS 49ers,Leonard Paul Hampl,18,Leonard Paul Hampl,22,24.6,540.9,215.0,9.8,78.0,185.0,42.2,6.0,19.0,31.6,53.0,74.0,71.6,36.0,73.0,109.0,51.0,12.0,9.0,61.0,75.0,232.9,22.5,12.6,3.0,6.4,117,332.0,15.1,19.5,26,2.9,18,13,54.8,28.7,9,-5.08,-7.52,2.44,3.9,2.7,132.0,60.0,45.5,34.0,12.0,35.3,0.0,0.0,0,35.0,2.0,17.0,30.0,0.0,8.0,46.0,27.0,49.0
