Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
EN BASKETS Schwelm,Marius Stoll,9,Marius Stoll,29,30.2,876.2,229.0,7.9,77.0,226.0,34.1,39.0,131.0,29.8,36.0,52.0,69.2,13.0,100.0,113.0,222.0,44.0,2.0,96.0,65.0,318.6,18.9,10.2,9.9,5.1,449,678.0,23.4,30.3,25,1.9,26,7,43.0,35.1,13,-0.6,-3.64,3.05,1.3,1.9,85.0,36.0,42.4,10.0,2.0,20,0.0,0.0,0,34.0,13.0,59.0,15.0,0.0,19.0,17.0,25.0,37.0
EN BASKETS Schwelm,Luka Zajic,2,Luka Zajic,29,18.6,538.3,187.0,6.4,69.0,191.0,36.1,20.0,84.0,23.8,29.0,42.0,69,25.0,51.0,76.0,24.0,21.0,2.0,34.0,40.0,209.7,20.3,8.4,1.1,3.4,52,239.0,8.2,10.7,13,1.6,17,1,37.3,19.4,8,-3.88,-6.06,2.18,3.0,4.5,95.0,42.0,44.2,12.0,7.0,58.3,0.0,0.0,0,27.0,1.0,8.0,17.0,0.0,8.0,30.0,44.0,44.0
EN BASKETS Schwelm,Zyon Ezekiel Patterson,7,Zyon Ezekiel Patterson,28,32.5,910.4,557.0,19.9,205.0,440.0,46.6,53.0,145.0,36.6,94.0,127.0,74,16.0,121.0,137.0,72.0,53.0,18.0,77.0,46.0,534.6,30.6,24.9,3.2,6.1,160,717.0,25.6,32.1,36,2.4,28,16,51.4,39.0,15,4.78,-0.07,4.85,3.0,2.0,137.0,85.0,62,158.0,67.0,42.4,0.0,0.0,0,52.0,17.0,20.0,36.0,0.0,14.0,53.0,126.0,135.0
LOK BERNAU,Anthony Watkins,0,Anthony Watkins,28,22.4,626.4,370.0,13.2,135.0,317.0,42.6,41.0,135.0,30.4,59.0,81.0,72.8,48.0,59.0,107.0,80.0,34.0,10.0,49.0,48.0,339.5,26.5,16.1,3.5,4.6,163,533.0,19.0,23.1,33,2.5,39,16,35.8,51.0,13,5.88,0.72,5.16,2.8,2.1,158.0,81.0,51.3,24.0,13.0,54.2,0.0,0.0,0,57.0,5.0,31.0,15.0,0.0,3.0,90.0,92.0,99.0
ETB Miners,Mychael Paulo,10,Mychael Paulo,28,27.5,769.3,363.0,13.0,133.0,309.0,43,59.0,173.0,34.1,38.0,52.0,73.1,31.0,94.0,125.0,74.0,42.0,10.0,31.0,46.0,318.6,21.8,17.1,3.5,5.9,165,528.0,18.9,24.8,25,3.6,24,11,43.3,30.8,7,8.23,1.72,6.51,2.5,2.7,77.0,53.0,68.8,59.0,21.0,35.6,0.0,0.0,0,30.0,15.0,20.0,9.0,0.0,2.0,65.0,66.0,91.0
ETB Miners,Niclas Jonathan Sperber,12,Niclas Jonathan Sperber,28,23.5,657.9,324.0,11.6,104.0,235.0,44.3,40.0,105.0,38.1,76.0,90.0,84.4,35.0,103.0,138.0,31.0,34.0,12.0,64.0,75.0,291.5,23.3,15.2,1.5,6.5,68,392.0,14.0,18.4,14,2.0,11,7,49.7,15.1,7,4.17,-1.9,6.07,3.5,3.0,110.0,56.0,50.9,20.0,8.0,40,0.0,0.0,0,35.0,6.0,28.0,25.0,0.0,5.0,42.0,82.0,81.0
TSV Neustadt temps Shooters,Emil Loch,3,Emil Loch,28,28.2,790.8,313.0,11.2,111.0,271.0,41,53.0,152.0,34.9,38.0,52.0,73.1,36.0,82.0,118.0,39.0,16.0,6.0,47.0,92.0,292.7,18.5,13.8,1.7,5.2,92,405.0,14.5,17.9,27,2.5,22,10,51.1,34.4,11,-1.43,-3.61,2.19,3.2,3.4,88.0,49.0,55.7,31.0,9.0,29,0.0,0.0,0,19.0,2.0,23.0,10.0,0.0,12.0,49.0,47.0,48.0
Itzehoe Eagles,Sven Cikara,3,Sven Cikara,28,24.2,678.8,273.0,9.8,73.0,212.0,34.4,36.0,107.0,33.6,91.0,107.0,85,24.0,38.0,62.0,128.0,40.0,3.0,96.0,98.0,317.8,24.0,12.6,5.9,2.9,273,546.0,19.5,25.2,29,3.2,12,12,83.9,23.3,9,-1.85,-3.81,1.96,1.4,1.8,72.0,29.0,40.3,33.0,8.0,24.2,0.0,0.0,0,25.0,21.0,55.0,31.0,0.0,8.0,44.0,57.0,43.0
TSV Neustadt temps Shooters,Elias Marei,7,Elias Marei,28,25.8,721.9,246.0,8.8,90.0,233.0,38.6,31.0,113.0,27.4,35.0,48.0,72.9,32.0,122.0,154.0,77.0,27.0,7.0,47.0,104.0,258.4,17.9,10.9,3.4,6.8,165,411.0,14.7,18.2,27,2.7,18,3,69.9,23.3,10,-0.57,-4.69,4.12,3.2,3.0,89.0,48.0,53.9,31.0,11.0,35.5,0.0,0.0,0,27.0,5.0,15.0,16.0,0.0,8.0,28.0,54.0,40.0
Hertener Löwen,Gilbert Kofi Gyamfi,10,Gilbert Kofi Gyamfi,28,19.9,557.5,221.0,7.9,76.0,198.0,38.4,26.0,93.0,28,43.0,57.0,75.4,40.0,75.0,115.0,25.0,20.0,15.0,43.0,29.0,217.0,22.4,11.3,1.3,5.9,55,276.0,9.9,14.1,14,1.3,12,7,46.4,18.1,11,0.21,-3.54,3.74,4.7,3.8,70.0,39.0,55.7,35.0,11.0,31.4,0.0,0.0,0,25.0,2.0,15.0,18.0,0.0,5.0,34.0,21.0,37.0
ETB Miners,Benjamin Uzoma,5,Benjamin Uzoma,28,18.0,502.9,207.0,7.4,67.0,124.0,54,0.0,0.0,0,73.0,112.0,65.2,111.0,124.0,235.0,7.0,12.0,36.0,32.0,64.0,90.5,9.5,9.7,0.3,11.0,13,220.0,7.9,10.3,7,1.2,4,10,41.7,11.4,6,4.92,0.18,4.73,5.0,3.8,115.0,61.0,53,9.0,6.0,66.7,0.0,0.0,0,24.0,0.0,6.0,15.0,0.0,5.0,92.0,6.0,38.0
EN BASKETS Schwelm,Fabian Reichstadt,4,Fabian Reichstadt,28,22.8,638.8,195.0,7.0,74.0,161.0,46,28.0,83.0,33.7,19.0,39.0,48.7,49.0,97.0,146.0,38.0,19.0,21.0,33.0,66.0,155.7,12.7,8.7,1.7,6.5,75,270.0,9.6,12.1,28,3.5,15,0,93.3,18.0,8,0.99,-3.2,4.19,4.7,3.8,73.0,46.0,63,5.0,0.0,0,0.0,0.0,0,19.0,0.0,9.0,10.0,0.0,5.0,35.0,21.0,34.0
TSV Neustadt temps Shooters,Christenvie Kwilu,17,Christenvie Kwilu,28,25.6,716.1,192.0,6.9,71.0,167.0,42.5,15.0,53.0,28.3,35.0,65.0,53.8,48.0,72.0,120.0,33.0,18.0,14.0,34.0,74.0,174.3,12.2,8.5,1.5,5.3,69,261.0,9.3,11.5,16,1.6,14,11,42.5,18.8,10,-1.9,-4.84,2.95,3.7,4.2,101.0,53.0,52.5,13.0,3.0,23.1,0.0,0.0,0,26.0,0.0,9.0,16.0,0.0,4.0,42.0,29.0,48.0
ETB Miners,Gabriel Jung,11,Gabriel Jung,28,20.7,578.8,177.0,6.3,56.0,164.0,34.1,23.0,81.0,28.4,42.0,49.0,85.7,11.0,34.0,45.0,69.0,25.0,2.0,43.0,69.0,208.9,19.0,8.3,3.2,2.1,159,336.0,12.0,15.8,10,1.7,10,0,50.0,14.0,6,-0.04,-4.63,4.59,1.7,3.3,67.0,28.0,41.8,16.0,5.0,31.2,0.0,0.0,0,21.0,9.0,20.0,16.0,0.0,5.0,18.0,46.0,39.0
