Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
ETB Miners,4,Quashawn Tyrese Lane,,27,30.2,815.7,431,16.0,144,286,50.3,21,62,33.9,122,145,84.1,31,101,132,159,41,2,81,41,54.0,61.6,23.4,100.0,21.2,3.0,4.4,13.7,9.2,34.8,2.6,0.3,18.8,0.51,14.2,7.47,6.73,151,86,57,73,37,50.7,0,0,0,35,32,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BBC Coburg,13,Darius Dawson,,26,29.3,762.9,459,17.7,176,274,64.2,10,22,45.5,97,124,78.2,44,153,197,62,35,18,64,52,66.1,69.9,23.7,116.9,23.2,1.1,7.6,24.6,16.4,15.1,2.4,2.5,16.3,0.45,12.08,6.47,5.62,221,158,71.5,31,8,25.8,0,0,0,21,27,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Baskets Juniors TSG Westerstede,0,Jon'll Larenz Fugett,,23,34.8,799.6,545,23.7,162,432,37.5,80,262,30.5,141,174,81.0,22,80,102,144,43,2,77,57,46.8,53.6,30.8,93.1,29.5,14.2,3.0,12.3,7.4,31.9,2.7,0.3,13.1,0.4,11.73,8.03,3.7,138,70,50.7,32,12,37.5,0,0,0,39,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ETB Miners,10,Mychael Paulo,,28,27.5,769.3,363,13.0,133,309,43.0,59,173,34.1,38,52,73.1,31,94,125,74,42,10,31,46,52.6,54.7,20.8,100.0,17.1,8.1,4.6,13.4,9.1,17.2,2.8,1.4,8.5,0.17,11.66,6.38,5.28,77,53,68.8,59,21,35.6,0,0,0,20,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Itzehoe Eagles,2,Walter J McBride,,25,32.8,819.2,438,17.5,167,363,46.0,57,165,34.5,47,65,72.3,26,63,89,119,58,7,52,49,53.9,55.9,24.1,98.7,22.7,8.6,3.6,8.9,6.2,27.7,3.6,1.0,11.7,0.18,11.38,7.05,4.32,139,82,59,59,28,47.5,0,0,0,32,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LOK BERNAU,24,Guy Artman Nahmias,,27,26.8,723.5,387,14.3,129,274,47.1,52,139,37.4,77,93,82.8,19,64,83,128,48,0,56,62,56.6,61.4,21.2,104.3,17.4,6.3,2.9,9.9,6.4,29.9,3.3,0.0,15.1,0.34,11.22,5.67,5.55,102,61,59.8,33,16,48.5,0,0,0,27,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Seawolves Academy,11,Jalen Page,,25,33.1,827.0,562,22.5,188,403,46.7,62,169,36.7,124,149,83.2,29,114,143,147,48,7,102,46,54.3,60.0,30.7,98.5,28.6,8.6,4.0,14.7,9.6,39.0,3.0,0.7,17.9,0.37,10.89,6.92,3.97,149,83,55.7,85,43,50.6,0,0,0,52,32,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Porsche BBA Ludwigsburg,20,Simon Feneberg,,24,29.3,702.7,330,13.8,113,250,45.2,60,168,35.7,44,60,73.3,26,64,90,110,31,1,53,49,57.2,59.7,21.0,100.2,18.4,9.4,4.3,11.3,7.7,28.2,2.4,0.1,16.1,0.24,10.58,5.55,5.02,69,45,65.2,13,8,61.5,0,0,0,31,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Dresden Titans,25,Sebastian Heck,,22,29.6,651.1,189,8.6,75,159,47.2,11,43,25.6,28,45,62.2,50,135,185,142,65,33,63,66,50.6,52.9,16.7,78.2,10.9,2.5,9.5,23.0,16.6,35.4,5.1,5.1,26.1,0.28,10.01,2.75,7.26,110,62,56.4,6,2,33.3,0,0,0,28,19,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
TSV Neustadt temps Shooters,10,Matej Jelovcic,,26,33.7,876.1,568,21.8,176,423,41.6,54,194,27.8,162,208,77.9,60,156,216,102,61,1,93,89,48.0,55.2,29.2,93.5,27.1,9.2,7.3,20.1,13.6,21.8,3.5,0.1,15.3,0.49,9.94,5.35,4.59,109,63,57.8,120,59,49.2,0,0,0,41,33,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
