Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Barnet Bulldogs Senior Men,6,S. Cooper,,16,31.5,504.2,362,22.6,124,278,44.6,45,126,35.7,69,85,81.2,13,84,97,57,56,5,45,34,52.7,57.4,29.4,100.4,28.4,9.9,2.1,15.1,8.3,22.5,5.7,1.0,12.5,0.31,17.82,10.04,7.78,97,59,60.8,55,20,36.4,126,45,35.7,17,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Solent Kestrels Senior Men,5,A. Arissol,,14,30.9,433.1,247,17.6,90,204,44.1,32,96,33.3,35,45,77.8,17,55,72,52,49,4,44,21,52.0,55.2,25.1,92.2,21.9,8.5,3.2,10.2,6.7,20.8,5.6,0.8,16.4,0.22,17.24,7.83,9.41,41,31,75.6,62,26,41.9,88,30,34.1,21,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Solent Kestrels Senior Men,11,L. Busumbru,,11,29.1,320.1,122,11.1,44,84,52.4,7,22,31.8,27,46,58.7,15,56,71,58,15,7,21,12,56.5,58.5,15.6,97.4,13.7,2.5,3.8,14.9,9.2,27.6,2.3,1.9,16.8,0.55,15.6,7.04,8.56,42,28,66.7,16,7,43.8,19,6,31.6,15,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Birmingham City University Senior Men,11,R. Faure-Daley,,20,29.0,580.4,239,11.9,84,227,37.0,50,149,33.6,21,30,70.0,20,88,108,155,96,3,69,55,48.0,49.8,20.2,77.3,13.9,8.6,2.6,12.1,7.2,42.0,7.6,0.5,22.3,0.13,15.22,6.0,9.22,34,21,61.8,43,12,27.9,149,50,33.6,53,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Magic Senior Men I,8,J. Walton,,21,31.7,665.6,396,18.9,145,326,44.5,71,170,41.8,35,48,72.9,9,68,77,108,35,0,64,24,55.4,57.0,26.3,96.3,24.2,10.4,1.2,8.5,5.0,30.3,2.7,0.0,15.6,0.15,14.41,8.75,5.66,66,34,51.5,88,40,45.5,170,71,41.8,36,23,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Solent Kestrels Senior Men,6,E. Round,,16,26.8,428.6,191,11.9,67,166,40.4,38,107,35.5,19,23,82.6,17,55,72,50,26,2,19,25,51.8,54.2,18.3,97.9,14.8,8.3,3.2,10.4,6.8,18.7,3.0,0.4,9.7,0.14,13.87,6.71,7.16,24,18,75,32,11,34.4,100,36,36,12,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
St Helens Saints Senior Men,14,D. Lufadeju,,21,34.2,718.4,464,22.1,155,339,45.7,51,133,38.3,103,127,81.1,46,112,158,91,61,3,71,63,53.2,58.8,26.4,99.6,26.4,7.6,5.3,13.1,9.2,23.8,4.1,0.4,15.2,0.37,13.7,8.57,5.13,117,75,64.1,89,29,32.6,133,51,38.3,30,31,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheffield Arrows Senior Men,23,D. Soares,,22,37.1,816.6,292,13.3,113,239,47.3,43,126,34.1,23,50,46.0,50,160,210,115,51,33,44,56,56.3,55.9,15.2,95.7,15.9,6.8,5.0,15.5,10.4,21.5,3.0,3.4,14.4,0.21,13.64,8.06,5.58,102,68,66.7,10,2,20,126,43,34.1,20,16,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheffield Arrows Senior Men,33,H. Ibrahim,,21,37.4,784.8,519,24.7,187,370,50.5,15,64,23.4,130,178,73.0,72,195,267,100,36,10,86,45,52.6,57.9,27.8,97.1,29.8,3.7,7.7,19.6,13.8,22.7,2.2,1.1,16.1,0.48,13.14,9.07,4.07,212,139,65.6,94,33,35.1,64,15,23.4,25,44,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0
London Stars Senior Men,9,R.  Martin,,1,31.8,31.8,20,20.0,7,14,50.0,1,3,33.3,5,8,62.5,5,12,17,9,1,2,7,3,53.6,57.1,25.9,81.6,21.6,3.2,12.1,30.8,21.2,43.2,1.4,5.7,28.5,0.57,12.8,6.56,6.23,9,5,55.6,2,1,50,3,1,33.3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
