Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Worcester Wolves Senior Men,E. Burgess,21/23,E. Burgess,22,28.7,632.0,398.0,18.1,165.0,289.0,57.1,5.0,19.0,26.3,63.0,93.0,67.7,94.0,132.0,226.0,36.0,26.0,14.0,36.0,44.0,261.0,20.3,22.1,2.0,12.5,84,482.0,21.9,26.7,32,3.2,25,6,57.9,28.6,10,9.13,4.24,4.89,5.0,1.6,189.0,127.0,67.2,80.0,32.0,40,19.0,5.0,26.3,52.0,0.0,13.0,14.0,0.0,9.0,127.0,88.0,98.0
Oxford Hoops Senior Men,P. Wrencher Jr,33,P. Wrencher Jr,22,32.7,720.4,390.0,17.7,146.0,339.0,43.1,5.0,30.0,16.7,93.0,136.0,68.4,104.0,151.0,255.0,32.0,13.0,7.0,47.0,22.0,328.2,22.8,22.0,1.8,14.4,70,460.0,20.9,25.9,10,2.0,12,3,37.5,16.3,5,0.59,1.96,-1.37,4.4,2.4,206.0,98.0,47.6,102.0,42.0,41.2,30.0,5.0,16.7,48.0,2.0,14.0,26.0,2.0,5.0,108.0,80.0,67.0
Myerscough Basketball Academy Senior Men I,H. Sheehan,0,H. Sheehan,22,25.0,549.5,299.0,13.6,90.0,245.0,36.7,63.0,171.0,36.8,56.0,72.0,77.8,8.0,56.0,64.0,23.0,13.0,1.0,42.0,31.0,298.3,27.5,17.2,1.3,3.7,54,353.0,16.0,20.3,34,3.4,22,16,58.5,32.0,10,2.89,0.1,2.79,2.6,2.7,49.0,21.0,42.9,23.0,4.0,17.4,171.0,63.0,36.8,15.0,4.0,21.0,16.0,1.0,4.0,70.0,73.0,46.0
Sheffield Arrows Senior Men,D. Soares,10/23,D. Soares,22,37.1,816.6,292.0,13.3,113.0,239.0,47.3,43.0,126.0,34.1,23.0,50.0,46,50.0,160.0,210.0,115.0,51.0,33.0,44.0,56.0,244.8,14.0,15.5,6.1,11.2,263,555.0,25.2,29.5,15,2.1,14,9,41.8,22.0,7,7.34,1.42,5.93,3.4,2.5,102.0,68.0,66.7,10.0,2.0,20,126.0,43.0,34.1,39.0,3.0,20.0,16.0,1.0,7.0,59.0,95.0,63.0
Liverpool Senior Men,K. Ulett-Waul,5,K. Ulett-Waul,22,33.1,727.4,264.0,12.0,98.0,246.0,39.8,24.0,90.0,26.7,44.0,68.0,64.7,17.0,58.0,75.0,87.0,27.0,0.0,58.0,41.0,304.2,19.4,13.6,4.5,3.9,204,468.0,21.3,24.1,28,2.0,31,10,39.5,48.4,14,-1.65,-3.45,1.8,1.8,2.6,126.0,70.0,55.6,27.0,4.0,14.8,90.0,24.0,26.7,50.0,7.0,27.0,24.0,0.0,7.0,46.0,115.0,58.0
Leicester Warriors Senior Men,M. Nelson,9,M. Nelson,22,27.3,600.8,238.0,10.8,75.0,217.0,34.6,22.0,82.0,26.8,66.0,106.0,62.3,27.0,54.0,81.0,22.0,31.0,4.0,53.0,54.0,278.1,22.0,12.6,1.2,4.3,47,285.0,13.0,15.1,26,2.4,26,9,43.4,35.0,11,-5.2,-5.72,0.52,3.0,3.8,113.0,47.0,41.6,21.0,6.0,28.6,82.0,22.0,26.8,22.0,2.0,21.0,28.0,0.0,4.0,34.0,45.0,66.0
Sheffield Arrows Senior Men,M. Ibrahim,14/26/44/50,M. Ibrahim,22,23.0,505.8,225.0,10.2,93.0,176.0,52.8,16.0,39.0,41,23.0,45.0,51.1,43.0,75.0,118.0,27.0,6.0,8.0,39.0,44.0,184.1,17.1,12.0,1.4,6.3,111,336.0,15.3,17.9,8,1.6,6,1,62.1,6.4,5,0.05,-1.47,1.52,4.0,3.2,111.0,67.0,60.4,26.0,10.0,38.5,39.0,16.0,41,37.0,5.0,7.0,23.0,2.0,7.0,65.0,32.0,35.0
Sheffield Sharks Senior Men,D. Kom,2/34/8,D. Kom,22,24.5,538.8,215.0,9.8,80.0,238.0,33.6,34.0,103.0,33,21.0,36.0,58.3,27.0,40.0,67.0,51.0,22.0,8.0,64.0,36.0,279.2,25.4,12.0,2.8,3.7,158,373.0,17.0,20.8,13,1.4,21,3,29.1,26.3,9,-3.26,-3.6,0.33,2.3,2.7,80.0,30.0,37.5,55.0,16.0,29.1,103.0,34.0,33,21.0,3.0,33.0,23.0,0.0,8.0,29.0,65.0,53.0
Myerscough Basketball Academy Senior Men I,O. Esingle,9,O. Esingle,22,21.4,470.6,199.0,9.0,83.0,171.0,48.5,10.0,47.0,21.3,23.0,47.0,48.9,12.0,72.0,84.0,77.0,28.0,8.0,39.0,39.0,209.9,22.6,11.5,4.4,4.8,166,365.0,16.6,21.0,17,2.4,10,5,69.7,16.2,7,5.7,-1.0,6.71,2.2,1.8,92.0,61.0,66.3,32.0,12.0,37.5,47.0,10.0,21.3,31.0,1.0,18.0,17.0,0.0,4.0,33.0,66.0,53.0
Manchester Magic Senior Men I,S. Gordon,6,S. Gordon,22,20.8,458.4,163.0,7.4,75.0,157.0,47.8,2.0,17.0,11.8,11.0,17.0,64.7,42.0,79.0,121.0,28.0,22.0,8.0,27.0,44.0,143.5,15.8,9.3,1.6,6.9,55,218.0,9.9,12.5,3,0.6,5,1,27.6,5.4,5,2.63,-2.87,5.5,4.1,3.8,111.0,62.0,55.9,29.0,11.0,37.9,17.0,2.0,11.8,27.0,1.0,5.0,14.0,0.0,8.0,45.0,43.0,55.0
