Canonical,Team,Numbers,Variations
L. Bryan Jr,BK ARMEX ENERGY Děčín,22,L. Bryan Jr
J. Gabriel,BK ARMEX ENERGY Děčín,10,J. Gabriel
M. Grill,BK ARMEX ENERGY Děčín,11,M. Grill
P. Macháč,BK ARMEX ENERGY Děčín,14/35,P. Macháč
J. Štěrba,BK ARMEX ENERGY Děčín,16,J. Štěrba
J. Edwards,BK ARMEX ENERGY Děčín,20,J. Edwards
L. Feštr,BK ARMEX ENERGY Děčín,44,L. Feštr
M. Šturanović,BK ARMEX ENERGY Děčín,47,M. Šturanović
D. Böhm,SK Slavia Praha,13/7,D. Böhm
T. Bladen,SK Slavia Praha,8,T. Bladen
R. Pumprla,SK Slavia Praha,9,R. Pumprla
R. Jones,SK Slavia Praha,15,R. Jones
J. Matušík,SK Slavia Praha,16,J. Matušík
M. Střelba,SK Slavia Praha,11,M. Střelba
M. Ježek,SK Slavia Praha,12/22,M. Ježek
M. Kraut,SK Slavia Praha,19,M. Kraut
R. Mrázek,SK Slavia Praha,22,R. Mrázek
J. Mršťák,SK Slavia Praha,27,J. Mršťák
M. Dáňa,SK Slavia Praha,88,M. Dáňa
M. Santos - Silva,ERA Basketball Nymburk,7,M. Santos - Silva
S. Rice,ERA Basketball Nymburk,10,S. Rice
J. Bohačík,ERA Basketball Nymburk,17,J. Bohačík
O. Sehnal,ERA Basketball Nymburk,19,O. Sehnal
M. Kříž,ERA Basketball Nymburk,31,M. Kříž
J. Brickus,ERA Basketball Nymburk,2,J. Brickus
D. Nejezchleb,ERA Basketball Nymburk,9,D. Nejezchleb
M. Svoboda,ERA Basketball Nymburk,11/20/71,M. Svoboda
W. Dreamer,ERA Basketball Nymburk,12,W. Dreamer
J. Lawrence,ERA Basketball Nymburk,40,J. Lawrence
F. Rylich,ERA Basketball Nymburk,73,F. Rylich
V. Hruban,ERA Basketball Nymburk,77,V. Hruban
P. Šlechta,Sršni Photomate Písek,8,P. Šlechta
V. Sýkora,Sršni Photomate Písek,10,V. Sýkora
M. Kozák,Sršni Photomate Písek,11,M. Kozák
J. Šurý,Sršni Photomate Písek,55,J. Šurý
M. Burda,Sršni Photomate Písek,9,M. Burda
F. Suchánek,Sršni Photomate Písek,12,F. Suchánek
J. Haiblík,Sršni Photomate Písek,13,J. Haiblík
J. Zvolánek,Sršni Photomate Písek,31,J. Zvolánek
K. Týml,Sršni Photomate Písek,33,K. Týml
J. Karlovský,Sršni Photomate Písek,41,J. Karlovský
J. Svoboda,Sršni Photomate Písek,77,J. Svoboda
D. Heinzl,NH Ostrava,7,D. Heinzl
A. Číž,NH Ostrava,11,A. Číž
L. Palyza,NH Ostrava,23,L. Palyza
K. Cole,NH Ostrava,24,K. Cole
M. Koza,NH Ostrava,9,M. Koza
M. Snopek,NH Ostrava,10,M. Snopek
M. Čank,NH Ostrava,19,M. Čank
P. Novák,NH Ostrava,22,P. Novák
J. Roche,NH Ostrava,35,J. Roche
A. Ivánek,NH Ostrava,53,A. Ivánek
M. Janů,NH Ostrava,77,M. Janů
S. Kennedy,SLUNETA  Ústí nad Labem,3,S. Kennedy
T. Vyoral,SLUNETA  Ústí nad Labem,4,T. Vyoral
F. Kábrt,SLUNETA  Ústí nad Labem,8,F. Kábrt
N. Johnson,SLUNETA  Ústí nad Labem,10,N. Johnson
L. Pecka,SLUNETA  Ústí nad Labem,44,L. Pecka
A. Pecháček,SLUNETA  Ústí nad Labem,0,A. Pecháček
J. Young,SLUNETA  Ústí nad Labem,2,J. Young
D. Žikla,SLUNETA  Ústí nad Labem,9,D. Žikla
O. Hornický,SLUNETA  Ústí nad Labem,11,O. Hornický
P. Krupka,SLUNETA  Ústí nad Labem,14,P. Krupka
J. Potoček,SLUNETA  Ústí nad Labem,31,J. Potoček
J. Glover,SLUNETA  Ústí nad Labem,34,J. Glover
Š. Svoboda,PUMPA Basket Brno,11,Š. Svoboda
A. Kejval,PUMPA Basket Brno,13,A. Kejval
V. Půlpán,PUMPA Basket Brno,18,V. Půlpán
J. Groves,PUMPA Basket Brno,20,J. Groves
R. Williams,PUMPA Basket Brno,33,R. Williams
M. Rychtecký,PUMPA Basket Brno,4,M. Rychtecký
M. Stráněl,PUMPA Basket Brno,7,M. Stráněl
J. Musil,PUMPA Basket Brno,10,J. Musil
P. Křivánek,PUMPA Basket Brno,12,P. Křivánek
T. Jansa,PUMPA Basket Brno,19,T. Jansa
K. Kalu,PUMPA Basket Brno,34,K. Kalu
V. Ivánek,PUMPA Basket Brno,44,V. Ivánek
L. Greer,NH Ostrava,3,L. Greer
V. Synáček,ERA Basketball Nymburk,27,V. Synáček
M. Houška,BK ARMEX ENERGY Děčín,15,M. Houška
M. Kolík,BK KVIS Pardubice,24,M. Kolík
V. Wiesner,SLUNETA  Ústí nad Labem,5,V. Wiesner
M. Půlpán,BK Olomoucko,11/22/3,M. Půlpán
P. Kaštil,BK Opava,55,P. Kaštil
D. Látal,USK Praha,3,D. Látal
M. Nábělek,BK KVIS Pardubice,5,M. Nábělek
M. Simonides,BK KVIS Pardubice,12,M. Simonides
N. Noumeros,SK Slavia Praha,13,N. Noumeros
M. Šimko,PUMPA Basket Brno,22,M. Šimko
O. Žižka,BK ARMEX ENERGY Děčín,9,O. Žižka
Player#,BK KVIS Pardubice,,Player#
J. Montgomery,USK Praha,0,J. Montgomery
J. Šimonek,Sršni Photomate Písek,7,J. Šimonek
T. Dvořák,BK GAPA Hradec Králové,44,T. Dvořák
V. Vondra,BK KVIS Pardubice,14,V. Vondra
R. Farský,PUMPA Basket Brno,8,R. Farský
K. Feazell,ERA Basketball Nymburk,6,K. Feazell
F. Petružela,SK Slavia Praha,35,F. Petružela
P. Dubový,BK Opava,16,P. Dubový
J. Eatmon,SLUNETA  Ústí nad Labem,99,J. Eatmon
T. Henderson Jr.,USK Praha,1,T. Henderson Jr.
E. Cato,NH Ostrava,25,E. Cato
P. Alexander,BK ARMEX ENERGY Děčín,0,P. Alexander
T. Houzar,PUMPA Basket Brno,14/88,T. Houzar
S. Godwin,NH Ostrava,14,S. Godwin
F. Zbránek,BK Opava,9,F. Zbránek
B. Adler,SLUNETA  Ústí nad Labem,23,B. Adler
J. Shumate,ERA Basketball Nymburk,32,J. Shumate
L. Jurečka,BK Opava,23,L. Jurečka
A. Krob,BK ARMEX ENERGY Děčín,32,A. Krob
M. Zita,Sršni Photomate Písek,99,M. Zita
I. Davidson,SLUNETA  Ústí nad Labem,18,I. Davidson
M. Lufile,SK Slavia Praha,24,M. Lufile
A. Johnson,BK GAPA Hradec Králové,0/13,A. Johnson
T. Rybařík,Sršni Photomate Písek,3,T. Rybařík
D. Jelínek,PUMPA Basket Brno,25,D. Jelínek
B. Pavlík,PUMPA Basket Brno,2,B. Pavlík
A. Rand,BK ARMEX ENERGY Děčín,1/24,A. Rand
L. Nikkarinen,BK GAPA Hradec Králové,11/4,L. Nikkarinen
C. John,BK GAPA Hradec Králové,10,C. John
V. Zeithammer,SK Slavia Praha,1/11/9,V. Zeithammer
V. Zahořík,SK Slavia Praha,19,V. Zahořík
M. Žejdl,Sršni Photomate Písek,21,M. Žejdl
F. Váňa,BK Opava,3,F. Váňa
M. Růžička,PUMPA Basket Brno,15,M. Růžička
J. Evans Iii,BK KVIS Pardubice,11,J. Evans Iii
D. Walker,SK Slavia Praha,19,D. Walker
S. Wangle,USK Praha,88,S. Wangle
K. Langley,PUMPA Basket Brno,0,K. Langley
I. Gray,BK Opava,7,I. Gray
T. Perkins,ERA Basketball Nymburk,12,T. Perkins
J. Chaloupka,USK Praha,12,J. Chaloupka
M. Kučírek,BK ARMEX ENERGY Děčín,12,M. Kučírek
K. Lawrence,SLUNETA  Ústí nad Labem,3,K. Lawrence
R. Clemons,SK Slavia Praha,19/3,R. Clemons
R. Cisarik,PUMPA Basket Brno,15/5,R. Cisarik
O. Pospíchal,SK Slavia Praha,35,O. Pospíchal
K. Mervart,BK Olomoucko,18,K. Mervart
H. Wright,USK Praha,44,H. Wright
T. Stanko,ERA Basketball Nymburk,14,T. Stanko
B. Amiel,ERA Basketball Nymburk,27,B. Amiel
T. Olison,PUMPA Basket Brno,6,T. Olison
D. Fait,Sršni Photomate Písek,93,D. Fait
O. Petrák,ERA Basketball Nymburk,15,O. Petrák
G. Filipovic,ERA Basketball Nymburk,8,G. Filipovic
P. Stamenkovic,BK GAPA Hradec Králové,77,P. Stamenkovic
L. Autrey,BK Olomoucko,24,L. Autrey
O. Klement,Sršni Photomate Písek,18,O. Klement
A. Dawes,BK ARMEX ENERGY Děčín,1,A. Dawes
P. Šafarčík,USK Praha,94,P. Šafarčík
J. Nádherný,BK ARMEX ENERGY Děčín,26,J. Nádherný
O. Belikov,BK ARMEX ENERGY Děčín,31,O. Belikov
K. Davídek,ERA Basketball Nymburk,6,K. Davídek
