Team,Lineup,Lineup_Key,Assister_Num,Assister_Name,Scorer_Num,Scorer_Name,Assists,Points_Created,Threes_Assisted,Twos_Assisted,Games,AST/G,PTS_Created/G
SK Slavia Praha,"R. Jones, J. Matušík, R. Mrázek, M. Lufile, D. Böhm","SK Slavia Praha|15,16,22,24,7",7,D. Böhm,24,M. Lufile,1,2,0,1,1,1.0,2.0
USK Praha,"J. Montgomery, T. Henderson Jr., O. Švec, T. Tainamo, M. Šafařík","USK Praha|0,1,16,25,5",5,M. Šafařík,0,J. Montgomery,1,2,0,1,1,1.0,2.0
PUMPA Basket Brno,"R. Cisarik, V. Půlpán, D. Jelínek, K. Kalu, M. Rychtecký","PUMPA Basket Brno|15,18,25,34,4",18,V. Půlpán,25,D. Jelínek,1,2,0,1,1,1.0,2.0
BK Olomoucko,"J. Andre, J. Holmes, K. Filewich, D. Žák, A. Goga","BK Olomoucko|10,13,14,22,4",4,A. Goga,22,D. Žák,1,2,0,1,1,1.0,2.0
Sršni Photomate Písek,"M. Kozák, J. Zvolánek, K. Týml, J. Karlovský, M. Burda","Sršni Photomate Písek|11,31,33,41,9",41,J. Karlovský,31,J. Zvolánek,1,2,0,1,1,1.0,2.0
BK ARMEX ENERGY Děčín,"P. Alexander, J. Štěrba, D. Davis, J. Edwards, M. Šturanović","BK ARMEX ENERGY Děčín|0,16,2,20,47",0,P. Alexander,47,M. Šturanović,1,2,0,1,1,1.0,2.0
Sršni Photomate Písek,"V. Sýkora, M. Kozák, K. Týml, M. Svoboda, M. Burda","Sršni Photomate Písek|10,11,33,71,9",71,M. Svoboda,10,V. Sýkora,1,2,0,1,1,1.0,2.0
ERA Basketball Nymburk,"J. Bohačík, M. Kříž, J. Shumate, F. Rylich, V. Hruban","ERA Basketball Nymburk|17,31,32,73,77",73,F. Rylich,32,J. Shumate,1,2,0,1,1,1.0,2.0
ERA Basketball Nymburk,"J. Bohačík, J. Shumate, J. Lawrence, F. Rylich, V. Hruban","ERA Basketball Nymburk|17,32,40,73,77",32,J. Shumate,77,V. Hruban,1,2,0,1,1,1.0,2.0
BK KVIS Pardubice,"L. Kovář, Z. Key, R. Bonham, A. Lukeš, J. Tůma","BK KVIS Pardubice|21,23,3,7,98",3,R. Bonham,7,A. Lukeš,1,2,0,1,1,1.0,2.0
ERA Basketball Nymburk,"S. Rice, J. Bohačík, M. Kříž, J. Shumate, F. Rylich","ERA Basketball Nymburk|10,17,31,32,73",10,S. Rice,31,M. Kříž,1,2,0,1,1,1.0,2.0
ERA Basketball Nymburk,"S. Rice, J. Bohačík, M. Kříž, J. Shumate, V. Hruban","ERA Basketball Nymburk|10,17,31,32,77",31,M. Kříž,10,S. Rice,1,2,0,1,1,1.0,2.0
NH Ostrava,"M. Snopek, A. Číž, M. Čank, K. Cole, A. Ivánek","NH Ostrava|10,11,19,24,53",11,A. Číž,53,A. Ivánek,1,2,0,1,1,1.0,2.0
BK Opava,"W. Person Jr, Š. Puršl, M. Vyroubal, I. Gray, F. Zbránek","BK Opava|1,20,25,7,9",20,Š. Puršl,7,I. Gray,1,2,0,1,1,1.0,2.0
BK Opava,"W. Person Jr, Š. Puršl, M. Vyroubal, I. Gray, F. Zbránek","BK Opava|1,20,25,7,9",25,M. Vyroubal,20,Š. Puršl,1,2,0,1,1,1.0,2.0
NH Ostrava,"A. Číž, M. Svoboda, K. Cole, E. Cato, L. Greer","NH Ostrava|11,20,24,25,3",11,A. Číž,24,K. Cole,1,2,0,1,1,1.0,2.0
NH Ostrava,"A. Číž, M. Svoboda, K. Cole, E. Cato, L. Greer","NH Ostrava|11,20,24,25,3",20,M. Svoboda,24,K. Cole,1,2,0,1,1,1.0,2.0
BK Opava,"Š. Puršl, M. Vyroubal, J. Slavík, I. Gray, F. Zbránek","BK Opava|20,25,33,7,9",7,I. Gray,25,M. Vyroubal,1,2,0,1,1,1.0,2.0
NH Ostrava,"M. Svoboda, L. Palyza, K. Cole, E. Cato, L. Greer","NH Ostrava|20,23,24,25,3",3,L. Greer,25,E. Cato,1,2,0,1,1,1.0,2.0
BK Opava,"W. Person Jr, Š. Puršl, M. Vyroubal, I. Gray, J. Švandrlík","BK Opava|1,20,25,7,8",1,W. Person Jr,25,M. Vyroubal,1,2,0,1,1,1.0,2.0
NH Ostrava,"M. Čank, L. Palyza, K. Cole, E. Cato, L. Greer","NH Ostrava|19,23,24,25,3",3,L. Greer,25,E. Cato,1,2,0,1,1,1.0,2.0
SK Slavia Praha,"M. Ježek, R. Jones, M. Lufile, D. Böhm, M. Dáňa","SK Slavia Praha|12,15,24,7,88",15,R. Jones,7,D. Böhm,1,2,0,1,1,1.0,2.0
Sršni Photomate Písek,"V. Sýkora, J. Haiblík, J. Karlovský, J. Svoboda, P. Šlechta","Sršni Photomate Písek|10,13,41,77,8",13,J. Haiblík,10,V. Sýkora,1,2,0,1,1,1.0,2.0
Sršni Photomate Písek,"V. Sýkora, M. Kozák, K. Týml, J. Karlovský, M. Burda","Sršni Photomate Písek|10,11,33,41,9",10,V. Sýkora,11,M. Kozák,1,2,0,1,1,1.0,2.0
Sršni Photomate Písek,"V. Sýkora, M. Kozák, K. Týml, J. Karlovský, M. Burda","Sršni Photomate Písek|10,11,33,41,9",9,M. Burda,41,J. Karlovský,1,2,0,1,1,1.0,2.0
BK KVIS Pardubice,"J. Evans Iii, L. Kovář, Z. Key, R. Bonham, J. Tůma","BK KVIS Pardubice|11,21,23,3,98",3,R. Bonham,23,Z. Key,1,2,0,1,1,1.0,2.0
Sršni Photomate Písek,"V. Sýkora, M. Kozák, K. Týml, J. Karlovský, M. Burda","Sršni Photomate Písek|10,11,33,41,9",9,M. Burda,10,V. Sýkora,1,2,0,1,1,1.0,2.0
NH Ostrava,"S. Godwin, M. Čank, L. Palyza, E. Cato, L. Greer","NH Ostrava|14,19,23,25,3",3,L. Greer,25,E. Cato,1,2,0,1,1,1.0,2.0
SLUNETA  Ústí nad Labem,"N. Johnson, I. Davidson, J. Potoček, T. Vyoral, L. Pecka","SLUNETA  Ústí nad Labem|10,18,31,4,44",18,I. Davidson,4,T. Vyoral,1,2,0,1,1,1.0,2.0
NH Ostrava,"A. Číž, S. Godwin, L. Palyza, E. Cato, L. Greer","NH Ostrava|11,14,23,25,3",11,A. Číž,25,E. Cato,1,2,0,1,1,1.0,2.0
NH Ostrava,"A. Číž, S. Godwin, L. Palyza, E. Cato, L. Greer","NH Ostrava|11,14,23,25,3",11,A. Číž,14,S. Godwin,1,2,0,1,1,1.0,2.0
BK GAPA Hradec Králové,"A. Johnson, K. Brewton, M. Roub, V. Synáček, L. Nikkarinen","BK GAPA Hradec Králové|0,2,24,27,4",4,L. Nikkarinen,2,K. Brewton,1,2,0,1,1,1.0,2.0
BK KVIS Pardubice,"L. Kovář, Z. Key, R. Bonham, A. Lukeš, J. Tůma","BK KVIS Pardubice|21,23,3,7,98",98,J. Tůma,23,Z. Key,1,2,0,1,1,1.0,2.0
BK KVIS Pardubice,"L. Kovář, Z. Key, R. Bonham, A. Lukeš, J. Tůma","BK KVIS Pardubice|21,23,3,7,98",7,A. Lukeš,21,L. Kovář,1,2,0,1,1,1.0,2.0
PUMPA Basket Brno,"V. Půlpán, D. Jelínek, K. Kalu, M. Rychtecký, R. Cisarik","PUMPA Basket Brno|18,25,34,4,5",18,V. Půlpán,34,K. Kalu,1,2,0,1,1,1.0,2.0
PUMPA Basket Brno,"V. Půlpán, D. Jelínek, K. Kalu, M. Rychtecký, R. Cisarik","PUMPA Basket Brno|18,25,34,4,5",18,V. Půlpán,5,R. Cisarik,1,2,0,1,1,1.0,2.0
BK KVIS Pardubice,"J. Evans Iii, L. Kovář, Z. Key, R. Bonham, J. Bryant","BK KVIS Pardubice|11,21,23,3,4",23,Z. Key,11,J. Evans Iii,1,2,0,1,1,1.0,2.0
PUMPA Basket Brno,"Š. Svoboda, P. Křivánek, A. Kejval, D. Jelínek, R. Farský","PUMPA Basket Brno|11,12,13,25,8",11,Š. Svoboda,25,D. Jelínek,1,2,0,1,1,1.0,2.0
SK Slavia Praha,"N. Noumeros, R. Mrázek, M. Lufile, R. Clemons, D. Böhm","SK Slavia Praha|13,22,24,3,7",13,N. Noumeros,3,R. Clemons,1,2,0,1,1,1.0,2.0
USK Praha,"J. Montgomery, D. Vlk, O. Švec, J. Soldán, M. Šafařík","USK Praha|0,13,16,23,5",5,M. Šafařík,0,J. Montgomery,1,2,0,1,1,1.0,2.0
BK ARMEX ENERGY Děčín,"F. Kroutil, D. Davis, J. Edwards, A. Rand, M. Šturanović","BK ARMEX ENERGY Děčín|13,2,20,24,47",2,D. Davis,24,A. Rand,1,2,0,1,1,1.0,2.0
PUMPA Basket Brno,"P. Křivánek, A. Kejval, D. Jelínek, R. Cisarik, R. Farský","PUMPA Basket Brno|12,13,25,5,8",25,D. Jelínek,8,R. Farský,1,2,0,1,1,1.0,2.0
PUMPA Basket Brno,"P. Křivánek, A. Kejval, D. Jelínek, R. Cisarik, R. Farský","PUMPA Basket Brno|12,13,25,5,8",8,R. Farský,12,P. Křivánek,1,2,0,1,1,1.0,2.0
PUMPA Basket Brno,"P. Křivánek, A. Kejval, D. Jelínek, R. Cisarik, R. Farský","PUMPA Basket Brno|12,13,25,5,8",25,D. Jelínek,13,A. Kejval,1,2,0,1,1,1.0,2.0
BK ARMEX ENERGY Děčín,"F. Kroutil, D. Davis, J. Edwards, L. Feštr, T. Pomikálek","BK ARMEX ENERGY Děčín|13,2,20,44,5",2,D. Davis,20,J. Edwards,1,2,0,1,1,1.0,2.0
PUMPA Basket Brno,"P. Křivánek, D. Jelínek, K. Kalu, R. Cisarik, R. Farský","PUMPA Basket Brno|12,25,34,5,8",5,R. Cisarik,34,K. Kalu,1,2,0,1,1,1.0,2.0
BK KVIS Pardubice,"L. Kovář, Z. Key, R. Bonham, J. Bryant, A. Lukeš","BK KVIS Pardubice|21,23,3,4,7",3,R. Bonham,4,J. Bryant,1,2,0,1,1,1.0,2.0
BK Opava,"W. Person Jr, Š. Puršl, J. Šiřina, I. Gray, J. Švandrlík","BK Opava|1,20,24,7,8",7,I. Gray,8,J. Švandrlík,1,2,0,1,1,1.0,2.0
BK Opava,"W. Person Jr, Š. Puršl, J. Šiřina, I. Gray, J. Švandrlík","BK Opava|1,20,24,7,8",24,J. Šiřina,7,I. Gray,1,2,0,1,1,1.0,2.0
USK Praha,"J. Montgomery, D. Vlk, H. Wright, M. Šafařík, C. Eduardo","USK Praha|0,13,44,5,7",44,H. Wright,7,C. Eduardo,1,2,0,1,1,1.0,2.0
USK Praha,"J. Montgomery, D. Vlk, O. Švec, H. Wright, C. Eduardo","USK Praha|0,13,16,44,7",16,O. Švec,0,J. Montgomery,1,2,0,1,1,1.0,2.0
ERA Basketball Nymburk,"D. Böhm, J. Bohačík, J. Shumate, F. Rylich, G. Filipovic","ERA Basketball Nymburk|13,17,32,73,8",8,G. Filipovic,17,J. Bohačík,1,2,0,1,1,1.0,2.0
ERA Basketball Nymburk,"T. Perkins, J. Bohačík, M. Kříž, J. Lawrence, G. Filipovic","ERA Basketball Nymburk|12,17,31,40,8",12,T. Perkins,8,G. Filipovic,1,2,0,1,1,1.0,2.0
ERA Basketball Nymburk,"T. Perkins, J. Bohačík, M. Kříž, J. Lawrence, G. Filipovic","ERA Basketball Nymburk|12,17,31,40,8",31,M. Kříž,17,J. Bohačík,1,2,0,1,1,1.0,2.0
ERA Basketball Nymburk,"T. Perkins, J. Bohačík, O. Sehnal, M. Kříž, J. Lawrence","ERA Basketball Nymburk|12,17,19,31,40",40,J. Lawrence,12,T. Perkins,1,2,0,1,1,1.0,2.0
SK Slavia Praha,"M. Ježek, P. Macháč, R. Jones, J. Matušík, R. Mrázek","SK Slavia Praha|12,14,15,16,22",15,R. Jones,14,P. Macháč,1,2,0,1,1,1.0,2.0
SK Slavia Praha,"N. Noumeros, P. Macháč, R. Jones, R. Mrázek, R. Clemons","SK Slavia Praha|13,14,15,22,3",3,R. Clemons,14,P. Macháč,1,2,0,1,1,1.0,2.0
BK Opava,"K. Kavan, C. Brown Jr, Š. Puršl, J. Slavík, I. Gray","BK Opava|11,13,20,33,7",33,J. Slavík,20,Š. Puršl,1,2,0,1,1,1.0,2.0
SLUNETA  Ústí nad Labem,"N. Johnson, I. Davidson, J. Young, K. Lawrence, L. Pecka","SLUNETA  Ústí nad Labem|10,18,2,3,44",18,I. Davidson,3,K. Lawrence,1,2,0,1,1,1.0,2.0
SLUNETA  Ústí nad Labem,"N. Johnson, I. Davidson, J. Young, K. Lawrence, L. Pecka","SLUNETA  Ústí nad Labem|10,18,2,3,44",10,N. Johnson,3,K. Lawrence,1,2,0,1,1,1.0,2.0
SK Slavia Praha,"N. Noumeros, R. Jones, R. Mrázek, M. Lufile, M. Dáňa","SK Slavia Praha|13,15,22,24,88",15,R. Jones,24,M. Lufile,1,2,0,1,1,1.0,2.0
BK GAPA Hradec Králové,"A. Johnson, J. Bubeníček, L. Nikkarinen, T. Dvořák, K. Chatman","BK GAPA Hradec Králové|0,16,4,44,5",16,J. Bubeníček,44,T. Dvořák,1,2,0,1,1,1.0,2.0
BK Olomoucko,"K. Filewich, D. Žák, L. Autrey, Š. Čermák, J. Oupoh","BK Olomoucko|14,22,24,3,7",14,K. Filewich,3,Š. Čermák,1,2,0,1,1,1.0,2.0
BK Olomoucko,"K. Filewich, D. Žák, L. Autrey, Š. Čermák, J. Oupoh","BK Olomoucko|14,22,24,3,7",24,L. Autrey,14,K. Filewich,1,2,0,1,1,1.0,2.0
SK Slavia Praha,"N. Noumeros, P. Macháč, R. Jones, J. Matušík, R. Mrázek","SK Slavia Praha|13,14,15,16,22",15,R. Jones,15,R. Jones,1,2,0,1,1,1.0,2.0
SLUNETA  Ústí nad Labem,"A. Pecháček, N. Johnson, I. Davidson, L. Pecka, F. Kábrt","SLUNETA  Ústí nad Labem|0,10,18,44,8",10,N. Johnson,0,A. Pecháček,1,2,0,1,1,1.0,2.0
SLUNETA  Ústí nad Labem,"A. Pecháček, N. Johnson, I. Davidson, J. Young, L. Pecka","SLUNETA  Ústí nad Labem|0,10,18,2,44",2,J. Young,0,A. Pecháček,1,2,0,1,1,1.0,2.0
SLUNETA  Ústí nad Labem,"A. Pecháček, N. Johnson, I. Davidson, J. Young, L. Pecka","SLUNETA  Ústí nad Labem|0,10,18,2,44",10,N. Johnson,0,A. Pecháček,1,2,0,1,1,1.0,2.0
PUMPA Basket Brno,"Š. Svoboda, A. Kejval, V. Půlpán, D. Jelínek, T. Olison","PUMPA Basket Brno|11,13,18,25,6",18,V. Půlpán,13,A. Kejval,1,2,0,1,1,1.0,2.0
BK ARMEX ENERGY Děčín,"A. Dawes, M. Houška, J. Štěrba, J. Edwards, T. Pomikálek","BK ARMEX ENERGY Děčín|1,15,16,20,5",16,J. Štěrba,5,T. Pomikálek,1,2,0,1,1,1.0,2.0
BK ARMEX ENERGY Děčín,"A. Dawes, M. Houška, J. Štěrba, J. Edwards, T. Pomikálek","BK ARMEX ENERGY Děčín|1,15,16,20,5",20,J. Edwards,1,A. Dawes,1,2,0,1,1,1.0,2.0
BK ARMEX ENERGY Děčín,"A. Dawes, M. Houška, J. Štěrba, J. Edwards, T. Pomikálek","BK ARMEX ENERGY Děčín|1,15,16,20,5",16,J. Štěrba,20,J. Edwards,1,2,0,1,1,1.0,2.0
SLUNETA  Ústí nad Labem,"A. Pecháček, N. Johnson, I. Davidson, J. Young, K. Lawrence","SLUNETA  Ústí nad Labem|0,10,18,2,3",3,K. Lawrence,18,I. Davidson,1,2,0,1,1,1.0,2.0
Sršni Photomate Písek,"V. Sýkora, M. Ježek, J. Karlovský, J. Svoboda, M. Burda","Sršni Photomate Písek|10,22,41,77,9",10,V. Sýkora,41,J. Karlovský,1,2,0,1,1,1.0,2.0
Sršni Photomate Písek,"V. Sýkora, M. Ježek, J. Karlovský, J. Svoboda, M. Burda","Sršni Photomate Písek|10,22,41,77,9",9,M. Burda,41,J. Karlovský,1,2,0,1,1,1.0,2.0
Sršni Photomate Písek,"V. Sýkora, J. Haiblík, M. Ježek, J. Karlovský, J. Svoboda","Sršni Photomate Písek|10,13,22,41,77",10,V. Sýkora,22,M. Ježek,1,2,0,1,1,1.0,2.0
Sršni Photomate Písek,"V. Sýkora, J. Karlovský, J. Svoboda, M. Burda, D. Fait","Sršni Photomate Písek|10,41,77,9,93",10,V. Sýkora,41,J. Karlovský,1,2,0,1,1,1.0,2.0
Sršni Photomate Písek,"V. Sýkora, J. Karlovský, J. Svoboda, M. Burda, D. Fait","Sršni Photomate Písek|10,41,77,9,93",77,J. Svoboda,10,V. Sýkora,1,2,0,1,1,1.0,2.0
