Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
ERA Basketball Nymburk,10,S. Rice,,23,19.7,454.0,341,14.8,104,190,54.7,31,83,37.3,102,122,83.6,24,59,83,96,34,18,57,45,62.9,70.0,27.8,113.4,18.0,4.4,5.7,12.3,9.3,31.9,3.7,4.2,19.0,0.64,13.6,6.94,6.66,85,64,75.3,19,6,31.6,83,31,37.3,31,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,19,O. Sehnal,,29,21.2,613.7,284,9.8,97,199,48.7,48,119,40.3,42,66,63.6,12,101,113,194,26,0,54,48,60.8,62.3,19.4,100.7,12.0,5.0,2.0,15.8,9.2,44.0,2.1,0.0,19.1,0.33,12.87,6.49,6.38,57,42,73.7,23,7,30.4,119,48,40.3,39,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BK KVIS Pardubice,4,J. Bryant,,35,28.0,979.7,738,21.1,247,517,47.8,64,186,34.4,180,204,88.2,37,138,175,150,73,4,90,89,54.0,60.8,30.8,105.9,26.6,6.7,3.8,14.3,9.0,28.8,3.8,0.4,12.9,0.39,12.64,6.85,5.78,245,145,59.2,83,36,43.4,182,63,34.6,37,46,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BK Olomoucko,24,L. Autrey,,7,34.3,240.3,123,17.6,46,84,54.8,10,32,31.2,21,26,80.8,6,39,45,46,14,1,20,7,60.7,64.4,22.8,106.5,24.2,6.3,3.2,16.0,10.5,30.2,3.2,0.4,17.3,0.31,12.27,6.17,6.1,27,20,74.1,25,16,64,32,10,31.2,12,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,7,M. Santos - Silva,,16,15.6,249.0,168,10.5,71,99,71.7,0,0,0,26,45,57.8,41,60,101,30,28,6,11,48,71.7,70.7,21.4,129.4,12.5,0.0,16.8,24.4,20.6,20.1,5.4,2.7,8.5,0.45,11.89,5.53,6.36,85,61,71.8,14,10,71.4,0,0,0,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,32,J. Shumate,,26,20.5,531.8,279,10.7,97,188,51.6,41,104,39.4,44,59,74.6,43,61,104,57,15,29,16,43,62.5,65.2,18.2,121.3,13.1,4.9,8.3,11.1,9.7,15.4,1.4,5.7,7.0,0.31,11.74,6.63,5.11,65,48,73.8,19,8,42.1,104,41,39.4,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,13,D. Böhm,,5,17.2,85.9,46,9.2,16,23,69.6,4,9,44.4,10,15,66.7,10,10,20,5,6,2,3,12,78.3,77.7,16.0,141.1,11.6,2.3,11.8,12.1,11.9,8.4,3.5,2.4,9.2,0.65,11.05,5.65,5.4,14,12,85.7,0,0,0,9,4,44.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,2,J. Brickus,,18,18.8,338.1,114,6.3,43,93,46.2,18,47,38.3,10,12,83.3,15,49,64,87,17,4,25,33,55.9,58.0,15.6,92.5,7.8,3.2,4.9,13.5,9.6,33.3,2.5,1.2,20.3,0.13,10.54,4.78,5.76,25,17,68,21,8,38.1,47,18,38.3,14,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,77,V. Hruban,,34,16.9,575.2,313,9.2,110,223,49.3,37,93,39.8,56,70,80.0,32,64,96,72,37,17,33,60,57.6,61.7,20.9,109.1,11.3,3.3,5.7,10.8,8.3,18.5,3.2,3.1,11.5,0.31,9.73,4.69,5.03,81,57,70.4,49,16,32.7,93,37,39.8,20,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERA Basketball Nymburk,73,F. Rylich,,35,19.2,671.9,326,9.3,117,253,46.2,65,160,40.6,27,35,77.1,12,42,54,69,54,2,20,88,59.1,60.7,18.1,113.0,11.4,5.6,1.9,6.0,4.0,14.7,4.0,0.3,6.9,0.14,9.69,4.5,5.19,73,49,67.1,20,3,15,160,65,40.6,9,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BK KVIS Pardubice,23,Z. Key,,35,22.3,781.9,474,13.5,163,251,64.9,0,2,0.0,148,206,71.8,90,153,243,37,14,61,49,102,64.9,69.4,21.6,121.3,17.1,0.1,11.6,19.8,15.7,8.2,0.9,8.2,12.5,0.82,9.53,4.94,4.59,199,145,72.9,46,16,34.8,2,0,0,13,17,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
