Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
BK ARMEX ENERGY Děčín,J. Edwards,20,J. Edwards,33,24.7,814.4,399.0,12.1,144.0,357.0,40.3,29.0,115.0,25.2,82.0,122.0,67.2,65.0,171.0,236.0,31.0,20.0,10.0,54.0,89.0,383.7,24.6,25.7,2.0,15.2,3,402.0,12.2,25.8,56,4.0,34,15,69.0,48.6,14,-3.03,-4.56,1.53,4.6,3.6,94.0,56.0,59.6,147.0,58.0,39.5,115.0,29.0,25.2,8.0,29.0,0.0,17.0,76.0,72.0,68.0
Sršni Photomate Písek,J. Svoboda,77,J. Svoboda,33,19.3,638.1,268.0,8.1,83.0,232.0,35.8,40.0,142.0,28.2,62.0,88.0,70.5,19.0,74.0,93.0,53.0,16.0,1.0,55.0,101.0,294.5,23.4,21.4,4.2,7.4,6,274.0,8.3,21.9,5,0.6,13,0,19.2,18.0,8,-5.52,-7.07,1.55,2.9,3.8,66.0,38.0,57.6,23.0,4.0,17.4,142.0,40.0,28.2,21.0,21.0,0.0,13.0,57.0,62.0,52.0
BK Opava,J. Švandrlík,8,J. Švandrlík,33,22.5,741.7,259.0,7.8,88.0,228.0,38.6,69.0,183.0,37.7,14.0,25.0,56,42.0,88.0,130.0,32.0,22.0,9.0,16.0,84.0,204.5,14.4,18.3,2.3,9.2,5,264.0,8.0,18.7,21,1.9,12,4,76.3,14.8,11,0.46,-2.35,2.8,3.4,4.1,29.0,14.0,48.3,16.0,5.0,31.2,183.0,69.0,37.7,6.0,7.0,0.0,3.0,25.0,46.0,56.0
BK ARMEX ENERGY Děčín,F. Kroutil,13,F. Kroutil,33,23.5,775.8,227.0,6.9,68.0,175.0,38.9,42.0,121.0,34.7,49.0,61.0,80.3,20.0,59.0,79.0,57.0,14.0,1.0,34.0,74.0,207.2,13.9,15.3,3.8,5.3,5,232.0,7.0,15.7,33,2.8,18,15,67.1,27.6,12,-2.65,-4.69,2.04,2.4,3.4,32.0,18.0,56.2,21.0,7.0,33.3,121.0,42.0,34.7,23.0,5.0,0.0,6.0,37.0,41.0,39.0
BK ARMEX ENERGY Děčín,M. Šturanović,47,M. Šturanović,33,16.4,540.3,221.0,6.7,84.0,141.0,59.6,2.0,8.0,25,51.0,78.0,65.4,52.0,89.0,141.0,35.0,19.0,24.0,39.0,96.0,155.8,15.0,21.4,3.4,13.7,11,232.0,7.0,22.5,17,1.4,14,5,52.5,17.2,12,0.46,-4.46,4.92,4.8,2.7,90.0,56.0,62.2,43.0,26.0,60.5,8.0,2.0,25,12.0,15.0,2.0,10.0,59.0,32.0,43.0
BK ARMEX ENERGY Děčín,L. Feštr,44,L. Feštr,33,17.0,561.6,198.0,6.0,64.0,177.0,36.2,32.0,103.0,31.1,38.0,46.0,82.6,11.0,44.0,55.0,84.0,5.0,0.0,35.0,59.0,212.4,19.7,18.5,7.8,5.1,20,218.0,6.6,20.3,5,0.7,10,0,25.0,11.0,7,-3.23,-4.19,0.96,1.9,2.4,12.0,7.0,58.3,62.0,25.0,40.3,103.0,32.0,31.1,24.0,9.0,0.0,2.0,15.0,47.0,25.0
Sršni Photomate Písek,M. Kozák,11,M. Kozák,33,18.0,595.1,158.0,4.8,68.0,144.0,47.2,10.0,38.0,26.3,12.0,22.0,54.5,53.0,82.0,135.0,35.0,22.0,15.0,28.0,77.0,123.5,10.5,13.5,3.0,11.6,3,161.0,4.9,13.8,6,1.2,6,0,50.0,7.0,5,-1.38,-4.96,3.58,4.3,4.4,83.0,50.0,60.2,22.0,8.0,36.4,38.0,10.0,26.3,10.0,13.0,0.0,5.0,43.0,22.0,29.0
Sršni Photomate Písek,J. Haiblík,13,J. Haiblík,33,11.0,363.4,84.0,2.5,28.0,119.0,23.5,13.0,75.0,17.3,15.0,43.0,34.9,19.0,67.0,86.0,18.0,23.0,11.0,16.0,54.0,129.5,18.1,11.8,2.5,12.1,2,86.0,2.6,12.1,6,1.2,5,2,51.0,7.9,5,-6.6,-9.58,2.98,4.2,5.0,40.0,14.0,35,4.0,1.0,25,75.0,13.0,17.3,7.0,4.0,0.0,5.0,7.0,17.0,15.0
BK KVIS Pardubice,J. Bryant,4,J. Bryant,32,27.8,890.7,652.0,20.4,222.0,465.0,47.7,50.0,158.0,31.6,158.0,182.0,86.8,36.0,124.0,160.0,135.0,67.0,4.0,76.0,81.0,561.7,32.6,37.8,7.8,9.3,14,666.0,20.8,38.7,84,5.2,52,35,62.3,75.4,16,9.84,2.35,7.48,2.2,1.0,228.0,136.0,59.6,76.0,34.0,44.7,154.0,49.0,31.8,32.0,38.0,0.0,6.0,81.0,152.0,144.0
Sršni Photomate Písek,K. Týml,33,K. Týml,32,26.8,857.4,584.0,18.2,177.0,358.0,49.4,72.0,191.0,37.7,158.0,191.0,82.7,23.0,86.0,109.0,81.0,35.0,5.0,60.0,67.0,459.9,27.2,34.7,4.8,6.5,18,602.0,18.8,35.8,31,2.6,26,15,47.5,37.6,12,6.14,2.54,3.6,2.5,1.4,146.0,96.0,65.8,20.0,8.0,40,191.0,72.0,37.7,32.0,20.0,0.0,8.0,57.0,179.0,99.0
