# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 202
# Qualified players exported: 138
# Total stints used: 7447
# Garbage time stints excluded: 282
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
ERA Basketball Nymburk,7,M. Santos - Silva,456,2.17,5.36,7.54
Sršni Photomate Písek,10,V. Sýkora,1225,4.57,2.26,6.83
ERA Basketball Nymburk,32,J. Shumate,856,5.01,1.56,6.57
ERA Basketball Nymburk,77,V. Hruban,1019,1.61,4.65,6.26
Sršni Photomate Písek,41,J. Karlovský,1469,1.4,4.36,5.76
PUMPA Basket Brno,33,R. Williams,565,2.68,2.91,5.59
BK KVIS Pardubice,21,L. Kovář,1623,0.98,4.53,5.51
ERA Basketball Nymburk,40,J. Lawrence,924,2.8,2.47,5.26
BK KVIS Pardubice,4,J. Bryant,1689,1.62,3.53,5.15
BK ARMEX ENERGY Děčín,0,P. Alexander,959,4.02,1.09,5.11
BK Opava,25,M. Vyroubal,1000,0.83,4.12,4.95
ERA Basketball Nymburk,19,O. Sehnal,999,4.79,-0.02,4.77
ERA Basketball Nymburk,73,F. Rylich,1128,4.28,0.48,4.76
BK Olomoucko,9,O. Šiška,1384,3.63,1.06,4.69
ERA Basketball Nymburk,2,J. Brickus,598,1.65,2.42,4.07
PUMPA Basket Brno,18,V. Půlpán,1054,-0.13,4.04,3.92
ERA Basketball Nymburk,17,J. Bohačík,1048,0.23,3.43,3.66
ERA Basketball Nymburk,10,S. Rice,921,1.87,1.59,3.46
BK GAPA Hradec Králové,27,V. Synáček,453,1.38,1.96,3.34
SLUNETA  Ústí nad Labem,2,J. Young,1303,2.44,0.75,3.19
NH Ostrava,14,S. Godwin,812,2.61,0.52,3.13
BK Opava,13,C. Brown Jr,1631,1.53,1.5,3.04
BK KVIS Pardubice,98,J. Tůma,1347,2.0,1.0,3.0
BK Olomoucko,14,K. Filewich,1676,1.12,1.69,2.81
ERA Basketball Nymburk,11,M. Svoboda,1076,1.75,0.97,2.72
USK Praha,0,J. Montgomery,1369,2.57,0.13,2.69
USK Praha,21,F. Fuxa,508,-0.16,2.7,2.54
PUMPA Basket Brno,13,A. Kejval,1139,0.99,1.44,2.44
SLUNETA  Ústí nad Labem,10,N. Johnson,1763,-0.85,3.27,2.43
PUMPA Basket Brno,4,M. Rychtecký,902,1.54,0.8,2.34
BK Opava,8,J. Švandrlík,1401,2.45,-0.17,2.28
BK ARMEX ENERGY Děčín,2,D. Davis,1528,1.06,1.12,2.18
SK Slavia Praha,16,J. Matušík,960,2.07,0.1,2.17
SLUNETA  Ústí nad Labem,18,I. Davidson,1033,1.27,0.9,2.17
NH Ostrava,20,M. Svoboda,1450,0.9,1.2,2.1
BK KVIS Pardubice,9,K. Švrdlík,901,0.13,1.94,2.07
BK ARMEX ENERGY Děčín,13,F. Kroutil,1501,-0.79,2.85,2.06
SLUNETA  Ústí nad Labem,44,L. Pecka,1663,0.39,1.32,1.71
BK KVIS Pardubice,23,Z. Key,1326,1.9,-0.32,1.58
BK Opava,7,I. Gray,514,-0.39,1.95,1.55
Sršni Photomate Písek,31,J. Zvolánek,612,1.68,-0.21,1.48
PUMPA Basket Brno,20,J. Groves,657,1.62,-0.15,1.47
SK Slavia Praha,15,R. Jones,1606,1.32,0.14,1.46
PUMPA Basket Brno,15,R. Cisarik,333,-1.71,3.15,1.45
