Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Reading Rockets,V. Olarerin,8,V. Olarerin,23,31.5,723.5,448.0,19.5,172.0,367.0,46.9,42.0,150.0,28,62.0,71.0,87.3,55.0,76.0,131.0,60.0,54.0,7.0,47.0,45.0,374.6,27.4,32.7,4.4,9.6,0,448.0,19.5,32.7,32,4.0,28,2,55.4,31.9,8,7.84,1.28,6.56,2.8,2.7,179.0,117.0,65.4,38.0,13.0,34.2,150.0,42.0,28,20.0,24.0,0.0,3.0,93.0,150.0,134.0
Reading Rockets,J. Bouknight,4,J. Bouknight,23,29.3,672.8,345.0,15.0,122.0,267.0,45.7,56.0,139.0,40.3,45.0,57.0,78.9,11.0,42.0,53.0,120.0,36.0,2.0,51.0,63.0,318.8,25.1,27.1,9.4,4.2,9,354.0,15.4,27.8,19,2.7,17,6,48.4,22.6,7,6.24,0.75,5.49,1.5,1.7,70.0,46.0,65.7,58.0,20.0,34.5,139.0,56.0,40.3,29.0,14.0,0.0,8.0,38.0,92.0,79.0
Reading Rockets,C. Creek,14,C. Creek,23,26.0,598.0,259.0,11.3,96.0,220.0,43.6,48.0,121.0,39.7,19.0,23.0,82.6,57.0,107.0,164.0,40.0,21.0,23.0,23.0,44.0,188.3,16.7,22.9,3.5,14.5,15,274.0,11.9,24.2,13,3.2,10,4,55.3,12.8,4,6.7,0.86,5.84,4.8,3.6,67.0,39.0,58.2,32.0,9.0,28.1,121.0,48.0,39.7,15.0,6.0,0.0,2.0,63.0,54.0,56.0
Reading Rockets,S. Chamberlain,9,S. Chamberlain,23,13.3,306.9,140.0,6.1,50.0,97.0,51.5,35.0,66.0,53,5.0,7.0,71.4,12.0,34.0,46.0,19.0,12.0,5.0,8.0,39.0,92.2,15.9,24.1,3.3,7.9,0,140.0,6.1,24.1,6,3.0,2,0,150.0,2.0,2,7.94,1.24,6.7,3.3,2.9,17.0,11.0,64.7,14.0,4.0,28.6,66.0,35.0,53,3.0,2.0,0.0,3.0,17.0,26.0,34.0
Milton Keynes Breakers,D. Jackson,1/10,D. Jackson,22,26.2,577.1,322.0,14.6,120.0,266.0,45.1,53.0,129.0,41.1,29.0,37.0,78.4,26.0,75.0,101.0,51.0,26.0,5.0,41.0,41.0,285.4,25.5,28.9,4.6,9.1,0,322.0,14.6,28.9,7,1.4,12,0,29.2,16.0,5,4.4,-1.21,5.62,3.0,2.7,104.0,54.0,51.9,30.0,12.0,40,129.0,53.0,41.1,15.0,18.0,0.0,8.0,37.0,127.0,69.0
Reading Rockets,M. Bryant,10,M. Bryant,22,27.1,596.3,281.0,12.8,114.0,206.0,55.3,10.0,33.0,30.3,43.0,53.0,81.1,23.0,73.0,96.0,67.0,30.0,2.0,37.0,41.0,233.6,20.8,24.9,5.9,8.5,8,289.0,13.1,25.6,22,3.1,13,4,74.5,15.8,7,5.45,-1.22,6.67,2.6,2.6,139.0,89.0,64,32.0,13.0,40.6,33.0,10.0,30.3,11.0,15.0,0.0,11.0,33.0,91.0,66.0
Milton Keynes Breakers,B. Baker-Mccann,11,B. Baker-Mccann,22,18.9,416.7,210.0,9.5,81.0,179.0,45.3,7.0,29.0,24.1,41.0,59.0,69.5,49.0,46.0,95.0,33.0,30.0,1.0,41.0,41.0,189.1,23.4,26.1,4.1,11.8,0,210.0,9.5,26.1,12,2.4,14,2,40.3,15.9,5,0.79,-4.74,5.53,3.1,3.5,127.0,66.0,52,22.0,7.0,31.8,29.0,7.0,24.1,15.0,16.0,0.0,10.0,47.0,49.0,35.0
Nottingham Hoods,E. Bailey,6,E. Bailey,22,27.8,610.9,191.0,8.7,69.0,165.0,41.8,25.0,87.0,28.7,28.0,43.0,65.1,26.0,72.0,98.0,18.0,20.0,6.0,23.0,76.0,173.7,14.3,15.6,1.5,8.0,3,194.0,8.8,15.9,7,2.3,6,2,50.9,7.9,3,-2.76,-6.38,3.63,3.8,4.5,57.0,37.0,64.9,21.0,7.0,33.3,87.0,25.0,28.7,8.0,10.0,0.0,5.0,31.0,48.0,39.0
Milton Keynes Breakers,J. Dietrich,12,J. Dietrich,22,23.6,518.7,171.0,7.8,69.0,164.0,42.1,27.0,81.0,33.3,6.0,8.0,75,22.0,45.0,67.0,44.0,19.0,13.0,18.0,26.0,157.0,15.6,17.1,4.4,6.7,2,173.0,7.9,17.3,8,1.3,8,4,41.0,10.8,6,2.58,-3.28,5.86,3.0,4.0,50.0,30.0,60,33.0,12.0,36.4,81.0,27.0,33.3,11.0,6.0,0.0,1.0,18.0,55.0,40.0
Milton Keynes Breakers,M. New Jr.,15,M. New Jr.,22,18.9,416.6,134.0,6.1,50.0,98.0,51,18.0,41.0,43.9,16.0,20.0,80,11.0,68.0,79.0,35.0,12.0,5.0,19.0,26.0,110.2,13.6,16.7,4.4,9.8,6,140.0,6.4,17.4,8,1.3,6,1,62.1,8.4,6,2.92,-3.59,6.52,3.3,3.4,33.0,21.0,63.6,24.0,11.0,45.8,41.0,18.0,43.9,8.0,11.0,0.0,0.0,23.0,13.0,28.0
