Team,Lineup,GAMES,TOTAL_TIME,VS_STARTERS_MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,NET_RTG,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV,2ND_CHANCE_PTS_VS,FAST_BREAK_PTS_VS,PTS_OFF_TOV_VS
Bristol Hurricanes,"C. Samuels, D. Edozie, D. Ubiaro, E. Dusha, V. Dilys",8,5472,42.1,188,72,153,47.1,19,45,42.2,25,44,56.8,23,64,87,48,14,5,24,31,166,73.1,73,73.2,32.9,32.8,53.3,54.5,66.7,26.7,67.4,9.8,28.8,29.4,113,170,66,164,40.2,19,71,26.8,19,29,65.5,31,63,94,38,12,4,28,38,167,46,48.1,13.7,32.6,43.3,101.9,81,44,54.3,27,9,33.3,45,19,42.2,13,6,3,4,11.1,70,37,52.9,23,10,43.5,71,19,26.8,12,11,0,4,28,61,37,28,49,30
Birmingham Rockets,"E. Donaldson, L. Mcgregor, O. Jackman, R. Blain, Z. Powell",15,4646,15.4,194,70,145,48.3,7,44,15.9,47,64,73.4,24,51,75,37,19,5,21,44,163,85.1,84.4,85.8,28.4,28.0,50.7,56,52.9,32.9,69.9,9.1,44.1,30.3,118.8,168,59,142,41.5,16,59,27.1,34,41,82.9,22,49,71,30,14,4,35,52,166,47.2,52.5,17.9,30.1,41.5,101.1,74,52,70.3,26,11,42.3,44,7,15.9,10,9,2,1,17.6,70,39,55.7,13,4,30.8,59,16,27.1,17,10,2,4,25,71,46,28,45,27
Worthing Thunder,"B. Adeluola, E. Dadds, E. Maynard, J. Hopkins, M. Bryan-Amaning",13,4564,36.1,156,54,126,42.9,11,34,32.4,37,52,71.2,9,54,63,27,11,3,29,30,162,82.5,85.3,79.8,28.2,30.1,47.2,52.4,50,12.3,68.4,14.2,41.3,27,96.2,177,72,150,48,20,53,37.7,13,23,56.5,25,64,89,49,10,5,23,41,152,54.7,55.3,12.6,31.6,35.3,116.6,61,33,54.1,31,10,32.3,34,11,32.4,10,9,1,5,-20.4,71,47,66.2,26,5,19.2,53,20,37.7,6,9,0,6,12,58,24,22,56,31
Hemel Storm,"D. Nelson-Henry, K. Walker, M. Norman, S. Newman, T. Johnson",6,4570,40.7,165,66,128,51.6,16,54,29.6,17,23,73.9,10,52,62,46,17,5,26,29,148,80.1,77.7,82.6,30.9,29.1,57.8,59.7,69.7,18.9,74.3,12.4,18,42.2,111.5,161,61,139,43.9,15,42,35.7,24,29,82.8,18,43,61,29,16,8,30,35,157,49.3,53,16.5,25.7,30.2,102.4,68,50,73.5,6,0,0,54,16,29.6,6,15,2,4,9.1,68,39,57.4,29,7,24.1,42,15,35.7,12,8,0,7,11,44,39,37,37,32
Worthing Thunder,"A. Scarborough, E. Dadds, E. Maynard, J. Hopkins, M. Bryan-Amaning",11,4015,30.4,136,48,123,39,11,39,28.2,29,39,74.4,24,55,79,25,11,6,32,28,142,83.6,85,82.3,28.2,29.2,43.5,48.5,52.1,32,72.4,16.2,31.7,31.7,95.6,129,53,134,39.6,13,54,24.1,10,19,52.6,21,51,72,33,17,5,22,33,138,44.4,45.3,13.4,27.6,40.3,93.7,59,25,42.4,24,11,45.8,39,11,28.2,6,15,1,6,1.9,52,33,63.5,28,7,25,54,13,24.1,9,8,3,4,27,35,41,34,35,34
Yorkshire Dragons,"C. Johnson, D. Ulph, J. Jefferson, J. Mielke, N. Lewis",5,4466,50.2,126,49,133,36.8,17,65,26.2,11,16,68.8,17,49,66,24,14,4,25,22,142,74.4,76.4,72.5,31.4,33.1,43.2,45,49,24.6,74.2,13.2,12,48.9,88.7,118,44,117,37.6,9,46,19.6,21,26,80.8,17,52,69,26,14,2,29,23,135,41.5,45.9,18.4,25.8,39.3,87.5,47,22,46.8,21,10,47.6,65,17,26.2,13,8,1,2,1.1,52,27,51.9,18,8,44.4,46,9,19.6,12,9,2,4,13,35,26,16,32,25
Bristol Flyers II,"L. Ayinla, N. Ladjimi, N. Sagkovits, R. Eigbe, Y. Hafid",9,4397,61.7,121,49,125,39.2,18,54,33.3,5,11,45.5,16,42,58,27,16,2,32,33,140,76.3,76.4,76.1,31.4,31.5,46.4,46.6,55.1,22.5,70,16.9,8.8,43.2,86.4,156,60,122,49.2,16,43,37.2,20,28,71.4,18,55,73,40,21,5,29,13,140,55.7,58.1,17.8,30,35.2,111.8,48,21,43.8,19,6,31.6,54,18,33.3,14,12,3,5,-25.4,59,35,59.3,19,8,42.1,43,16,37.2,18,10,0,1,8,31,24,27,52,30
Reading Rockets,"C. Creek, E. Poorman, J. Bouknight, M. Bryant, V. Olarerin",15,4421,21.7,167,65,130,50,21,51,41.2,16,21,76.2,19,35,54,41,17,6,21,34,136,75.3,73.6,77,32.6,31.2,58.1,60,63.1,33.3,68.6,10.4,16.2,39.2,123.2,151,56,114,49.1,18,44,40.9,21,29,72.4,16,38,54,35,13,8,37,24,142,57,59.6,22.6,31.4,38.6,106.5,63,38,60.3,15,5,33.3,51,21,41.2,12,4,2,3,16.7,49,30,61.2,21,8,38.1,44,18,40.9,17,15,1,2,14,52,42,27,31,29
Reading Rockets,"C. Creek, J. Bouknight, M. Bryant, T. Nsangu, V. Olarerin",13,4232,37.2,171,63,124,50.8,20,54,37,25,36,69.4,22,44,66,40,18,2,23,26,135,77,76.7,77.3,31.3,31.1,58.9,61.1,63.5,35.5,83,11.3,29,43.5,126.5,139,59,116,50.9,11,44,25,10,18,55.6,9,40,49,37,14,3,27,29,136,55.6,56.1,17.9,17,37.9,102,56,38,67.9,14,5,35.7,54,20,37,9,10,2,3,24.4,50,37,74,22,11,50,44,11,25,14,8,1,3,40,40,19,13,37,40
Essex Rebels,"H. Gent, K. Martin, M. Brown, R. Udeh, T. Child",11,3460,32.9,135,47,103,45.6,16,47,34,25,35,71.4,15,30,45,25,21,3,29,20,127,86.6,88.2,85.1,27.2,28.2,53.4,57,53.2,25.4,65.2,16.8,34,45.6,106.2,136,56,106,52.8,15,39,38.5,9,20,45,16,44,60,31,16,2,29,23,123,59.9,59.2,20.2,34.8,36.8,110.9,41,27,65.9,14,3,21.4,47,16,34,8,13,1,5,-4.6,50,33,66,15,6,40,39,15,38.5,15,12,3,1,11,46,26,15,49,18
Worthing Thunder,"A. Scarborough, B. Adeluola, E. Maynard, J. Hopkins, J. Lashley",8,3807,25.8,108,41,106,38.7,8,31,25.8,18,27,66.7,13,37,50,19,12,0,18,16,118,75.2,74.4,76,32.3,31.6,42.5,45.8,46.3,20.3,66.1,11.6,25.5,29.2,91.6,146,58,117,49.6,22,56,39.3,8,15,53.3,19,51,70,41,13,7,21,22,121,59,59.1,14.5,33.9,47.9,121.1,44,20,45.5,31,13,41.9,31,8,25.8,10,8,1,0,-29.5,46,30,65.2,14,5,35.7,56,22,39.3,7,8,3,3,18,23,18,21,30,28
Loughborough Riders,"C. Keys, J. Campbell, J. Cook, M. Joiner, T. Akinsuku",9,3277,37.5,111,46,95,48.4,9,32,28.1,10,17,58.8,3,33,36,33,14,1,22,24,117,84.8,85.4,84.1,28.1,28.5,53.2,54.2,71.7,6.2,61.1,14,17.9,33.7,95.2,123,49,101,48.5,12,33,36.4,13,22,59.1,21,45,66,26,14,5,30,15,115,54.5,55.6,21.3,38.9,32.7,107.1,40,26,65,23,11,47.8,32,9,28.1,7,10,0,3,-11.9,59,33,55.9,9,4,44.4,33,12,36.4,12,9,0,7,12,43,33,13,42,19
Derby Trailblazers,"C. Brown, C. Washington, J. Pathmarajah, R. Marsden, R. May-Thompson",12,3575,19.9,114,42,104,40.4,9,27,33.3,21,26,80.8,12,44,56,25,10,6,15,13,114,78.3,76.3,80.2,31.4,29.9,44.7,49.4,59.5,20.7,77.2,9.7,25,26,100.3,118,43,109,39.4,17,42,40.5,15,17,88.2,13,46,59,24,8,8,21,24,120,47.2,50.7,15.3,22.8,38.5,98.7,50,23,46,27,10,37,27,9,33.3,5,6,2,2,1.5,43,21,48.8,24,5,20.8,42,17,40.5,7,7,1,5,17,20,19,13,43,22
Essex Rebels,"D. Johnson-Thompson, K. Martin, M. Brown, R. Udeh, T. Child",8,3377,18.6,117,37,92,40.2,11,43,25.6,32,40,80,14,39,53,29,12,5,20,19,111,80.6,78.9,82.3,30.4,29.2,46.2,53.4,78.4,26.9,75,12.6,43.5,46.7,105.4,119,46,102,45.1,14,37,37.8,13,24,54.2,13,38,51,24,11,3,21,20,116,52,52.9,15.7,25,36.3,102.8,44,24,54.5,5,2,40,43,11,25.6,9,7,2,3,2.6,45,24,53.3,20,8,40,37,14,37.8,9,11,1,1,11,39,28,17,32,24
Newcastle Knights,"B. Dean, J. Thames, M. Hendry, M. Jones, W. Neighbour",6,3209,44.4,125,53,105,50.5,14,43,32.6,5,5,100,10,29,39,31,14,0,15,16,108,79.9,80.6,79.3,29.8,30.3,57.1,58.3,58.5,20.8,74.4,9.8,4.8,41,116.1,141,58,96,60.4,13,34,38.2,12,17,70.6,10,38,48,21,10,1,17,5,106,67.2,68.1,14.1,25.6,35.4,132.9,38,29,76.3,24,10,41.7,43,14,32.6,7,3,0,4,-16.9,37,29,78.4,25,16,64,34,13,38.2,8,9,0,0,11,44,27,16,30,19
Loughborough Riders,"J. Campbell, J. Cook, M. Gordon, M. Joiner, T. Akinsuku",5,2972,38.9,119,43,91,47.3,23,47,48.9,10,19,52.6,10,39,49,31,8,5,22,25,107,83.9,86.3,81.4,27.8,29.5,59.9,59.9,72.1,19.6,75,14.4,20.9,51.6,111.3,101,42,92,45.7,5,17,29.4,12,25,48,13,41,54,28,13,3,15,18,101,48.4,49,12.7,25,18.5,100.2,33,16,48.5,11,4,36.4,47,23,48.9,8,11,0,2,11.1,56,27,48.2,19,10,52.6,17,5,29.4,7,4,0,3,15,43,17,13,36,20
Nottingham Hoods,"B. Johnson, E. Bailey, S. Akano, T. Walker, T. Williams",7,3329,18.7,99,40,94,42.6,11,41,26.8,8,13,61.5,10,31,41,23,14,2,20,25,105,75.2,75.9,74.4,31.6,32.3,48.4,49.6,57.5,22.2,62,14,13.8,43.6,94,114,40,89,44.9,11,35,31.4,23,33,69.7,19,35,54,26,11,1,23,19,103,51.1,55.1,18.2,38,39.3,110.4,36,23,63.9,17,6,35.3,41,11,26.8,12,5,1,2,-16.5,37,26,70.3,17,3,17.6,35,11,31.4,13,7,1,2,6,37,19,16,44,14
Yorkshire Dragons,"D. Ulph, J. Melke, J. Whelan, L. Rooney, N. Lewis",5,2998,27.5,104,38,82,46.3,9,34,26.5,19,29,65.5,9,31,40,22,7,4,23,20,104,84,83.6,84.4,28.7,28.4,51.8,54.9,57.9,21.4,56.4,16.5,35.4,41.5,99.6,133,52,108,48.1,16,43,37.2,13,20,65,24,33,57,21,12,3,17,30,105,55.6,56.9,12.7,43.6,39.8,126.2,34,25,73.5,14,4,28.6,34,9,26.5,11,7,1,3,-26.6,43,29,67.4,22,7,31.8,43,16,37.2,6,5,1,3,7,35,17,35,38,31
Nottingham Hoods,"B. Johnson, D. Nixon Ii, E. Bailey, M. Savery-Richards, T. Williams",7,3018,12.8,128,46,103,44.7,9,37,24.3,27,40,67.5,20,29,49,25,28,1,8,26,104,86.1,82.9,89.2,28.9,26.9,49,53.1,54.3,36.4,74.4,5.2,38.8,35.9,122.8,74,26,67,38.8,5,30,16.7,17,27,63,10,35,45,17,3,8,48,41,112,42.5,46.9,37.8,25.6,44.8,66,61,36,59,5,1,20,37,9,24.3,3,3,1,2,56.8,32,18,56.2,5,3,60,30,5,16.7,16,17,0,8,23,49,45,5,19,12
Bristol Hurricanes,"C. Samuels, C. Taylor, D. Edozie, D. Ubiaro, V. Dilys",3,2853,30.4,104,42,91,46.2,10,28,35.7,10,18,55.6,12,29,41,24,14,0,19,12,102,81.8,85.5,78,28.1,30.8,51.6,52.6,57.1,28.6,82.9,13.4,19.8,30.8,102.3,86,36,78,46.2,10,39,25.6,4,6,66.7,6,30,36,12,9,5,22,13,93,52.6,53.3,21.4,17.1,50,92.7,42,24,57.1,21,8,38.1,28,10,35.7,7,8,0,3,9.6,23,17,73.9,15,8,53.3,39,10,25.6,6,12,2,3,22,21,29,10,21,21
Worthing Thunder,"A. Scarborough, B. Adeluola, E. Maynard, J. Hopkins, M. Bryan-Amaning",12,2840,13.2,124,51,95,53.7,3,16,18.8,19,28,67.9,19,30,49,26,12,4,14,22,98,81.8,83,80.5,28.9,29.8,55.3,57.8,51,42.2,68.2,9.5,29.5,16.8,126.2,111,43,91,47.3,17,44,38.6,8,12,66.7,14,26,40,24,8,2,17,19,95,56.6,57.6,15,31.8,48.4,116.5,57,38,66.7,21,9,42.9,16,3,18.8,5,4,2,3,9.8,32,20,62.5,14,6,42.9,44,17,38.6,8,5,1,2,27,20,23,14,30,9
Essex Rebels,"K. Martin, M. Brown, R. Udeh, T. Child, T. Hudson",10,2663,10.6,123,44,86,51.2,21,44,47.7,14,27,51.9,15,29,44,30,14,3,18,22,97,86.9,87.3,86.4,27.5,27.8,63.4,62.8,68.2,35.7,65.9,12.3,31.4,51.2,127,99,39,82,47.6,12,32,37.5,9,18,50,15,27,42,22,9,7,25,32,96,54.9,55,21.8,34.1,39,103.2,37,22,59.5,5,1,20,44,21,47.7,8,5,0,3,23.8,44,25,56.8,6,2,33.3,32,12,37.5,5,10,1,6,18,41,34,8,20,20
Newcastle Knights,"H. Abdul, J. Thames, M. Jones, M. Matthews, S. Trunley",3,2816,8.3,119,38,85,44.7,16,47,34,27,34,79.4,22,27,49,24,6,2,23,21,97,84.8,82.6,87.1,29.1,27.6,54.1,59.5,63.2,47.8,64.3,15.7,40,55.3,122.8,110,41,88,46.6,8,31,25.8,20,26,76.9,15,24,39,18,8,2,22,27,102,51.1,55.3,18.1,35.7,35.2,107.7,29,20,69,9,2,22.2,47,16,34,3,10,2,8,15.1,47,29,61.7,9,3,33.3,31,8,25.8,2,6,1,9,29,32,24,15,32,37
Derby Trailblazers,"C. Brown, C. Washington, J. Pathmarajah, M. Smith, R. Marsden",7,2708,8.6,95,38,77,49.4,4,16,25,15,22,68.2,10,35,45,24,8,1,22,19,95,81.1,84,78.3,28.6,30.6,51.9,54.8,63.2,28.6,76.1,16.6,28.6,20.8,100.3,96,35,80,43.8,12,30,40,14,16,87.5,11,25,36,17,7,2,16,26,88,51.2,55.1,15.5,23.9,37.5,108.6,27,19,70.4,34,15,44.1,16,4,25,7,3,1,6,-8.4,30,16,53.3,20,7,35,30,12,40,6,4,0,4,13,18,12,12,18,16
Worthing Thunder,"A. Scarborough, D. Evans, E. Dadds, J. Hopkins, M. Bryan-Amaning",8,2894,27.1,85,36,88,40.9,5,26,19.2,8,12,66.7,13,35,48,19,15,0,17,22,93,80.1,77.4,82.7,31.0,29.0,43.8,45.6,52.8,25.5,79.5,13.1,13.6,29.5,91,105,40,87,46,17,45,37.8,8,11,72.7,9,38,47,29,7,3,21,13,100,55.7,57.2,18.6,20.5,51.7,105.3,49,27,55.1,13,4,30.8,26,5,19.2,4,5,0,6,-14.3,29,17,58.6,13,6,46.2,45,17,37.8,9,8,0,2,14,37,18,17,35,16
Birmingham Rockets,"E. Donaldson, M. Gayle, O. Jackman, R. Blain, Z. Powell",11,2612,10.3,132,47,84,56,8,20,40,30,37,81.1,14,31,45,30,10,1,10,11,92,86.1,84.9,87.3,28.3,27.5,60.7,65.8,63.8,38.9,73.8,7.1,44,23.8,142.8,112,45,90,50,16,41,39,6,9,66.7,11,22,33,24,5,4,16,23,95,58.9,59.6,14.6,26.2,45.6,117.9,53,37,69.8,11,2,18.2,20,8,40,5,4,0,4,24.9,41,27,65.9,8,2,25,41,16,39,5,8,1,1,23,46,24,13,36,21
Derby Trailblazers,"C. Burr, C. Washington, J. Pathmarajah, R. May-Thompson, S. Walker",4,2479,11.6,101,39,76,51.3,10,26,38.5,13,19,68.4,7,35,42,25,9,4,16,8,90,87,86.8,87.2,27.7,27.5,57.9,59.9,64.1,21.2,77.8,12.8,25,34.2,112.7,85,31,78,39.7,14,38,36.8,9,11,81.8,10,26,36,19,12,4,21,20,90,48.7,51.3,20.2,22.2,48.7,94.4,35,24,68.6,15,5,33.3,26,10,38.5,9,5,1,1,18.3,28,13,46.4,12,4,33.3,38,14,36.8,7,7,0,4,19,31,27,16,32,22
Yorkshire Dragons,"C. Johnson, D. Ulph, J. Mielke, J. Whelan, N. Lewis",4,2476,8.7,104,34,74,45.9,11,27,40.7,25,31,80.6,7,33,40,23,13,0,13,17,90,87.9,87.1,88.6,27.5,27.1,53.4,59.3,67.6,17.9,76.7,10.5,41.9,36.5,115.7,102,36,79,45.6,15,32,46.9,15,21,71.4,10,32,42,18,10,3,17,25,91,55.1,57.8,16.2,23.3,40.5,111.6,35,19,54.3,12,4,33.3,27,11,40.7,7,4,0,1,4.1,34,18,52.9,13,3,23.1,32,15,46.9,4,11,0,1,8,36,27,10,31,14
Essex Rebels,"B. Winter, D. Johnson-Thompson, M. Brown, R. Udeh, T. Child",3,2694,28.8,98,37,83,44.6,15,44,34.1,9,10,90,6,23,29,25,12,3,11,20,89,78,79,76.9,30.4,31.2,53.6,56.1,67.6,14.6,67.6,8.9,12,53,110.5,88,35,68,51.5,6,17,35.3,12,18,66.7,11,35,46,18,4,5,25,10,86,55.9,58,24.8,32.4,25,101.9,35,22,62.9,4,0,0,44,15,34.1,3,5,1,2,8.5,43,23,53.5,8,6,75,17,6,35.3,9,7,2,5,9,45,32,10,15,8
Newcastle Knights,"H. Abdul, J. Thames, M. Hendry, M. Jones, S. Trunley",3,2471,10.9,105,39,67,58.2,9,21,42.9,18,24,75,7,34,41,18,6,2,20,13,87,80.2,84.4,75.9,28.4,31.6,64.9,67.7,46.2,28,81,17.3,35.8,31.3,120.8,81,32,73,43.8,13,33,39.4,4,10,40,8,18,26,21,8,2,12,21,78,52.7,52.3,13.4,19,45.2,103.7,37,26,70.3,9,4,44.4,21,9,42.9,2,11,0,5,17.1,29,15,51.7,11,4,36.4,33,13,39.4,4,4,1,2,12,31,24,8,24,16
Birmingham Rockets,"E. Donaldson, F. Mughaal, L. Mcgregor, L. Okosieme, R. Blain",7,2588,25.4,90,36,76,47.4,10,27,37,8,10,80,8,31,39,22,12,7,17,10,86,79.2,79.6,78.8,30.2,30.5,53.9,56,61.1,21.6,73.8,14.2,13.2,35.5,104.9,76,30,74,40.5,13,34,38.2,3,8,37.5,11,29,40,19,8,2,22,12,85,49.3,49,22.1,26.2,45.9,89.4,39,23,59,10,3,30,27,10,37,8,9,1,0,15.4,32,13,40.6,8,4,50,34,13,38.2,8,7,2,5,13,37,30,5,18,17
