# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 349
# Qualified players exported: 138
# Total stints used: 4125
# Garbage time stints excluded: 153
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Veolia Towers Hamburg,13,Breunig M.,338,3.24,2.69,5.93
ALBA BERLIN,34,Bean J.,587,2.11,2.82,4.93
MHP RIESEN Ludwigsburg,7,Hughes E.,473,1.61,3.25,4.87
SKYLINERS,19,Pape T.,540,1.35,2.94,4.29
RASTA Vechta,41,Pandi L.,320,4.73,-0.59,4.13
ratiopharm ulm,7,Jensen T.,493,1.15,2.97,4.13
Telekom Baskets Bonn,4,Garrett Jr. J.,588,2.71,1.41,4.12
ALBA BERLIN,9,Mattisseck J.,445,0.98,2.95,3.92
SKYLINERS,16,Caisin R.,543,1.46,1.81,3.27
SKYLINERS,1,Swope I.,698,1.01,2.23,3.25
VET-CONCEPT Gladiators Trier,9,Hollersbacher M.,478,2.09,1.03,3.12
BMA365 Bamberg Baskets,2,Watson I.,693,1.99,1.02,3.01
ALBA BERLIN,13,Roberts J.,446,1.28,1.7,2.98
Science City Jena,25,Bank L.,302,1.33,1.62,2.94
ratiopharm ulm,43,Sengfelder C.,358,0.78,2.16,2.94
ratiopharm ulm,15,Simon J.,300,-0.82,3.64,2.82
EWE Baskets Oldenburg,12,Kyser M.,428,2.48,0.23,2.7
SYNTAINICS MBC,44,Planinic J.,385,2.81,-0.13,2.68
MHP RIESEN Ludwigsburg,18,Wohlfarth-Bottermann J.,257,2.81,-0.21,2.6
FC Bayern München Basketball,5,Giffey N.,253,1.53,1.04,2.56
RASTA Vechta,11,Verge Jr. A.,534,1.04,1.5,2.54
VET-CONCEPT Gladiators Trier,21,Rapieque E.,322,2.58,-0.09,2.49
Fitness First Würzburg Baskets,10,Mintz D.,485,0.86,1.59,2.46
EWE Baskets Oldenburg,3,Clemons C.,497,-0.29,2.38,2.09
RASTA Vechta,9,Ferner J.,448,2.95,-0.94,2.01
BMA365 Bamberg Baskets,8,Demonia D.,678,1.73,0.23,1.96
VET-CONCEPT Gladiators Trier,55,Brooks E.,325,-0.33,2.27,1.95
Fitness First Würzburg Baskets,32,Thompson C.,315,3.24,-1.42,1.82
FC Bayern München Basketball,21,Hollatz J.,263,1.21,0.59,1.79
MHP RIESEN Ludwigsburg,13,Polas Bartolo Y.,438,-0.19,1.92,1.73
Telekom Baskets Bonn,7,Murphy G.,558,1.49,0.07,1.56
Basketball Löwen Braunschweig,30,Flanigan C.,338,0.46,1.09,1.56
BMA365 Bamberg Baskets,35,Onu E.,591,1.28,0.25,1.53
ROSTOCK SEAWOLVES,8,Nicholson K.,327,0.21,1.19,1.4
Fitness First Würzburg Baskets,22,Stove J.,376,0.71,0.66,1.36
Telekom Baskets Bonn,33,Heckmann P.,315,1.15,0.19,1.34
Veolia Towers Hamburg,17,Wimberg N.,345,0.8,0.51,1.32
ratiopharm ulm,4,Ledlum C.,405,-0.93,2.21,1.28
Veolia Towers Hamburg,21,Daniels IV D.,357,2.44,-1.17,1.27
Science City Jena,33,Washington E.,415,1.42,-0.2,1.21
ALBA BERLIN,3,O'Connell A.,326,0.3,0.81,1.11
SKYLINERS,3,Zeeb G.,257,1.66,-0.58,1.08
Basketball Löwen Braunschweig,13,Njie B.,275,-0.51,1.54,1.03
NINERS Chemnitz,9,Newman III J.,289,-0.09,1.06,0.97
BMA365 Bamberg Baskets,1,Ensminger Z.,544,0.01,0.93,0.94
VET-CONCEPT Gladiators Trier,33,Zirbes M.,266,1.11,-0.25,0.86
Fitness First Würzburg Baskets,11,Ivey B.,382,0.66,0.14,0.8
Veolia Towers Hamburg,52,Perrin Z.,312,1.46,-0.72,0.74
EWE Baskets Oldenburg,4,Fobbs B.,588,1.93,-1.26,0.67
FC Bayern München Basketball,4,Rathan-Mayes X.,257,-1.66,2.29,0.62
ratiopharm ulm,13,Smith M.,534,-1.99,2.61,0.62
ALBA BERLIN,17,Agbakoko N.,384,1.05,-0.47,0.59
Telekom Baskets Bonn,21,Aminu J.,407,-1.06,1.63,0.57
FC Bayern München Basketball,13,Obst A.,268,0.8,-0.27,0.53
ROSTOCK SEAWOLVES,19,Theis S.,254,0.45,0.06,0.51
EWE Baskets Oldenburg,7,Tucker D.,310,1.73,-1.26,0.48
EWE Baskets Oldenburg,10,Woodard J.,424,-0.51,0.98,0.47
ratiopharm ulm,21,Anigbata A.,304,0.71,-0.35,0.36
Veolia Towers Hamburg,5,Maronka Z.,316,0.99,-0.65,0.34
BMA365 Bamberg Baskets,85,Crowley A.,574,-1.29,1.6,0.31
Fitness First Würzburg Baskets,27,Edigin Jr E.,303,-0.98,1.24,0.26
ratiopharm ulm,10,Osborne M.,456,-1.17,1.39,0.22
ROSTOCK SEAWOLVES,0,Crockett Jr. T.,428,0.81,-0.6,0.21
MHP RIESEN Ludwigsburg,24,Tischler B.,340,0.42,-0.28,0.14
Telekom Baskets Bonn,6,Kessens M.,415,0.62,-0.6,0.02
ALBA BERLIN,5,Griesel S.,534,-1.34,1.35,0.01
