game_id,game_date,period,home_team,away_team,home_lineup,away_lineup,start_time,end_time,duration,possessions,home_score,away_score,home_score_end,away_score_end,home_points,away_points,home_fga,home_fgm,home_fg3a,home_fg3m,home_fta,home_ftm,home_oreb,home_dreb,home_ast,home_stl,home_blk,home_tov,home_pf,away_fga,away_fgm,away_fg3a,away_fg3m,away_fta,away_ftm,away_oreb,away_dreb,away_ast,away_stl,away_blk,away_tov,away_pf,home_rim_att,home_rim_made,home_otd_2pt_att,home_otd_2pt_made,home_otd_3pt_att,home_otd_3pt_made,away_rim_att,away_rim_made,away_otd_2pt_att,away_otd_2pt_made,away_otd_3pt_att,away_otd_3pt_made,home_pass_to,home_dribble_to,home_defense_to,home_misc_to,away_pass_to,away_dribble_to,away_defense_to,away_misc_to,home_second_chance_pts,home_fast_break_pts,home_pts_off_tov,away_second_chance_pts,away_fast_break_pts,away_pts_off_tov
2735895,2026-02-06,4,Nottingham Hoods,Loughborough Riders,"B. Johnson,D. Nixon Ii,E. Bailey,M. Savery-Richards,T. Williams","C. Keys,J. Campbell,J. Cook,T. Akinsuku,V. Ndukou",2046,2137,91,3.44,84,76,89,81,5,5,3,2,0,0,2,1,0,1,3,0,0,0,0,3,2,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735895,2026-02-06,4,Nottingham Hoods,Loughborough Riders,"B. Johnson,D. Nixon Ii,E. Bailey,S. Akano,T. Williams","C. Keys,J. Campbell,J. Cook,T. Akinsuku,V. Ndukou",2137,2205,68,2.96,89,81,93,81,4,0,3,2,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735895,2026-02-06,4,Nottingham Hoods,Loughborough Riders,"B. Johnson,D. Nixon Ii,E. Bailey,S. Akano,T. Williams","C. Keys,J. Campbell,J. Cook,L. Campbell,V. Ndukou",2205,2370,165,5.15,93,81,103,87,10,6,5,4,2,2,0,0,1,2,1,0,0,1,0,5,2,4,1,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735895,2026-02-06,4,Nottingham Hoods,Loughborough Riders,"A. Sandu-Nelson,B. Johnson,E. Bailey,S. Akano,S. Jamison","C. Keys,D. Hadley,J. Cook,L. Campbell,T. Akinsuku",2370,2388,18,0.94,103,87,104,87,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,1,London Cavaliers,Milton Keynes Breakers,"A. Roberts,D. Braster,J. Manning,M. Beasley,M. Collins","C. Thompson,D. Jackson,J. Dietrich,J. Spencer,X. Wilson",0,298,298,8.32,0,0,10,17,10,17,10,4,4,2,0,0,2,1,1,1,0,0,0,11,7,3,3,0,0,3,4,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,1,London Cavaliers,Milton Keynes Breakers,"A. Roberts,D. Braster,D. Delsol-Lowry,J. Manning,M. Beasley","C. Thompson,D. Jackson,J. Dietrich,J. Spencer,X. Wilson",298,344,46,2.0,10,17,10,21,0,4,1,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,1,London Cavaliers,Milton Keynes Breakers,"A. Roberts,D. Braster,D. Delsol-Lowry,J. Manning,M. Beasley","B. Freckleton,C. Thompson,J. Dietrich,J. Spencer,X. Wilson",344,359,15,0.55,10,21,10,21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,1,London Cavaliers,Milton Keynes Breakers,"A. Pyne,A. Roberts,D. Delsol-Lowry,J. Manning,M. Collins","B. Freckleton,J. Dietrich,J. Spencer,M. New Jr.,X. Wilson",359,389,30,0.96,10,21,13,24,3,3,1,1,1,1,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,1,London Cavaliers,Milton Keynes Breakers,"A. Pyne,A. Roberts,D. Delsol-Lowry,J. Manning,M. Collins","B. Baker-Mccann,B. Freckleton,J. Spencer,M. New Jr.,X. Wilson",389,482,93,2.9,13,24,17,26,4,2,3,1,1,0,2,2,1,1,1,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,1,London Cavaliers,Milton Keynes Breakers,"A. Pyne,A. Roberts,D. Delsol-Lowry,J. Manning,M. Collins","B. Baker-Mccann,B. Freckleton,J. Spencer,L. Gregory,M. New Jr.",482,533,51,2.5,17,26,17,30,0,4,1,0,1,0,0,0,0,1,0,0,0,1,1,3,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,1,London Cavaliers,Milton Keynes Breakers,"A. Pyne,A. Roberts,D. Delsol-Lowry,J. Manning,M. Collins","B. Baker-Mccann,B. Freckleton,D. Jackson,L. Gregory,M. New Jr.",533,564,31,1.22,17,30,17,31,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,1,London Cavaliers,Milton Keynes Breakers,"A. Pyne,A. Roberts,D. Delsol-Lowry,J. Manning,M. Beasley","B. Baker-Mccann,B. Freckleton,D. Jackson,L. Gregory,M. New Jr.",564,573,9,0.1,17,31,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,1,London Cavaliers,Milton Keynes Breakers,"A. Pyne,A. Roberts,J. Manning,M. Beasley,M. Collins","B. Baker-Mccann,B. Freckleton,D. Jackson,L. Gregory,M. New Jr.",573,695,122,2.93,17,31,25,35,8,4,6,3,3,2,0,0,2,0,3,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,2,London Cavaliers,Milton Keynes Breakers,"A. Pyne,A. Roberts,J. Manning,M. Beasley,M. Collins","B. Baker-Mccann,B. Freckleton,J. Spencer,L. Gregory,M. New Jr.",695,727,32,0.72,25,35,26,37,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,2,London Cavaliers,Milton Keynes Breakers,"A. Roberts,D. Braster,J. Manning,M. Beasley,M. Collins","B. Baker-Mccann,B. Freckleton,C. Thompson,J. Spencer,X. Wilson",727,781,54,2.4,26,37,28,39,2,2,1,0,0,0,2,2,0,1,0,0,0,0,0,3,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,2,London Cavaliers,Milton Keynes Breakers,"A. Roberts,D. Braster,D. Delsol-Lowry,M. Beasley,M. Collins","B. Baker-Mccann,C. Thompson,J. Dietrich,J. Spencer,X. Wilson",781,919,138,4.89,28,39,35,41,7,2,5,3,1,1,0,0,2,1,1,2,0,2,0,3,1,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,2,London Cavaliers,Milton Keynes Breakers,"A. Roberts,D. Braster,D. Delsol-Lowry,M. Beasley,M. Collins","C. Thompson,D. Jackson,J. Dietrich,J. Spencer,X. Wilson",919,941,22,0.96,35,41,35,43,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,2,London Cavaliers,Milton Keynes Breakers,"A. Pyne,A. Roberts,J. Manning,M. Beasley,M. Collins","C. Thompson,D. Jackson,J. Dietrich,J. Spencer,X. Wilson",941,1018,77,2.46,35,43,37,46,2,3,3,1,1,0,0,0,1,1,0,0,0,1,0,2,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735893,2026-02-07,2,London Cavaliers,Milton Keynes Breakers,"A. Pyne,A. Roberts,D. Braster,J. Manning,M. Collins","C. Thompson,D. Jackson,J. Dietrich,J. Spencer,X. Wilson",1018,1138,120,3.94,37,46,39,57,2,11,2,1,0,0,0,0,0,0,1,0,0,2,2,3,3,3,3,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
