Canonical,Team,Numbers,Variations
M. Felletti-O'donnell,Newcastle Knights,9,M. Felletti-O'donnell
M. New Jr.,Milton Keynes Breakers,15,M. New Jr.
D. Evans,Worthing Thunder,0,D. Evans
T. Mcindoe,Worthing Thunder,23,T. Mcindoe
C. Johnson,Yorkshire Dragons,6/9,C. Johnson
P. Cantwell,Yorkshire Dragons,12/13,P. Cantwell
A. Pearce,Bristol Hurricanes,0,A. Pearce
D. Ubiaro,Bristol Hurricanes,31,D. Ubiaro
H. Beverley Jr,Derby Trailblazers,5,H. Beverley Jr
T. Akinsuku,Loughborough Riders,13/2/36,T. Akinsuku
C. Keys,Loughborough Riders,8,C. Keys
P. Basioudis,Birmingham Rockets,1/5,P. Basioudis
F. Mughaal,Birmingham Rockets,7,F. Mughaal
L. Duru,Birmingham Rockets,15/16,L. Duru
T. Walker,Nottingham Hoods,4,T. Walker
C. Ross,Nottingham Hoods,10/3/9,C. Ross
M. Savery-Richards,Nottingham Hoods,14/8,M. Savery-Richards
T. Nsangu,Reading Rockets,12,T. Nsangu
Z. Riabi,Bristol Flyers II,12/13/14/15/7,Z. Riabi
C. Taylor,Bristol Hurricanes,9,C. Taylor
J. Lashley,Worthing Thunder,35,J. Lashley
W. Simba,Bristol Flyers II,6,W. Simba
K. Tadros,Bristol Flyers II,14,K. Tadros
M. Hendry,Newcastle Knights,2/3/4,M. Hendry
W. White,Essex Rebels,24,W. White
T. Johnson,Hemel Storm,12,T. Johnson
L. Rooney,Yorkshire Dragons,14/3,L. Rooney
C. Nyarko,Loughborough Riders,11/3,C. Nyarko
L. Ehiorobo,Loughborough Riders,10/21,L. Ehiorobo
M. Wallace,Loughborough Riders,22,M. Wallace
B. Johnson,Nottingham Hoods,21/25,B. Johnson
G. Formeloza,Milton Keynes Breakers,5/6,G. Formeloza
A. Mutothori,Birmingham Rockets,5,A. Mutothori
L. Matthews,Bristol Flyers II,10/4/5/6,L. Matthews
D. Rowaiye,Bristol Flyers II,11,D. Rowaiye
D. Johnson-Thompson,Essex Rebels,13,D. Johnson-Thompson
M. Gordon,Loughborough Riders,22,M. Gordon
M. Hassan-Taylor,Reading Rockets,15/5/7,M. Hassan-Taylor
S. Jamison,Nottingham Hoods,0/2/25,S. Jamison
H. Abdul,Newcastle Knights,3,H. Abdul
L. Davies,Bristol Hurricanes,13,L. Davies
J. Dawes,Nottingham Hoods,15,J. Dawes
A. Sylla,Hemel Storm,1,A. Sylla
G. Pastor,Derby Trailblazers,5,G. Pastor
K. Asomani,Bristol Hurricanes,8,K. Asomani
J. Oyewole,Bristol Hurricanes,29/5,J. Oyewole
L. Sayles,Reading Rockets,11/13,L. Sayles
J. Griffith,Nottingham Hoods,15,J. Griffith
J. Griffiths,Nottingham Hoods,15,J. Griffiths
A. Pyne,London Cavaliers,7,A. Pyne
L. Bakary,Reading Rockets,11/13/15/7,L. Bakary
H. Whysall,Bristol Hurricanes,44,H. Whysall
Y. Salih,Reading Rockets,5,Y. Salih
M. Smith,Derby Trailblazers,9,M. Smith
D. Delsol Lowry,London Cavaliers,21,D. Delsol Lowry
J. Dang-Okodo,Bristol Hurricanes,23,J. Dang-Okodo
P. Tew,Yorkshire Dragons,14,P. Tew
D. Delsol-Lowry,London Cavaliers,12/21,D. Delsol-Lowry
B. Winter,Essex Rebels,5,B. Winter
J. Dang-Akodo,Bristol Hurricanes,23,J. Dang-Akodo
B. Tew,Yorkshire Dragons,14/20,B. Tew
L. Dinnall,Bristol Flyers II,8,L. Dinnall
R. Bawden,Bristol Flyers II,9,R. Bawden
T. C,Milton Keynes Breakers,8,T. C
V. Ndoukou,Loughborough Riders,21/7,V. Ndoukou
R. Reed,Newcastle Knights,6,R. Reed
S. Lewis,Hemel Storm,12/24,S. Lewis
W. Tallon,Derby Trailblazers,23,W. Tallon
A. Adedo,Nottingham Hoods,0,A. Adedo
V. Ndukou,Loughborough Riders,21,V. Ndukou
J. Mielke,Yorkshire Dragons,5,J. Mielke
I. Temilola,Essex Rebels,15,I. Temilola
