Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Newcastle Knights,J. Thames,11,J. Thames,17,39.7,675.4,441.0,25.9,166.0,309.0,53.7,26.0,74.0,35.1,83.0,102.0,81.4,37.0,97.0,134.0,79.0,32.0,9.0,48.0,30.0,350.3,25.9,32.8,5.9,10.0,29,470.0,27.6,34.9,63,7.0,48,14,58.2,58.2,9,6.34,2.57,3.77,3.0,1.7,182.0,118.0,64.8,53.0,22.0,41.5,74.0,26.0,35.1,16.0,26.0,0.0,6.0,74.0,148.0,113.0
Nottingham Hoods,T. Williams,0/1/9,T. Williams,17,34.8,590.8,367.0,21.6,143.0,319.0,44.8,31.0,129.0,24,50.0,79.0,63.3,18.0,76.0,94.0,94.0,41.0,9.0,43.0,34.0,363.6,31.6,31.8,8.1,8.1,15,382.0,22.5,33.1,14,3.5,11,3,56.8,14.3,4,6.31,0.57,5.74,2.4,1.5,147.0,96.0,65.3,43.0,16.0,37.2,129.0,31.0,24,23.0,12.0,0.0,8.0,39.0,141.0,82.0
Worthing Thunder,J. Hopkins,15,J. Hopkins,17,33.4,568.2,347.0,20.4,119.0,251.0,47.4,14.0,51.0,27.5,95.0,126.0,75.4,25.0,71.0,96.0,34.0,23.0,6.0,43.0,37.0,311.5,26.6,29.8,2.9,8.2,7,354.0,20.8,30.4,24,3.4,21,12,45.7,27.3,7,2.2,-2.18,4.38,3.2,2.1,159.0,95.0,59.7,41.0,10.0,24.4,51.0,14.0,27.5,13.0,13.0,0.0,17.0,36.0,138.0,75.0
Newcastle Knights,S. Trunley,10,S. Trunley,17,36.5,621.2,298.0,17.5,106.0,254.0,41.7,57.0,153.0,37.3,29.0,35.0,82.9,29.0,55.0,84.0,78.0,26.0,0.0,30.0,37.0,259.6,20.9,24.1,6.3,6.8,24,322.0,18.9,26.0,53,6.6,38,7,64.5,43.1,8,2.62,0.64,1.98,2.2,2.8,46.0,25.0,54.3,55.0,24.0,43.6,153.0,57.0,37.3,11.0,14.0,0.0,5.0,43.0,72.0,48.0
Yorkshire Dragons,J. Whelan,23,J. Whelan,17,29.7,504.3,263.0,15.5,98.0,220.0,44.5,11.0,66.0,16.7,56.0,69.0,81.2,21.0,40.0,61.0,18.0,23.0,8.0,44.0,58.0,262.4,25.5,25.5,1.7,5.9,0,263.0,15.5,25.5,17,2.1,13,6,54.3,20.6,8,-3.64,-6.1,2.46,3.0,3.7,135.0,86.0,63.7,19.0,1.0,5.3,66.0,11.0,16.7,16.0,20.0,0.0,8.0,37.0,107.0,46.0
Loughborough Riders,J. Cook,12/31,J. Cook,17,28.5,485.0,250.0,14.7,90.0,231.0,39,46.0,141.0,32.6,24.0,26.0,92.3,17.0,44.0,61.0,32.0,13.0,5.0,16.0,20.0,231.8,24.3,26.2,3.4,6.4,5,255.0,15.0,26.7,9,1.8,19,2,22.6,21.9,5,0.43,-0.9,1.33,2.8,3.1,37.0,23.0,62.2,53.0,21.0,39.6,141.0,46.0,32.6,6.0,8.0,0.0,2.0,27.0,87.0,54.0
Worthing Thunder,E. Maynard,22,E. Maynard,17,30.4,516.2,239.0,14.1,90.0,234.0,38.5,23.0,84.0,27.4,36.0,55.0,65.5,22.0,43.0,65.0,22.0,20.0,3.0,19.0,16.0,245.0,23.0,22.6,2.1,6.1,8,247.0,14.5,23.3,21,3.0,21,2,48.0,22.9,7,-1.19,-4.05,2.85,2.8,3.8,62.0,29.0,46.8,87.0,37.0,42.5,84.0,23.0,27.4,5.0,10.0,0.0,4.0,48.0,75.0,70.0
Essex Rebels,T. Child,22,T. Child,17,32.4,551.4,239.0,14.1,86.0,209.0,41.1,54.0,136.0,39.7,13.0,20.0,65,15.0,47.0,62.0,94.0,20.0,3.0,54.0,39.0,246.5,22.2,21.5,8.4,5.6,11,250.0,14.7,22.5,23,7.7,11,2,96.8,13.9,3,-0.0,-1.83,1.82,2.0,2.0,38.0,22.0,57.9,34.0,9.0,26.5,136.0,54.0,39.7,34.0,16.0,0.0,4.0,36.0,75.0,67.0
Milton Keynes Breakers,D. Jackson,1/10/9,D. Jackson,17,27.1,460.4,237.0,13.9,89.0,202.0,44.1,34.0,93.0,36.6,25.0,33.0,75.8,27.0,55.0,82.0,41.0,22.0,3.0,32.0,34.0,212.7,23.6,26.6,4.6,9.2,8,245.0,14.4,27.5,10,2.0,12,4,36.3,17.8,5,3.59,-1.96,5.55,3.0,3.1,86.0,46.0,53.5,22.0,9.0,40.9,93.0,34.0,36.6,9.0,18.0,0.0,5.0,38.0,97.0,54.0
Hemel Storm,M. Norman,2,M. Norman,17,25.2,427.7,227.0,13.4,82.0,179.0,45.8,37.0,105.0,35.2,26.0,28.0,92.9,6.0,41.0,47.0,26.0,12.0,4.0,23.0,29.0,200.0,22.7,25.6,2.9,5.3,0,227.0,13.4,25.6,11,2.8,10,1,52.7,10.4,4,0.23,-1.25,1.48,2.8,3.1,53.0,36.0,67.9,20.0,8.0,40,105.0,37.0,35.2,8.0,12.0,0.0,3.0,18.0,90.0,43.0
Bristol Flyers II,N. Ladjimi,24/8,N. Ladjimi,17,24.7,420.4,215.0,12.6,76.0,217.0,35,56.0,166.0,33.7,7.0,8.0,87.5,9.0,29.0,38.0,14.0,13.0,0.0,33.0,26.0,234.7,27.3,25.1,1.6,4.4,2,217.0,12.8,25.3,0,0.0,1,0,0.0,1.0,1,-5.27,-3.4,-1.86,2.5,2.3,20.0,9.0,45,31.0,11.0,35.5,166.0,56.0,33.7,16.0,12.0,0.0,5.0,23.0,74.0,33.0
Worthing Thunder,M. Bryan-Amaning,11,M. Bryan-Amaning,17,24.1,410.3,205.0,12.1,84.0,189.0,44.4,2.0,17.0,11.8,35.0,57.0,61.4,27.0,76.0,103.0,33.0,21.0,10.0,31.0,33.0,209.4,24.8,24.4,3.9,12.2,7,212.0,12.5,25.2,27,3.9,18,12,58.0,24.3,7,0.41,-4.64,5.05,4.0,3.0,134.0,69.0,51.5,38.0,13.0,34.2,17.0,2.0,11.8,14.0,15.0,0.0,2.0,42.0,16.0,43.0
Worthing Thunder,B. Adeluola,5,B. Adeluola,17,27.3,464.1,170.0,10.0,62.0,146.0,42.5,25.0,69.0,36.2,21.0,33.0,63.6,15.0,49.0,64.0,68.0,17.0,2.0,25.0,50.0,163.7,17.1,17.9,7.1,6.7,4,174.0,10.2,18.3,16,3.2,8,2,90.1,10.9,5,0.59,-3.87,4.45,2.2,2.1,41.0,18.0,43.9,36.0,19.0,52.8,69.0,25.0,36.2,17.0,7.0,0.0,1.0,4.0,57.0,26.0
Essex Rebels,R. Udeh,14,R. Udeh,17,20.8,353.9,163.0,9.6,57.0,128.0,44.5,29.0,75.0,38.7,20.0,22.0,90.9,24.0,41.0,65.0,20.0,14.0,8.0,30.0,43.0,137.9,19.4,22.8,2.8,9.1,0,163.0,9.6,22.8,4,2.0,3,0,66.7,3.0,2,-0.53,-3.41,2.88,3.8,3.2,42.0,28.0,66.7,11.0,0.0,0,75.0,29.0,38.7,14.0,6.0,0.0,10.0,26.0,59.0,37.0
Nottingham Hoods,E. Bailey,6,E. Bailey,17,28.6,485.9,161.0,9.5,62.0,142.0,43.7,21.0,69.0,30.4,16.0,24.0,66.7,23.0,56.0,79.0,14.0,11.0,6.0,18.0,57.0,141.7,15.0,17.0,1.5,8.3,0,161.0,9.5,17.0,7,1.8,8,2,39.4,9.9,4,-3.0,-5.89,2.89,3.8,4.2,54.0,35.0,64.8,19.0,6.0,31.6,69.0,21.0,30.4,8.0,7.0,0.0,3.0,24.0,42.0,39.0
Milton Keynes Breakers,B. Baker-Mccann,11,B. Baker-Mccann,17,18.8,319.1,156.0,9.2,57.0,123.0,46.3,5.0,25.0,20,37.0,52.0,71.2,30.0,33.0,63.0,29.0,22.0,1.0,29.0,28.0,139.1,22.3,25.2,4.7,10.2,3,159.0,9.4,25.7,8,2.7,9,2,40.5,9.9,3,2.32,-3.83,6.15,2.9,3.3,83.0,47.0,56.6,15.0,5.0,33.3,25.0,5.0,20,14.0,8.0,0.0,7.0,31.0,42.0,30.0
Hemel Storm,K. Walker,11,K. Walker,17,20.9,354.5,148.0,8.7,64.0,120.0,53.3,6.0,17.0,35.3,14.0,26.0,53.8,20.0,74.0,94.0,19.0,23.0,1.0,26.0,31.0,131.9,18.1,20.1,2.6,12.8,0,148.0,8.7,20.1,13,3.2,8,4,66.6,10.8,4,-0.58,-4.05,3.47,3.6,3.8,94.0,57.0,60.6,9.0,1.0,11.1,17.0,6.0,35.3,7.0,11.0,1.0,7.0,17.0,47.0,31.0
Milton Keynes Breakers,J. Dietrich,12,J. Dietrich,17,24.9,423.3,140.0,8.2,57.0,146.0,39,18.0,74.0,24.3,8.0,9.0,88.9,15.0,39.0,54.0,33.0,15.0,12.0,15.0,19.0,144.0,17.4,17.1,4.0,6.6,0,140.0,8.2,17.1,9,1.8,10,3,39.8,13.3,5,1.5,-4.16,5.66,3.1,4.3,42.0,27.0,64.3,30.0,12.0,40,74.0,18.0,24.3,10.0,4.0,0.0,1.0,7.0,45.0,34.0
Hemel Storm,V. Eze,21,V. Eze,17,19.3,327.5,138.0,8.1,55.0,106.0,51.9,6.0,29.0,20.7,22.0,33.0,66.7,27.0,28.0,55.0,18.0,3.0,7.0,20.0,20.0,109.0,16.2,20.3,2.7,8.1,2,140.0,8.2,20.6,4,1.0,6,4,25.8,7.8,4,-2.0,-2.81,0.81,3.8,3.7,72.0,46.0,63.9,5.0,3.0,60,29.0,6.0,20.7,4.0,11.0,1.0,4.0,35.0,50.0,12.0
Hemel Storm,S. Newman,4,S. Newman,17,34.0,578.7,108.0,6.4,37.0,105.0,35.2,25.0,80.0,31.2,9.0,9.0,100,10.0,69.0,79.0,174.0,37.0,5.0,68.0,25.0,160.3,13.5,9.0,14.5,6.6,13,121.0,7.1,10.1,5,2.5,4,0,62.5,6.0,2,0.48,-2.24,2.72,1.1,2.1,17.0,9.0,52.9,8.0,3.0,37.5,80.0,25.0,31.2,46.0,16.0,0.0,6.0,5.0,34.0,29.0
Bristol Flyers II,Y. Hafid,0/5,Y. Hafid,17,25.3,429.9,105.0,6.2,37.0,122.0,30.3,15.0,53.0,28.3,16.0,19.0,84.2,15.0,41.0,56.0,63.0,17.0,0.0,79.0,33.0,186.6,21.2,12.0,7.2,6.4,0,105.0,6.2,12.0,0,0,0,0,0,0.0,0,-13.52,-11.06,-2.46,1.8,2.2,46.0,15.0,32.6,23.0,7.0,30.4,53.0,15.0,28.3,35.0,36.0,0.0,8.0,7.0,23.0,31.0
Hemel Storm,D. Parkinson,23,D. Parkinson,17,11.2,190.2,91.0,5.4,28.0,67.0,41.8,12.0,35.0,34.3,23.0,23.0,100,5.0,14.0,19.0,16.0,11.0,0.0,21.0,31.0,89.4,22.8,23.1,4.1,4.8,3,94.0,5.5,23.8,2,1.0,2,0,50.0,2.0,2,-2.97,-5.25,2.28,2.3,3.2,24.0,15.0,62.5,8.0,1.0,12.5,35.0,12.0,34.3,11.0,5.0,1.0,4.0,7.0,42.0,12.0
Essex Rebels,T. Hudson,9,T. Hudson,17,16.9,287.0,85.0,5.0,35.0,74.0,47.3,0.0,1.0,0,15.0,34.0,44.1,25.0,36.0,61.0,17.0,7.0,3.0,17.0,38.0,77.7,13.4,14.7,2.9,10.5,0,85.0,5.0,14.7,5,1.7,4,1,56.3,4.4,3,-5.36,-7.35,1.99,3.9,4.3,61.0,31.0,50.8,12.0,4.0,33.3,1.0,0.0,0,2.0,11.0,0.0,4.0,18.0,16.0,17.0
Hemel Storm,J. Burnell,7,J. Burnell,17,13.7,233.6,83.0,4.9,29.0,81.0,35.8,23.0,69.0,33.3,2.0,4.0,50,4.0,13.0,17.0,6.0,4.0,2.0,6.0,22.0,81.4,16.9,17.1,1.2,3.5,0,83.0,4.9,17.1,0,0.0,1,0,0.0,2.0,1,-3.88,-4.15,0.27,2.9,4.6,11.0,6.0,54.5,1.0,0.0,0,69.0,23.0,33.3,2.0,0.0,0.0,4.0,15.0,36.0,13.0
Yorkshire Dragons,R. Ani,1,R. Ani,17,12.6,213.8,80.0,4.7,25.0,62.0,40.3,5.0,26.0,19.2,25.0,36.0,69.4,17.0,15.0,32.0,13.0,19.0,9.0,15.0,22.0,72.8,16.7,18.3,3.0,7.3,0,80.0,4.7,18.3,3,1.0,5,2,25.5,5.9,3,1.77,-3.93,5.7,3.1,3.9,35.0,20.0,57.1,1.0,0.0,0,26.0,5.0,19.2,7.0,4.0,0.0,4.0,17.0,24.0,20.0
Worthing Thunder,E. Dadds,7,E. Dadds,17,27.5,467.1,80.0,4.7,26.0,81.0,32.1,14.0,54.0,25.9,14.0,21.0,66.7,10.0,78.0,88.0,45.0,27.0,3.0,35.0,40.0,110.6,11.5,8.4,4.7,9.2,3,83.0,4.9,8.7,0,0.0,3,0,0.0,4.0,3,-2.28,-8.12,5.85,2.8,3.9,21.0,12.0,57.1,6.0,0.0,0,54.0,14.0,25.9,22.0,8.0,1.0,4.0,7.0,21.0,18.0
Loughborough Riders,L. Campbell,4,L. Campbell,17,10.0,170.0,63.0,3.7,25.0,51.0,49,12.0,27.0,44.4,1.0,2.0,50,5.0,9.0,14.0,17.0,5.0,1.0,17.0,22.0,61.3,18.4,18.8,5.1,4.2,0,63.0,3.7,18.8,5,5.0,2,0,125.0,3.0,1,-3.52,-5.27,1.76,2.4,2.9,14.0,9.0,64.3,10.0,4.0,40,27.0,12.0,44.4,9.0,5.0,0.0,3.0,10.0,19.0,11.0
Essex Rebels,A. Idiata-Mendez,20,A. Idiata-Mendez,17,16.9,286.8,62.0,3.6,24.0,72.0,33.3,4.0,27.0,14.8,10.0,14.0,71.4,24.0,25.0,49.0,12.0,7.0,6.0,14.0,24.0,65.4,11.3,10.7,2.1,8.5,0,62.0,3.6,10.7,4,1.3,6,0,33.3,6.0,3,-5.78,-7.27,1.49,3.8,5.0,44.0,19.0,43.2,1.0,1.0,100,27.0,4.0,14.8,4.0,5.0,0.0,5.0,14.0,15.0,14.0
Loughborough Riders,S. Wylie,43,S. Wylie,17,13.3,225.3,61.0,3.6,20.0,55.0,36.4,19.0,51.0,37.3,2.0,3.0,66.7,5.0,10.0,15.0,15.0,3.0,0.0,7.0,19.0,56.0,12.6,13.8,3.4,3.4,0,61.0,3.6,13.8,0,0,0,0,0,0.0,0,-3.47,-4.44,0.98,2.4,3.9,2.0,1.0,50,2.0,0.0,0,51.0,19.0,37.3,3.0,1.0,0.0,3.0,8.0,15.0,12.0
