Team,Lineup,Lineup_Key,Games,Clutch_Minutes,Clutch_Seconds,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS_ALLOWED,POSS,OFF_RTG,DEF_RTG,NET_RTG,PTS/MIN,DIFF
Recoletas Salud San Pablo Burgos,"J. Samuels, Gonzalo Corbalán, Raul Neto, Ethan Happ, Jhivvan Jackson","Recoletas Salud San Pablo Burgos|0,10,19,27,56",4,10.6,633.0,20,7,16,43.8,0,5,0.0,6,11,54.5,0,0,0,6,0,0,3,0,35,23.8,83.9,133.2,-49.3,1.9,-15
Coviran Granada,"Matt Thomas, Lluís Costa, William Howard, Luka Bozic, Babatunde Olumuyiwa","Coviran Granada|13,15,25,29,7",3,9.7,584.0,19,4,12,33.3,1,3,33.3,10,11,90.9,0,0,0,1,0,0,3,0,22,19.8,95.8,123.9,-28.1,1.95,-3
Dreamland Gran Canaria,"Pierre Pelos, Mike Tobey, Isaiah Wong, Andrew Albicy, Nico Brussino","Dreamland Gran Canaria|13,18,2,6,9",6,9.2,554.0,19,4,12,33.3,3,8,37.5,8,11,72.7,0,0,0,4,0,0,4,0,32,20.8,91.2,111.9,-20.7,2.06,-13
Dreamland Gran Canaria,"Mike Tobey, Isaiah Wong, Eric Vila, Andrew Albicy, Nico Brussino","Dreamland Gran Canaria|18,2,4,6,9",2,9.1,543.0,22,2,9,22.2,0,3,0.0,18,18,100.0,0,0,0,1,0,0,2,0,13,18.9,116.3,88.1,28.2,2.43,9
Bàsquet Girona,"Otis Livingston, Martinas Geben, Sergi Martínez, Pep Busquets, Mark Hughes","Bàsquet Girona|11,12,23,4,8",5,8.3,496.0,27,7,12,58.3,4,8,50.0,9,10,90.0,0,0,0,1,0,0,2,0,16,18.4,146.7,93.7,53.1,3.27,11
Joventut Badalona,"Yannick Kraag, Cameron Hunt, Ante Tomic, Adam Hanga, Ricky Rubio","Joventut Badalona|1,24,44,88,9",6,8.0,481.0,12,4,12,33.3,1,4,25.0,3,5,60.0,0,0,0,5,0,0,2,0,32,16.2,74.1,119.8,-45.7,1.5,-20
Surne Bilbao,"Martin Krampelj, Darrun Hilliard, Margiris Normantas, Harald Frey, Tryggvi Hlinason","Surne Bilbao|10,11,2,3,32",5,8.0,479.0,13,3,10,30.0,1,4,25.0,6,8,75.0,0,0,0,3,0,0,1,0,15,14.5,89.5,68.3,21.2,1.63,-2
Barça,"Kevin Punter, Tomas Satoransky, Tornike Shengelia, Joel Parra, Jan Vesely","Barça|0,13,23,44,6",2,7.7,463.0,14,5,11,45.5,1,4,25.0,3,3,100.0,0,0,0,4,0,0,2,0,22,14.3,97.8,143.6,-45.8,1.81,-8
Joventut Badalona,"Yannick Kraag, Cameron Hunt, Simon Birgander, Adam Hanga, Ricky Rubio","Joventut Badalona|1,24,35,88,9",6,7.4,445.0,27,5,9,55.6,3,5,60.0,14,14,100.0,0,0,0,4,0,0,1,0,10,16.2,167.1,62.5,104.6,3.64,17
Dreamland Gran Canaria,"Mike Tobey, Isaiah Wong, Louis Labeyrie, Andrew Albicy, Nico Brussino","Dreamland Gran Canaria|18,2,21,6,9",5,7.1,424.0,13,4,12,33.3,1,7,14.3,4,5,80.0,0,0,0,0,0,0,1,0,16,15.2,85.5,126.6,-41.1,1.84,-3
UCAM Murcia,"Emanuel Cate, Dylan Ennis, David DeJulius, Howard Sant-Roos, Toni Nakic","UCAM Murcia|15,31,5,8,99",3,7.0,420.0,21,6,13,46.2,3,6,50.0,6,10,60.0,0,0,0,3,0,0,1,0,21,18.4,114.1,121.5,-7.4,3.0,0
Surne Bilbao,"Darrun Hilliard, Luke Petrasek, Harald Frey, Tryggvi Hlinason, Justin Jaworski","Surne Bilbao|11,18,3,32,7",6,6.7,399.0,17,5,11,45.5,2,7,28.6,5,7,71.4,0,0,0,1,0,0,1,0,12,15.1,112.7,78.9,33.8,2.56,5
Joventut Badalona,"Henri Drell, Yannick Kraag, Ludde Hakanson, Cameron Hunt, Simon Birgander","Joventut Badalona|0,1,12,24,35",2,6.7,400.0,13,6,15,40.0,0,3,0.0,1,2,50.0,0,0,0,3,0,0,1,0,9,16.9,77.0,57.1,19.9,1.95,4
