# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 318
# Qualified players exported: 198
# Total stints used: 5885
# Garbage time stints excluded: 203
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Valencia Basket,5,Sergio de Larrea,415,2.67,3.3,5.97
Kosner Baskonia,1,Mamadi Diakite,390,2.5,2.33,4.83
Valencia Basket,24,Matt Costello,550,0.67,4.03,4.7
Surne Bilbao,10,Martin Krampelj,516,1.69,2.89,4.58
Joventut Badalona,12,Ludde Hakanson,559,1.18,3.39,4.57
Bàsquet Girona,4,Pep Busquets,805,3.17,1.37,4.54
Real Madrid,1,David Kramer,394,2.34,2.19,4.53
Real Madrid,12,Theo Maledon,525,1.74,2.76,4.51
Recoletas Salud San Pablo Burgos,19,Raul Neto,614,2.26,2.13,4.39
Dreamland Gran Canaria,2,Isaiah Wong,689,2.86,1.46,4.32
Real Madrid,8,Chuma Okeke,406,1.73,2.57,4.3
Kosner Baskonia,11,Trent Forrest,312,3.88,0.28,4.16
Río Breogán,10,Francis Alonso,720,1.72,2.24,3.96
Barça,5,Miles Norris,333,3.38,0.57,3.95
Valencia Basket,0,Brancou Badio,541,-0.24,4.13,3.89
Joventut Badalona,17,Sam Dekker,350,1.26,2.62,3.88
Unicaja,33,Killian Tillie,393,2.1,1.63,3.73
Hiopos Lleida,2,Corey Walden,651,0.46,3.23,3.69
Hiopos Lleida,1,James Batemon,823,0.48,3.0,3.49
Baskonia,10,Matteo Spagnolo,250,2.19,1.23,3.41
UCAM Murcia,13,Wilhelm Falk,285,0.63,2.74,3.37
Barça,8,Darío Brizuela,475,0.98,2.39,3.37
Kosner Baskonia,9,Luwawu-Cabarrot,460,0.99,2.36,3.35
UCAM Murcia,1,Michael Forrest,587,1.89,1.34,3.24
Real Madrid,7,Facu Campazzo,692,1.22,1.99,3.22
Joventut Badalona,35,Simon Birgander,558,-0.62,3.82,3.2
Barça,14,Willy Hernangómez,574,3.31,-0.15,3.16
Valencia Basket,1,Kameron Taylor,565,4.1,-0.98,3.13
Surne Bilbao,32,Tryggvi Hlinason,584,1.79,1.26,3.06
La Laguna Tenerife,35,Fran Guerra,522,2.12,0.92,3.03
Valencia Basket,12,Neal Sako,374,-0.21,3.02,2.82
Barça,2,Juani Marcos,367,0.67,2.07,2.74
Dreamland Gran Canaria,5,Ziga Samar,466,-0.16,2.87,2.71
Casademont Zaragoza,14,Bojan Dubljevic,305,0.04,2.64,2.68
Recoletas Salud San Pablo Burgos,40,Luke Fischer,538,1.77,0.9,2.67
UCAM Murcia,2,Sander Raieste,763,1.34,1.32,2.67
Kosner Baskonia,7,Rodions Kurucs,418,1.56,1.09,2.65
Bàsquet Girona,25,Nikola Maric,435,0.04,2.59,2.63
Kosner Baskonia,10,Matteo Spagnolo,405,0.9,1.68,2.57
Unicaja,27,Chris Duarte,642,2.4,0.04,2.44
La Laguna Tenerife,15,Joan Sastre,406,1.82,0.5,2.31
MoraBanc Andorra,3,Aaron Best,493,0.83,1.45,2.28
MoraBanc Andorra,5,Rafa Luz,259,2.1,0.13,2.24
UCAM Murcia,15,Emanuel Cate,725,-0.92,3.11,2.18
Real Madrid,6,Alberto Abalde,478,1.52,0.65,2.17
Río Breogán,17,Aleksandar Aranitovic,713,2.54,-0.5,2.04
Real Madrid,22,W. Tavares,589,0.14,1.89,2.03
Unicaja,1,Chase Audige,272,1.79,0.19,1.98
Joventut Badalona,9,Ricky Rubio,642,0.46,1.47,1.93
Bàsquet Girona,8,Mark Hughes,669,1.46,0.43,1.89
Unicaja,9,Alberto Díaz,560,1.49,0.31,1.8
Unicaja,19,Emir Sulejmanovic,420,2.89,-1.12,1.77
Unicaja,3,J. Webb,595,1.05,0.61,1.66
UCAM Murcia,5,David DeJulius,871,0.74,0.91,1.65
Barça,23,Tornike Shengelia,591,0.48,1.15,1.64
UCAM Murcia,12,Jonah Radebaugh,516,-0.44,2.07,1.63
Coviran Granada,11,Elias Valtonen,367,1.71,-0.17,1.54
