# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 125
# Qualified players exported: 96
# Total stints used: 3703
# Garbage time stints excluded: 95
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Manchester Basketball,22,Oluwaseyi Adetukasi,1215,2.97,3.47,6.44
London Lions,1,Joel Scott,569,3.04,2.66,5.7
Bristol Flyers,3,William Yoakum,1271,2.24,2.41,4.65
London Lions,21,Aaryndeep Rai,1018,2.88,1.06,3.94
Newcastle Eagles,41,Mitch Clarke,1274,1.48,2.4,3.88
B. Braun Sheffield Sharks,24,Nick Kern Jr,958,1.22,2.59,3.81
Surrey 89ers,0,Isiah Small,1406,2.85,0.79,3.64
London Lions,10,Ethan Price,616,0.3,3.09,3.39
London Lions,31,Deane Williams,976,-0.4,3.7,3.3
Newcastle Eagles,21,Emmanuel Kanwei,725,0.54,2.33,2.86
Cheshire Phoenix,5,Frankie Policelli,1400,1.4,1.33,2.73
Cheshire Phoenix,23,Jaxon Brenchley,1498,4.68,-1.97,2.7
B. Braun Sheffield Sharks,4,William Lee,978,1.33,1.33,2.66
Leicester Riders,13,Donald Carey Jr,986,3.01,-0.36,2.66
Bristol Flyers,7,Cameron Holden,1353,0.86,1.66,2.51
Leicester Riders,10,Olutomiwa Sulaiman,618,0.61,1.89,2.5
Caledonia Gladiators,15,Daylen Williams,259,1.29,1.21,2.5
Cheshire Phoenix,13,Patrick Robinson,1413,4.74,-2.51,2.22
Manchester Basketball,34,Matthew Nicholson,985,2.49,-0.27,2.21
London Lions,23,Kameron Mcgusty,451,-0.66,2.87,2.2
Newcastle Eagles,9,Sauveur Kande,270,1.18,0.79,1.97
London Lions,33,Shavar Reynolds Jr,689,1.34,0.55,1.89
Cheshire Phoenix,9,Damiri Lindo,951,0.6,1.29,1.89
Cheshire Phoenix,99,Skyler White,1403,3.7,-1.82,1.88
London Lions,3,Ciaran Sandy,422,-0.44,2.15,1.71
Leicester Riders,12,Aaron Menzies,428,1.01,0.62,1.63
Manchester Basketball,9,Kaiyem Cleary,972,1.54,0.03,1.56
London Lions,16,Karolis Lukosiunas,367,-0.9,2.33,1.43
B. Braun Sheffield Sharks,15,Mike Ochereobia,590,0.67,0.68,1.35
Newcastle Eagles,25,Marco Anthony,446,-0.69,1.99,1.3
Leicester Riders,41,Nathaniel Martin,761,3.38,-2.47,0.91
Newcastle Eagles,14,Maceo Jack,1684,-0.11,1.01,0.9
London Lions,2,Chasson Jermar Randle,406,0.09,0.8,0.9
Newcastle Eagles,15,Cole Long,1646,0.04,0.71,0.75
London Lions,6,Morayo Soluade,323,-0.21,0.92,0.71
Bristol Flyers,13,Owen Mccormack,979,-0.83,1.5,0.67
Caledonia Gladiators,15,Malcolm Delpeche,274,-0.93,1.47,0.54
B. Braun Sheffield Sharks,3,Rodney Chatman Iii,1087,1.02,-0.65,0.37
Leicester Riders,20,Spencer Johnson,1093,-0.54,0.82,0.29
London Lions,22,Tarik Phillip,781,-2.15,2.42,0.28
Surrey 89ers,17,Nedas Cholevinskas,831,0.62,-0.42,0.2
