Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Essex Rebels,2,M. Brown,,19,36.1,686.4,470,24.7,165,329,50.2,42,108,38.9,98,114,86.0,23,72,95,115,74,4,72,48,56.5,62.0,27.5,104.2,29.5,6.8,3.1,10.0,6.5,32.3,5.2,0.5,16.0,0.35,13.12,7.05,6.07,166,100,60.2,55,23,41.8,108,42,38.9,33,28,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Newcastle Knights,11,J. Thames,,24,38.3,919.1,629,26.2,237,422,56.2,31,97,32.0,124,150,82.7,46,134,180,94,44,9,58,39,59.8,64.4,24.6,115.2,30.7,4.7,4.9,15.2,9.8,16.5,2.3,0.9,10.6,0.36,12.81,9.65,3.17,254,172,67.7,71,34,47.9,97,31,32,20,31,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Keynes Breakers,23,J. Spencer,,23,33.4,767.3,351,15.3,113,239,47.3,48,122,39.3,77,87,88.5,12,129,141,162,31,3,76,51,57.3,63.3,19.8,99.4,18.9,6.6,1.5,16.4,9.0,31.3,2.0,0.4,21.5,0.36,12.65,6.09,6.56,82,54,65.9,34,10,29.4,122,48,39.3,52,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading Rockets,8,V. Olarerin,,25,31.2,781.2,475,19.0,182,390,46.7,43,153,28.1,68,78,87.2,58,85,143,67,55,7,50,51,52.2,56.0,26.3,100.1,24.6,7.9,7.6,11.3,9.4,13.9,3.6,0.9,10.5,0.2,11.92,6.92,5.0,194,124,63.9,43,15,34.9,153,43,28.1,21,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Nottingham Hoods,1,T. Williams,,23,34.2,786.8,529,23.0,204,451,45.2,46,181,25.4,75,110,68.2,29,101,130,125,55,12,63,49,50.3,53.0,30.5,94.1,28.4,9.7,3.6,13.9,8.4,28.7,3.4,1.5,11.2,0.24,11.9,6.33,5.57,211,140,66.4,59,18,30.5,181,46,25.4,31,21,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Nottingham Hoods,21,B. Johnson,,20,29.3,586.5,352,17.6,136,247,55.1,18,62,29.0,62,90,68.9,65,141,206,49,54,9,44,41,58.7,61.4,23.9,106.5,21.5,3.8,10.9,25.4,17.9,13.7,4.5,1.5,13.3,0.36,11.81,5.78,6.04,164,112,68.3,21,6,28.6,62,18,29,11,25,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading Rockets,4,J. Bouknight,,25,29.5,737.5,376,15.0,134,292,45.9,61,151,40.4,47,60,78.3,12,43,55,126,41,2,54,68,56.3,59.0,21.8,101.0,19.5,7.8,1.7,6.1,3.8,25.6,2.9,0.3,14.5,0.21,11.7,6.31,5.39,77,53,68.8,64,20,31.2,151,61,40.4,30,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Yorkshire Dragons,4,J. Jefferson,,7,36.0,251.7,158,22.6,59,124,47.6,12,43,27.9,28,38,73.7,7,23,30,26,17,2,11,20,52.4,56.1,25.9,104.1,29.0,7.9,2.5,9.5,5.8,19.0,3.5,0.8,7.3,0.31,11.36,5.94,5.42,52,28,53.8,29,19,65.5,43,12,27.9,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Derby Trailblazers,6,E. Oliver,,4,31.0,124.1,100,25.0,33,62,53.2,16,26,61.5,18,24,75.0,6,8,14,11,7,0,14,10,66.1,68.9,31.0,115.5,31.5,8.2,5.2,5.8,5.5,15.3,2.9,0.0,16.2,0.39,11.3,8.48,2.81,28,16,57.1,8,1,12.5,26,16,61.5,8,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Birmingham Rockets,0,R. Blain,,23,33.3,766.6,389,16.9,153,280,54.6,21,61,34.4,62,103,60.2,33,117,150,89,46,14,55,47,58.4,59.8,21.1,102.3,20.3,3.2,4.3,13.6,9.2,18.6,3.0,1.7,14.5,0.37,11.28,5.24,6.04,184,122,66.3,34,10,29.4,61,21,34.4,24,19,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Newcastle Knights,1,B. Dean,,21,35.6,746.9,422,20.1,157,324,48.5,52,126,41.3,56,72,77.8,20,83,103,120,44,0,59,35,56.5,59.3,23.1,101.8,23.8,7.1,2.6,11.7,7.0,23.7,2.9,0.0,14.2,0.22,10.9,7.96,2.94,89,58,65.2,109,47,43.1,126,52,41.3,30,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Nottingham Hoods,24,D. Nixon Ii,,22,28.4,625.8,288,13.1,97,210,46.2,51,129,39.5,43,47,91.5,17,50,67,113,36,0,38,36,58.3,62.4,18.2,107.2,16.1,7.2,2.6,8.4,5.4,27.0,2.8,0.0,14.1,0.22,10.53,5.59,4.95,39,24,61.5,42,22,52.4,129,51,39.5,19,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Keynes Breakers,8,T. C,,1,19.6,19.6,13,13.0,5,8,62.5,1,4,25.0,2,4,50.0,0,3,3,2,2,0,1,1,68.8,66.6,23.7,120.8,16.0,4.9,0.0,13.3,7.7,16.5,5.2,0.0,9.3,0.5,10.19,4.65,5.54,1,1,100,3,3,100,4,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading Rockets,10,M. Bryant,,24,27.5,660.8,317,13.2,128,226,56.6,14,38,36.8,47,61,77.0,27,80,107,72,34,3,45,44,59.7,62.7,19.5,106.4,17.0,2.0,4.2,12.6,8.3,16.6,2.7,0.5,15.1,0.27,9.94,4.98,4.96,153,98,64.1,33,14,42.4,38,14,36.8,15,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemel Storm,4,S. Newman,,23,34.9,802.1,166,7.2,61,145,42.1,33,96,34.4,11,11,100.0,10,86,96,264,53,7,100,46,53.4,55.4,13.2,66.4,8.6,5.0,1.4,9.7,6.0,40.0,3.1,0.7,40.0,0.08,9.89,4.24,5.66,39,24,61.5,10,4,40,96,33,34.4,70,21,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading Rockets,14,C. Creek,,25,25.6,640.0,281,11.2,104,237,43.9,52,132,39.4,21,25,84.0,60,119,179,41,22,27,29,51,54.9,56.7,18.7,101.4,14.5,6.8,9.6,19.3,14.4,9.3,1.8,4.4,10.5,0.11,9.87,5.66,4.22,71,43,60.6,34,9,26.5,132,52,39.4,18,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
London Cavaliers,10,J. Manning,,23,34.9,801.8,423,18.4,148,315,47.0,75,167,44.9,52,63,82.5,16,76,92,95,20,10,75,40,58.9,61.7,22.3,101.3,23.4,9.2,2.0,8.9,5.6,18.6,1.3,1.2,18.0,0.2,9.15,6.38,2.77,108,60,55.6,40,13,32.5,167,75,44.9,42,28,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Keynes Breakers,21,X. Wilson,,22,26.6,585.8,312,14.2,136,289,47.1,12,44,27.3,28,46,60.9,53,117,170,65,35,31,46,47,49.1,50.4,26.1,87.8,17.6,2.5,8.9,19.7,14.3,18.7,3.0,5.4,12.9,0.16,9.13,3.88,5.25,154,92,59.7,91,32,35.2,44,12,27.3,21,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Birmingham Rockets,14,Z. Powell,,23,29.9,687.3,403,17.5,152,326,46.6,19,62,30.6,80,106,75.5,29,81,110,110,32,7,65,46,49.5,54.1,27.0,92.1,21.0,3.2,4.2,10.5,7.6,26.6,2.3,0.9,14.9,0.33,8.77,4.21,4.56,138,90,65.2,125,43,34.4,62,19,30.6,21,37,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Yorkshire Dragons,10,D. Ulph,,22,35.3,775.8,264,12.0,119,193,61.7,0,3,0.0,26,59,44.1,105,195,300,47,28,13,31,32,61.7,60.3,13.6,105.6,14.7,0.2,12.8,25.2,18.8,9.4,1.8,1.6,12.4,0.31,8.72,4.41,4.32,172,113,65.7,17,5,29.4,3,0,0,15,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
