Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Worthing Thunder,J. Hopkins,15,J. Hopkins,25,35.4,884.8,594.0,23.8,210.0,412.0,51,39.0,112.0,34.8,135.0,178.0,75.8,40.0,103.0,143.0,51.0,33.0,6.0,60.0,51.0,489.9,26.9,32.7,2.8,7.9,10,604.0,24.2,33.3,37,3.7,34,17,44.6,43.5,10,3.12,-0.02,3.14,3.1,1.6,240.0,152.0,63.3,60.0,19.0,31.7,112.0,39.0,34.8,17.0,21.0,0.0,22.0,64.0,225.0,131.0
Reading Rockets,V. Olarerin,8,V. Olarerin,25,31.2,781.2,475.0,19.0,182.0,390.0,46.7,43.0,153.0,28.1,68.0,78.0,87.2,58.0,85.0,143.0,67.0,55.0,7.0,50.0,51.0,399.7,27.1,32.1,4.5,9.7,2,477.0,19.1,32.3,37,3.7,33,5,52.6,38.2,10,7.27,1.05,6.22,2.8,2.7,194.0,124.0,63.9,43.0,15.0,34.9,153.0,43.0,28.1,21.0,25.0,0.0,4.0,99.0,158.0,144.0
Reading Rockets,J. Bouknight,4,J. Bouknight,25,29.5,737.5,376.0,15.0,134.0,292.0,45.9,61.0,151.0,40.4,47.0,60.0,78.3,12.0,43.0,55.0,126.0,41.0,2.0,54.0,68.0,346.0,24.9,27.0,9.0,3.9,14,390.0,15.6,28.0,28,3.1,25,8,49.1,32.5,9,6.09,0.76,5.32,1.4,1.8,77.0,53.0,68.8,64.0,20.0,31.2,151.0,61.0,40.4,30.0,15.0,0.0,9.0,41.0,102.0,87.0
Worthing Thunder,E. Maynard,22,E. Maynard,25,31.7,793.1,317.0,12.7,123.0,340.0,36.2,30.0,127.0,23.6,41.0,66.0,62.1,37.0,62.0,99.0,52.0,30.0,3.0,33.0,31.0,350.4,21.4,19.5,3.2,6.1,12,329.0,13.2,20.2,29,3.2,32,2,44.1,33.9,9,-3.88,-5.34,1.46,2.6,3.9,83.0,39.0,47,129.0,53.0,41.1,127.0,30.0,23.6,14.0,15.0,0.0,4.0,61.0,94.0,89.0
Worthing Thunder,M. Bryan-Amaning,11,M. Bryan-Amaning,25,24.1,603.5,286.0,11.4,120.0,269.0,44.6,5.0,26.0,19.2,41.0,69.0,59.4,36.0,113.0,149.0,49.0,32.0,20.0,47.0,53.0,297.9,24.0,23.1,4.0,12.0,7,293.0,11.7,23.7,29,3.2,22,12,53.2,28.3,9,-1.1,-5.31,4.2,4.3,3.1,185.0,95.0,51.4,58.0,20.0,34.5,26.0,5.0,19.2,20.0,24.0,0.0,3.0,54.0,23.0,59.0
Reading Rockets,C. Creek,14,C. Creek,25,25.6,640.0,281.0,11.2,104.0,237.0,43.9,52.0,132.0,39.4,21.0,25.0,84,60.0,119.0,179.0,41.0,22.0,27.0,29.0,51.0,208.3,17.3,23.2,3.4,14.8,15,296.0,11.8,24.5,18,3.6,14,4,57.1,16.8,5,6.28,0.59,5.69,4.9,3.5,71.0,43.0,60.6,34.0,9.0,26.5,132.0,52.0,39.4,18.0,8.0,0.0,3.0,65.0,59.0,63.0
Worthing Thunder,B. Adeluola,5,B. Adeluola,25,23.3,583.1,202.0,8.1,74.0,173.0,42.8,32.0,87.0,36.8,22.0,35.0,62.9,16.0,63.0,79.0,80.0,21.0,2.0,38.0,61.0,202.0,16.8,16.9,6.7,6.6,4,206.0,8.2,17.2,16,2.7,9,2,81.0,11.9,6,-1.79,-4.84,3.06,2.3,2.4,43.0,19.0,44.2,43.0,23.0,53.5,87.0,32.0,36.8,23.0,12.0,0.0,3.0,4.0,69.0,28.0
Reading Rockets,S. Chamberlain,9,S. Chamberlain,25,13.7,341.6,144.0,5.8,51.0,108.0,47.2,36.0,75.0,48,6.0,9.0,66.7,13.0,40.0,53.0,22.0,12.0,5.0,9.0,42.0,103.6,16.1,22.3,3.4,8.2,0,144.0,5.8,22.3,6,2.0,3,0,100.0,3.0,3,6.09,0.06,6.03,3.3,3.2,19.0,11.0,57.9,14.0,4.0,28.6,75.0,36.0,48,4.0,2.0,0.0,3.0,18.0,26.0,34.0
Worthing Thunder,E. Dadds,7,E. Dadds,25,27.0,675.2,118.0,4.7,40.0,126.0,31.7,23.0,88.0,26.1,15.0,23.0,65.2,14.0,103.0,117.0,77.0,33.0,5.0,49.0,60.0,164.3,11.8,8.5,5.6,8.4,8,126.0,5.0,9.1,3,0.5,7,0,21.4,10.0,6,-3.83,-8.0,4.17,2.7,3.7,31.0,16.0,51.6,7.0,1.0,14.3,88.0,23.0,26.1,33.0,11.0,1.0,4.0,10.0,27.0,23.0
Newcastle Knights,J. Thames,11,J. Thames,24,38.3,919.1,629.0,26.2,237.0,422.0,56.2,31.0,97.0,32,124.0,150.0,82.7,46.0,134.0,180.0,94.0,44.0,9.0,58.0,39.0,480.0,25.8,33.9,5.1,9.7,32,661.0,27.5,35.7,71,5.9,52,17,59.7,64.5,12,6.14,2.7,3.44,3.1,1.7,254.0,172.0,67.7,71.0,34.0,47.9,97.0,31.0,32,20.0,31.0,0.0,7.0,99.0,222.0,182.0
Yorkshire Dragons,J. Whelan,23,J. Whelan,24,27.2,652.1,343.0,14.3,129.0,281.0,45.9,18.0,85.0,21.2,67.0,85.0,78.8,28.0,46.0,74.0,24.0,25.0,7.0,59.0,77.0,335.4,25.6,26.3,1.8,5.7,0,343.0,14.3,26.3,37,3.1,27,8,60.6,38.5,12,-3.46,-5.97,2.51,3.0,3.4,166.0,107.0,64.5,29.0,3.0,10.3,85.0,18.0,21.2,22.0,26.0,0.0,11.0,47.0,126.0,61.0
Reading Rockets,M. Bryant,10,M. Bryant,24,27.5,660.8,317.0,13.2,128.0,226.0,56.6,14.0,38.0,36.8,47.0,61.0,77,27.0,80.0,107.0,72.0,34.0,3.0,45.0,44.0,260.0,20.9,25.4,5.8,8.6,8,325.0,13.5,26.0,26,2.9,14,10,70.7,20.4,9,5.68,-0.82,6.51,2.6,2.4,153.0,98.0,64.1,33.0,14.0,42.4,38.0,14.0,36.8,15.0,16.0,0.0,14.0,37.0,105.0,69.0
Essex Rebels,T. Child,22,T. Child,24,32.2,773.7,306.0,12.8,108.0,292.0,37,68.0,191.0,35.6,22.0,34.0,64.7,19.0,63.0,82.0,131.0,29.0,4.0,71.0,53.0,344.6,22.4,19.8,8.5,5.3,13,319.0,13.3,20.7,23,3.3,17,2,64.3,20.9,7,-2.1,-3.16,1.05,1.8,2.2,55.0,26.0,47.3,45.0,13.0,28.9,191.0,68.0,35.6,38.0,21.0,0.0,12.0,47.0,86.0,76.0
Essex Rebels,R. Udeh,14,R. Udeh,24,21.7,520.9,218.0,9.1,81.0,185.0,43.8,34.0,104.0,32.7,22.0,30.0,73.3,26.0,56.0,82.0,27.0,17.0,15.0,47.0,63.0,210.4,20.3,21.0,2.6,7.9,0,218.0,9.1,21.0,12,1.7,14,3,39.2,17.3,7,-3.64,-5.77,2.13,3.8,3.4,68.0,47.0,69.1,13.0,0.0,0,104.0,34.0,32.7,23.0,12.0,0.0,12.0,31.0,94.0,45.0
Milton Keynes Breakers,J. Dietrich,12,J. Dietrich,24,24.5,587.8,209.0,8.7,83.0,197.0,42.1,31.0,102.0,30.4,12.0,15.0,80,24.0,53.0,77.0,48.0,23.0,15.0,19.0,30.0,190.7,16.7,18.4,4.2,6.8,2,211.0,8.8,18.6,15,1.9,13,5,49.3,17.2,8,2.51,-2.93,5.44,3.0,3.9,59.0,37.0,62.7,36.0,15.0,41.7,102.0,31.0,30.4,12.0,6.0,0.0,1.0,20.0,69.0,46.0
