Team Name,Play Type,Player,POSS,%TIME,%TIME RANK,PTS,PPP,PPP RANK,PPP RATING,FG ATT,FG MADE,FG MISS,FG%,EFG%,SSQ,PPS,SSM,TS%,TSA,TO%,%FT,FTA/FGA,%SF,SCORE%,2 FG ATT,2 FG MADE,2 FG MISS,2 FG%,3FG ATT,3 FG MADE,3 FG MISS,3 FG%,3PA/FGA
Sheffield Sharks,P&R BH - Defense Commits,#3Rodney Chatman,72,39.1%,47%,64,0.889,45%,Average,49,24,25,49.0%,55.1%,1.14,1.10,-0.04,57.1%,56,22.2%,11.1%,0.33,8.3%,43.1%,28,18,10,64.3%,21,6,15,28.6%,0.43
Sheffield Sharks,P&R BH - Defense Commits,#1Dirk Williams,45,24.5%,32%,38,0.844,42%,Average,32,13,19,40.6%,51.6%,1.09,1.03,-0.06,52.8%,36,20.0%,11.1%,0.28,11.1%,37.8%,16,6,10,37.5%,16,7,9,43.8%,0.50
Sheffield Sharks,P&R BH - Defense Commits,#24Nick Kern,21,11.4%,8%,22,1.048,76%,Very Good,12,8,4,66.7%,83.3%,1.12,1.67,+0.55,79.9%,14,33.3%,9.5%,0.33,0.0%,47.6%,5,4,1,80.0%,7,4,3,57.1%,0.58
Sheffield Sharks,P&R BH - Defense Commits,#2Prentiss Nixon,24,13.0%,29%,26,1.083,82%,Very Good,18,9,9,50.0%,61.1%,1.10,1.22,+0.12,63.0%,21,12.5%,12.5%,0.33,12.5%,45.8%,7,5,2,71.4%,11,4,7,36.4%,0.61
Sheffield Sharks,P&R BH - Defense Commits,#23Jalen Deloach,1,0.5%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Sheffield Sharks,P&R BH - Defense Commits,#11Rodney Glasgow,19,10.3%,37%,15,0.789,26%,Below Average,14,6,8,42.9%,50.0%,1.06,1.00,-0.06,47.6%,16,15.8%,10.5%,0.29,10.5%,36.8%,11,4,7,36.4%,3,2,1,66.7%,0.21
Sheffield Sharks,P&R BH - Defense Commits,#4William Lee,2,1.1%,-,0,0.000,-,-,2,0,2,0.0%,0.0%,0.68,0.00,-0.68,0.0%,2,0.0%,0.0%,0.00,0.0%,0.0%,2,0,2,0.0%,0,0,0,-,0.00
Sheffield Sharks,P&R BH - Traps,#3Rodney Chatman,1,50.0%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Sheffield Sharks,P&R BH - Traps,#2Prentiss Nixon,1,50.0%,-,2,2.000,-,-,0,0,0,-,-,-,-,-,113.6%,1,0.0%,100.0%,-,100.0%,100.0%,0,0,0,-,0,0,0,-,-
Sheffield Sharks,ISO Including Passes,#3Rodney Chatman,12,17.4%,5%,10,0.833,52%,Good,12,4,8,33.3%,33.3%,0.88,0.67,-0.21,38.8%,13,0.0%,16.7%,0.17,16.7%,33.3%,11,4,7,36.4%,1,0,1,0.0%,0.08
Sheffield Sharks,ISO Including Passes,#1Dirk Williams,17,24.6%,57%,20,1.176,81%,Very Good,14,7,7,50.0%,53.6%,0.86,1.07,+0.21,58.5%,17,0.0%,23.5%,0.50,23.5%,58.8%,10,6,4,60.0%,4,1,3,25.0%,0.29
Sheffield Sharks,ISO Including Passes,#24Nick Kern,13,18.8%,43%,8,0.615,29%,Below Average,9,3,6,33.3%,33.3%,0.82,0.67,-0.15,40.5%,10,23.1%,7.7%,0.22,7.7%,30.8%,9,3,6,33.3%,0,0,0,-,0.00
Sheffield Sharks,ISO Including Passes,#2Prentiss Nixon,8,11.6%,-,2,0.250,-,-,8,1,7,12.5%,12.5%,0.93,0.25,-0.68,12.5%,8,0.0%,0.0%,0.00,0.0%,12.5%,5,1,4,20.0%,3,0,3,0.0%,0.38
Sheffield Sharks,ISO Including Passes,#23Jalen Deloach,5,7.2%,-,8,1.600,-,-,3,3,0,100.0%,116.7%,0.88,2.33,+1.45,103.1%,4,20.0%,20.0%,0.67,20.0%,80.0%,2,2,0,100.0%,1,1,0,100.0%,0.33
Sheffield Sharks,ISO Including Passes,#11Rodney Glasgow,11,15.9%,90%,0,0.000,0%,Poor,11,0,11,0.0%,0.0%,0.80,0.00,-0.80,0.0%,11,0.0%,0.0%,0.00,0.0%,0.0%,8,0,8,0.0%,3,0,3,0.0%,0.27
Sheffield Sharks,ISO Including Passes,#4William Lee,3,4.3%,-,0,0.000,-,-,3,0,3,0.0%,0.0%,0.97,0.00,-0.97,0.0%,3,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,2,0,2,0.0%,0.67
Sheffield Sharks,ISO - Defense Commits,#3Rodney Chatman,1,14.3%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,1.79,2.00,+0.21,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Sheffield Sharks,ISO - Defense Commits,#1Dirk Williams,1,14.3%,-,1,1.000,-,-,0,0,0,-,-,-,-,-,56.8%,1,0.0%,100.0%,-,100.0%,100.0%,0,0,0,-,0,0,0,-,-
Sheffield Sharks,ISO - Defense Commits,#24Nick Kern,1,14.3%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Sheffield Sharks,ISO - Defense Commits,#2Prentiss Nixon,1,14.3%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.81,0.00,-1.81,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Sheffield Sharks,ISO - Defense Commits,#23Jalen Deloach,2,28.6%,-,5,2.500,-,-,2,2,0,100.0%,125.0%,0.89,2.50,+1.61,125.0%,2,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,1,1,0,100.0%,0.50
Sheffield Sharks,ISO - Defense Commits,#4William Lee,1,14.3%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.15,0.00,-1.15,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Sheffield Sharks,Post-Ups Including Passes,#24Nick Kern,27,32.5%,11%,33,1.222,86%,Excellent,21,14,7,66.7%,71.4%,0.87,1.43,+0.56,73.9%,22,18.5%,7.4%,0.14,7.4%,55.6%,18,12,6,66.7%,3,2,1,66.7%,0.14
Sheffield Sharks,Post-Ups Including Passes,#2Prentiss Nixon,1,1.2%,-,3,3.000,-,-,1,1,0,100.0%,100.0%,0.73,2.00,+1.27,104.2%,1,0.0%,100.0%,1.00,100.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Sheffield Sharks,Post-Ups Including Passes,#23Jalen Deloach,30,36.1%,68%,28,0.933,46%,Average,20,10,10,50.0%,55.0%,1.01,1.10,+0.09,58.4%,24,20.0%,16.7%,0.45,16.7%,43.3%,18,8,10,44.4%,2,2,0,100.0%,0.10
Sheffield Sharks,Post-Ups Including Passes,#4William Lee,2,2.4%,-,0,0.000,-,-,2,0,2,0.0%,0.0%,0.82,0.00,-0.82,0.0%,2,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,1,0,1,0.0%,0.50
Sheffield Sharks,Post-Ups Including Passes,#15Mike Ochereobia,20,24.1%,93%,13,0.650,11%,Poor,11,6,5,54.5%,54.5%,1.03,1.09,+0.06,50.9%,13,35.0%,10.0%,0.36,5.0%,35.0%,11,6,5,54.5%,0,0,0,-,0.00
Sheffield Sharks,Post-Ups Including Passes,#5Mervin James,3,3.6%,-,0,0.000,-,-,3,0,3,0.0%,0.0%,0.94,0.00,-0.94,0.0%,3,0.0%,0.0%,0.00,0.0%,0.0%,3,0,3,0.0%,0,0,0,-,0.00
Sheffield Sharks,Post-Up - Defense Commits,#24Nick Kern,8,38.1%,-,10,1.250,-,-,4,3,1,75.0%,100.0%,0.93,2.00,+1.07,102.5%,5,37.5%,12.5%,0.50,12.5%,50.0%,1,1,0,100.0%,3,2,1,66.7%,0.75
Sheffield Sharks,Post-Up - Defense Commits,#23Jalen Deloach,9,42.9%,-,12,1.333,-,-,7,4,3,57.1%,71.4%,1.26,1.43,+0.17,76.1%,8,11.1%,11.1%,0.29,11.1%,55.6%,5,2,3,40.0%,2,2,0,100.0%,0.29
Sheffield Sharks,Post-Up - Defense Commits,#4William Lee,1,4.8%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.05,0.00,-1.05,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Sheffield Sharks,Post-Up - Defense Commits,#15Mike Ochereobia,3,14.3%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Sheffield Sharks,Post-Up - Hard Double,#24Nick Kern,2,28.6%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.04,0.00,-1.04,0.0%,1,50.0%,0.0%,0.00,0.0%,0.0%,0,0,0,-,1,0,1,0.0%,1.00
Sheffield Sharks,Post-Up - Hard Double,#23Jalen Deloach,4,57.1%,-,0,0.000,-,-,2,0,2,0.0%,0.0%,1.32,0.00,-1.32,0.0%,3,25.0%,25.0%,1.00,25.0%,0.0%,2,0,2,0.0%,0,0,0,-,0.00
Sheffield Sharks,Post-Up - Hard Double,#15Mike Ochereobia,1,14.3%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Spot Up,#2Max Jones,49,22.8%,40%,50,1.020,57%,Good,45,17,28,37.8%,50.0%,0.97,1.00,+0.03,52.5%,48,4.1%,6.1%,0.13,6.1%,38.8%,13,6,7,46.2%,32,11,21,34.4%,0.71
Manchester Basketball,Spot Up,#9Kaiyem Cleary,42,19.5%,56%,44,1.048,63%,Good,37,14,23,37.8%,50.0%,0.99,1.00,+0.01,54.9%,40,4.8%,9.5%,0.19,4.8%,40.5%,8,5,3,62.5%,29,9,20,31.0%,0.78
Manchester Basketball,Spot Up,#0Patrick Smith,25,11.6%,29%,37,1.480,93%,Excellent,23,13,10,56.5%,76.1%,1.01,1.52,+0.51,77.5%,24,4.0%,4.0%,0.09,4.0%,56.0%,5,4,1,80.0%,18,9,9,50.0%,0.78
Manchester Basketball,Spot Up,#22Tim Adetukasi,23,10.7%,43%,37,1.609,97%,Excellent,20,12,8,60.0%,85.0%,1.02,1.70,+0.68,81.7%,23,4.3%,13.0%,0.30,8.7%,60.9%,7,2,5,28.6%,13,10,3,76.9%,0.65
Manchester Basketball,Spot Up,#11Jordan Johnson,19,8.8%,18%,19,1.000,56%,Good,17,6,11,35.3%,50.0%,0.94,1.00,+0.06,51.9%,18,5.3%,5.3%,0.18,5.3%,36.8%,2,1,1,50.0%,15,5,10,33.3%,0.88
Manchester Basketball,Spot Up,#13Kayne Henry,17,7.9%,81%,10,0.588,10%,Poor,15,3,12,20.0%,26.7%,1.05,0.53,-0.52,31.5%,16,5.9%,5.9%,0.13,5.9%,23.5%,2,1,1,50.0%,13,2,11,15.4%,0.87
Manchester Basketball,Spot Up,#1Kyle Carey,13,6.0%,79%,12,0.923,43%,Average,11,4,7,36.4%,54.5%,1.12,1.09,-0.03,54.5%,11,15.4%,0.0%,0.00,0.0%,30.8%,0,0,0,-,11,4,7,36.4%,1.00
Manchester Basketball,Spot Up,#7Zak Irvin,10,4.7%,21%,13,1.300,82%,Very Good,9,5,4,55.6%,72.2%,0.99,1.44,+0.45,72.2%,9,10.0%,0.0%,0.00,0.0%,50.0%,4,2,2,50.0%,5,3,2,60.0%,0.56
Manchester Basketball,Spot Up,#5Cody John,10,4.7%,83%,8,0.800,21%,Below Average,10,4,6,40.0%,40.0%,0.95,0.80,-0.15,40.0%,10,0.0%,0.0%,0.00,0.0%,40.0%,4,4,0,100.0%,6,0,6,0.0%,0.60
Manchester Basketball,Spot Up,#3Gabe Osabuohien,5,2.3%,-,3,0.600,-,-,3,1,2,33.3%,33.3%,0.78,0.67,-0.11,38.7%,4,20.0%,20.0%,0.67,20.0%,40.0%,2,1,1,50.0%,1,0,1,0.0%,0.33
Manchester Basketball,Spot Up,#34Matt Nicholson,1,0.5%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,1.04,2.00,+0.96,69.4%,1,0.0%,100.0%,1.00,100.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Spot Up,#33Judson Martindale,1,0.5%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Transition,#2Max Jones,33,17.5%,25%,34,1.030,39%,Average,23,10,13,43.5%,54.3%,1.19,1.09,-0.10,60.1%,28,12.1%,18.2%,0.52,12.1%,48.5%,13,5,8,38.5%,10,5,5,50.0%,0.43
Manchester Basketball,Transition,#22Tim Adetukasi,30,15.9%,95%,39,1.300,76%,Very Good,22,17,5,77.3%,81.8%,1.39,1.64,+0.25,82.1%,24,23.3%,10.0%,0.18,10.0%,60.0%,20,15,5,75.0%,2,2,0,100.0%,0.09
Manchester Basketball,Transition,#0Patrick Smith,25,13.2%,59%,20,0.800,12%,Poor,18,6,12,33.3%,41.7%,1.17,0.83,-0.34,48.4%,21,16.0%,12.0%,0.33,4.0%,36.0%,9,3,6,33.3%,9,3,6,33.3%,0.50
Manchester Basketball,Transition,#9Kaiyem Cleary,22,11.6%,17%,34,1.545,95%,Excellent,17,13,4,76.5%,85.3%,1.32,1.71,+0.39,86.6%,20,9.1%,13.6%,0.35,13.6%,72.7%,13,10,3,76.9%,4,3,1,75.0%,0.24
Manchester Basketball,Transition,#11Jordan Johnson,21,11.1%,31%,18,0.857,20%,Below Average,10,5,5,50.0%,55.0%,1.17,1.10,-0.07,58.9%,15,23.8%,28.6%,1.20,19.0%,52.4%,7,4,3,57.1%,3,1,2,33.3%,0.30
Manchester Basketball,Transition,#3Gabe Osabuohien,15,7.9%,56%,19,1.267,75%,Very Good,10,7,3,70.0%,70.0%,1.27,1.40,+0.13,72.6%,13,13.3%,26.7%,0.70,26.7%,66.7%,10,7,3,70.0%,0,0,0,-,0.00
Manchester Basketball,Transition,#7Zak Irvin,15,7.9%,81%,17,1.133,61%,Good,11,7,4,63.6%,63.6%,1.36,1.27,-0.09,66.6%,13,13.3%,13.3%,0.36,0.0%,60.0%,11,7,4,63.6%,0,0,0,-,0.00
Manchester Basketball,Transition,#1Kyle Carey,11,5.8%,92%,18,1.636,97%,Excellent,11,7,4,63.6%,81.8%,1.34,1.64,+0.30,78.7%,11,0.0%,9.1%,0.09,9.1%,63.6%,4,3,1,75.0%,7,4,3,57.1%,0.64
Manchester Basketball,Transition,#13Kayne Henry,7,3.7%,-,6,0.857,-,-,6,3,3,50.0%,50.0%,1.52,1.00,-0.52,50.0%,6,14.3%,0.0%,0.00,0.0%,42.9%,4,3,1,75.0%,2,0,2,0.0%,0.33
Manchester Basketball,Transition,#34Matt Nicholson,5,2.6%,-,1,0.200,-,-,3,0,3,0.0%,0.0%,1.42,0.00,-1.42,10.5%,5,0.0%,40.0%,1.33,40.0%,20.0%,3,0,3,0.0%,0,0,0,-,0.00
Manchester Basketball,Transition,#5Cody John,4,2.1%,-,3,0.750,-,-,4,1,3,25.0%,25.0%,1.22,0.50,-0.72,33.8%,4,0.0%,25.0%,0.25,25.0%,25.0%,2,1,1,50.0%,2,0,2,0.0%,0.50
Manchester Basketball,Transition,#33Judson Martindale,1,0.5%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,P&R Ball Handler,#11Jordan Johnson,54,28.9%,89%,55,1.019,83%,Excellent,41,18,23,43.9%,53.7%,0.90,1.07,+0.17,58.3%,47,13.0%,14.8%,0.34,11.1%,44.4%,23,10,13,43.5%,18,8,10,44.4%,0.44
Manchester Basketball,P&R Ball Handler,#2Max Jones,48,25.7%,42%,39,0.813,31%,Below Average,38,15,23,39.5%,42.1%,0.89,0.84,-0.05,46.0%,42,12.5%,12.5%,0.26,12.5%,39.6%,28,13,15,46.4%,10,2,8,20.0%,0.26
Manchester Basketball,P&R Ball Handler,#0Patrick Smith,47,25.1%,69%,42,0.894,61%,Good,38,16,22,42.1%,52.6%,0.88,1.05,+0.17,53.4%,39,17.0%,4.3%,0.08,4.3%,36.2%,22,8,14,36.4%,16,8,8,50.0%,0.42
Manchester Basketball,P&R Ball Handler,#9Kaiyem Cleary,13,7.0%,0%,15,1.154,97%,Excellent,12,7,5,58.3%,62.5%,0.88,1.25,+0.37,62.5%,12,7.7%,0.0%,0.00,0.0%,53.8%,8,6,2,75.0%,4,1,3,25.0%,0.33
Manchester Basketball,P&R Ball Handler,#5Cody John,8,4.3%,-,4,0.500,-,-,4,2,2,50.0%,50.0%,0.74,1.00,+0.26,50.0%,4,50.0%,0.0%,0.00,0.0%,25.0%,4,2,2,50.0%,0,0,0,-,0.00
Manchester Basketball,P&R Ball Handler,#3Gabe Osabuohien,6,3.2%,-,11,1.833,-,-,3,3,0,100.0%,100.0%,0.94,2.00,+1.06,97.5%,6,0.0%,50.0%,2.00,50.0%,100.0%,3,3,0,100.0%,0,0,0,-,0.00
Manchester Basketball,P&R Ball Handler,#7Zak Irvin,6,3.2%,-,4,0.667,-,-,5,2,3,40.0%,40.0%,0.84,0.80,-0.04,40.0%,5,16.7%,0.0%,0.00,0.0%,33.3%,4,2,2,50.0%,1,0,1,0.0%,0.20
Manchester Basketball,P&R Ball Handler,#22Tim Adetukasi,3,1.6%,-,4,1.333,-,-,1,1,0,100.0%,100.0%,1.03,2.00,+0.97,106.4%,2,33.3%,33.3%,2.00,33.3%,66.7%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,P&R Ball Handler,#13Kayne Henry,1,0.5%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,1.05,2.00,+0.95,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,P&R Ball Handler,#1Kyle Carey,1,0.5%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Cut,#7Zak Irvin,15,21.7%,88%,18,1.200,54%,Good,13,9,4,69.2%,69.2%,1.29,1.38,+0.09,69.2%,13,13.3%,0.0%,0.00,0.0%,60.0%,13,9,4,69.2%,0,0,0,-,0.00
Manchester Basketball,Cut,#34Matt Nicholson,14,20.3%,83%,18,1.286,71%,Very Good,10,9,1,90.0%,90.0%,1.64,1.80,+0.16,71.2%,13,7.1%,21.4%,0.60,21.4%,64.3%,10,9,1,90.0%,0,0,0,-,0.00
Manchester Basketball,Cut,#3Gabe Osabuohien,10,14.5%,42%,6,0.600,8%,Poor,7,3,4,42.9%,42.9%,1.47,0.86,-0.61,38.1%,8,20.0%,10.0%,0.29,10.0%,30.0%,7,3,4,42.9%,0,0,0,-,0.00
Manchester Basketball,Cut,#22Tim Adetukasi,8,11.6%,-,12,1.500,-,-,6,4,2,66.7%,66.7%,1.21,1.33,+0.12,77.3%,8,0.0%,25.0%,0.67,25.0%,75.0%,6,4,2,66.7%,0,0,0,-,0.00
Manchester Basketball,Cut,#2Max Jones,7,10.1%,-,2,0.286,-,-,7,1,6,14.3%,14.3%,1.10,0.29,-0.81,14.3%,7,0.0%,0.0%,0.00,0.0%,14.3%,7,1,6,14.3%,0,0,0,-,0.00
Manchester Basketball,Cut,#13Kayne Henry,7,10.1%,-,6,0.857,-,-,6,3,3,50.0%,50.0%,1.43,1.00,-0.43,43.6%,7,0.0%,14.3%,0.33,14.3%,42.9%,6,3,3,50.0%,0,0,0,-,0.00
Manchester Basketball,Cut,#9Kaiyem Cleary,5,7.2%,-,6,1.200,-,-,5,3,2,60.0%,60.0%,1.59,1.20,-0.39,60.0%,5,0.0%,0.0%,0.00,0.0%,60.0%,5,3,2,60.0%,0,0,0,-,0.00
Manchester Basketball,Cut,#0Patrick Smith,1,1.4%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,1.32,2.00,+0.68,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Cut,#11Jordan Johnson,1,1.4%,-,2,2.000,-,-,1,1,0,100.0%,100.0%,1.32,2.00,+0.68,100.0%,1,0.0%,0.0%,0.00,0.0%,100.0%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Cut,#1Kyle Carey,1,1.4%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.35,0.00,-1.35,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,P&R Roll Man,#34Matt Nicholson,25,42.4%,92%,24,0.960,29%,Below Average,15,9,6,60.0%,60.0%,1.27,1.20,-0.07,55.6%,22,12.0%,32.0%,1.00,32.0%,60.0%,15,9,6,60.0%,0,0,0,-,0.00
Manchester Basketball,P&R Roll Man,#3Gabe Osabuohien,13,22.0%,42%,14,1.077,33%,Average,9,6,3,66.7%,66.7%,1.24,1.33,+0.09,62.5%,11,15.4%,23.1%,0.56,23.1%,61.5%,9,6,3,66.7%,0,0,0,-,0.00
Manchester Basketball,P&R Roll Man,#2Max Jones,6,10.2%,-,5,0.833,-,-,3,1,2,33.3%,50.0%,0.92,1.00,+0.08,64.4%,4,33.3%,16.7%,0.67,16.7%,33.3%,0,0,0,-,3,1,2,33.3%,1.00
Manchester Basketball,P&R Roll Man,#22Tim Adetukasi,6,10.2%,-,3,0.500,-,-,4,1,3,25.0%,25.0%,1.20,0.50,-0.70,30.7%,5,16.7%,16.7%,0.50,16.7%,33.3%,2,1,1,50.0%,2,0,2,0.0%,0.50
Manchester Basketball,P&R Roll Man,#9Kaiyem Cleary,3,5.1%,-,4,1.333,-,-,2,1,1,50.0%,50.0%,1.35,1.00,-0.35,69.4%,3,0.0%,33.3%,1.00,33.3%,66.7%,1,1,0,100.0%,1,0,1,0.0%,0.50
Manchester Basketball,P&R Roll Man,#30Othniel Shelton,3,5.1%,-,5,1.667,-,-,2,2,0,100.0%,100.0%,1.23,2.00,+0.77,86.8%,3,0.0%,33.3%,1.00,33.3%,100.0%,2,2,0,100.0%,0,0,0,-,0.00
Manchester Basketball,P&R Roll Man,#13Kayne Henry,2,3.4%,-,0,0.000,-,-,2,0,2,0.0%,0.0%,1.02,0.00,-1.02,0.0%,2,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,1,0,1,0.0%,0.50
Manchester Basketball,P&R Roll Man,#7Zak Irvin,1,1.7%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.26,0.00,-1.26,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,Miscellaneous Plays,#9Kaiyem Cleary,11,20.8%,35%,8,0.727,76%,Very Good,2,0,2,0.0%,0.0%,1.84,0.00,-1.84,72.5%,6,45.5%,36.4%,4.00,0.0%,36.4%,0,0,0,-,2,0,2,0.0%,1.00
Manchester Basketball,Miscellaneous Plays,#2Max Jones,7,13.2%,-,4,0.571,-,-,3,1,2,33.3%,50.0%,0.88,1.00,+0.12,51.5%,4,42.9%,14.3%,0.67,0.0%,28.6%,2,0,2,0.0%,1,1,0,100.0%,0.33
Manchester Basketball,Miscellaneous Plays,#22Tim Adetukasi,7,13.2%,-,4,0.571,-,-,1,1,0,100.0%,100.0%,1.22,2.00,+0.78,106.4%,2,71.4%,14.3%,2.00,0.0%,28.6%,1,1,0,100.0%,0,0,0,-,0.00
Manchester Basketball,Miscellaneous Plays,#11Jordan Johnson,6,11.3%,-,7,1.167,-,-,3,2,1,66.7%,83.3%,0.79,1.67,+0.88,81.0%,4,33.3%,33.3%,1.00,16.7%,50.0%,1,1,0,100.0%,2,1,1,50.0%,0.67
Manchester Basketball,Miscellaneous Plays,#3Gabe Osabuohien,6,11.3%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.03,0.00,-1.03,0.0%,1,83.3%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,Miscellaneous Plays,#0Patrick Smith,5,9.4%,-,2,0.400,-,-,0,0,0,-,-,-,-,-,113.6%,1,80.0%,20.0%,-,0.0%,20.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Miscellaneous Plays,#34Matt Nicholson,4,7.5%,-,1,0.250,-,-,0,0,0,-,-,-,-,-,56.8%,1,75.0%,25.0%,-,0.0%,25.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Miscellaneous Plays,#13Kayne Henry,3,5.7%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.18,0.00,-1.18,0.0%,1,66.7%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,Miscellaneous Plays,#1Kyle Carey,2,3.8%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.14,0.00,-1.14,0.0%,1,50.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,Miscellaneous Plays,#7Zak Irvin,1,1.9%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Miscellaneous Plays,#5Cody John,1,1.9%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.22,0.00,-1.22,0.0%,1,0.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,Handoffs,#2Max Jones,18,36.0%,67%,17,0.944,56%,Good,15,6,9,40.0%,50.0%,0.88,1.00,+0.12,53.5%,16,11.1%,5.6%,0.13,5.6%,38.9%,8,3,5,37.5%,7,3,4,42.9%,0.47
Manchester Basketball,Handoffs,#9Kaiyem Cleary,14,28.0%,78%,4,0.286,11%,Poor,12,2,10,16.7%,16.7%,0.87,0.33,-0.54,16.7%,12,14.3%,0.0%,0.00,0.0%,14.3%,5,2,3,40.0%,7,0,7,0.0%,0.58
Manchester Basketball,Handoffs,#0Patrick Smith,9,18.0%,-,2,0.222,-,-,9,1,8,11.1%,11.1%,0.90,0.22,-0.68,11.1%,9,0.0%,0.0%,0.00,0.0%,11.1%,4,1,3,25.0%,5,0,5,0.0%,0.56
Manchester Basketball,Handoffs,#11Jordan Johnson,3,6.0%,-,5,1.667,-,-,3,2,1,66.7%,83.3%,0.72,1.67,+0.95,83.3%,3,0.0%,0.0%,0.00,0.0%,66.7%,2,1,1,50.0%,1,1,0,100.0%,0.33
Manchester Basketball,Handoffs,#7Zak Irvin,2,4.0%,-,0,0.000,-,-,1,0,1,0.0%,0.0%,1.04,0.00,-1.04,0.0%,1,50.0%,0.0%,0.00,0.0%,0.0%,1,0,1,0.0%,0,0,0,-,0.00
Manchester Basketball,Handoffs,#34Matt Nicholson,1,2.0%,-,2,2.000,-,-,0,0,0,-,-,-,-,-,113.6%,1,0.0%,100.0%,-,100.0%,100.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Handoffs,#13Kayne Henry,1,2.0%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
Manchester Basketball,Handoffs,#1Kyle Carey,1,2.0%,-,0,0.000,-,-,0,0,0,-,-,-,-,-,-,0,100.0%,0.0%,-,0.0%,0.0%,0,0,0,-,0,0,0,-,-
