Canonical,Team,Numbers,Variations
"LARKIN, SHANE",Anadolu Efes Istanbul,0,"LARKIN, SHANE"
"BEAUBOIS, RODRIGUE",Anadolu Efes Istanbul,1,"BEAUBOIS, RODRIGUE"
"HAZER, SEHMUS",Anadolu Efes Istanbul,2,"HAZER, SEHMUS"
"LOYD, JORDAN",Anadolu Efes Istanbul,3,"LOYD, JORDAN"
"WEILER-BABB, NICK",Anadolu Efes Istanbul,8,"WEILER-BABB, NICK"
"PAPAGIANNIS, GEORGIOS",Anadolu Efes Istanbul,9,"PAPAGIANNIS, GEORGIOS"
"CORDINIER, ISAIA",Anadolu Efes Istanbul,10,"CORDINIER, ISAIA"
"SMITS, ROLANDS",Anadolu Efes Istanbul,11,"SMITS, ROLANDS"
"SWIDER, COLE",Anadolu Efes Istanbul,21,"SWIDER, COLE"
"OSMANI, ERCAN",Anadolu Efes Istanbul,24,"OSMANI, ERCAN"
"YILMAZ, ERKAN",Anadolu Efes Istanbul,33,"YILMAZ, ERKAN"
"JONES, KAI",Anadolu Efes Istanbul,88,"JONES, KAI"
"HOARD, JAYLEN",Maccabi Rapyd Tel Aviv,1,"HOARD, JAYLEN; JAYLEN HOARD"
"CLARK III, JIMMY",Maccabi Rapyd Tel Aviv,2,"CLARK III, JIMMY"
"SANTOS, MARCIO",Maccabi Rapyd Tel Aviv,3,"MARCIO SANTOS; SANTOS, MARCIO"
"TRIFUNOVIC, UROS",Maccabi Rapyd Tel Aviv,6,"TRIFUNOVIC, UROS"
"WALKER IV, LONNIE",Maccabi Rapyd Tel Aviv,8,"WALKER IV, LONNIE"
"SORKIN, ROMAN",Maccabi Rapyd Tel Aviv,9,"ROMAN SORKIN; SORKIN, ROMAN"
"BRISSETT, O'SHAE J",Maccabi Rapyd Tel Aviv,10,"O'SHAE J BRISSETT; BRISSETT, O'SHAE J"
"RAYMAN, WILLIAM",Maccabi Rapyd Tel Aviv,11,"RAYMAN, WILLIAM; WILLIAM RAYMAN"
"DIBARTOLOMEO, JOHN",Maccabi Rapyd Tel Aviv,12,"DIBARTOLOMEO, JOHN; JOHN DIBARTOLOMEO"
"DOWTIN JR, JEFFREY",Maccabi Rapyd Tel Aviv,21,"DOWTIN JR, JEFFREY"
"LEAF, TJ",Maccabi Rapyd Tel Aviv,22,"LEAF, TJ; TJ LEAF"
"BLATT, TAMIR",Maccabi Rapyd Tel Aviv,45,"BLATT, TAMIR; TAMIR BLATT"
"HOWARD, MARKUS",Kosner Baskonia Vitoria-Gasteiz,0,"HOWARD, MARKUS"
"NOWELL, MARKQUIS",Kosner Baskonia Vitoria-Gasteiz,3,"NOWELL, MARKQUIS"
"VILLAR, RAFA",Kosner Baskonia Vitoria-Gasteiz,4,"VILLAR, RAFA"
"DIALLO, HAMIDOU",Kosner Baskonia Vitoria-Gasteiz,6,"DIALLO, HAMIDOU"
"SEDEKERSKIS, TADAS",Kosner Baskonia Vitoria-Gasteiz,8,"SEDEKERSKIS, TADAS"
"LUWAWU-CABARROT, TIMOTHE",Kosner Baskonia Vitoria-Gasteiz,9,"LUWAWU-CABARROT, TIMOTHE"
"SPAGNOLO, MATTEO",Kosner Baskonia Vitoria-Gasteiz,10,"SPAGNOLO, MATTEO"
"FORREST, TRENT",Kosner Baskonia Vitoria-Gasteiz,11,"FORREST, TRENT"
"DIOP, KHALIFA",Kosner Baskonia Vitoria-Gasteiz,18,"DIOP, KHALIFA"
"FRISCH, CLEMENT",Kosner Baskonia Vitoria-Gasteiz,25,"FRISCH, CLEMENT"
"JOKSIMOVIC, STEFAN",Kosner Baskonia Vitoria-Gasteiz,77,"JOKSIMOVIC, STEFAN"
"SAMANIC, LUKA",Kosner Baskonia Vitoria-Gasteiz,99,"SAMANIC, LUKA"
"WALKUP, THOMAS",Olympiacos Piraeus,0,"THOMAS WALKUP; WALKUP, THOMAS"
"WARD, TYSON",Olympiacos Piraeus,3,"TYSON WARD; WARD, TYSON"
"LARENTZAKIS, GIANNOULIS",Olympiacos Piraeus,5,"GIANNOULIS LARENTZAKIS; LARENTZAKIS, GIANNOULIS"
"LEE, SABEN",Olympiacos Piraeus,5/9,"LEE, SABEN"
"VEZENKOV, SASHA",Olympiacos Piraeus,14,"VEZENKOV, SASHA; SASHA VEZENKOV"
"PAPANIKOLAOU, KOSTAS",Olympiacos Piraeus,16,"KOSTAS PAPANIKOLAOU; PAPANIKOLAOU, KOSTAS"
"DORSEY, TYLER",Olympiacos Piraeus,22,"DORSEY, TYLER; TYLER DORSEY"
"PETERS, ALEC",Olympiacos Piraeus,25,"ALEC PETERS; PETERS, ALEC"
"MILUTINOV, NIKOLA",Olympiacos Piraeus,33,"NIKOLA MILUTINOV; MILUTINOV, NIKOLA"
"ANTETOKOUNMPO, KOSTAS",Olympiacos Piraeus,37,"ANTETOKOUNMPO, KOSTAS"
"HALL, DONTA",Olympiacos Piraeus,45,"DONTA HALL; HALL, DONTA"
"FOURNIER, EVAN",Olympiacos Piraeus,94,"EVAN FOURNIER; FOURNIER, EVAN"
"MILLER-MCINTYRE, CODI",Crvena Zvezda Meridianbet Belgrade,0,"MILLER-MCINTYRE, CODI"
