Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Kataja Basket,2,De'Vion Harmon,,31,30.9,959.4,868,28.0,289,638,45.3,72,235,30.6,218,253,86.2,14,108,122,130,49,1,71,41,50.9,57.9,37.9,105.8,36.9,10.0,1.5,11.8,6.6,28.4,2.7,0.1,8.7,0.4,12.26,8.62,3.64,229,140,61.1,167,72,43.1,235,72,30.6,15,52,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Helsinki Seagulls,3,Kahron Ross,,41,33.9,1388.4,658,16.0,268,514,52.1,41,112,36.6,81,108,75.0,31,112,143,308,85,5,97,79,56.1,58.6,22.1,99.9,21.3,3.6,2.3,7.8,5.1,39.1,3.2,0.3,14.7,0.21,11.81,5.92,5.89,141,93,66,252,130,51.6,112,41,36.6,59,28,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Salon Vilpas,3,Claudell Harris Jr.,,6,26.0,155.8,120,20.0,43,93,46.2,18,39,46.2,16,20,80.0,2,26,28,33,2,2,18,13,55.9,58.9,32.6,100.2,25.6,8.3,1.3,15.8,8.9,33.5,0.7,1.3,15.0,0.22,10.76,6.74,4.02,27,19,70.4,25,6,24,39,18,46.2,8,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Salon Vilpas,5,Jalen Brooks,,42,27.7,1165.0,634,15.1,224,460,48.7,53,155,34.2,133,210,63.3,122,229,351,75,77,33,66,107,54.5,57.4,22.6,102.5,19.5,4.8,10.3,19.2,14.7,10.4,3.5,2.8,10.7,0.46,10.49,5.48,5.01,168,100,59.5,88,35,39.8,155,53,34.2,31,24,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Helsinki Seagulls,4,Rene Rougeau,,39,31.7,1236.0,608,15.6,228,486,46.9,48,133,36.1,104,134,77.6,81,249,330,126,80,81,77,139,51.9,55.8,23.1,97.8,20.6,4.5,6.6,19.5,13.2,17.6,3.4,6.5,12.4,0.28,10.19,4.15,6.04,197,119,60.4,128,46,35.9,133,48,36.1,45,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Bisons Loimaa,31,Dean Keeler,,31,29.6,917.0,552,17.8,220,366,60.1,0,2,0.0,112,153,73.2,117,214,331,69,23,29,60,84,60.1,63.7,23.8,111.9,23.2,0.1,13.1,23.3,18.3,13.7,1.3,3.0,12.2,0.42,9.04,5.8,3.25,282,173,61.3,62,32,51.6,2,0,0,24,26,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Korihait,40,Jalen Jackson,,43,30.2,1298.5,503,11.7,184,403,45.7,68,177,38.4,67,91,73.6,38,193,231,204,106,42,110,123,54.1,56.8,18.9,91.0,14.8,5.2,3.2,14.7,9.2,24.1,4.2,3.5,19.9,0.23,9.02,3.14,5.88,99,61,61.6,119,49,41.2,177,68,38.4,59,41,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Kataja Basket,55,Henri Kantonen,,39,30.6,1193.2,491,12.6,169,406,41.6,77,244,31.6,76,89,85.4,47,155,202,206,35,11,82,88,51.1,55.1,19.8,93.1,16.7,8.3,4.0,13.6,8.8,27.6,1.6,0.9,15.6,0.22,8.44,4.91,3.53,104,68,65.4,54,21,38.9,244,77,31.6,56,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Korihait,20,Frank Champion,,32,35.5,1135.7,675,21.1,260,487,53.4,9,35,25.7,146,196,74.5,77,193,270,117,36,29,100,81,54.3,58.9,26.3,100.3,26.6,1.4,7.5,16.8,12.4,18.2,1.6,2.7,14.9,0.4,8.16,4.33,3.83,342,193,56.4,58,21,36.2,35,9,25.7,41,51,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Salon Vilpas,24,Jack Forrest,,23,27.2,624.9,388,16.9,147,340,43.2,50,155,32.3,44,51,86.3,35,85,120,56,21,8,40,43,50.6,53.5,27.6,96.4,22.0,8.8,5.5,13.0,9.3,16.1,1.8,1.2,9.9,0.15,8.13,5.08,3.05,80,45,56.2,90,42,46.7,155,50,32.3,23,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
