Player,Team,Numbers,Name_Variations,Teammates,Games,Minutes,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PTS_AST,TPC,TPC/G,TPC/100,OFF_RTG,DEF_RTG,NET_RTG,eFG%,TS%,AST%,TOV%,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Aapeli Alanen,Bisons Loimaa,28,Aapeli Alanen,"Dean Keeler, Eemeli Hollo, Elias Pura, Jalin Anderson",1,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,170.6,184.7,-14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aapeli Alanen,Bisons Loimaa,28,Aapeli Alanen,"Eemeli Hollo, Elias Pura, Jalin Anderson, Robert Hall III, Tomas Pihlajamäki, Vesa Heinonen",1,3.2,3,1,4,25.0,1,1,100.0,0,0,0,1,0,1,1,0,0,0,0,3,3,6,6.0,96.7,128.9,232.6,-103.6,37.5,37.5,100.0,0.0,2,0,0,1,0,0,1,1,100,0,1,0,0,0,0,0,3,0
Aapeli Alanen,Bisons Loimaa,28,Aapeli Alanen,"Dean Keeler, Jalin Anderson, Vesa Heinonen, Ville Karhu",1,2.2,0,0,1,0.0,0,1,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,245.2,0.0,245.2,0.0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Craig LeCesne,Bisons Loimaa,1,Craig LeCesne,"Dean Keeler, Elias Pura, Jalin Anderson, Luukas Koskelo, Robert Hall III, Tevaun Kokko",8,40.2,8,3,8,37.5,1,2,50.0,1,3,33.3,4,4,8,2,2,1,1,2,6,0,8,1.0,11.2,119.3,107.8,11.6,43.8,42.9,66.7,8.1,3,1,33.3,2,1,50,2,1,50,0,0,1,0,0,0,2,1,0
Craig LeCesne,Bisons Loimaa,1,Craig LeCesne,"Dean Keeler, Elias Pura, Jalin Anderson, Luukas Koskelo",9,38.0,11,5,9,55.6,1,5,20.0,0,0,0,1,2,3,1,2,0,1,1,9,2,13,1.4,19.3,112.9,145.0,-32.1,61.1,61.1,20.0,9.1,2,2,100,1,1,100,5,1,20,1,0,0,1,0,0,4,6,4
Craig LeCesne,Bisons Loimaa,1,Craig LeCesne,"Dean Keeler, Elias Pura, Jalin Anderson, Luukas Koskelo, Tevaun Kokko, Tomas Pihlajamäki",6,33.5,9,3,8,37.5,0,3,0.0,3,4,75.0,0,2,2,0,0,1,0,4,9,0,9,1.5,13.2,106.7,122.0,-15.3,37.5,46.1,0.0,0.0,3,2,66.7,2,1,50,3,0,0,0,0,0,0,0,0,1,0,2
Craig LeCesne,Bisons Loimaa,1,Craig LeCesne,"Dean Keeler, Elias Pura, Jalin Anderson, Luukas Koskelo, Robert Hall III, Tevaun Kokko, Tomas Pihlajamäki",7,29.4,15,5,8,62.5,2,3,66.7,3,3,100.0,1,3,4,2,2,0,3,5,11,4,19,2.7,34.6,112.9,100.8,12.2,75.0,80.5,40.0,20.9,4,2,50,1,1,100,3,2,66.7,1,2,0,0,0,2,0,5,5
Craig LeCesne,Bisons Loimaa,1,Craig LeCesne,"Dean Keeler, Elias Pura, Jalin Anderson, Luukas Koskelo, Onni Mäkynen, Robert Hall III",3,19.0,2,1,1,100.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,5,1.7,104.0,166.3,29.1,137.3,100.0,100.0,100.0,0.0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
Craig LeCesne,Bisons Loimaa,1,Craig LeCesne,"Elias Pura, Jalin Anderson, Luukas Koskelo, Onni Mäkynen, Tevaun Kokko, Vesa Heinonen",3,19.0,3,1,2,50.0,1,1,100.0,0,0,0,0,0,0,0,0,1,2,2,4,0,3,1.0,16.4,103.7,93.7,9.9,75.0,75.0,0.0,50.0,1,0,0,0,0,0,1,1,100,0,1,2,0,0,0,0,0,0
Craig LeCesne,Bisons Loimaa,1,Craig LeCesne,"Elias Pura, Jalin Anderson, Luukas Koskelo, Onni Mäkynen, Robert Hall III, Tevaun Kokko, Vesa Heinonen",4,16.8,4,1,2,50.0,0,1,0.0,2,2,100.0,1,1,2,0,0,0,1,1,3,0,4,1.0,26.7,107.0,146.5,-39.5,50.0,69.4,0.0,25.8,1,1,100,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0
