Home_Team,Home_Lineup,Away_Team,Away_Lineup,Games,Total_Seconds,Minutes,Possessions,Home_PTS,Home_FGM,Home_FGA,Home_FG%,Home_3PM,Home_3PA,Home_3P%,Home_FTM,Home_FTA,Home_FT%,Home_OREB,Home_DREB,Home_REB,Home_AST,Home_STL,Home_BLK,Home_TOV,Home_PF,Away_PTS,Away_FGM,Away_FGA,Away_FG%,Away_3PM,Away_3PA,Away_3P%,Away_FTM,Away_FTA,Away_FT%,Away_OREB,Away_DREB,Away_REB,Away_AST,Away_STL,Away_BLK,Away_TOV,Away_PF,Home_POSS,Away_POSS,Home_OFF_RTG,Home_DEF_RTG,Home_NET_RTG,Away_OFF_RTG,Away_DEF_RTG,Away_NET_RTG,Point_Diff,Home_RIM_ATT,Home_RIM_MADE,Home_RIM%,Home_OTD_2PT_ATT,Home_OTD_2PT_MADE,Home_OTD_2PT%,Home_OTD_3PT_ATT,Home_OTD_3PT_MADE,Home_OTD_3PT%,Away_RIM_ATT,Away_RIM_MADE,Away_RIM%,Away_OTD_2PT_ATT,Away_OTD_2PT_MADE,Away_OTD_2PT%,Away_OTD_3PT_ATT,Away_OTD_3PT_MADE,Away_OTD_3PT%,Home_PASS_TO,Home_DRIBBLE_TO,Home_DEFENSE_TO,Home_MISC_TO,Away_PASS_TO,Away_DRIBBLE_TO,Away_DEFENSE_TO,Away_MISC_TO,Home_2ND_CHANCE_PTS,Home_FAST_BREAK_PTS,Home_PTS_OFF_TOV,Away_2ND_CHANCE_PTS,Away_FAST_BREAK_PTS,Away_PTS_OFF_TOV
KTP-Basket,"Aaron Carver, Antti Turtiainen, Hannes Pöllä, Herman Pettersson, Hugo Stepanoff",Helsinki Seagulls,"Christian Keeling, Chrysostom Chukwuma, Elias Leskinen, Jalen Henry, Jonas Kaivos",3,890,14.8,29.1,28,10,30,33.3,3,8,37.5,5,6,83.3,7,6,13,4,4,1,4,4,43,18,28,64.3,6,12,50,1,3,33.3,4,12,16,9,3,1,4,4,28.8,29.0,97.4,148.1,-50.7,148.1,97.4,50.7,-15,10,3,30,8,2,25,8,3,37.5,7,5,71.4,8,6,75,12,6,50,1,3,0,0,2,2,0,0,5,4,0,7,18,4
Tapiolan Honka,"Aj Ferguson, Alvan Laavainen, Alvar Peltoniemi, Isaiah Kelly, Riku Korhonen, Taye Donald",Korihait,"Bojan Sarcévic, Frank Champion, Jalen Jackson, Mikael Aalto, Ville Tahvanainen",2,592,9.9,19.7,24,9,15,60,2,6,33.3,4,4,100,1,4,5,7,3,0,3,4,22,8,16,50,3,5,60,3,3,100,3,3,6,3,1,0,7,5,18.2,20.7,132.2,106.5,25.7,106.5,132.2,-25.7,2,7,6,85.7,1,1,100,6,2,33.3,8,5,62.5,2,0,0,5,3,60,3,0,0,0,3,2,0,1,0,4,6,5,3,5
Korihait,"Bojan Sarcévic, Frank Champion, Jalen Jackson, Mikael Aalto, Ville Tahvanainen",Tapiolan Honka,"Aj Ferguson, Alvar Peltoniemi, Isaiah Kelly, Riku Korhonen, Taye Donald",2,580,9.7,18.2,28,12,20,60,1,4,25,3,3,100,4,7,11,7,2,1,1,4,17,8,16,50,1,5,20,0,1,0,1,3,4,4,0,1,3,7,17.4,18.4,160.7,92.5,68.1,92.5,160.7,-68.1,11,12,7,58.3,3,3,100,4,1,25,8,5,62.5,2,1,50,5,1,20,1,0,0,0,2,1,0,0,6,4,7,2,4,2
Korihait,"Bojan Sarcévic, Brian Goracke, Frank Champion, Jalen Jackson, Jamir Harris",Tapiolan Honka,"Aj Ferguson, Alvan Laavainen, Alvar Peltoniemi, David Gonzalvez, Elias Eerikinharju",2,521,8.7,18.2,28,12,19,63.2,4,8,50,0,0,0,3,10,13,6,3,1,2,1,9,4,14,28.6,1,6,16.7,0,1,0,1,4,5,4,0,1,5,3,17.8,18.5,157.4,48.7,108.7,48.7,157.4,-108.7,19,7,7,100,3,1,33.3,8,4,50,6,2,33.3,1,0,0,6,1,16.7,1,0,0,1,3,1,0,1,3,8,10,0,5,0
Tapiolan Honka,"Aj Ferguson, Alvan Laavainen, Alvar Peltoniemi, David Gonzalvez, Elias Eerikinharju",Korihait,"Bojan Sarcévic, Brian Goracke, Frank Champion, Jalen Jackson, Jamir Harris",2,502,8.4,18.0,25,9,20,45,5,14,35.7,2,2,100,3,6,9,8,3,2,0,3,16,6,13,46.2,2,6,33.3,2,2,100,0,7,7,3,0,1,5,2,17.3,18.9,144.1,84.7,59.4,84.7,144.1,-59.4,9,6,4,66.7,0,0,0,14,5,35.7,4,2,50,0,0,0,6,2,33.3,0,0,0,0,1,4,0,0,3,10,7,0,0,0
Kataja Basket,"Antti Kanervo, De'Vion Harmon, Eetu Lähdetniemi, Henri Kantonen, Henri Permanto",Helsinki Seagulls,"Christian Keeling, Chrysostom Chukwuma, Elias Leskinen, Jalen Henry, Justus Kilpinen",3,569,9.5,17.1,22,9,15,60,3,6,50,1,1,100,1,6,7,5,2,0,1,1,24,10,17,58.8,4,5,80,0,0,0,1,4,5,7,1,0,3,5,15.2,18.9,145.2,126.8,18.4,126.8,145.2,-18.4,-2,4,3,75,5,3,60,6,3,50,7,4,57.1,5,2,40,5,4,80,0,1,1,0,1,2,0,0,0,7,7,0,0,2
Lahti Basketball,"Avery Sullivan, Corey Tripp, Jehloni James, Luerensley Williams III, Topias Kuukkanen, Vili Nyman",Helsinki Seagulls,"Adong Makuoi, Christian Keeling, Chrysostom Chukwuma, Elias Leskinen, Kahron Ross, Osku Heinonen, Rene Rougeau",1,435,7.2,17.0,13,5,11,45.5,1,2,50,2,2,100,2,4,6,1,2,0,7,3,19,8,13,61.5,1,2,50,2,3,66.7,0,4,4,4,4,1,3,3,16.7,17.3,77.7,109.7,-32,109.7,77.7,32,-6,5,3,60,3,1,33.3,2,1,50,5,4,80,5,2,40,2,1,50,2,3,0,1,2,1,0,0,2,5,2,0,7,6
Kouvot,"Aarni Korkiatupa, Brandon Stroud, Joona Heinonen, Lauri Liesmala, Patrik En, Tai Bibbs, Wesley Cardet Jr.",Lahti Basketball,"Jehloni James, Kalle Peltonen, Luerensley Williams III, Max Brooks, Samage Teel, Vili Nyman",1,500,8.3,16.4,15,7,17,41.2,1,6,16.7,0,0,0,1,6,7,3,1,0,1,3,20,7,12,58.3,4,6,66.7,2,4,50,0,7,7,4,1,1,2,2,16.7,15.8,90,126.9,-36.9,126.9,90,36.9,-5,10,6,60,0,0,0,6,1,16.7,5,2,40,1,1,100,6,4,66.7,0,1,0,0,1,1,0,0,2,5,2,0,10,0
Korihait,"Bojan Sarcévic, Brian Goracke, Frank Champion, Jalen Jackson, Jamir Harris",Salon Vilpas,"Ansley Almonor, Daniel Rantapaju, Eero Innamaa, Jack Forrest, Jalen Brooks",2,490,8.2,16.4,23,11,14,78.6,1,3,33.3,0,2,0,1,8,9,6,0,1,3,0,17,7,18,38.9,3,10,30,0,0,0,2,3,5,1,3,0,0,3,17.1,15.6,134.7,108.7,26,108.7,134.7,-26,6,8,7,87.5,2,2,100,3,1,33.3,6,3,50,2,1,50,10,3,30,3,0,0,0,0,0,0,0,2,9,0,0,2,7
Bisons Loimaa,"Craig LeCesne, Dean Keeler, Elias Pura, Jalin Anderson, Luukas Koskelo, Tevaun Kokko, Tomas Pihlajamäki",Helsinki Seagulls,"Adong Makuoi, Christian Keeling, Chrysostom Chukwuma, Elias Leskinen, Justus Kilpinen, Kahron Ross, Osku Heinonen, Rene Rougeau",1,579,9.7,15.7,18,7,17,41.2,2,5,40,2,4,50,2,1,3,2,2,1,2,4,23,9,15,60,2,3,66.7,3,4,75,2,6,8,7,2,1,2,2,18.1,14.5,99.5,158.8,-59.3,158.8,99.5,59.3,-5,3,2,66.7,7,1,14.3,5,2,40,7,4,57.1,5,3,60,3,2,66.7,1,1,0,0,1,1,0,0,2,5,3,5,0,2
Salon Vilpas,"Ansley Almonor, Eero Innamaa, Jalen Brooks, Luukas Vaara, Mikko Koivisto",Helsinki Seagulls,"Adong Makuoi, Christian Keeling, Chrysostom Chukwuma, Elias Leskinen, Kahron Ross, Osku Heinonen, Rene Rougeau",1,481,8.0,15.4,23,8,18,44.4,5,10,50,2,4,50,3,5,8,8,1,1,1,0,13,6,13,46.2,1,3,33.3,0,0,0,1,4,5,3,1,1,3,5,16.2,14.8,142.2,88.1,54.1,88.1,142.2,-54.1,10,4,2,50,4,1,25,10,5,50,3,2,66.7,7,3,42.9,3,1,33.3,1,0,0,0,0,1,0,1,12,0,4,3,2,2
Korihait,"Bojan Sarcévic, Frank Champion, Jalen Jackson, Mikael Aalto, Ville Tahvanainen",Tapiolan Honka,"Aj Ferguson, Alvan Laavainen, Alvar Peltoniemi, Isaiah Kelly, Riku Korhonen, Taye Donald",2,452,7.5,14.8,26,9,15,60,5,7,71.4,3,4,75,3,6,9,8,2,2,3,8,8,1,9,11.1,1,4,25,5,6,83.3,0,2,2,1,2,0,2,5,15.9,13.6,163.4,58.7,104.8,58.7,163.4,-104.8,18,5,2,40,2,1,50,7,5,71.4,4,0,0,1,0,0,4,1,25,2,1,0,0,0,2,0,0,10,6,7,0,3,0
Helsinki Seagulls,"Adong Makuoi, Christian Keeling, Chrysostom Chukwuma, Elias Leskinen, Kahron Ross, Osku Heinonen, Rene Rougeau",Tampereen Pyrintö,"Erik Muhonen, Jared Billups, Kalle Mattila, Riku Laine, Topias Jokela, Valtteri Mervola",1,368,6.1,14.0,15,6,10,60,3,3,100,0,0,0,0,6,6,5,2,1,4,1,11,5,12,41.7,1,5,20,0,0,0,0,3,3,3,3,0,2,2,14.0,14.0,107.1,78.6,28.6,78.6,107.1,-28.6,4,7,3,42.9,0,0,0,3,3,100,4,3,75,2,0,0,5,1,20,3,1,0,0,1,1,0,0,0,8,5,0,9,4
