Team,Lineup,Lineup_Key,Assister_Num,Assister_Name,Scorer_Num,Scorer_Name,Assists,Points_Created,Threes_Assisted,Twos_Assisted,Games,AST/G,PTS_Created/G
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Anton Lindqvist, Dartaye Ruffin, Mio Hjalmarsson","Nässjö Basket|1,11,20,21,3",20,Anton Lindqvist,11,Tyler Patterson,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Anton Lindqvist, Dartaye Ruffin, Mio Hjalmarsson","Nässjö Basket|1,11,20,21,3",11,Tyler Patterson,1,Mirko Djeric,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Anton Lindqvist, Mio Hjalmarsson, Emmanuel Kuac","Nässjö Basket|1,11,20,3,6",3,Mio Hjalmarsson,6,Emmanuel Kuac,1,3,1,0,1,1.0,3.0
Borås Basket,"KJ Jenkins, Justin Vander Baan, William Guténius, Fredrik Andersson, Andreas Person","Borås Basket|0,18,6,8,9",9,Andreas Person,6,William Guténius,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Abdou Medjedoub, Steven Strong Jr, Anton Johansson, Emmanuel Kuac","Nässjö Basket|1,17,2,4,6",1,Mirko Djeric,2,Steven Strong Jr,1,3,1,0,1,1.0,3.0
BC Luleå,"Harry Hassler, Felix Broström, Robert Carpenter, Sergey Sepman, Gustav Hansson","BC Luleå|13,17,21,3,7",7,Gustav Hansson,17,Felix Broström,1,3,1,0,1,1.0,3.0
BC Luleå,"Harry Hassler, Felix Broström, Robert Carpenter, Sergey Sepman, Daniel Hansson","BC Luleå|13,17,21,3,6",17,Felix Broström,6,Daniel Hansson,1,3,1,0,1,1.0,3.0
Köping Stars,"Rickard Rietz, John Pålsson, Lawrence Townsend III, Oliver Cupan, Romeo Myrthil","Köping Stars|11,2,4,6,7",4,Lawrence Townsend III,11,Rickard Rietz,1,3,1,0,1,1.0,3.0
Köping Stars,"Rickard Rietz, John Pålsson, Lawrence Townsend III, Oliver Cupan, Romeo Myrthil","Köping Stars|11,2,4,6,7",4,Lawrence Townsend III,2,John Pålsson,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, Adam Rask, William Christopher Dunston Jr, Alexander Yemane, Glenn Stuart Morison","Umeå Basket|1,11,12,17,62",1,Isac Åhnstrand,17,Alexander Yemane,1,3,1,0,1,1.0,3.0
Jämtland Basket,"André Jonsson Lorentsson, Denzel George, Michael Christmas, Adam Johansson, Valdemar Säwström","Jämtland Basket|13,22,25,3,6",3,Adam Johansson,25,Michael Christmas,1,3,1,0,1,1.0,3.0
Jämtland Basket,"André Jonsson Lorentsson, Michael Christmas, Adam Johansson, Samari Curtis, Michael Marsh","Jämtland Basket|13,25,3,41,5",3,Adam Johansson,41,Samari Curtis,1,3,1,0,1,1.0,3.0
Umeå Basket,"Adam Rask, William Christopher Dunston Jr, Alexander Yemane, Melker Lindblom, Glenn Stuart Morison","Umeå Basket|11,12,17,2,62",12,William Christopher Dunston Jr,17,Alexander Yemane,1,3,1,0,1,1.0,3.0
Jämtland Basket,"Denzel George, Michael Christmas, Adam Johansson, Samari Curtis, Michael Marsh","Jämtland Basket|22,25,3,41,5",3,Adam Johansson,41,Samari Curtis,1,3,1,0,1,1.0,3.0
Jämtland Basket,"André Jonsson Lorentsson, Denzel George, Michael Christmas, Adam Johansson, Erik Persson","Jämtland Basket|13,22,25,3,9",25,Michael Christmas,3,Adam Johansson,1,3,1,0,1,1.0,3.0
Jämtland Basket,"André Jonsson Lorentsson, Denzel George, Michael Christmas, Adam Johansson, Erik Persson","Jämtland Basket|13,22,25,3,9",25,Michael Christmas,9,Erik Persson,1,3,1,0,1,1.0,3.0
Jämtland Basket,"André Jonsson Lorentsson, Denzel George, Adam Johansson, Valdemar Säwström, Erik Persson","Jämtland Basket|13,22,3,6,9",3,Adam Johansson,9,Erik Persson,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Hugo Bergström, Ben Middlebrooks, Ryker Cisarik, Zach Harvey, Nathan Dawit","Norrköping Dolphins|21,34,5,88,94",34,Ben Middlebrooks,88,Zach Harvey,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Axel Nordström, Jonathan Ninkingira, Marko Dujkovic, Milutin Vujicic, Fabio Bergman Valatabar","Sloga Uppsala|10,12,22,27,9",27,Milutin Vujicic,9,Fabio Bergman Valatabar,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, Jacob Hadi, Dallion Johnson, Sebastian Forsling, Zach Harvey","Norrköping Dolphins|0,13,23,25,88",0,Tim Schüberg,23,Dallion Johnson,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, Jacob Hadi, Dallion Johnson, Ben Middlebrooks, Nathan Dawit","Norrköping Dolphins|0,13,23,34,94",23,Dallion Johnson,94,Nathan Dawit,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, Jacob Hadi, Dallion Johnson, Ben Middlebrooks, Nathan Dawit","Norrköping Dolphins|0,13,23,34,94",0,Tim Schüberg,94,Nathan Dawit,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, Sebastian Forsling, Ryker Cisarik, Zach Harvey, Nathan Dawit","Norrköping Dolphins|0,25,5,88,94",5,Ryker Cisarik,94,Nathan Dawit,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Dragan Damjanovic, Richie Springs, Milutin Vujicic, Markeith Browning II, Eric Kibi","Sloga Uppsala|13,2,27,3,32",2,Richie Springs,27,Milutin Vujicic,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Hugo Bergström, Dallion Johnson, Sebastian Forsling, Ryker Cisarik, Zach Harvey","Norrköping Dolphins|21,23,25,5,88",23,Dallion Johnson,88,Zach Harvey,1,3,1,0,1,1.0,3.0
BC Luleå,"Harry Hassler, Robert Carpenter, Sergey Sepman, Joel Tewolde Berhane, Gustav Hansson","BC Luleå|13,21,3,5,7",7,Gustav Hansson,21,Robert Carpenter,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Richard Mendes, Anton Lindqvist, Dartaye Ruffin, Mio Hjalmarsson, Anton Johansson","Nässjö Basket|15,20,21,3,4",3,Mio Hjalmarsson,4,Anton Johansson,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Steven Strong Jr, Emmanuel Kuac","Nässjö Basket|1,11,17,2,6",2,Steven Strong Jr,6,Emmanuel Kuac,1,3,1,0,1,1.0,3.0
BC Luleå,"Robert Carpenter, Caleb McGill, Sergey Sepman, Daniel Hansson, Gustav Hansson","BC Luleå|21,24,3,6,7",24,Caleb McGill,3,Sergey Sepman,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Dartaye Ruffin, Mio Hjalmarsson, Emmanuel Kuac","Nässjö Basket|1,11,21,3,6",1,Mirko Djeric,11,Tyler Patterson,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Abdou Medjedoub, Steven Strong Jr, Mio Hjalmarsson, Anton Johansson, Emmanuel Kuac","Nässjö Basket|17,2,3,4,6",4,Anton Johansson,2,Steven Strong Jr,1,3,1,0,1,1.0,3.0
BC Luleå,"Tobias Sjöberg, Caleb McGill, Sergey Sepman, Daniel Hansson, Gustav Hansson","BC Luleå|15,24,3,6,7",6,Daniel Hansson,7,Gustav Hansson,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Niklas Larsson, Olle Stümer, Henrik Jädersten, Peter Stümer, Lukas Friberg","Uppsala Basket|13,27,3,4,5",13,Niklas Larsson,3,Henrik Jädersten,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Niklas Larsson, Max Andersson, Olle Stümer, Melker Delryd","Uppsala Basket|1,13,2,27,8",1,Vilhelm Bodingh,27,Olle Stümer,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Niklas Larsson, Henrik Jädersten, Peter Stümer, Lukas Friberg, Hugo Tidare","Uppsala Basket|13,3,4,5,6",5,Lukas Friberg,13,Niklas Larsson,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Zaccharie Mortant, Jake O´Neil, Nicholas Spires, Noah Kartal, Ibrahim Magassa, Oliver Gehrke","Södertälje BBK|1,10,12,22,3,31",12,Nicholas Spires,3,Ibrahim Magassa,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Olle Stümer, Peter Stümer, Lukas Friberg, Hugo Tidare","Uppsala Basket|1,27,4,5,6",1,Vilhelm Bodingh,4,Peter Stümer,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Kaspar Mårtenson, Peter Stümer, Lukas Friberg, Hugo Tidare","Uppsala Basket|1,21,4,5,6",4,Peter Stümer,5,Lukas Friberg,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Elias Desport, Zaccharie Mortant, Ayanfeoluwa Amoran, Noah Kartal, Ibrahim Magassa, Oliver Gehrke","Södertälje BBK|0,1,11,22,3,31",1,Zaccharie Mortant,31,Oliver Gehrke,1,3,1,0,1,1.0,3.0
Borås Basket,"KJ Jenkins, Justin Vander Baan, Oskar Palmquist, William Guténius, John Brändmark","Borås Basket|0,18,2,6,66",6,William Guténius,2,Oskar Palmquist,1,3,1,0,1,1.0,3.0
Borås Basket,"KJ Jenkins, Ali Sow, Oskar Palmquist, AJ Clayton, William Guténius","Borås Basket|0,1,2,23,6",0,KJ Jenkins,2,Oskar Palmquist,1,3,1,0,1,1.0,3.0
Borås Basket,"Ali Sow, Oskar Palmquist, AJ Clayton, Fredrik Andersson, Andreas Person","Borås Basket|1,2,23,8,9",9,Andreas Person,23,AJ Clayton,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, William Christopher Dunston Jr, Duko Bos, Glenn Stuart Morison, Isak Andersson","Umeå Basket|1,12,22,62,9",1,Isac Åhnstrand,22,Duko Bos,1,3,1,0,1,1.0,3.0
Borås Basket,"Ali Sow, Justin Vander Baan, AJ Clayton, Fredrik Andersson, Andreas Person","Borås Basket|1,18,23,8,9",18,Justin Vander Baan,23,AJ Clayton,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, Adam Rask, William Christopher Dunston Jr, Emanuel Lundmark, Isak Andersson","Umeå Basket|1,11,12,7,9",7,Emanuel Lundmark,12,William Christopher Dunston Jr,1,3,1,0,1,1.0,3.0
Borås Basket,"Ali Sow, Justin Vander Baan, AJ Clayton, Fredrik Andersson, Andreas Person","Borås Basket|1,18,23,8,9",1,Ali Sow,9,Andreas Person,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, Adam Rask, William Christopher Dunston Jr, Glenn Stuart Morison, Isak Andersson","Umeå Basket|1,11,12,62,9",9,Isak Andersson,12,William Christopher Dunston Jr,1,3,1,0,1,1.0,3.0
Umeå Basket,"Adam Rask, William Christopher Dunston Jr, Malte Eriksson, Melker Lindblom, Isak Andersson","Umeå Basket|11,12,15,2,9",15,Malte Eriksson,2,Melker Lindblom,1,3,1,0,1,1.0,3.0
Borås Basket,"Ali Sow, Oskar Palmquist, AJ Clayton, Fredrik Andersson, Andreas Person","Borås Basket|1,2,23,8,9",2,Oskar Palmquist,1,Ali Sow,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, Adam Rask, William Christopher Dunston Jr, Emanuel Lundmark, Isak Andersson","Umeå Basket|1,11,12,7,9",11,Adam Rask,7,Emanuel Lundmark,1,3,1,0,1,1.0,3.0
Jämtland Basket,"André Jonsson Lorentsson, Denzel George, Michael Christmas, Adam Johansson, Samari Curtis","Jämtland Basket|13,22,25,3,41",13,André Jonsson Lorentsson,41,Samari Curtis,1,3,1,0,1,1.0,3.0
Jämtland Basket,"Keaston Willis, André Jonsson Lorentsson, Denzel George, Michael Marsh, Erik Persson","Jämtland Basket|0,13,22,5,9",9,Erik Persson,0,Keaston Willis,1,3,1,0,1,1.0,3.0
Jämtland Basket,"Keaston Willis, Denzel George, Michael Christmas, Samari Curtis, Michael Marsh","Jämtland Basket|0,22,25,41,5",25,Michael Christmas,0,Keaston Willis,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Charles Barton, Tony Vitali, Jonathan Peleg, Alem Hamza, Alexander Karras","Högsbo Basket|0,22,26,4,7",0,Charles Barton,26,Jonathan Peleg,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Charles Barton, Tony Vitali, Jonathan Peleg, Alem Hamza, Alexander Karras","Högsbo Basket|0,22,26,4,7",22,Tony Vitali,26,Jonathan Peleg,1,3,1,0,1,1.0,3.0
Jämtland Basket,"André Jonsson Lorentsson, Denzel George, Michael Christmas, Adam Johansson, Erik Persson","Jämtland Basket|13,22,25,3,9",9,Erik Persson,22,Denzel George,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Charles Barton, Isaiah Hill, Tony Vitali, Jesper Hallberg, Anes Zekovic","Högsbo Basket|0,1,22,5,6",0,Charles Barton,5,Jesper Hallberg,1,3,1,0,1,1.0,3.0
Jämtland Basket,"Keaston Willis, Michael Christmas, Adam Johansson, Michael Marsh, Erik Persson","Jämtland Basket|0,25,3,5,9",0,Keaston Willis,9,Erik Persson,1,3,1,0,1,1.0,3.0
Jämtland Basket,"Keaston Willis, Michael Christmas, Adam Johansson, Michael Marsh, Erik Persson","Jämtland Basket|0,25,3,5,9",9,Erik Persson,0,Keaston Willis,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Niklas Larsson, Kaspar Mårtenson, Olle Stümer, Peter Stümer, Lukas Friberg","Uppsala Basket|13,21,27,4,5",13,Niklas Larsson,27,Olle Stümer,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Max Andersson, Henrik Jädersten, Hugo Tidare, Melker Delryd","Uppsala Basket|1,2,3,6,8",8,Melker Delryd,6,Hugo Tidare,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Max Andersson, Henrik Jädersten, Hugo Tidare, Melker Delryd","Uppsala Basket|1,2,3,6,8",6,Hugo Tidare,8,Melker Delryd,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Vilhelm Bodingh, Niklas Larsson, Peter Stümer, Lukas Friberg, Hugo Tidare","Uppsala Basket|1,13,4,5,6",5,Lukas Friberg,6,Hugo Tidare,1,3,1,0,1,1.0,3.0
BC Luleå,"Robert Carpenter, Caleb McGill, Sergey Sepman, Daniel Hansson, Gustav Hansson","BC Luleå|21,24,3,6,7",21,Robert Carpenter,3,Sergey Sepman,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Niklas Larsson, Max Andersson, Henrik Jädersten, Peter Stümer, Lukas Friberg","Uppsala Basket|13,2,3,4,5",2,Max Andersson,5,Lukas Friberg,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Niklas Larsson, Max Andersson, Kaspar Mårtenson, Olle Stümer, Peter Stümer","Uppsala Basket|13,2,21,27,4",21,Kaspar Mårtenson,4,Peter Stümer,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Niklas Larsson, Max Andersson, Kaspar Mårtenson, Olle Stümer, Peter Stümer","Uppsala Basket|13,2,21,27,4",2,Max Andersson,4,Peter Stümer,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Henrik Jädersten, Peter Stümer, Lukas Friberg, Hugo Tidare, Melker Delryd","Uppsala Basket|3,4,5,6,8",5,Lukas Friberg,6,Hugo Tidare,1,3,1,0,1,1.0,3.0
BC Luleå,"Harry Hassler, Felix Broström, Robert Carpenter, Sergey Sepman, Gustav Hansson","BC Luleå|13,17,21,3,7",17,Felix Broström,3,Sergey Sepman,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Niklas Larsson, Max Andersson, Kaspar Mårtenson, Peter Stümer, Melker Delryd","Uppsala Basket|13,2,21,4,8",2,Max Andersson,8,Melker Delryd,1,3,1,0,1,1.0,3.0
BC Luleå,"Harry Hassler, Felix Broström, Robert Carpenter, Sergey Sepman, Gustav Hansson","BC Luleå|13,17,21,3,7",17,Felix Broström,13,Harry Hassler,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Niklas Larsson, Kaspar Mårtenson, Peter Stümer, Lukas Friberg, Melker Delryd","Uppsala Basket|13,21,4,5,8",4,Peter Stümer,13,Niklas Larsson,1,3,1,0,1,1.0,3.0
Uppsala Basket,"Kaspar Mårtenson, Peter Stümer, Lukas Friberg, Hugo Tidare, Melker Delryd","Uppsala Basket|21,4,5,6,8",8,Melker Delryd,6,Hugo Tidare,1,3,1,0,1,1.0,3.0
Köping Stars,"Adam Tafra, Connor Joseph Kochera, Lawrence Townsend III, Sekou Sylla, Romeo Myrthil","Köping Stars|1,23,4,5,7",1,Adam Tafra,23,Connor Joseph Kochera,1,3,1,0,1,1.0,3.0
Köping Stars,"Adam Tafra, Connor Joseph Kochera, Lawrence Townsend III, Sekou Sylla, Romeo Myrthil","Köping Stars|1,23,4,5,7",4,Lawrence Townsend III,5,Sekou Sylla,1,3,1,0,1,1.0,3.0
Borås Basket,"KJ Jenkins, Justin Vander Baan, Oskar Palmquist, AJ Clayton, John Brändmark","Borås Basket|0,18,2,23,66",66,John Brändmark,0,KJ Jenkins,1,3,1,0,1,1.0,3.0
Borås Basket,"KJ Jenkins, Oskar Palmquist, AJ Clayton, William Guténius, John Brändmark","Borås Basket|0,2,23,6,66",0,KJ Jenkins,2,Oskar Palmquist,1,3,1,0,1,1.0,3.0
Köping Stars,"Adam Tafra, ASA Nathaniel Williams, Lawrence Townsend III, Sekou Sylla, Romeo Myrthil","Köping Stars|1,3,4,5,7",7,Romeo Myrthil,4,Lawrence Townsend III,1,3,1,0,1,1.0,3.0
Borås Basket,"KJ Jenkins, Justin Vander Baan, Oskar Palmquist, AJ Clayton, John Brändmark","Borås Basket|0,18,2,23,66",0,KJ Jenkins,66,John Brändmark,1,3,1,0,1,1.0,3.0
Borås Basket,"KJ Jenkins, Justin Vander Baan, Oskar Palmquist, AJ Clayton, John Brändmark","Borås Basket|0,18,2,23,66",0,KJ Jenkins,23,AJ Clayton,1,3,1,0,1,1.0,3.0
Köping Stars,"Tim Jonsson, ASA Nathaniel Williams, Lawrence Townsend III, Sekou Sylla, Romeo Myrthil","Köping Stars|12,3,4,5,7",5,Sekou Sylla,3,ASA Nathaniel Williams,1,3,1,0,1,1.0,3.0
Köping Stars,"Tim Jonsson, ASA Nathaniel Williams, Lawrence Townsend III, Sekou Sylla, Oliver Cupan","Köping Stars|12,3,4,5,6",6,Oliver Cupan,5,Sekou Sylla,1,3,1,0,1,1.0,3.0
Borås Basket,"KJ Jenkins, Ali Sow, AJ Clayton, William Guténius, Fredrik Andersson","Borås Basket|0,1,23,6,8",1,Ali Sow,23,AJ Clayton,1,3,1,0,1,1.0,3.0
Borås Basket,"KJ Jenkins, Justin Vander Baan, Oskar Palmquist, AJ Clayton, John Brändmark","Borås Basket|0,18,2,23,66",18,Justin Vander Baan,2,Oskar Palmquist,1,3,1,0,1,1.0,3.0
Borås Basket,"KJ Jenkins, Filip Larsson, Justin Vander Baan, Oskar Palmquist, John Brändmark","Borås Basket|0,14,18,2,66",18,Justin Vander Baan,0,KJ Jenkins,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, Jacob Hadi, Dallion Johnson, Sebastian Forsling, Nathan Dawit","Norrköping Dolphins|0,13,23,25,94",0,Tim Schüberg,23,Dallion Johnson,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, Adam Rask, Duko Bos, Emanuel Lundmark, Isak Andersson","Umeå Basket|1,11,22,7,9",22,Duko Bos,9,Isak Andersson,1,3,1,0,1,1.0,3.0
Umeå Basket,"Isac Åhnstrand, Adam Rask, Duko Bos, Glenn Stuart Morison, Emanuel Lundmark, Isak Andersson","Umeå Basket|1,11,22,62,7,9",62,Glenn Stuart Morison,22,Duko Bos,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, Sebastian Forsling, Ryker Cisarik, Zach Harvey, Nathan Dawit","Norrköping Dolphins|0,25,5,88,94",0,Tim Schüberg,88,Zach Harvey,1,3,1,0,1,1.0,3.0
Umeå Basket,"Adam Rask, Alexander Yemane, Melker Lindblom, Duko Bos, Emanuel Lundmark","Umeå Basket|11,17,2,22,7",11,Adam Rask,2,Melker Lindblom,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, Hugo Bergström, Sebastian Forsling, Ryker Cisarik, Nathan Dawit","Norrköping Dolphins|0,21,25,5,94",0,Tim Schüberg,94,Nathan Dawit,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Hugo Bergström, Dallion Johnson, Sebastian Forsling, Ryker Cisarik, Nathan Dawit","Norrköping Dolphins|21,23,25,5,94",21,Hugo Bergström,23,Dallion Johnson,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Tim Schüberg, Dallion Johnson, Sebastian Forsling, Ryker Cisarik, Nathan Dawit","Norrköping Dolphins|0,23,25,5,94",94,Nathan Dawit,23,Dallion Johnson,1,3,1,0,1,1.0,3.0
Norrköping Dolphins,"Hugo Bergström, Dallion Johnson, Sebastian Forsling, Ryker Cisarik, Nathan Dawit","Norrköping Dolphins|21,23,25,5,94",21,Hugo Bergström,5,Ryker Cisarik,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Axel Nordström, Dragan Damjanovic, Marko Dujkovic, Alan Zekovic, Fabio Bergman Valatabar","Sloga Uppsala|10,13,22,6,9",9,Fabio Bergman Valatabar,6,Alan Zekovic,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Charles Barton, Tony Vitali, Jonathan Peleg, Jesper Hallberg, Anes Zekovic","Högsbo Basket|0,22,26,5,6",26,Jonathan Peleg,5,Jesper Hallberg,1,3,1,0,1,1.0,3.0
Sloga Uppsala,"Axel Nordström, Richie Springs, Marko Dujkovic, Markeith Browning II, Alan Zekovic","Sloga Uppsala|10,2,22,3,6",6,Alan Zekovic,10,Axel Nordström,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Anton Lindqvist, Dartaye Ruffin, Mio Hjalmarsson, Anton Johansson, Emmanuel Kuac","Nässjö Basket|20,21,3,4,6",3,Mio Hjalmarsson,4,Anton Johansson,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Tyler Patterson, Steven Strong Jr, Anton Lindqvist, Dartaye Ruffin, Mio Hjalmarsson","Nässjö Basket|11,2,20,21,3",2,Steven Strong Jr,20,Anton Lindqvist,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Zaccharie Mortant, Nathan Amoran, Nicholas Spires, Oliver Gehrke, Lukas Novakovic","Södertälje BBK|1,11,30,31,6",11,Nathan Amoran,30,Nicholas Spires,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Dartaye Ruffin, Mio Hjalmarsson, Anton Johansson, Emmanuel Kuac","Nässjö Basket|1,21,3,4,6",6,Emmanuel Kuac,1,Mirko Djeric,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Zaccharie Mortant, Jake O´Neil, Nathan Amoran, Ibrahim Magassa, Nicholas Spires","Södertälje BBK|1,10,11,3,30",None,Player None,11,Nathan Amoran,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Steven Strong Jr, Anton Lindqvist","Nässjö Basket|1,11,17,2,20",20,Anton Lindqvist,2,Steven Strong Jr,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Charles Barton, Tony Vitali, Jonathan Peleg, Anes Zekovic, Alexander Karras","Högsbo Basket|0,22,26,6,7",26,Jonathan Peleg,6,Anes Zekovic,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Zaccharie Mortant, Ayanfeoluwa Amoran, Ibrahim Magassa, Nicholas Spires, Oliver Gehrke","Södertälje BBK|1,11,3,30,31",31,Oliver Gehrke,11,Ayanfeoluwa Amoran,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Zaccharie Mortant, Jake O´Neil, Ayanfeoluwa Amoran, Ibrahim Magassa, Nicholas Spires","Södertälje BBK|1,10,11,3,30",3,Ibrahim Magassa,30,Nicholas Spires,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Elias Desport, Zaccharie Mortant, Jake O´Neil, Noel Karlsson Rask, Lukas Novakovic","Södertälje BBK|0,1,10,5,6",1,Zaccharie Mortant,6,Lukas Novakovic,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Zaccharie Mortant, Ayanfeoluwa Amoran, Mattias Herlitz, Ibrahim Magassa, Nicholas Spires","Södertälje BBK|1,11,12,3,30",1,Zaccharie Mortant,12,Mattias Herlitz,1,3,1,0,1,1.0,3.0
Högsbo Basket,"Charles Barton, Tony Vitali, Jonathan Peleg, Anes Zekovic, Alexander Karras","Högsbo Basket|0,22,26,6,7",22,Tony Vitali,0,Charles Barton,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Zaccharie Mortant, Jake O´Neil, Nicholas Spires, Oliver Gehrke, Lukas Novakovic","Södertälje BBK|1,10,30,31,6",None,Player None,1,Zaccharie Mortant,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Ayanfeoluwa Amoran, Mattias Herlitz, Ibrahim Magassa, Oliver Gehrke, Lukas Novakovic","Södertälje BBK|11,12,3,31,6",6,Lukas Novakovic,11,Ayanfeoluwa Amoran,1,3,1,0,1,1.0,3.0
Södertälje BBK,"Elias Desport, Jake O´Neil, Ayanfeoluwa Amoran, Mattias Herlitz, Ibrahim Magassa","Södertälje BBK|0,10,11,12,3",12,Mattias Herlitz,0,Elias Desport,1,3,1,0,1,1.0,3.0
Köping Stars,"Rickard Rietz, ASA Nathaniel Williams, Dragos Andrei Diculescu, Lawrence Townsend III, Romeo Myrthil","Köping Stars|11,3,31,4,7",4,Lawrence Townsend III,3,ASA Nathaniel Williams,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Mirko Djeric, Steven Strong Jr, Dartaye Ruffin, Anton Johansson, Emmanuel Kuac","Nässjö Basket|1,2,21,4,6",1,Mirko Djeric,2,Steven Strong Jr,1,3,1,0,1,1.0,3.0
Köping Stars,"Adam Tafra, Boje Finger, Lawrence Townsend III, Oliver Cupan, Romeo Myrthil","Köping Stars|1,13,4,6,7",4,Lawrence Townsend III,6,Oliver Cupan,1,3,1,0,1,1.0,3.0
Köping Stars,"Adam Tafra, Dragos Andrei Diculescu, Lawrence Townsend III, Oliver Cupan, Romeo Myrthil","Köping Stars|1,31,4,6,7",31,Dragos Andrei Diculescu,6,Oliver Cupan,1,3,1,0,1,1.0,3.0
Nässjö Basket,"Tyler Patterson, Abdou Medjedoub, Steven Strong Jr, Mio Hjalmarsson, Anton Johansson","Nässjö Basket|11,17,2,3,4",2,Steven Strong Jr,3,Mio Hjalmarsson,1,3,1,0,1,1.0,3.0
Köping Stars,"Rickard Rietz, Tim Jonsson, ASA Nathaniel Williams, Lawrence Townsend III, Romeo Myrthil","Köping Stars|11,12,3,4,7",3,ASA Nathaniel Williams,12,Tim Jonsson,1,3,1,0,1,1.0,3.0
Borås Basket,"Ali Sow, Justin Vander Baan, Oskar Palmquist, AJ Clayton, John Brändmark","Borås Basket|1,18,2,23,66",1,Ali Sow,66,John Brändmark,1,3,1,0,1,1.0,3.0
Borås Basket,"KJ Jenkins, Ali Sow, Oskar Palmquist, AJ Clayton, William Guténius","Borås Basket|0,1,2,23,6",23,AJ Clayton,1,Ali Sow,1,3,1,0,1,1.0,3.0
