Team,Lineup,Lineup_Key,Assister_Num,Assister_Name,Scorer_Num,Scorer_Name,Assists,Points_Created,Threes_Assisted,Twos_Assisted,Games,AST/G,PTS_Created/G
Nässjö Basket,"Mirko Djeric, Steven Strong Jr, Dartaye Ruffin, Mio Hjalmarsson, Anton Johansson","Nässjö Basket|1,2,21,3,4",1,Mirko Djeric,4,Anton Johansson,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Dragan Damjanovic, Richie Springs, Milutin Vujicic, Markeith Browning II, Milos Bajic","Sloga Uppsala|13,2,27,3,4",4,Milos Bajic,2,Richie Springs,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Mirko Djeric, Richard Mendes, Steven Strong Jr, Mio Hjalmarsson, Anton Johansson","Nässjö Basket|1,15,2,3,4",1,Mirko Djeric,15,Richard Mendes,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Dragan Damjanovic, Marko Dujkovic, Markeith Browning II, Milos Bajic, Fabio Bergman Valatabar","Sloga Uppsala|13,22,3,4,9",9,Fabio Bergman Valatabar,13,Dragan Damjanovic,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Tyler Patterson, Richard Mendes, Steven Strong Jr, Mio Hjalmarsson, Anton Johansson","Nässjö Basket|11,15,2,3,4",4,Anton Johansson,15,Richard Mendes,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Mass Jonsson Samateh, Richard Mendes, Mio Hjalmarsson, Anton Johansson, Max Wirestig","Nässjö Basket|12,15,3,4,7",12,Mass Jonsson Samateh,15,Richard Mendes,1,2,0,1,1,1.0,2.0
Köping Stars,"Adam Tafra, Rickard Rietz, Dragos Andrei Diculescu, Lawrence Townsend III, Oliver Cupan","Köping Stars|1,11,31,4,6",6,Oliver Cupan,11,Rickard Rietz,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Tim Schüberg, Jacob Hadi, Dallion Johnson, Benjamin Middlebrooks, Ryker Cisarik","Norrköping Dolphins|0,13,23,34,5",0,Tim Schüberg,34,Benjamin Middlebrooks,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Tim Schüberg, Benjamin Middlebrooks, Ryker Cisarik, Zachary Harvey, Nathan Dawit","Norrköping Dolphins|0,34,5,88,94",34,Benjamin Middlebrooks,88,Zachary Harvey,1,2,0,1,1,1.0,2.0
Köping Stars,"Adam Tafra, Rickard Rietz, Dragos Andrei Diculescu, Sekou Sylla, Romeo Myrthil","Köping Stars|1,11,31,5,7",31,Dragos Andrei Diculescu,1,Adam Tafra,1,2,0,1,1,1.0,2.0
Köping Stars,"Adam Tafra, Tim Jonsson, John Pålsson, Dragos Andrei Diculescu, Lawrence Townsend III","Köping Stars|1,12,2,31,4",12,Tim Jonsson,11,Rickard Rietz,1,2,0,1,1,1.0,2.0
Köping Stars,"Adam Tafra, Tim Jonsson, John Pålsson, Dragos Andrei Diculescu, Lawrence Townsend III","Köping Stars|1,12,2,31,4",4,Lawrence Townsend III,31,Dragos Andrei Diculescu,1,2,0,1,1,1.0,2.0
Köping Stars,"Rickard Rietz, Dragos Andrei Diculescu, Lawrence Townsend III, Sekou Sylla, Romeo Myrthil","Köping Stars|11,31,4,5,7",5,Sekou Sylla,31,Dragos Andrei Diculescu,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Tim Schüberg, Dallion Johnson, Sebastian Forsling, Ryker Cisarik, Zachary Harvey","Norrköping Dolphins|0,23,25,5,88",23,Dallion Johnson,5,Ryker Cisarik,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Tim Schüberg, Pierre Hampton, Sebastian Forsling, Zachary Harvey, Nathan Dawit","Norrköping Dolphins|0,15,25,88,94",88,Zachary Harvey,25,Sebastian Forsling,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Tim Schüberg, Pierre Hampton, Dallion Johnson, Sebastian Forsling, Zachary Harvey","Norrköping Dolphins|0,15,23,25,88",23,Dallion Johnson,25,Sebastian Forsling,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Tim Schüberg, Pierre Hampton, Dallion Johnson, Sebastian Forsling, Zachary Harvey","Norrköping Dolphins|0,15,23,25,88",88,Zachary Harvey,25,Sebastian Forsling,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Tim Schüberg, Jacob Hadi, Pierre Hampton, Dallion Johnson, Sebastian Forsling","Norrköping Dolphins|0,13,15,23,25",23,Dallion Johnson,13,Jacob Hadi,1,2,0,1,1,1.0,2.0
Uppsala Basket,"Niklas Larsson, Max Andersson, Olle Stümer, Henrik Jädersten, Peter Stümer","Uppsala Basket|13,2,27,3,4",3,Henrik Jädersten,4,Peter Stümer,1,2,0,1,1,1.0,2.0
BC Luleå,"Robert Carpenter, Caleb McGill, Sergey Sepman, Antonio Daye, Gustav Hansson","BC Luleå|21,24,3,67,7",3,Sergey Sepman,24,Caleb McGill,1,2,0,1,1,1.0,2.0
Uppsala Basket,"Vilhelm Bodingh, Kaspar Mårtenson, Lukas Friberg, Hugo Tidare, Melker Delryd","Uppsala Basket|1,21,5,6,8",5,Lukas Friberg,1,Vilhelm Bodingh,1,2,0,1,1,1.0,2.0
Uppsala Basket,"Vilhelm Bodingh, Åke Swahn, Peter Stümer, Lukas Friberg, Hugo Tidare","Uppsala Basket|1,17,4,5,6",5,Lukas Friberg,17,Åke Swahn,1,2,0,1,1,1.0,2.0
BC Luleå,"Tobias Sjöberg, Felix Broström, Caleb McGill, Antonio Daye, Gustav Hansson","BC Luleå|15,17,24,67,7",24,Caleb McGill,15,Tobias Sjöberg,1,2,0,1,1,1.0,2.0
Uppsala Basket,"Niklas Larsson, Åke Swahn, Peter Stümer, Hugo Tidare, Melker Delryd","Uppsala Basket|13,17,4,6,8",4,Peter Stümer,17,Åke Swahn,1,2,0,1,1,1.0,2.0
Uppsala Basket,"Niklas Larsson, Max Andersson, Kaspar Mårtenson, Lukas Friberg, Melker Delryd","Uppsala Basket|13,2,21,5,8",2,Max Andersson,21,Kaspar Mårtenson,1,2,0,1,1,1.0,2.0
Uppsala Basket,"Niklas Larsson, Max Andersson, Kaspar Mårtenson, Peter Stümer, Hugo Tidare","Uppsala Basket|13,2,21,4,6",13,Niklas Larsson,21,Kaspar Mårtenson,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Mirko Djeric, Steven Strong Jr, Anton Lindqvist, Dartaye Ruffin, Anton Johansson","Nässjö Basket|1,2,20,21,4",2,Steven Strong Jr,4,Anton Johansson,1,2,0,1,1,1.0,2.0
Södertälje BBK,"Zaccharie Mortant, Jake O´Neil, Mattias Herlitz, Nicholas Spires, Oliver Gehrke","Södertälje BBK|1,10,12,30,31",30,Nicholas Spires,1,Zaccharie Mortant,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Richard Mendes, Steven Strong Jr, Anton Johansson","Nässjö Basket|1,11,15,2,4",2,Steven Strong Jr,4,Anton Johansson,1,2,0,1,1,1.0,2.0
Södertälje BBK,"Elias Desport, Zaccharie Mortant, Ayanfeoluwa Amoran, Mattias Herlitz, Oliver Gehrke","Södertälje BBK|0,1,11,12,31",1,Zaccharie Mortant,12,Mattias Herlitz,1,2,0,1,1,1.0,2.0
Södertälje BBK,"Zaccharie Mortant, Jake O´Neil, Mattias Herlitz, Nicholas Spires, Oliver Gehrke","Södertälje BBK|1,10,12,30,31",1,Zaccharie Mortant,31,Oliver Gehrke,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Mirko Djeric, Steven Strong Jr, Anton Lindqvist, Josef Fahrenholtz, Anton Johansson","Nässjö Basket|1,2,20,24,4",1,Mirko Djeric,24,Josef Fahrenholtz,1,2,0,1,1,1.0,2.0
Köping Stars,"Romello White, Adam Tafra, Dragos Andrei Diculescu, Sekou Sylla, Romeo Myrthil","Köping Stars|0,1,31,5,7",5,Sekou Sylla,31,Dragos Andrei Diculescu,1,2,0,1,1,1.0,2.0
Umeå Basket,"Adam Rask, William Christopher Dunston Jr, Melker Lindblom, Emanuel Lundmark, Isak Andersson","Umeå Basket|11,12,2,7,9",11,Adam Rask,7,Emanuel Lundmark,1,2,0,1,1,1.0,2.0
Umeå Basket,"Adam Rask, William Christopher Dunston Jr, Melker Lindblom, Emanuel Lundmark, Isak Andersson","Umeå Basket|11,12,2,7,9",11,Adam Rask,9,Isak Andersson,1,2,0,1,1,1.0,2.0
Umeå Basket,"Isac Åhnstrand, William Christopher Dunston Jr, Malte Eriksson, Duko Bos, Basem Abdulkader","Umeå Basket|1,12,15,22,8",12,William Christopher Dunston Jr,22,Duko Bos,1,2,0,1,1,1.0,2.0
Köping Stars,"Rickard Rietz, Tim Jonsson, John Pålsson, Lawrence Townsend III, Romeo Myrthil","Köping Stars|11,12,2,4,7",12,Tim Jonsson,4,Lawrence Townsend III,1,2,0,1,1,1.0,2.0
Umeå Basket,"Isac Åhnstrand, Alexander Yemane, Duko Bos, Emanuel Lundmark, Basem Abdulkader","Umeå Basket|1,17,22,7,8",7,Emanuel Lundmark,1,Isac Åhnstrand,1,2,0,1,1,1.0,2.0
Köping Stars,"Romello White, Adam Tafra, Dragos Andrei Diculescu, Sekou Sylla, Romeo Myrthil","Köping Stars|0,1,31,5,7",31,Dragos Andrei Diculescu,5,Sekou Sylla,1,2,0,1,1,1.0,2.0
Umeå Basket,"William Christopher Dunston Jr, Melker Lindblom, Duko Bos, Chiemeka Patrick Okeke - Nwaramma, Basem Abdulkader","Umeå Basket|12,2,22,77,8",22,Duko Bos,77,Chiemeka Patrick Okeke - Nwaramma,1,2,0,1,1,1.0,2.0
Köping Stars,"Romello White, Adam Tafra, Dragos Andrei Diculescu, Lawrence Townsend III, Oliver Cupan","Köping Stars|0,1,31,4,6",0,Romello White,4,Lawrence Townsend III,1,2,0,1,1,1.0,2.0
Köping Stars,"Romello White, Dragos Andrei Diculescu, Lawrence Townsend III, Sekou Sylla, Romeo Myrthil","Köping Stars|0,31,4,5,7",31,Dragos Andrei Diculescu,5,Sekou Sylla,1,2,0,1,1,1.0,2.0
Köping Stars,"Romello White, Dragos Andrei Diculescu, Sekou Sylla, Oliver Cupan, Romeo Myrthil","Köping Stars|0,31,5,6,7",5,Sekou Sylla,7,Romeo Myrthil,1,2,0,1,1,1.0,2.0
Köping Stars,"Romello White, Dragos Andrei Diculescu, Lawrence Townsend III, Sekou Sylla, Romeo Myrthil","Köping Stars|0,31,4,5,7",31,Dragos Andrei Diculescu,0,Romello White,1,2,0,1,1,1.0,2.0
Köping Stars,"Romello White, Dragos Andrei Diculescu, Lawrence Townsend III, Sekou Sylla, Romeo Myrthil","Köping Stars|0,31,4,5,7",4,Lawrence Townsend III,5,Sekou Sylla,1,2,0,1,1,1.0,2.0
Köping Stars,"Romello White, Dragos Andrei Diculescu, Lawrence Townsend III, Sekou Sylla, Romeo Myrthil","Köping Stars|0,31,4,5,7",5,Sekou Sylla,31,Dragos Andrei Diculescu,1,2,0,1,1,1.0,2.0
Umeå Basket,"Isac Åhnstrand, Adam Rask, William Christopher Dunston Jr, Alexander Yemane, Isak Andersson","Umeå Basket|1,11,12,17,9",1,Isac Åhnstrand,17,Alexander Yemane,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Axel Nordström, Jonathan Ninkingira, Marko Dujkovic, Markeith Browning II, Fabio Bergman Valatabar","Sloga Uppsala|10,12,22,3,9",22,Marko Dujkovic,10,Axel Nordström,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Axel Nordström, Jonathan Ninkingira, Marko Dujkovic, Markeith Browning II, Fabio Bergman Valatabar","Sloga Uppsala|10,12,22,3,9",10,Axel Nordström,3,Markeith Browning II,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Axel Nordström, Jonathan Ninkingira, Marko Dujkovic, Markeith Browning II, Fabio Bergman Valatabar","Sloga Uppsala|10,12,22,3,9",9,Fabio Bergman Valatabar,10,Axel Nordström,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Tim Schüberg, Jacob Hadi, Hugo Bergström, Benjamin Middlebrooks, Ryker Cisarik","Norrköping Dolphins|0,13,21,34,5",5,Ryker Cisarik,13,Jacob Hadi,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Tim Schüberg, Jacob Hadi, Hugo Bergström, Sebastian Forsling, Ryker Cisarik","Norrköping Dolphins|0,13,21,25,5",5,Ryker Cisarik,25,Sebastian Forsling,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Axel Nordström, Dragan Damjanovic, Richie Springs, Markeith Browning II, Milos Bajic","Sloga Uppsala|10,13,2,3,4",4,Milos Bajic,2,Richie Springs,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Pierre Hampton, Hugo Bergström, Sebastian Forsling, Ryker Cisarik, Zachary Harvey","Norrköping Dolphins|15,21,25,5,88",5,Ryker Cisarik,88,Zachary Harvey,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Axel Nordström, Jonathan Ninkingira, Marko Dujkovic, Markeith Browning II, Fabio Bergman Valatabar","Sloga Uppsala|10,12,22,3,9",22,Marko Dujkovic,3,Markeith Browning II,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Jacob Hadi, Hugo Bergström, Sebastian Forsling, Ryker Cisarik, Zachary Harvey","Norrköping Dolphins|13,21,25,5,88",88,Zachary Harvey,13,Jacob Hadi,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Jonathan Ninkingira, Dragan Damjanovic, Richie Springs, Markeith Browning II, Milos Bajic","Sloga Uppsala|12,13,2,3,4",2,Richie Springs,3,Markeith Browning II,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Axel Nordström, Jonathan Ninkingira, Dragan Damjanovic, Richie Springs, Milos Bajic","Sloga Uppsala|10,12,13,2,4",10,Axel Nordström,2,Richie Springs,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Leo Hassler, Richie Springs, Milos Bajic, Timur Grinev, Fabio Bergman Valatabar","Sloga Uppsala|14,2,4,44,9",9,Fabio Bergman Valatabar,2,Richie Springs,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Jacob Hadi, Hugo Bergström, Dallion Johnson, Ryker Cisarik, Mahrcus Forlini","Norrköping Dolphins|13,21,23,5,9",13,Jacob Hadi,5,Ryker Cisarik,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Leo Hassler, Richie Springs, Milos Bajic, Timur Grinev, Fabio Bergman Valatabar","Sloga Uppsala|14,2,4,44,9",2,Richie Springs,44,Timur Grinev,1,2,0,1,1,1.0,2.0
Borås Basket,"KJ Jenkins, Ali Sow, Justin Vander Baan, Oskar Palmquist, Fredrik Andersson","Borås Basket|0,1,18,2,8",1,Ali Sow,18,Justin Vander Baan,1,2,0,1,1,1.0,2.0
Borås Basket,"KJ Jenkins, Justin Vander Baan, Oskar Palmquist, Ludvig Johansson, John Brändmark","Borås Basket|0,18,2,4,66",2,Oskar Palmquist,0,KJ Jenkins,1,2,0,1,1,1.0,2.0
Jämtland Basket,"Denzel George, Michael Christmas, Adam Johansson, Brayden Parker, Erik Persson","Jämtland Basket|22,25,3,7,9",22,Denzel George,7,Brayden Parker,1,2,0,1,1,1.0,2.0
Jämtland Basket,"Nils Botold, Michael Christmas, Adam Johansson, Brayden Parker, Erik Persson","Jämtland Basket|23,25,3,7,9",7,Brayden Parker,25,Michael Christmas,1,2,0,1,1,1.0,2.0
Jämtland Basket,"Nils Botold, Michael Christmas, Adam Johansson, Brayden Parker, Erik Persson","Jämtland Basket|23,25,3,7,9",25,Michael Christmas,7,Brayden Parker,1,2,0,1,1,1.0,2.0
Jämtland Basket,"Keaston Willis, André Jonsson Lorentsson, Denzel George, Adam Johansson, Brayden Parker","Jämtland Basket|0,13,22,3,7",3,Adam Johansson,0,Keaston Willis,1,2,0,1,1,1.0,2.0
Jämtland Basket,"Keaston Willis, André Jonsson Lorentsson, Denzel George, Adam Johansson, Brayden Parker","Jämtland Basket|0,13,22,3,7",0,Keaston Willis,7,Brayden Parker,1,2,0,1,1,1.0,2.0
Borås Basket,"Filip Larsson, Justin Vander Baan, AJ Clayton, Ludvig Johansson, Fredrik Andersson","Borås Basket|14,18,23,4,8",4,Ludvig Johansson,23,AJ Clayton,1,2,0,1,1,1.0,2.0
Jämtland Basket,"Keaston Willis, Denzel George, Michael Christmas, Brayden Parker, Erik Persson","Jämtland Basket|0,22,25,7,9",25,Michael Christmas,0,Keaston Willis,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Mirko Djeric, Abdou Medjedoub, Steven Strong Jr, Anton Lindqvist, Anton Johansson","Nässjö Basket|1,17,2,20,4",2,Steven Strong Jr,17,Abdou Medjedoub,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Mirko Djeric, Anton Lindqvist, Dartaye Ruffin, Josef Fahrenholtz, Mio Hjalmarsson","Nässjö Basket|1,20,21,24,3",24,Josef Fahrenholtz,3,Mio Hjalmarsson,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Mirko Djeric, Steven Strong Jr, Anton Lindqvist, Dartaye Ruffin, Josef Fahrenholtz","Nässjö Basket|1,2,20,21,24",1,Mirko Djeric,20,Anton Lindqvist,1,2,0,1,1,1.0,2.0
BC Luleå,"Felix Broström, Robert Carpenter, Caleb McGill, Daniel Hansson, Gustav Hansson","BC Luleå|17,21,24,6,7",21,Robert Carpenter,24,Caleb McGill,1,2,0,1,1,1.0,2.0
BC Luleå,"Felix Broström, Robert Carpenter, Caleb McGill, Antonio Daye, Gustav Hansson","BC Luleå|17,21,24,67,7",17,Felix Broström,21,Robert Carpenter,1,2,0,1,1,1.0,2.0
BC Luleå,"Felix Broström, Robert Carpenter, Caleb McGill, Sergey Sepman, Antonio Daye","BC Luleå|17,21,24,3,67",67,Antonio Daye,17,Felix Broström,1,2,0,1,1,1.0,2.0
BC Luleå,"Elliot Broström, Robert Carpenter, Caleb McGill, Sergey Sepman, Antonio Daye","BC Luleå|2,21,24,3,67",67,Antonio Daye,21,Robert Carpenter,1,2,0,1,1,1.0,2.0
BC Luleå,"Tobias Sjöberg, Elliot Broström, Caleb McGill, Daniel Hansson, Gustav Hansson","BC Luleå|15,2,24,6,7",6,Daniel Hansson,24,Caleb McGill,1,2,0,1,1,1.0,2.0
BC Luleå,"Tobias Sjöberg, Caleb McGill, Joel Tewolde Berhane, Daniel Hansson, Gustav Hansson","BC Luleå|15,24,5,6,7",15,Tobias Sjöberg,24,Caleb McGill,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Tyler Patterson, Richard Mendes, Abdou Medjedoub, Steven Strong Jr, Josef Fahrenholtz","Nässjö Basket|11,15,17,2,24",11,Tyler Patterson,24,Josef Fahrenholtz,1,2,0,1,1,1.0,2.0
Umeå Basket,"Alexander Yemane, Melker Lindblom, Duko Bos, Emanuel Lundmark, Isak Andersson","Umeå Basket|17,2,22,7,9",17,Alexander Yemane,7,Emanuel Lundmark,1,2,0,1,1,1.0,2.0
Södertälje BBK,"Elias Desport, Jake O´Neil, Ayanfeoluwa Amoran, Mattias Herlitz, Ibrahim Magassa","Södertälje BBK|0,10,11,12,3",3,Ibrahim Magassa,11,Ayanfeoluwa Amoran,1,2,0,1,1,1.0,2.0
Umeå Basket,"Isac Åhnstrand, Adam Rask, William Christopher Dunston Jr, Melker Lindblom, Emanuel Lundmark","Umeå Basket|1,11,12,2,7",1,Isac Åhnstrand,7,Emanuel Lundmark,1,2,0,1,1,1.0,2.0
Umeå Basket,"Adam Rask, Alexander Yemane, Melker Lindblom, Emanuel Lundmark, Isak Andersson","Umeå Basket|11,17,2,7,9",9,Isak Andersson,7,Emanuel Lundmark,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Tim Schüberg, Benjamin Middlebrooks, Ryker Cisarik, Zachary Harvey, Nathan Dawit","Norrköping Dolphins|0,34,5,88,94",5,Ryker Cisarik,88,Zachary Harvey,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Tim Schüberg, Benjamin Middlebrooks, Ryker Cisarik, Zachary Harvey, Nathan Dawit","Norrköping Dolphins|0,34,5,88,94",0,Tim Schüberg,88,Zachary Harvey,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Hugo Bergström, Benjamin Middlebrooks, Ryker Cisarik, Zachary Harvey, Nathan Dawit","Norrköping Dolphins|21,34,5,88,94",21,Hugo Bergström,5,Ryker Cisarik,1,2,0,1,1,1.0,2.0
Uppsala Basket,"Vilhelm Bodingh, Niklas Larsson, Åke Swahn, Max Andersson, Peter Stümer","Uppsala Basket|1,13,17,2,4",2,Max Andersson,4,Peter Stümer,1,2,0,1,1,1.0,2.0
Norrköping Dolphins,"Tim Schüberg, Dallion Johnson, Benjamin Middlebrooks, Ryker Cisarik, Zachary Harvey","Norrköping Dolphins|0,23,34,5,88",23,Dallion Johnson,5,Ryker Cisarik,1,2,0,1,1,1.0,2.0
Uppsala Basket,"Niklas Larsson, Max Andersson, Olle Stümer, Henrik Jädersten, Peter Stümer","Uppsala Basket|13,2,27,3,4",3,Henrik Jädersten,27,Olle Stümer,1,2,0,1,1,1.0,2.0
Uppsala Basket,"Max Andersson, Kaspar Mårtenson, Olle Stümer, Hugo Tidare, Melker Delryd","Uppsala Basket|2,21,27,6,8",27,Olle Stümer,21,Kaspar Mårtenson,1,2,0,1,1,1.0,2.0
Uppsala Basket,"Niklas Larsson, Olle Stümer, Henrik Jädersten, Peter Stümer, Hugo Tidare","Uppsala Basket|13,27,3,4,6",13,Niklas Larsson,27,Olle Stümer,1,2,0,1,1,1.0,2.0
Uppsala Basket,"Max Andersson, Kaspar Mårtenson, Henrik Jädersten, Peter Stümer, Melker Delryd","Uppsala Basket|2,21,3,4,8",8,Melker Delryd,21,Kaspar Mårtenson,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Mio Hjalmarsson, Anton Johansson","Nässjö Basket|1,11,17,3,4",3,Mio Hjalmarsson,4,Anton Johansson,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Mio Hjalmarsson, Anton Johansson","Nässjö Basket|1,11,17,3,4",3,Mio Hjalmarsson,1,Mirko Djeric,1,2,0,1,1,1.0,2.0
Jämtland Basket,"Keaston Willis, André Jonsson Lorentsson, Nils Botold, Michael Christmas, Samari Curtis","Jämtland Basket|0,13,23,25,41",13,André Jonsson Lorentsson,23,Nils Botold,1,2,0,1,1,1.0,2.0
Jämtland Basket,"Keaston Willis, André Jonsson Lorentsson, Nils Botold, Michael Christmas, Samari Curtis","Jämtland Basket|0,13,23,25,41",41,Samari Curtis,25,Michael Christmas,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Mirko Djeric, Richard Mendes, Steven Strong Jr, Dartaye Ruffin, Josef Fahrenholtz","Nässjö Basket|1,15,2,21,24",1,Mirko Djeric,21,Dartaye Ruffin,1,2,0,1,1,1.0,2.0
Jämtland Basket,"Nils Botold, Adam Johansson, Brayden Parker, Erik Persson","Jämtland Basket|23,3,7,9",22,Denzel George,23,Nils Botold,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Mirko Djeric, Dartaye Ruffin, Josef Fahrenholtz, Mio Hjalmarsson, Anton Johansson","Nässjö Basket|1,21,24,3,4",1,Mirko Djeric,21,Dartaye Ruffin,1,2,0,1,1,1.0,2.0
Nässjö Basket,"Mirko Djeric, Tyler Patterson, Abdou Medjedoub, Steven Strong Jr, Mio Hjalmarsson","Nässjö Basket|1,11,17,2,3",1,Mirko Djeric,17,Abdou Medjedoub,1,2,0,1,1,1.0,2.0
Jämtland Basket,"Hugo Waldeck, André Jonsson Lorentsson, Jonatan Boberg, Nils Botold, Erik Persson","Jämtland Basket|12,13,2,23,9",23,Nils Botold,2,Jonatan Boberg,1,2,0,1,1,1.0,2.0
Jämtland Basket,"Hugo Waldeck, André Jonsson Lorentsson, Jonatan Boberg, Nils Botold, Erik Persson","Jämtland Basket|12,13,2,23,9",9,Erik Persson,13,André Jonsson Lorentsson,1,2,0,1,1,1.0,2.0
Borås Basket,"Ali Sow, Oskar Palmquist, AJ Clayton, John Brändmark, Fredrik Andersson","Borås Basket|1,2,23,66,8",2,Oskar Palmquist,23,AJ Clayton,1,2,0,1,1,1.0,2.0
Borås Basket,"KJ Jenkins, Justin Vander Baan, Ludvig Johansson, William Guténius, Andreas Person","Borås Basket|0,18,4,6,9",9,Andreas Person,18,Justin Vander Baan,1,2,0,1,1,1.0,2.0
Högsbo Basket,"Tony Vitali, Jonathan Peleg, Anes Zekovic, Alexander Karras, Jan Tratnik","Högsbo Basket|22,26,6,7,9",6,Anes Zekovic,9,Jan Tratnik,1,2,0,1,1,1.0,2.0
Borås Basket,"KJ Jenkins, Justin Vander Baan, AJ Clayton, John Brändmark, Andreas Person","Borås Basket|0,18,23,66,9",0,KJ Jenkins,18,Justin Vander Baan,1,2,0,1,1,1.0,2.0
Borås Basket,"Ali Sow, Oskar Palmquist, AJ Clayton, Ludvig Johansson, Fredrik Andersson","Borås Basket|1,2,23,4,8",8,Fredrik Andersson,4,Ludvig Johansson,1,2,0,1,1,1.0,2.0
Borås Basket,"Ali Sow, Justin Vander Baan, AJ Clayton, Ludvig Johansson, Fredrik Andersson","Borås Basket|1,18,23,4,8",1,Ali Sow,18,Justin Vander Baan,1,2,0,1,1,1.0,2.0
Borås Basket,"Ali Sow, Justin Vander Baan, AJ Clayton, Ludvig Johansson, Fredrik Andersson","Borås Basket|1,18,23,4,8",1,Ali Sow,4,Ludvig Johansson,1,2,0,1,1,1.0,2.0
Borås Basket,"Ali Sow, Oskar Palmquist, AJ Clayton, Fredrik Andersson, Andreas Person","Borås Basket|1,2,23,8,9",1,Ali Sow,23,AJ Clayton,1,2,0,1,1,1.0,2.0
Borås Basket,"KJ Jenkins, AJ Clayton, Ludvig Johansson, Fredrik Andersson, Andreas Person","Borås Basket|0,23,4,8,9",8,Fredrik Andersson,23,AJ Clayton,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Axel Nordström, Dragan Damjanovic, Richie Springs, Milutin Vujicic, Milos Bajic","Sloga Uppsala|10,13,2,27,4",27,Milutin Vujicic,2,Richie Springs,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Axel Nordström, Dragan Damjanovic, Richie Springs, Milutin Vujicic, Milos Bajic","Sloga Uppsala|10,13,2,27,4",13,Dragan Damjanovic,2,Richie Springs,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Axel Nordström, Dragan Damjanovic, Richie Springs, Markeith Browning II, Milos Bajic","Sloga Uppsala|10,13,2,3,4",10,Axel Nordström,4,Milos Bajic,1,2,0,1,1,1.0,2.0
Södertälje BBK,"Zaccharie Mortant, Jake O´Neil, Ibrahim Magassa, Nicholas Spires, Noel Karlsson Rask","Södertälje BBK|1,10,3,30,5",None,Player None,5,Noel Karlsson Rask,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Jonathan Ninkingira, Richie Springs, Marko Dujkovic, Milutin Vujicic, Markeith Browning II","Sloga Uppsala|12,2,22,27,3",12,Jonathan Ninkingira,2,Richie Springs,1,2,0,1,1,1.0,2.0
Sloga Uppsala,"Axel Nordström, Richie Springs, Marko Dujkovic, Markeith Browning II, Milos Bajic","Sloga Uppsala|10,2,22,3,4",3,Markeith Browning II,2,Richie Springs,1,2,0,1,1,1.0,2.0
Södertälje BBK,"Zaccharie Mortant, Jake O´Neil, Mattias Herlitz, Ibrahim Magassa, Nicholas Spires","Södertälje BBK|1,10,12,3,30",None,Player None,1,Zaccharie Mortant,1,2,0,1,1,1.0,2.0
