Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
BC Luleå,7,Gustav Hansson,,28,31.2,872.9,593,21.2,188,391,48.1,68,161,42.2,149,169,88.2,16,78,94,181,41,3,60,0,56.8,63.7,28.1,112.9,28.0,7.6,2.4,10.7,6.7,35.5,2.5,0.4,11.4,0.43,14.97,9.46,5.51,98,51,52,99,49,49.5,144,63,43.8,32,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Borås Basket,1,Ali Sow,,28,24.9,696.7,557,19.9,187,349,53.6,58,150,38.7,125,154,81.2,11,99,110,163,23,9,72,0,61.9,66.8,32.6,114.0,25.5,6.9,1.9,15.4,9.0,45.1,1.7,1.2,14.7,0.44,13.82,8.71,5.11,64,48,75,105,61,58.1,134,51,38.1,38,23,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Borås Basket,23,AJ Clayton,,28,27.3,765.4,441,15.8,153,284,53.9,73,171,42.7,62,74,83.8,46,109,155,49,13,25,23,0,66.7,69.7,20.6,129.9,20.2,7.8,7.2,15.5,11.6,10.9,0.9,3.0,6.8,0.26,12.28,8.43,3.86,53,42,79.2,44,27,61.4,148,63,42.6,7,13,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Jämtland Basket,7,Brayden Parker,,15,25.4,381.6,189,12.6,67,126,53.2,25,59,42.4,30,46,65.2,37,87,124,45,17,11,15,0,63.1,64.6,18.4,117.2,16.6,5.2,10.4,24.7,17.5,18.9,2.3,3.1,9.3,0.37,11.96,8.24,3.72,50,32,64,15,9,60,53,25,47.2,6,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Norrköping Dolphins,88,Zachary Harvey,,1,21.3,21.3,16,16.0,6,8,75.0,1,2,50.0,3,4,75.0,0,4,4,0,2,0,1,0,81.2,82.0,22.1,148.7,19.8,2.5,0.0,19.8,11.6,0.0,4.7,0.0,9.3,0.5,11.66,6.07,5.6,3,3,100,3,2,66.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jämtland Basket,41,Samari Curtis,,26,20.9,544.5,298,11.5,92,171,53.8,23,60,38.3,91,116,78.4,22,65,87,122,31,28,55,0,60.5,67.1,22.7,107.6,15.4,3.1,4.4,12.8,8.6,35.1,2.9,5.5,19.9,0.68,11.34,6.96,4.37,85,56,65.9,17,10,58.8,59,21,35.6,20,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Umeå Basket,12,William Christopher Dunston Jr,,28,31.4,880.4,393,14.0,132,239,55.2,27,97,27.8,102,135,75.6,56,210,266,88,74,51,49,0,60.9,65.9,17.7,113.1,18.1,4.5,7.1,26.6,16.9,18.2,4.2,6.3,14.1,0.56,11.31,4.42,6.89,125,96,76.8,11,3,27.3,93,25,26.9,22,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Södertälje BBK,10,Mason Daniel Madsen,,8,23.3,186.1,136,17.0,47,84,56.0,27,47,57.4,15,19,78.9,10,24,34,14,9,1,16,0,72.0,73.6,27.9,125.5,23.5,8.1,7.2,18.2,12.5,14.2,2.6,0.7,14.8,0.23,11.27,7.34,3.93,25,15,60,9,3,33.3,44,24,54.5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BC Luleå,1,Lamonte Turner,,8,24.5,196.2,153,19.1,59,102,57.8,15,25,60.0,20,29,69.0,2,26,28,23,11,1,17,0,65.2,66.7,32.9,116.1,26.2,4.3,1.4,15.0,8.9,24.6,3.0,0.6,12.9,0.28,11.24,6.81,4.44,35,25,71.4,23,12,52.2,22,13,59.1,8,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Norrköping Dolphins,34,Ben Middlebrooks,,28,24.8,693.4,404,14.4,138,276,50.0,45,112,40.2,83,131,63.4,75,126,201,53,36,22,38,0,58.2,60.5,23.9,108.7,18.6,5.2,13.1,22.4,17.7,12.6,2.7,3.2,10.2,0.47,11.19,6.78,4.4,114,71,62.3,29,9,31,100,41,41,12,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
