Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Baskets Juniors TSG Westerstede,Beni Fungula,8,Beni Fungula,26,30.5,793.7,480.0,18.5,176.0,396.0,44.4,36.0,115.0,31.3,92.0,117.0,78.6,48.0,105.0,153.0,73.0,44.0,9.0,74.0,44.0,454.5,28.7,23.1,3.5,7.4,158,638.0,24.5,30.8,47,4.3,39,13,52.5,48.7,11,3.41,-0.02,3.43,3.3,2.4,218.0,114.0,52.3,63.0,26.0,41.3,0.0,0.0,0,75.0,7.0,24.0,38.0,0.0,8.0,73.0,125.0,110.0
BSW Sixers,Robert Joseph Holmes,11,Robert Joseph Holmes,26,32.2,837.0,436.0,16.8,155.0,376.0,41.2,50.0,154.0,32.5,76.0,99.0,76.8,57.0,155.0,212.0,46.0,35.0,40.0,60.0,75.0,405.7,26.0,22.5,2.4,10.9,92,528.0,20.3,27.2,43,3.3,36,15,50.5,48.6,13,4.49,-0.28,4.77,4.1,2.6,168.0,91.0,54.2,54.0,14.0,25.9,0.0,0.0,0,75.0,7.0,23.0,25.0,0.0,7.0,76.0,93.0,84.0
Iserlohn Kangaroos,Tyson Leitao,32,Tyson Leitao,26,27.1,704.9,384.0,14.8,125.0,252.0,49.6,6.0,18.0,33.3,128.0,160.0,80,108.0,156.0,264.0,39.0,38.0,27.0,67.0,78.0,270.1,20.0,19.3,2.0,13.2,94,478.0,18.4,24.0,40,3.6,24,21,60.2,42.2,11,4.3,0.08,4.22,5.0,2.2,182.0,96.0,52.7,52.0,23.0,44.2,0.0,0.0,0,38.0,0.0,16.0,25.0,0.0,15.0,99.0,53.0,82.0
BSW Sixers,Toby Okwuokei,10,Toby Okwuokei,26,34.0,884.0,353.0,13.6,126.0,352.0,35.8,36.0,131.0,27.5,65.0,88.0,73.9,50.0,135.0,185.0,102.0,45.0,2.0,64.0,57.0,388.5,23.5,18.2,5.3,9.5,227,580.0,22.3,29.9,60,3.8,48,13,55.8,59.7,16,1.35,-2.43,3.78,2.3,2.5,146.0,67.0,45.9,75.0,23.0,30.7,0.0,0.0,0,54.0,17.0,39.0,18.0,0.0,7.0,80.0,80.0,61.0
LOK BERNAU,Anthony Watkins,0,Anthony Watkins,26,22.6,588.0,347.0,13.3,128.0,295.0,43.4,36.0,122.0,29.5,55.0,77.0,71.4,43.0,52.0,95.0,76.0,30.0,10.0,44.0,43.0,316.7,26.2,16.1,3.5,4.4,156,503.0,19.3,23.4,33,2.5,39,16,35.8,51.0,13,5.69,0.72,4.98,2.7,2.1,150.0,79.0,52.7,23.0,13.0,56.5,0.0,0.0,0,55.0,4.0,27.0,14.0,0.0,3.0,83.0,90.0,94.0
SC Rist Wedel,Lincoln James Rosebush,33,Lincoln James Rosebush,26,23.9,620.9,334.0,12.8,125.0,313.0,39.9,34.0,93.0,36.6,50.0,76.0,65.8,69.0,135.0,204.0,19.0,19.0,10.0,50.0,44.0,314.3,26.7,16.9,1.0,10.3,34,368.0,14.2,18.7,24,2.4,24,3,47.4,29.3,10,0.46,-0.39,0.85,5.0,3.1,155.0,77.0,49.7,65.0,14.0,21.5,0.0,0.0,0,31.0,6.0,11.0,26.0,0.0,9.0,84.0,62.0,77.0
ETB Miners,Mychael Paulo,10,Mychael Paulo,26,27.3,710.3,333.0,12.8,121.0,285.0,42.5,54.0,161.0,33.5,37.0,49.0,75.5,26.0,88.0,114.0,70.0,38.0,8.0,29.0,44.0,297.2,21.9,16.8,3.5,5.7,154,487.0,18.7,24.6,25,3.6,24,11,43.3,30.8,7,7.8,1.51,6.28,2.5,2.7,71.0,48.0,67.6,53.0,19.0,35.8,0.0,0.0,0,27.0,15.0,18.0,9.0,0.0,2.0,58.0,62.0,81.0
ETB Miners,Niclas Jonathan Sperber,12,Niclas Jonathan Sperber,26,23.6,613.8,313.0,12.0,99.0,220.0,45,40.0,100.0,40,75.0,86.0,87.2,32.0,96.0,128.0,28.0,32.0,12.0,59.0,67.0,273.4,23.4,15.8,1.4,6.5,60,373.0,14.3,18.8,14,2.0,11,7,49.7,15.1,7,5.01,-1.07,6.08,3.5,2.9,102.0,53.0,52,18.0,6.0,33.3,0.0,0.0,0,33.0,6.0,25.0,25.0,0.0,5.0,40.0,80.0,79.0
TSV Neustadt temps Shooters,Emil Loch,3,Emil Loch,26,28.0,729.3,291.0,11.2,103.0,248.0,41.5,49.0,138.0,35.5,36.0,50.0,72,32.0,73.0,105.0,36.0,15.0,6.0,44.0,87.0,270.7,18.4,13.8,1.7,5.0,84,375.0,14.4,17.7,27,2.5,22,10,51.1,34.4,11,-1.24,-3.61,2.37,3.2,3.4,83.0,47.0,56.6,27.0,7.0,25.9,0.0,0.0,0,18.0,2.0,20.0,10.0,0.0,12.0,43.0,47.0,48.0
Iserlohn Kangaroos,Christopher Schultz,13,Christopher Schultz,26,30.2,784.0,290.0,11.2,111.0,230.0,48.3,40.0,112.0,35.7,28.0,35.0,80,43.0,126.0,169.0,75.0,41.0,1.0,47.0,75.0,239.4,15.9,14.5,3.8,8.5,194,484.0,18.6,24.3,25,2.3,21,7,51.9,28.1,11,3.24,-1.49,4.73,3.0,2.5,107.0,64.0,59.8,11.0,7.0,63.6,0.0,0.0,0,26.0,9.0,18.0,13.0,0.0,7.0,46.0,61.0,69.0
Itzehoe Eagles,Sven Cikara,3,Sven Cikara,26,24.6,639.8,264.0,10.2,71.0,204.0,34.8,35.0,104.0,33.7,87.0,101.0,86.1,22.0,38.0,60.0,121.0,37.0,3.0,91.0,91.0,304.7,24.3,13.1,6.0,3.0,257,521.0,20.0,25.8,29,3.2,12,12,83.9,23.3,9,-1.55,-3.63,2.08,1.4,1.8,68.0,28.0,41.2,32.0,8.0,25,0.0,0.0,0,25.0,20.0,51.0,30.0,0.0,8.0,41.0,55.0,41.0
TKS 49ers,Leonard Paul Hampl,18,Leonard Paul Hampl,26,24.0,623.8,238.0,9.2,85.0,206.0,41.3,8.0,24.0,33.3,60.0,86.0,69.8,40.0,91.0,131.0,61.0,18.0,9.0,72.0,91.0,264.8,22.1,11.7,3.0,6.5,142,380.0,14.6,18.7,26,2.6,18,14,53.8,29.2,10,-5.16,-7.7,2.54,3.8,2.9,147.0,65.0,44.2,35.0,12.0,34.3,0.0,0.0,0,38.0,2.0,22.0,33.0,0.0,10.0,48.0,27.0,55.0
TSV Neustadt temps Shooters,Elias Marei,7,Elias Marei,26,25.9,673.8,232.0,8.9,87.0,219.0,39.7,29.0,106.0,27.4,29.0,42.0,69,32.0,116.0,148.0,73.0,25.0,7.0,45.0,96.0,240.5,17.7,11.0,3.5,7.0,156,388.0,14.9,18.4,27,2.7,18,3,69.9,23.3,10,-0.21,-4.48,4.27,3.2,3.0,85.0,47.0,55.3,28.0,11.0,39.3,0.0,0.0,0,26.0,4.0,13.0,16.0,0.0,8.0,28.0,50.0,38.0
TKS 49ers,Lukas Daniel Wagner,6,Lukas Daniel Wagner,26,23.6,614.6,224.0,8.6,77.0,183.0,42.1,35.0,119.0,29.4,35.0,45.0,77.8,9.0,33.0,42.0,45.0,28.0,3.0,35.0,67.0,219.6,18.6,11.0,2.2,2.1,93,317.0,12.2,15.6,24,3.0,15,10,61.9,22.4,8,-1.92,-4.53,2.61,2.1,2.9,55.0,39.0,70.9,9.0,3.0,33.3,0.0,0.0,0,16.0,3.0,17.0,10.0,0.0,6.0,6.0,70.0,64.0
BSW Sixers,Emanuel Ozike,12,Emanuel Ozike,26,25.4,660.8,211.0,8.1,84.0,144.0,58.3,0.0,2.0,0,43.0,75.0,57.3,75.0,110.0,185.0,15.0,15.0,18.0,23.0,60.0,120.0,9.7,10.9,0.8,9.5,31,242.0,9.3,12.5,27,2.5,17,9,64.4,22.0,11,1.35,-1.94,3.29,4.6,3.7,126.0,78.0,61.9,16.0,6.0,37.5,0.0,0.0,0,25.0,0.0,8.0,9.0,0.0,1.0,73.0,27.0,42.0
SC Rist Wedel,Linus Hoffmann,29,Linus Hoffmann,26,24.1,625.4,210.0,8.1,80.0,192.0,41.7,22.0,83.0,26.5,28.0,43.0,65.1,46.0,121.0,167.0,18.0,14.0,3.0,23.0,56.0,180.4,15.2,10.7,0.9,8.5,36,246.0,9.5,12.5,20,2.9,14,5,61.7,18.2,7,-0.75,-2.53,1.78,4.3,3.9,60.0,33.0,55,49.0,25.0,51,0.0,0.0,0,14.0,1.0,11.0,5.0,0.0,5.0,43.0,29.0,37.0
