Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
ETB Miners,4,Quashawn Tyrese Lane,,25,30.0,749.5,396,15.8,133,263,50.6,19,56,33.9,111,132,84.1,30,89,119,148,34,1,74,38,54.2,61.7,23.3,100.2,20.9,3.0,4.7,13.2,9.0,35.2,2.4,0.1,18.7,0.5,13.84,7.49,6.35,146,83,56.8,61,31,50.8,0,0,0,33,29,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
BBC Coburg,13,Darius Dawson,,24,28.9,693.9,428,17.8,165,259,63.7,9,21,42.9,89,113,78.8,39,137,176,57,31,17,55,49,65.4,69.3,24.0,117.7,23.4,1.1,7.4,24.5,16.2,15.4,2.3,2.6,15.1,0.44,12.25,6.54,5.7,208,149,71.6,30,7,23.3,0,0,0,16,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Itzehoe Eagles,2,Walter J McBride,,23,32.5,748.4,415,18.0,158,330,47.9,55,152,36.2,44,61,72.1,22,62,84,104,51,6,46,45,56.2,58.1,23.9,103.0,23.3,8.5,3.3,9.6,6.4,26.6,3.5,0.9,11.4,0.18,11.83,7.4,4.43,124,77,62.1,54,26,48.1,0,0,0,28,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Baskets Juniors TSG Westerstede,0,Jon'll Larenz Fugett,,21,34.8,731.0,492,23.4,148,391,37.9,72,237,30.4,124,155,80.0,22,73,95,127,41,2,71,53,47.1,53.6,30.6,92.8,29.2,14.1,3.4,12.1,7.6,30.7,2.8,0.3,13.4,0.4,11.56,7.78,3.78,126,65,51.6,28,11,39.3,0,0,0,37,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ETB Miners,10,Mychael Paulo,,26,27.3,710.3,333,12.8,121,285,42.5,54,161,33.5,37,49,75.5,26,88,114,70,38,8,29,44,51.9,54.3,20.7,99.2,16.8,8.1,4.2,13.6,9.0,17.5,2.8,1.2,8.6,0.17,11.28,6.2,5.08,71,48,67.6,53,19,35.8,0,0,0,18,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Seawolves Academy,11,Jalen Page,,25,33.1,827.0,562,22.5,188,403,46.7,62,169,36.7,124,149,83.2,29,114,143,147,48,7,102,46,54.3,60.0,30.7,98.5,28.6,8.6,4.0,14.7,9.6,39.0,3.0,0.7,17.9,0.37,10.89,6.88,4.02,149,83,55.7,85,43,50.6,0,0,0,52,32,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Porsche BBA Ludwigsburg,20,Simon Feneberg,,22,29.2,641.8,302,13.7,107,239,44.8,55,158,34.8,33,43,76.7,23,62,85,100,31,1,45,46,56.3,58.5,21.1,99.7,18.4,9.6,4.1,12.2,8.0,28.2,2.6,0.1,14.9,0.18,10.63,5.43,5.2,68,44,64.7,13,8,61.5,0,0,0,23,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
LOK BERNAU,24,Guy Artman Nahmias,,25,26.6,665.4,354,14.2,119,250,47.6,44,123,35.8,72,88,81.8,19,63,82,117,43,0,53,58,56.4,61.3,21.2,103.6,17.1,6.0,3.1,10.5,6.8,29.8,3.2,0.0,15.5,0.35,10.57,5.24,5.33,97,60,61.9,30,15,50,0,0,0,24,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BBC Coburg,12,Dylan Fasoyiro,,23,27.4,630.6,433,18.8,150,304,49.3,46,108,42.6,87,114,76.3,34,88,122,46,34,3,45,52,56.9,61.1,29.0,108.5,24.7,6.2,7.0,16.9,12.2,13.7,2.8,0.5,11.3,0.38,10.53,6.32,4.21,137,79,57.7,59,25,42.4,0,0,0,14,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Dresden Titans,25,Sebastian Heck,,20,29.1,582.0,176,8.8,70,146,47.9,11,40,27.5,25,40,62.5,47,123,170,127,57,29,56,60,51.7,53.8,17.0,80.1,11.2,2.5,9.9,23.4,17.0,35.1,5.0,5.0,25.5,0.27,10.48,3.11,7.37,102,57,55.9,4,2,50,0,0,0,25,16,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
TSV Neustadt temps Shooters,10,Matej Jelovcic,,24,33.6,806.3,534,22.2,164,394,41.6,52,182,28.6,154,196,78.6,54,149,203,93,57,0,88,79,48.2,55.6,29.5,94.0,27.4,9.3,7.2,20.5,13.7,21.6,3.5,0.0,15.5,0.5,10.11,5.4,4.7,106,61,57.5,106,51,48.1,0,0,0,38,32,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
SKYLINERS Juniors,4,Desmond Tyson Watson,,1,32.2,32.2,29,29.0,11,25,44.0,4,12,33.3,3,4,75.0,3,4,7,3,1,0,2,1,52.0,54.2,35.0,100.8,36.6,15.2,9.3,16.6,12.4,18.3,1.6,0.0,7.0,0.16,9.97,9.63,0.34,8,5,62.5,5,2,40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OrangeAcademy,10,Endurance Aiyamenkhue,,24,24.7,593.1,275,11.5,112,180,62.2,0,5,0.0,51,92,55.4,99,137,236,20,16,39,37,45,62.2,62.4,18.7,106.8,14.8,0.3,18.1,26.0,22.0,6.4,1.4,6.2,14.4,0.51,9.94,5.33,4.61,170,109,64.1,5,3,60,0,0,0,7,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ETB Miners,30,Marc William Friederici,,23,25.0,575.7,270,11.7,93,221,42.1,42,122,34.4,42,60,70.0,41,66,107,55,32,5,40,52,51.6,54.6,21.7,93.9,15.4,6.9,8.2,12.7,10.5,16.4,2.9,1.0,13.9,0.27,9.64,5.15,4.49,69,37,53.6,30,14,46.7,0,0,0,18,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BBC Coburg,8,Nico Wenzl,,21,30.4,637.5,240,11.4,80,207,38.6,50,143,35.0,30,44,68.2,5,60,65,138,26,0,70,35,50.7,53.0,21.1,81.0,14.8,8.8,1.0,11.7,6.5,32.7,2.1,0.0,23.6,0.21,9.17,4.55,4.62,48,25,52.1,16,5,31.2,0,0,0,41,20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
SC Rist Wedel,5,Niklas Krause,,22,27.1,597.3,340,15.5,106,239,44.4,20,81,24.7,108,134,80.6,28,60,88,93,31,5,49,47,48.5,57.1,25.4,98.0,20.5,4.9,5.2,12.2,8.5,33.4,2.8,0.9,14.1,0.56,8.85,5.29,3.56,140,80,57.1,18,6,33.3,0,0,0,22,21,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BSW Sixers,11,Robert Joseph Holmes,,26,32.2,837.0,436,16.8,155,376,41.2,50,154,32.5,76,99,76.8,57,155,212,46,35,40,60,75,47.9,52.0,25.9,90.9,22.4,7.9,7.6,20.3,14.0,11.4,2.2,4.8,12.5,0.26,8.84,4.68,4.16,168,91,54.2,54,14,25.9,0,0,0,23,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Hertener Löwen,8,Bryant Allen,,20,34.4,687.3,306,15.3,111,256,43.4,44,114,38.6,40,48,83.3,12,50,62,60,35,1,37,37,52.0,55.2,23.7,97.4,22.1,8.2,2.2,9.4,5.8,19.6,2.9,0.2,11.8,0.19,8.83,4.25,4.58,74,45,60.8,68,22,32.4,0,0,0,19,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SV Fellbach Flashers,9,Nik Philip Schlipf,,24,30.2,723.8,390,16.2,141,278,50.7,66,163,40.5,42,57,73.7,17,53,70,105,43,3,78,69,62.6,64.3,24.6,102.3,21.4,8.9,3.0,9.2,6.1,27.9,3.1,0.5,20.5,0.21,8.74,4.43,4.31,70,49,70,47,27,57.4,0,0,0,52,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG Hessing Leitershofen,3,Zion Antonio Richardson,,24,29.0,694.9,367,15.3,123,261,47.1,55,143,38.5,66,97,68.0,38,97,135,58,36,4,39,54,57.7,60.4,22.4,107.1,19.5,7.6,6.7,16.3,11.7,14.3,2.6,0.6,11.4,0.37,8.7,5.29,3.41,89,52,58.4,29,16,55.2,0,0,0,17,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BG Hessing Leitershofen,0,Brian Christopher Dawson,,24,30.3,726.2,387,16.1,142,285,49.8,38,109,34.9,65,82,79.3,19,67,86,132,46,0,90,70,56.5,60.3,25.8,94.1,20.6,5.8,3.2,10.8,7.1,32.1,3.2,0.0,21.9,0.29,8.55,4.09,4.46,120,77,64.2,56,27,48.2,0,0,0,44,29,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
LOK BERNAU,34,Akim-Jamal Jonah,,22,24.0,529.0,291,13.2,112,227,49.3,13,35,37.1,54,83,65.1,57,107,164,35,28,17,29,40,52.2,55.2,22.9,99.5,16.1,1.9,12.0,22.4,17.2,11.5,2.6,3.4,9.9,0.37,8.45,4.25,4.2,150,86,57.3,42,13,31,0,0,0,10,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Itzehoe Eagles,11,Finn Fleute,,25,32.1,803.5,398,15.9,132,292,45.2,27,92,29.3,107,135,79.3,52,182,234,43,22,14,24,48,49.8,56.6,20.8,106.0,20.6,4.8,7.3,25.9,16.6,9.6,1.4,2.0,6.4,0.46,8.43,5.56,2.87,152,85,55.9,48,20,41.7,0,0,0,6,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ETB Miners,12,Niclas Jonathan Sperber,,26,23.6,613.7,313,12.0,99,220,45.0,40,100,40.0,75,86,87.2,32,96,128,28,32,12,59,67,54.1,60.7,22.7,98.8,15.8,5.1,6.0,17.2,11.7,8.0,2.7,2.1,18.6,0.39,8.42,3.93,4.5,102,53,52,18,6,33.3,0,0,0,25,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ETB Miners,5,Benjamin Uzoma,,26,17.8,462.5,198,7.6,63,114,55.3,0,0,0,72,110,65.5,102,112,214,7,10,34,29,60,55.3,61.0,18.2,103.4,10.0,0.0,25.3,26.6,26.0,2.5,1.1,8.0,15.2,0.96,8.36,4.44,3.92,105,57,54.3,9,6,66.7,0,0,0,6,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Hertener Löwen,11,Christian Matthew Hinckson,,24,24.5,587.1,331,13.8,107,214,50.0,37,89,41.6,80,98,81.6,30,88,118,36,25,11,39,53,58.6,64.4,26.1,111.8,19.8,5.3,6.8,19.2,13.1,14.1,2.4,2.5,13.2,0.46,8.29,3.96,4.33,79,48,60.8,46,22,47.8,0,0,0,12,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OrangeAcademy,1,Joel Cwik,,22,26.2,576.0,297,13.5,105,210,50.0,33,93,35.5,54,71,76.1,14,41,55,37,15,4,27,49,57.9,61.6,20.1,110.7,17.4,5.4,2.6,7.9,5.3,11.8,1.3,0.7,10.1,0.34,8.03,4.42,3.61,94,63,67,23,9,39.1,0,0,0,6,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Baskets Juniors TSG Westerstede,29,Colin Schröder,,1,18.8,18.8,12,12.0,6,9,66.7,0,2,0.0,0,1,0.0,2,6,8,4,1,1,3,3,66.7,63.6,25.6,96.5,15.0,2.5,14.2,40.0,27.5,38.4,2.7,6.5,24.1,0.11,7.99,3.76,4.22,7,6,85.7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SV Fellbach Flashers,7,Tyseem Lamel Lyles,,24,32.1,770.3,326,13.6,112,280,40.0,54,149,36.2,48,58,82.8,22,110,132,87,56,6,54,42,49.6,53.4,21.8,90.7,17.9,8.2,3.6,17.9,10.8,19.8,3.8,0.9,15.0,0.21,7.97,3.44,4.53,77,37,48.1,60,24,40,0,0,0,25,27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
EN BASKETS Schwelm,7,Zyon Ezekiel Patterson,,25,32.2,805.3,493,19.7,182,395,46.1,43,125,34.4,86,118,72.9,14,103,117,66,49,17,71,45,51.5,55.2,29.4,95.2,25.6,6.5,2.1,14.8,8.6,16.4,3.2,2.5,13.7,0.3,7.85,4.03,3.82,133,83,62.4,137,56,40.9,0,0,0,20,33,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Baskets Juniors TSG Westerstede,8,Beni Fungula,,26,30.5,793.7,480,18.5,176,396,44.4,36,115,31.3,92,117,78.6,48,105,153,73,44,9,74,44,49.0,53.6,28.0,92.0,23.2,5.5,6.8,16.3,11.3,17.6,2.8,1.2,14.2,0.3,7.78,5.05,2.74,218,114,52.3,63,26,41.3,0,0,0,24,38,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
BG Hessing Leitershofen,33,Tom-Niclas Alte,,20,25.3,506.1,215,10.8,84,134,62.7,2,16,12.5,45,72,62.5,39,115,154,45,20,33,41,59,63.4,64.9,18.5,104.0,13.8,1.0,9.4,26.9,18.2,14.7,2.0,6.4,19.8,0.54,7.76,3.18,4.58,108,80,74.1,10,2,20,0,0,0,17,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
BBC Coburg,5,Nico Höllerl,,22,26.5,583.7,203,9.2,65,173,37.6,38,121,31.4,35,50,70.0,12,64,76,30,35,9,11,39,48.6,52.1,16.2,98.5,12.1,7.2,2.7,13.8,8.3,8.0,3.1,1.7,5.3,0.29,7.76,3.63,4.12,47,26,55.3,5,1,20,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Iserlohn Kangaroos,32,Tyson Leitao,,26,27.1,704.9,384,14.8,125,252,49.6,6,18,33.3,128,160,80.0,108,156,264,39,38,27,67,78,50.8,59.6,24.6,98.6,19.3,0.9,18.0,26.8,22.3,11.7,2.8,4.4,17.2,0.63,7.71,3.98,3.73,182,96,52.7,52,23,44.2,0,0,0,16,25,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
