# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 423
# Qualified players exported: 290
# Total stints used: 11628
# Garbage time stints excluded: 412
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
ETB Miners,4,Quashawn Tyrese Lane,1280,7.18,-0.06,7.12
EN BASKETS Schwelm,21,Henning Gustrau,723,2.39,4.3,6.69
TSV Neustadt temps Shooters,7,Elias Marei,1242,2.1,4.07,6.17
OrangeAcademy,4,Teo Milicic,557,2.38,3.78,6.16
FC Bayern Basketball II,6,Nikolas Sermpezis,776,0.28,5.43,5.71
BG Hessing Leitershofen,33,Tom-Niclas Alte,911,3.79,1.89,5.68
LOK BERNAU,15,Marco Rahn,1057,2.43,3.14,5.57
Seawolves Academy,11,Jalen Page,1468,3.79,1.48,5.27
BBC Coburg,13,Darius Dawson,1192,2.32,2.91,5.23
Dresden Titans,77,Simeon Dimitrov,1228,4.83,0.38,5.21
Baskets Juniors TSG Westerstede,0,Jon'll Larenz Fugett,1307,5.18,-0.06,5.13
Dresden Titans,24,Wisdom Equere Uboh,383,2.82,2.22,5.04
Dresden Titans,25,Sebastian Heck,1040,1.98,2.96,4.94
OrangeAcademy,10,Endurance Aiyamenkhue,931,1.95,2.94,4.89
ETB Miners,30,Marc William Friederici,947,2.89,1.98,4.87
BBC Coburg,12,Dylan Fasoyiro,1069,3.93,0.9,4.83
BSW Sixers,8,Felix Zacharias,627,2.33,2.5,4.82
SKYLINERS Juniors,6,Moses Pölking,324,3.61,1.16,4.78
Dragons Rhöndorf,2,Juhwan Harris-Dyson,1184,1.72,2.93,4.65
BBC Coburg,5,Nico Höllerl,1080,2.0,2.62,4.62
LOK BERNAU,34,Akim-Jamal Jonah,987,3.32,1.23,4.54
Iserlohn Kangaroos,32,Tyson Leitao,1230,2.39,2.07,4.47
Itzehoe Eagles,65,Christopher Herget,737,1.99,2.45,4.44
SKYLINERS Juniors,9,Leif Zentgraf,870,3.74,0.56,4.3
Porsche BBA Ludwigsburg,8,Lukas Modic,487,1.77,2.43,4.2
SV Fellbach Flashers,13,Jonathan Gerlinger,490,4.25,-0.13,4.12
TSV Neustadt temps Shooters,10,Matej Jelovcic,1467,2.37,1.7,4.08
BBC Coburg,8,Nico Wenzl,1116,2.41,1.5,3.91
OrangeAcademy,36,Marko Dordevic,979,2.08,1.59,3.67
Dragons Rhöndorf,3,Duje Dujmovic,1187,2.27,1.36,3.63
Itzehoe Eagles,42,Tobias Möller,882,3.12,0.47,3.59
SV Fellbach Flashers,77,Jeremy Julian Kolev,392,3.14,0.16,3.3
TSV Oberhaching Tropics,10,Levi Weng,441,1.18,2.05,3.23
ETB Miners,12,Niclas Jonathan Sperber,988,1.96,1.26,3.22
TV Langen,13,Aminu Abibu,1010,3.18,0.03,3.21
Iserlohn Kangaroos,13,Christopher Schultz,1456,1.41,1.75,3.16
CATL Basketball Löwen,5,Luca Förster,613,1.55,1.56,3.12
Porsche BBA Ludwigsburg,20,Simon Feneberg,1088,1.35,1.75,3.1
Hertener Löwen,9,David Ewald,1121,2.06,1.03,3.09
BBC Coburg,10,Tim Herzog,733,1.4,1.51,2.91
Ahorn Camp Baskets,0,Daryl Woodmore,1205,2.26,0.56,2.82
Iserlohn Kangaroos,19,David Pavljak,480,0.81,2.01,2.82
Baskets Juniors TSG Westerstede,9,Alan Boger,596,4.6,-1.81,2.79
Ahorn Camp Baskets,2,Joshua Kreilein,289,0.59,2.16,2.75
Baskets Juniors TSG Westerstede,16,Johann Helwig,592,1.62,1.12,2.74
LOK BERNAU,24,Guy Artman Nahmias,1242,1.37,1.34,2.71
ETB Miners,10,Mychael Paulo,1192,0.03,2.62,2.65
ETB Miners,2,Jegor Cymbal,571,0.49,2.15,2.64
OrangeAcademy,44,Zoran Milicic,798,1.18,1.45,2.63
ETB Miners,26,Jonathan Almstedt,782,1.5,1.12,2.62
Ahorn Camp Baskets,11,Christoph Rupp,1101,-0.62,3.2,2.59
FC Bayern Basketball II,13,Marco Frank,898,-0.61,3.08,2.47
Seawolves Academy,10,Matthes Tilsen,920,2.1,0.36,2.45
SV Fellbach Flashers,0,Mark Adrian Golder,674,1.72,0.7,2.41
Baskets Juniors TSG Westerstede,8,Beni Fungula,1360,0.76,1.64,2.4
SV Fellbach Flashers,9,Nik Philip Schlipf,1200,1.73,0.6,2.33
TSV Oberhaching Tropics,9,Peter Zeis,630,1.32,0.97,2.29
Iserlohn Kangaroos,2,Glynn Hubbard III,916,2.05,0.19,2.25
SV Fellbach Flashers,7,Tyseem Lamel Lyles,1256,1.16,1.01,2.18
Itzehoe Eagles,2,Walter J McBride,1329,2.97,-0.87,2.1
SC Rist Wedel,29,Linus Hoffmann,990,2.01,0.08,2.08
EN BASKETS Schwelm,7,Zyon Ezekiel Patterson,1337,2.68,-0.65,2.04
BSW Sixers,11,Robert Joseph Holmes,1437,1.62,0.41,2.04
SV Fellbach Flashers,8,Jakob Hanzalek,966,2.4,-0.37,2.03
Itzehoe Eagles,0,Sydnee Ochieng Shaka Bijlsma,656,0.76,1.26,2.02
LOK BERNAU,18,Meo Martin,828,-0.76,2.78,2.02
Baskets Juniors TSG Westerstede,29,Colin Schroeder,998,2.16,-0.18,1.98
Porsche BBA Ludwigsburg,0,Maxwell Dongmo Temoka,712,0.73,1.25,1.98
Iserlohn Kangaroos,44,Luca Michels,956,2.7,-0.75,1.95
EN BASKETS Schwelm,12,Jascal Niclas Knörig,824,-3.16,5.1,1.94
VR-Bank Würzburg Baskets Akademie,11,Jonas März,615,3.15,-1.25,1.91
BG Hessing Leitershofen,0,Brian Christopher Dawson,1353,1.35,0.54,1.89
OrangeAcademy,1,Joel Cwik,976,1.11,0.76,1.87
Hertener Löwen,8,Bryant Allen,1067,1.02,0.84,1.87
Seawolves Academy,15,Daniel Lopez Dittert,289,1.03,0.78,1.81
LOK BERNAU,8,Shawn Anthony Scott II,535,1.06,0.74,1.79
Itzehoe Eagles,13,Toni Nickel,1060,0.04,1.74,1.78
EN BASKETS Schwelm,9,Marius Stoll,1276,0.72,1.01,1.73
Dresden Titans,11,Duje Putnik,1000,1.47,0.23,1.7
TSV Oberhaching Tropics,20,Nikola Alexander Jekov,1116,4.27,-2.62,1.65
SC Rist Wedel,4,Tomas Atli Bjarkason,808,1.41,0.22,1.63
BG Hessing Leitershofen,1,Brendan Gregori,945,2.46,-0.89,1.56
LOK BERNAU,3,Leo Döring,350,-1.28,2.83,1.55
ETB Miners,5,Benjamin Uzoma,912,-0.92,2.33,1.41
OrangeAcademy,11,Meissa Faye,966,-0.65,2.04,1.39
BSW Sixers,1,Sean William Ludwig,389,2.05,-0.69,1.36
Hertener Löwen,44,Müslim Akil Özmeral,835,1.29,0.06,1.35
SC Rist Wedel,5,Niklas Krause,924,-0.79,2.08,1.3
TV Langen,22,Alexander Lagerman,811,0.3,0.97,1.26
BBC Coburg,17,Ole Theiß,451,1.93,-0.69,1.24
Baskets Juniors TSG Westerstede,7,Fritz Hemschemeier,726,1.97,-0.78,1.18
SKYLINERS Juniors,4,Desmond Tyson Watson,517,2.02,-0.87,1.14
Itzehoe Eagles,11,Finn Fleute,1411,2.81,-1.68,1.14
Porsche BBA Ludwigsburg,12,Abdulhay Kömürkara,446,-0.08,1.19,1.11
RASTA Vechta II,7,Moritz Dresing,862,-1.75,2.84,1.09
Ahorn Camp Baskets,22,Oskar Humpert,901,-1.01,2.1,1.08
Itzehoe Eagles,4,Jonathan Elzie,416,-0.73,1.72,0.98
SC Rist Wedel,3,Aleksandar Postic,843,0.27,0.68,0.95
TKS 49ers,2,Carl Thure Peters,690,0.86,0.06,0.92
BG Hessing Leitershofen,3,Zion Antonio Richardson,1285,0.12,0.8,0.92
FC Bayern Basketball II,24,Andrija Susic,913,0.08,0.79,0.87
SKYLINERS Juniors,5,Jamie Edoka,997,-1.89,2.71,0.82
Ahorn Camp Baskets,21,Paul Stupperich,270,0.07,0.73,0.81
Baskets Juniors TSG Westerstede,12,Simon Kohlhoff,778,1.13,-0.34,0.79
