Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
London Lions,Aaryndeep Rai,21,Aaryndeep Rai; Aaryn Rai,34,22.0,749.1,234.0,6.9,95.0,176.0,54,17.0,51.0,33.3,27.0,45.0,60,62.0,135.0,197.0,51.0,25.0,11.0,35.0,67.0,162.0,11.9,9.4,2.1,7.9,118,352.0,10.4,14.2,13,2.2,9,5,58.0,11.2,6,4.49,-2.15,6.63,4.3,3.7,93.0,64.0,68.8,31.0,14.0,45.2,51.0,17.0,33.3,40.0,1.0,12.0,14.0,2.0,7.0,50.0,38.0,74.0
London Lions,Deane Williams,31,Deane Williams,33,22.0,726.1,285.0,8.6,100.0,231.0,43.3,31.0,104.0,29.8,54.0,81.0,66.7,44.0,112.0,156.0,59.0,22.0,20.0,42.0,87.0,254.1,19.3,11.5,2.4,6.3,131,416.0,12.6,16.8,23,1.9,28,7,37.0,36.1,12,3.07,-3.44,6.51,4.2,3.6,91.0,56.0,61.5,36.0,13.0,36.1,104.0,31.0,29.8,18.0,1.0,18.0,14.0,0.0,10.0,44.0,51.0,66.0
Newcastle Eagles,Maceo Jack,14,Maceo Jack,32,31.2,998.3,487.0,15.2,172.0,364.0,47.3,33.0,104.0,31.7,110.0,134.0,82.1,25.0,112.0,137.0,66.0,25.0,10.0,51.0,76.0,431.0,21.5,18.8,2.6,5.3,157,644.0,20.1,24.9,56,4.0,37,15,64.2,50.6,14,-1.3,-3.71,2.41,3.2,3.0,132.0,85.0,64.4,128.0,54.0,42.2,104.0,33.0,31.7,57.0,6.0,11.0,32.0,0.0,8.0,45.0,162.0,107.0
Cheshire Phoenix,Skyler White,99,Skyler White,32,24.5,784.1,425.0,13.3,144.0,323.0,44.6,91.0,221.0,41.2,46.0,63.0,73,35.0,122.0,157.0,53.0,21.0,25.0,30.0,88.0,331.9,20.6,16.2,2.0,6.0,123,548.0,17.1,20.9,43,2.9,28,12,64.6,34.3,15,3.5,0.11,3.39,4.0,3.0,50.0,32.0,64,51.0,20.0,39.2,221.0,91.0,41.2,14.0,12.0,13.0,14.0,0.0,3.0,53.0,107.0,55.0
Newcastle Eagles,Cole Long,15,Cole Long,32,29.2,933.8,385.0,12.0,140.0,295.0,47.5,59.0,155.0,38.1,46.0,65.0,70.8,49.0,133.0,182.0,63.0,24.0,34.0,34.0,90.0,296.3,15.8,14.9,2.4,7.0,134,519.0,16.2,20.1,34,3.1,19,7,77.0,22.1,11,1.58,-2.11,3.69,4.4,3.2,79.0,55.0,69.6,61.0,26.0,42.6,155.0,59.0,38.1,25.0,7.0,14.0,14.0,0.0,6.0,66.0,95.0,81.0
Cheshire Phoenix,Jaxon Brenchley,23,Jaxon Brenchley,32,26.3,840.6,331.0,10.3,120.0,251.0,47.8,46.0,123.0,37.4,45.0,61.0,73.8,43.0,89.0,132.0,86.0,32.0,8.0,24.0,46.0,248.5,14.4,12.6,3.3,5.0,209,540.0,16.9,20.6,22,2.2,20,10,45.1,26.4,10,2.81,-0.68,3.49,2.7,3.1,105.0,66.0,62.9,23.0,8.0,34.8,123.0,46.0,37.4,48.0,9.0,12.0,11.0,0.0,1.0,58.0,110.0,63.0
Cheshire Phoenix,Michael Diggins,2,Michael Diggins,32,23.6,755.6,326.0,10.2,130.0,292.0,44.5,34.0,117.0,29.1,32.0,45.0,71.1,49.0,92.0,141.0,32.0,20.0,20.0,39.0,71.0,289.7,18.6,12.4,1.2,5.4,79,405.0,12.7,15.4,30,2.7,21,2,68.6,26.9,11,-2.35,-4.37,2.02,3.9,4.3,119.0,78.0,65.5,56.0,18.0,32.1,117.0,34.0,29.1,27.0,0.0,15.0,16.0,0.0,8.0,65.0,80.0,55.0
Cheshire Phoenix,Laquincy Rideau,3,Laquincy Rideau,32,25.7,820.8,317.0,9.9,111.0,282.0,39.4,36.0,108.0,33.3,59.0,83.0,71.1,44.0,106.0,150.0,168.0,55.0,6.0,88.0,116.0,348.0,20.6,12.1,6.4,5.7,397,714.0,22.3,27.2,49,3.3,41,12,52.9,51.3,15,-0.36,-4.44,4.09,2.0,2.5,124.0,61.0,49.2,49.0,13.0,26.5,108.0,36.0,33.3,52.0,10.0,44.0,18.0,0.0,26.0,47.0,125.0,72.0
Newcastle Eagles,Mitch Clarke,41,Mitch Clarke,32,23.5,752.1,257.0,8.0,85.0,216.0,39.4,31.0,107.0,29,56.0,69.0,81.2,21.0,76.0,97.0,100.0,43.0,4.0,48.0,101.0,262.4,17.4,9.9,3.9,3.8,214,471.0,14.7,18.2,26,2.4,19,10,55.6,30.4,11,-1.54,-5.51,3.97,2.2,3.0,79.0,41.0,51.9,30.0,13.0,43.3,107.0,31.0,29,27.0,8.0,28.0,16.0,0.0,4.0,24.0,65.0,53.0
London Lions,Mohammad Al-Amin Abdul Adamu,5,Amin Adamu; Mohammad Al-Amin Abdul Adamu,32,15.8,506.4,210.0,6.6,81.0,170.0,47.6,27.0,70.0,38.6,21.0,25.0,84,13.0,54.0,67.0,52.0,11.0,0.0,44.0,59.0,203.5,22.1,8.5,2.1,2.7,107,317.0,9.9,12.8,5,1.7,5,3,39.6,6.3,3,0.5,-4.33,4.84,2.6,3.0,48.0,30.0,62.5,52.0,24.0,46.2,70.0,27.0,38.6,19.0,6.0,27.0,14.0,0.0,3.0,26.0,53.0,33.0
