Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Leicester Riders,1,Kedrian Johnson,,1,36.4,36.4,24,24.0,8,13,61.5,3,6,50.0,5,5,100.0,0,6,6,7,1,0,0,3,73.1,78.9,20.5,157.9,30.8,7.7,0.0,14.7,9.2,33.2,1.5,0.0,0.0,0.38,17.71,11.45,6.25,7,5,71.4,0,0,0,6,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,21,Aaryndeep Rai,,1,26.1,26.1,7,7.0,3,5,60.0,1,1,100.0,0,1,0.0,3,4,7,1,2,3,2,3,70.0,64.3,12.9,94.1,9.9,1.4,12.1,19.8,15.6,5.2,4.4,12.4,26.9,0.2,11.71,3.23,8.48,4,2,50,0,0,0,1,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire Phoenix,13,Patrick Robinson,,30,26.1,782.2,603,20.1,207,348,59.5,27,63,42.9,162,222,73.0,39,86,125,135,25,4,63,51,63.4,67.6,27.5,118.5,24.5,2.6,4.9,11.3,8.0,29.7,1.6,0.5,12.4,0.64,10.74,7.67,3.07,216,148,68.5,69,32,46.4,63,27,42.9,20,33,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,1,Joel Scott,,20,24.0,479.6,275,13.8,102,185,55.1,16,43,37.2,55,73,75.3,49,65,114,23,15,6,21,42,59.5,63.3,23.5,115.5,18.7,2.9,12.0,14.9,13.5,8.5,1.7,1.4,8.8,0.39,8.85,4.12,4.74,114,71,62.3,28,15,53.6,43,16,37.2,7,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,15,Chaundee Brown Jr,,15,24.2,362.7,197,13.1,76,134,56.7,20,53,37.7,25,31,80.6,15,47,62,17,8,2,7,30,64.2,66.7,20.3,127.4,17.5,4.7,4.9,13.8,9.6,8.0,1.2,0.6,4.5,0.23,8.82,4.01,4.81,60,45,75,21,11,52.4,53,20,37.7,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Surrey 89ers,12,Kino Lily Jr,,30,34.4,1031.6,525,17.5,189,416,45.4,106,232,45.7,41,51,80.4,15,62,77,128,33,1,56,33,58.2,59.9,21.5,106.2,22.4,9.9,1.6,6.1,3.9,20.6,1.7,0.1,11.3,0.12,8.4,6.4,2.0,54,26,48.1,130,57,43.8,232,106,45.7,27,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Flyers,22,Joseph Anderson,,29,30.4,883.0,379,13.1,141,340,41.5,58,181,32.0,39,48,81.2,12,58,70,158,52,1,40,43,50.0,52.5,20.5,94.5,17.1,8.2,1.4,7.1,4.1,31.9,3.1,0.1,10.0,0.14,8.4,3.82,4.58,80,55,68.8,79,28,35.4,181,58,32,28,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
B. Braun Sheffield Sharks,1,Dirk Williams,,29,31.7,920.1,426,14.7,153,328,46.6,73,175,41.7,47,64,73.4,13,103,116,79,26,23,40,51,57.8,59.8,19.9,107.5,19.2,7.9,1.6,11.4,6.7,14.5,1.5,2.7,10.1,0.2,7.78,4.69,3.09,82,50,61,71,30,42.3,175,73,41.7,17,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,33,Shavar Reynolds Jr,,25,22.3,557.3,254,10.2,95,203,46.8,21,49,42.9,43,49,87.8,16,28,44,115,15,1,38,60,52.0,56.6,22.4,96.7,13.8,2.7,3.3,5.5,4.4,34.9,1.5,0.2,14.5,0.24,7.75,2.61,5.15,61,29,47.5,93,45,48.4,49,21,42.9,26,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Newcastle Eagles,3,Ray'sean Taylor,,31,28.8,893.3,542,17.5,176,373,47.2,57,169,33.7,133,165,80.6,24,116,140,131,46,2,63,77,54.8,60.8,25.9,106.6,21.8,6.8,2.8,14.3,8.3,26.3,2.6,0.2,12.4,0.44,7.66,4.34,3.32,129,87,67.4,75,32,42.7,169,57,33.7,38,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester Basketball,0,Patrick Smith Jr,,30,25.4,762.3,400,13.3,139,302,46.0,66,161,41.0,56,67,83.6,26,91,117,109,33,6,52,50,57.0,60.3,22.3,104.3,16.8,6.8,3.5,11.8,7.7,22.9,2.2,0.7,13.6,0.22,7.62,4.7,2.92,66,42,63.6,75,31,41.3,161,66,41,23,17,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
