Team,Player,Stat,Official_Total,Lineup_Sum_Total,Difference,Note
Leicester Riders,Donald Carey Jr,FG3A,68.0,290,-222.0,Parsing Error
Leicester Riders,Donald Carey Jr,FTM,55.0,178,-123.0,Parsing Error
Leicester Riders,Donald Carey Jr,FTA,62.0,229,-167.0,Parsing Error
Leicester Riders,Donald Carey Jr,OREB,6.0,102,-96.0,Parsing Error
Leicester Riders,Donald Carey Jr,DREB,46.0,300,-254.0,Parsing Error
Leicester Riders,Donald Carey Jr,AST,94.0,215,-121.0,Parsing Error
Leicester Riders,Donald Carey Jr,STL,20.0,73,-53.0,Parsing Error
Leicester Riders,Donald Carey Jr,BLK,0.0,30,-30.0,Parsing Error
Leicester Riders,Donald Carey Jr,TOV,49.0,139,-90.0,Parsing Error
Leicester Riders,Donald Carey Jr,PF,23.0,145,-122.0,Parsing Error
Newcastle Eagles,Deion Hammond,POINTS,183.0,904,-721.0,Parsing Error
Newcastle Eagles,Deion Hammond,FGM,65.0,313,-248.0,Parsing Error
Newcastle Eagles,Deion Hammond,FGA,164.0,706,-542.0,Parsing Error
Newcastle Eagles,Deion Hammond,FG3M,40.0,120,-80.0,Parsing Error
Newcastle Eagles,Deion Hammond,FG3A,105.0,314,-209.0,Parsing Error
Newcastle Eagles,Deion Hammond,FTM,13.0,158,-145.0,Parsing Error
Newcastle Eagles,Deion Hammond,FTA,15.0,218,-203.0,Parsing Error
Newcastle Eagles,Deion Hammond,OREB,4.0,73,-69.0,Parsing Error
Newcastle Eagles,Deion Hammond,DREB,36.0,262,-226.0,Parsing Error
Newcastle Eagles,Deion Hammond,AST,23.0,208,-185.0,Parsing Error
Newcastle Eagles,Deion Hammond,STL,16.0,65,-49.0,Parsing Error
Newcastle Eagles,Deion Hammond,BLK,4.0,30,-26.0,Parsing Error
Newcastle Eagles,Deion Hammond,TOV,16.0,111,-95.0,Parsing Error
Newcastle Eagles,Deion Hammond,PF,50.0,209,-159.0,Parsing Error
Newcastle Eagles,Darius Defoe,POINTS,43.0,283,-240.0,Parsing Error
Newcastle Eagles,Darius Defoe,FGM,17.0,92,-75.0,Parsing Error
Newcastle Eagles,Darius Defoe,FGA,37.0,221,-184.0,Parsing Error
Newcastle Eagles,Darius Defoe,FG3M,1.0,39,-38.0,Parsing Error
Newcastle Eagles,Darius Defoe,FG3A,5.0,106,-101.0,Parsing Error
Newcastle Eagles,Darius Defoe,FTM,8.0,60,-52.0,Parsing Error
Newcastle Eagles,Darius Defoe,FTA,10.0,72,-62.0,Parsing Error
Newcastle Eagles,Darius Defoe,OREB,2.0,17,-15.0,Parsing Error
Newcastle Eagles,Darius Defoe,DREB,8.0,86,-78.0,Parsing Error
Newcastle Eagles,Darius Defoe,AST,8.0,62,-54.0,Parsing Error
Newcastle Eagles,Darius Defoe,STL,3.0,18,-15.0,Parsing Error
Newcastle Eagles,Darius Defoe,BLK,1.0,8,-7.0,Parsing Error
Newcastle Eagles,Darius Defoe,TOV,10.0,45,-35.0,Parsing Error
Newcastle Eagles,Darius Defoe,PF,26.0,83,-57.0,Parsing Error
London Lions,Chasson Jermar Randle,POINTS,117.0,499,-382.0,Parsing Error
London Lions,Chasson Jermar Randle,FGM,40.0,176,-136.0,Parsing Error
London Lions,Chasson Jermar Randle,FGA,82.0,371,-289.0,Parsing Error
London Lions,Chasson Jermar Randle,FG3M,21.0,60,-39.0,Parsing Error
London Lions,Chasson Jermar Randle,FG3A,52.0,168,-116.0,Parsing Error
London Lions,Chasson Jermar Randle,FTM,16.0,87,-71.0,Parsing Error
London Lions,Chasson Jermar Randle,FTA,17.0,116,-99.0,Parsing Error
London Lions,Chasson Jermar Randle,OREB,4.0,62,-58.0,Parsing Error
London Lions,Chasson Jermar Randle,DREB,24.0,168,-144.0,Parsing Error
London Lions,Chasson Jermar Randle,AST,23.0,123,-100.0,Parsing Error
London Lions,Chasson Jermar Randle,STL,5.0,41,-36.0,Parsing Error
London Lions,Chasson Jermar Randle,BLK,1.0,15,-14.0,Parsing Error
London Lions,Chasson Jermar Randle,TOV,14.0,86,-72.0,Parsing Error
London Lions,Chasson Jermar Randle,PF,27.0,134,-107.0,Parsing Error
Newcastle Eagles,Gus Okafor,POINTS,151.0,657,-506.0,Parsing Error
Newcastle Eagles,Gus Okafor,FGM,46.0,221,-175.0,Parsing Error
Newcastle Eagles,Gus Okafor,FGA,106.0,481,-375.0,Parsing Error
Newcastle Eagles,Gus Okafor,FG3M,21.0,87,-66.0,Parsing Error
Newcastle Eagles,Gus Okafor,FG3A,49.0,217,-168.0,Parsing Error
Newcastle Eagles,Gus Okafor,FTM,38.0,128,-90.0,Parsing Error
Newcastle Eagles,Gus Okafor,FTA,57.0,173,-116.0,Parsing Error
Newcastle Eagles,Gus Okafor,OREB,17.0,48,-31.0,Parsing Error
Newcastle Eagles,Gus Okafor,DREB,44.0,191,-147.0,Parsing Error
Newcastle Eagles,Gus Okafor,AST,26.0,124,-98.0,Parsing Error
Newcastle Eagles,Gus Okafor,STL,4.0,41,-37.0,Parsing Error
Newcastle Eagles,Gus Okafor,BLK,4.0,17,-13.0,Parsing Error
Newcastle Eagles,Gus Okafor,TOV,11.0,92,-81.0,Parsing Error
Newcastle Eagles,Gus Okafor,PF,29.0,168,-139.0,Parsing Error
Caledonia Gladiators,Andrew Michael Gordon,POINTS,12.0,79,-67.0,Parsing Error
Caledonia Gladiators,Andrew Michael Gordon,FGM,6.0,28,-22.0,Parsing Error
Caledonia Gladiators,Andrew Michael Gordon,FGA,11.0,55,-44.0,Parsing Error
Caledonia Gladiators,Andrew Michael Gordon,FG3M,0.0,9,-9.0,Parsing Error
Caledonia Gladiators,Andrew Michael Gordon,FG3A,2.0,22,-20.0,Parsing Error
Caledonia Gladiators,Andrew Michael Gordon,FTM,0.0,14,-14.0,Parsing Error
Caledonia Gladiators,Andrew Michael Gordon,FTA,3.0,18,-15.0,Parsing Error
Caledonia Gladiators,Andrew Michael Gordon,OREB,2.0,6,-4.0,Parsing Error
Caledonia Gladiators,Andrew Michael Gordon,DREB,7.0,22,-15.0,Parsing Error
Caledonia Gladiators,Andrew Michael Gordon,AST,2.0,16,-14.0,Parsing Error
Caledonia Gladiators,Andrew Michael Gordon,STL,1.0,8,-7.0,Parsing Error
Caledonia Gladiators,Andrew Michael Gordon,TOV,6.0,15,-9.0,Parsing Error
Caledonia Gladiators,Andrew Michael Gordon,PF,11.0,19,-8.0,Parsing Error
Manchester Basketball,Duke Shelton,POINTS,42.0,168,-126.0,Parsing Error
Manchester Basketball,Duke Shelton,FGM,14.0,62,-48.0,Parsing Error
Manchester Basketball,Duke Shelton,FGA,17.0,137,-120.0,Parsing Error
Manchester Basketball,Duke Shelton,FG3M,0.0,16,-16.0,Parsing Error
Manchester Basketball,Duke Shelton,FG3A,0.0,63,-63.0,Parsing Error
Manchester Basketball,Duke Shelton,FTM,14.0,28,-14.0,Parsing Error
Manchester Basketball,Duke Shelton,FTA,20.0,37,-17.0,Parsing Error
Manchester Basketball,Duke Shelton,OREB,8.0,18,-10.0,Parsing Error
Manchester Basketball,Duke Shelton,DREB,25.0,57,-32.0,Parsing Error
Manchester Basketball,Duke Shelton,AST,2.0,40,-38.0,Parsing Error
Manchester Basketball,Duke Shelton,STL,1.0,8,-7.0,Parsing Error
Manchester Basketball,Duke Shelton,BLK,5.0,13,-8.0,Parsing Error
Manchester Basketball,Duke Shelton,TOV,5.0,21,-16.0,Parsing Error
Manchester Basketball,Duke Shelton,PF,13.0,40,-27.0,Parsing Error
London Lions,Ryan Mikesell,POINTS,53.0,264,-211.0,Parsing Error
London Lions,Ryan Mikesell,FGM,18.0,96,-78.0,Parsing Error
London Lions,Ryan Mikesell,FGA,47.0,223,-176.0,Parsing Error
London Lions,Ryan Mikesell,FG3M,8.0,25,-17.0,Parsing Error
London Lions,Ryan Mikesell,FG3A,25.0,83,-58.0,Parsing Error
London Lions,Ryan Mikesell,FTM,9.0,47,-38.0,Parsing Error
London Lions,Ryan Mikesell,FTA,10.0,61,-51.0,Parsing Error
London Lions,Ryan Mikesell,OREB,4.0,38,-34.0,Parsing Error
London Lions,Ryan Mikesell,DREB,12.0,90,-78.0,Parsing Error
London Lions,Ryan Mikesell,AST,12.0,61,-49.0,Parsing Error
London Lions,Ryan Mikesell,STL,2.0,30,-28.0,Parsing Error
London Lions,Ryan Mikesell,BLK,0.0,8,-8.0,Parsing Error
London Lions,Ryan Mikesell,TOV,7.0,57,-50.0,Parsing Error
London Lions,Ryan Mikesell,PF,20.0,85,-65.0,Parsing Error
Leicester Riders,Marc Loving,POINTS,103.0,615,-512.0,Parsing Error
Leicester Riders,Marc Loving,FGM,37.0,212,-175.0,Parsing Error
Leicester Riders,Marc Loving,FGA,89.0,445,-356.0,Parsing Error
Leicester Riders,Marc Loving,FG3M,13.0,74,-61.0,Parsing Error
Leicester Riders,Marc Loving,FG3A,36.0,174,-138.0,Parsing Error
Leicester Riders,Marc Loving,FTM,16.0,117,-101.0,Parsing Error
Leicester Riders,Marc Loving,FTA,18.0,140,-122.0,Parsing Error
Leicester Riders,Marc Loving,OREB,9.0,71,-62.0,Parsing Error
Leicester Riders,Marc Loving,DREB,34.0,190,-156.0,Parsing Error
Leicester Riders,Marc Loving,AST,18.0,141,-123.0,Parsing Error
Leicester Riders,Marc Loving,STL,10.0,47,-37.0,Parsing Error
Leicester Riders,Marc Loving,BLK,6.0,15,-9.0,Parsing Error
Leicester Riders,Marc Loving,TOV,7.0,86,-79.0,Parsing Error
Leicester Riders,Marc Loving,PF,13.0,91,-78.0,Parsing Error
Surrey 89ers,Maximilian Coupe,POINTS,2.0,5,-3.0,Parsing Error
Surrey 89ers,Maximilian Coupe,FGM,0.0,1,-1.0,Parsing Error
Surrey 89ers,Maximilian Coupe,FGA,0.0,2,-2.0,Parsing Error
Surrey 89ers,Maximilian Coupe,FTM,2.0,3,-1.0,Parsing Error
Surrey 89ers,Maximilian Coupe,FTA,2.0,4,-2.0,Parsing Error
Surrey 89ers,Maximilian Coupe,DREB,1.0,3,-2.0,Parsing Error
Surrey 89ers,Maximilian Coupe,STL,0.0,1,-1.0,Parsing Error
Surrey 89ers,Maximilian Coupe,TOV,2.0,4,-2.0,Parsing Error
Surrey 89ers,Maximilian Coupe,PF,2.0,3,-1.0,Parsing Error
Caledonia Gladiators,Lloyd Alvin Bryan Jr,POINTS,59.0,231,-172.0,Parsing Error
Caledonia Gladiators,Lloyd Alvin Bryan Jr,FGM,20.0,89,-69.0,Parsing Error
Caledonia Gladiators,Lloyd Alvin Bryan Jr,FGA,52.0,240,-188.0,Parsing Error
Caledonia Gladiators,Lloyd Alvin Bryan Jr,FG3M,1.0,23,-22.0,Parsing Error
Caledonia Gladiators,Lloyd Alvin Bryan Jr,FG3A,3.0,86,-83.0,Parsing Error
Caledonia Gladiators,Lloyd Alvin Bryan Jr,FTM,18.0,30,-12.0,Parsing Error
Caledonia Gladiators,Lloyd Alvin Bryan Jr,FTA,24.0,39,-15.0,Parsing Error
Caledonia Gladiators,Lloyd Alvin Bryan Jr,OREB,26.0,57,-31.0,Parsing Error
Caledonia Gladiators,Lloyd Alvin Bryan Jr,DREB,15.0,84,-69.0,Parsing Error
Caledonia Gladiators,Lloyd Alvin Bryan Jr,AST,10.0,53,-43.0,Parsing Error
Caledonia Gladiators,Lloyd Alvin Bryan Jr,STL,1.0,19,-18.0,Parsing Error
Caledonia Gladiators,Lloyd Alvin Bryan Jr,BLK,5.0,7,-2.0,Parsing Error
Caledonia Gladiators,Lloyd Alvin Bryan Jr,TOV,8.0,40,-32.0,Parsing Error
Caledonia Gladiators,Lloyd Alvin Bryan Jr,PF,13.0,49,-36.0,Parsing Error
Caledonia Gladiators,Dwaine Jones Jr,POINTS,32.0,216,-184.0,Parsing Error
Caledonia Gladiators,Dwaine Jones Jr,FGM,14.0,83,-69.0,Parsing Error
Caledonia Gladiators,Dwaine Jones Jr,FGA,40.0,213,-173.0,Parsing Error
Caledonia Gladiators,Dwaine Jones Jr,FG3M,1.0,19,-18.0,Parsing Error
Caledonia Gladiators,Dwaine Jones Jr,FG3A,10.0,62,-52.0,Parsing Error
Caledonia Gladiators,Dwaine Jones Jr,FTM,3.0,31,-28.0,Parsing Error
Caledonia Gladiators,Dwaine Jones Jr,FTA,4.0,47,-43.0,Parsing Error
Caledonia Gladiators,Dwaine Jones Jr,OREB,4.0,48,-44.0,Parsing Error
Caledonia Gladiators,Dwaine Jones Jr,DREB,6.0,78,-72.0,Parsing Error
Caledonia Gladiators,Dwaine Jones Jr,AST,16.0,51,-35.0,Parsing Error
Caledonia Gladiators,Dwaine Jones Jr,STL,6.0,25,-19.0,Parsing Error
Caledonia Gladiators,Dwaine Jones Jr,BLK,0.0,6,-6.0,Parsing Error
Caledonia Gladiators,Dwaine Jones Jr,TOV,16.0,41,-25.0,Parsing Error
Caledonia Gladiators,Dwaine Jones Jr,PF,14.0,56,-42.0,Parsing Error
Caledonia Gladiators,Malcolm Delpeche,POINTS,31.0,152,-121.0,Parsing Error
Caledonia Gladiators,Malcolm Delpeche,FGM,13.0,59,-46.0,Parsing Error
Caledonia Gladiators,Malcolm Delpeche,FGA,27.0,136,-109.0,Parsing Error
Caledonia Gladiators,Malcolm Delpeche,FG3M,0.0,12,-12.0,Parsing Error
Caledonia Gladiators,Malcolm Delpeche,FG3A,1.0,39,-38.0,Parsing Error
Caledonia Gladiators,Malcolm Delpeche,FTM,5.0,22,-17.0,Parsing Error
Caledonia Gladiators,Malcolm Delpeche,FTA,14.0,34,-20.0,Parsing Error
Caledonia Gladiators,Malcolm Delpeche,OREB,9.0,24,-15.0,Parsing Error
Caledonia Gladiators,Malcolm Delpeche,DREB,9.0,54,-45.0,Parsing Error
Caledonia Gladiators,Malcolm Delpeche,AST,7.0,35,-28.0,Parsing Error
Caledonia Gladiators,Malcolm Delpeche,STL,0.0,19,-19.0,Parsing Error
Caledonia Gladiators,Malcolm Delpeche,BLK,1.0,3,-2.0,Parsing Error
Caledonia Gladiators,Malcolm Delpeche,TOV,5.0,25,-20.0,Parsing Error
Caledonia Gladiators,Malcolm Delpeche,PF,8.0,36,-28.0,Parsing Error
Newcastle Eagles,Terrell Burden Jr,POINTS,105.0,456,-351.0,Parsing Error
Newcastle Eagles,Terrell Burden Jr,FGM,35.0,159,-124.0,Parsing Error
Newcastle Eagles,Terrell Burden Jr,FGA,76.0,364,-288.0,Parsing Error
Newcastle Eagles,Terrell Burden Jr,FG3M,9.0,54,-45.0,Parsing Error
Newcastle Eagles,Terrell Burden Jr,FG3A,22.0,156,-134.0,Parsing Error
Newcastle Eagles,Terrell Burden Jr,FTM,26.0,84,-58.0,Parsing Error
Newcastle Eagles,Terrell Burden Jr,FTA,37.0,114,-77.0,Parsing Error
Newcastle Eagles,Terrell Burden Jr,OREB,5.0,36,-31.0,Parsing Error
Newcastle Eagles,Terrell Burden Jr,DREB,25.0,147,-122.0,Parsing Error
Newcastle Eagles,Terrell Burden Jr,AST,34.0,89,-55.0,Parsing Error
Newcastle Eagles,Terrell Burden Jr,STL,12.0,31,-19.0,Parsing Error
Newcastle Eagles,Terrell Burden Jr,BLK,1.0,18,-17.0,Parsing Error
Newcastle Eagles,Terrell Burden Jr,TOV,20.0,55,-35.0,Parsing Error
Newcastle Eagles,Terrell Burden Jr,PF,23.0,104,-81.0,Parsing Error
Surrey 89ers,Tyrin Lawrence,POINTS,105.0,393,-288.0,Parsing Error
Surrey 89ers,Tyrin Lawrence,FGM,37.0,146,-109.0,Parsing Error
Surrey 89ers,Tyrin Lawrence,FGA,64.0,272,-208.0,Parsing Error
Surrey 89ers,Tyrin Lawrence,FG3M,7.0,35,-28.0,Parsing Error
Surrey 89ers,Tyrin Lawrence,FG3A,22.0,95,-73.0,Parsing Error
Surrey 89ers,Tyrin Lawrence,FTM,24.0,66,-42.0,Parsing Error
Surrey 89ers,Tyrin Lawrence,FTA,28.0,87,-59.0,Parsing Error
Surrey 89ers,Tyrin Lawrence,OREB,3.0,36,-33.0,Parsing Error
Surrey 89ers,Tyrin Lawrence,DREB,21.0,125,-104.0,Parsing Error
Surrey 89ers,Tyrin Lawrence,AST,21.0,99,-78.0,Parsing Error
Surrey 89ers,Tyrin Lawrence,STL,7.0,24,-17.0,Parsing Error
Surrey 89ers,Tyrin Lawrence,BLK,0.0,8,-8.0,Parsing Error
Surrey 89ers,Tyrin Lawrence,TOV,18.0,65,-47.0,Parsing Error
Surrey 89ers,Tyrin Lawrence,PF,11.0,75,-64.0,Parsing Error
Bristol Flyers,Evan Walshe,POINTS,6.0,81,-75.0,Parsing Error
Bristol Flyers,Evan Walshe,FGM,2.0,33,-31.0,Parsing Error
Bristol Flyers,Evan Walshe,FGA,6.0,65,-59.0,Parsing Error
Bristol Flyers,Evan Walshe,FG3M,0.0,7,-7.0,Parsing Error
Bristol Flyers,Evan Walshe,FG3A,1.0,21,-20.0,Parsing Error
Bristol Flyers,Evan Walshe,FTM,2.0,8,-6.0,Parsing Error
Bristol Flyers,Evan Walshe,FTA,4.0,12,-8.0,Parsing Error
Bristol Flyers,Evan Walshe,OREB,1.0,12,-11.0,Parsing Error
Bristol Flyers,Evan Walshe,DREB,7.0,28,-21.0,Parsing Error
Bristol Flyers,Evan Walshe,AST,8.0,22,-14.0,Parsing Error
Bristol Flyers,Evan Walshe,STL,2.0,6,-4.0,Parsing Error
Bristol Flyers,Evan Walshe,BLK,0.0,3,-3.0,Parsing Error
Bristol Flyers,Evan Walshe,TOV,3.0,20,-17.0,Parsing Error
Bristol Flyers,Evan Walshe,PF,6.0,18,-12.0,Parsing Error
London Lions,Nigel Hawkins,POINTS,7.0,77,-70.0,Parsing Error
London Lions,Nigel Hawkins,FGM,1.0,28,-27.0,Parsing Error
London Lions,Nigel Hawkins,FGA,9.0,59,-50.0,Parsing Error
London Lions,Nigel Hawkins,FG3M,1.0,5,-4.0,Parsing Error
London Lions,Nigel Hawkins,FG3A,4.0,16,-12.0,Parsing Error
London Lions,Nigel Hawkins,FTM,4.0,16,-12.0,Parsing Error
London Lions,Nigel Hawkins,FTA,4.0,18,-14.0,Parsing Error
London Lions,Nigel Hawkins,OREB,4.0,10,-6.0,Parsing Error
London Lions,Nigel Hawkins,DREB,6.0,31,-25.0,Parsing Error
London Lions,Nigel Hawkins,AST,1.0,13,-12.0,Parsing Error
London Lions,Nigel Hawkins,STL,1.0,7,-6.0,Parsing Error
London Lions,Nigel Hawkins,TOV,0.0,11,-11.0,Parsing Error
London Lions,Nigel Hawkins,PF,5.0,17,-12.0,Parsing Error
London Lions,Chaundee Brown Jr,POINTS,31.0,126,-95.0,Parsing Error
London Lions,Chaundee Brown Jr,FGM,12.0,46,-34.0,Parsing Error
London Lions,Chaundee Brown Jr,FGA,17.0,80,-63.0,Parsing Error
London Lions,Chaundee Brown Jr,FG3M,2.0,12,-10.0,Parsing Error
London Lions,Chaundee Brown Jr,FG3A,4.0,25,-21.0,Parsing Error
London Lions,Chaundee Brown Jr,FTM,5.0,22,-17.0,Parsing Error
London Lions,Chaundee Brown Jr,FTA,5.0,24,-19.0,Parsing Error
London Lions,Chaundee Brown Jr,OREB,3.0,10,-7.0,Parsing Error
London Lions,Chaundee Brown Jr,DREB,10.0,36,-26.0,Parsing Error
London Lions,Chaundee Brown Jr,AST,2.0,23,-21.0,Parsing Error
London Lions,Chaundee Brown Jr,STL,1.0,11,-10.0,Parsing Error
London Lions,Chaundee Brown Jr,BLK,0.0,1,-1.0,Parsing Error
London Lions,Chaundee Brown Jr,TOV,2.0,15,-13.0,Parsing Error
London Lions,Chaundee Brown Jr,PF,2.0,25,-23.0,Parsing Error
Surrey 89ers,Timothy Nwankwo,POINTS,2.0,6,-4.0,Parsing Error
Surrey 89ers,Timothy Nwankwo,FGM,1.0,2,-1.0,Parsing Error
Surrey 89ers,Timothy Nwankwo,FGA,1.0,3,-2.0,Parsing Error
Surrey 89ers,Timothy Nwankwo,FG3M,0.0,1,-1.0,Parsing Error
Surrey 89ers,Timothy Nwankwo,FG3A,0.0,1,-1.0,Parsing Error
Surrey 89ers,Timothy Nwankwo,FTM,0.0,1,-1.0,Parsing Error
Surrey 89ers,Timothy Nwankwo,FTA,0.0,1,-1.0,Parsing Error
Surrey 89ers,Timothy Nwankwo,AST,0.0,1,-1.0,Parsing Error
Surrey 89ers,Timothy Nwankwo,PF,0.0,1,-1.0,Parsing Error
Newcastle Eagles,Terrell Burden,POINTS,3.0,45,-42.0,Parsing Error
Newcastle Eagles,Terrell Burden,FGM,1.0,18,-17.0,Parsing Error
Newcastle Eagles,Terrell Burden,FGA,4.0,34,-30.0,Parsing Error
Newcastle Eagles,Terrell Burden,FG3M,0.0,7,-7.0,Parsing Error
Newcastle Eagles,Terrell Burden,FG3A,2.0,14,-12.0,Parsing Error
Newcastle Eagles,Terrell Burden,FTM,1.0,2,-1.0,Parsing Error
Newcastle Eagles,Terrell Burden,FTA,2.0,5,-3.0,Parsing Error
Newcastle Eagles,Terrell Burden,OREB,0.0,3,-3.0,Parsing Error
Newcastle Eagles,Terrell Burden,DREB,2.0,17,-15.0,Parsing Error
Newcastle Eagles,Terrell Burden,AST,5.0,13,-8.0,Parsing Error
Newcastle Eagles,Terrell Burden,STL,3.0,4,-1.0,Parsing Error
Newcastle Eagles,Terrell Burden,BLK,0.0,2,-2.0,Parsing Error
Newcastle Eagles,Terrell Burden,TOV,3.0,7,-4.0,Parsing Error
Newcastle Eagles,Terrell Burden,PF,5.0,12,-7.0,Parsing Error
