Team,Player,Stat,Official_Total,Lineup_Sum_Total,Difference,Note
Newcastle Eagles,Brett Reed,FTA,15.0,47,-32.0,Parsing Error
Newcastle Eagles,Brett Reed,OREB,5.0,21,-16.0,Parsing Error
Newcastle Eagles,Brett Reed,DREB,15.0,54,-39.0,Parsing Error
Newcastle Eagles,Brett Reed,AST,8.0,30,-22.0,Parsing Error
Newcastle Eagles,Brett Reed,STL,5.0,22,-17.0,Parsing Error
Newcastle Eagles,Brett Reed,BLK,2.0,11,-9.0,Parsing Error
Newcastle Eagles,Brett Reed,TOV,9.0,29,-20.0,Parsing Error
Newcastle Eagles,Brett Reed,PF,9.0,33,-24.0,Parsing Error
Newcastle Eagles,Marco Anthony,POINTS,85.0,493,-408.0,Parsing Error
Newcastle Eagles,Marco Anthony,FGM,34.0,178,-144.0,Parsing Error
Newcastle Eagles,Marco Anthony,FGA,69.0,400,-331.0,Parsing Error
Newcastle Eagles,Marco Anthony,FG3M,1.0,36,-35.0,Parsing Error
Newcastle Eagles,Marco Anthony,FG3A,5.0,116,-111.0,Parsing Error
Newcastle Eagles,Marco Anthony,FTM,16.0,101,-85.0,Parsing Error
Newcastle Eagles,Marco Anthony,FTA,27.0,143,-116.0,Parsing Error
Newcastle Eagles,Marco Anthony,OREB,16.0,61,-45.0,Parsing Error
Newcastle Eagles,Marco Anthony,DREB,37.0,145,-108.0,Parsing Error
Newcastle Eagles,Marco Anthony,AST,8.0,96,-88.0,Parsing Error
Newcastle Eagles,Marco Anthony,STL,10.0,57,-47.0,Parsing Error
Newcastle Eagles,Marco Anthony,BLK,6.0,19,-13.0,Parsing Error
Newcastle Eagles,Marco Anthony,TOV,8.0,63,-55.0,Parsing Error
Newcastle Eagles,Marco Anthony,PF,10.0,97,-87.0,Parsing Error
Newcastle Eagles,Sauveur Kande,POINTS,40.0,299,-259.0,Parsing Error
Newcastle Eagles,Sauveur Kande,FGM,13.0,101,-88.0,Parsing Error
Newcastle Eagles,Sauveur Kande,FGA,26.0,237,-211.0,Parsing Error
Newcastle Eagles,Sauveur Kande,FG3M,12.0,40,-28.0,Parsing Error
Newcastle Eagles,Sauveur Kande,FG3A,22.0,107,-85.0,Parsing Error
Newcastle Eagles,Sauveur Kande,FTM,2.0,57,-55.0,Parsing Error
Newcastle Eagles,Sauveur Kande,FTA,4.0,76,-72.0,Parsing Error
Newcastle Eagles,Sauveur Kande,OREB,1.0,38,-37.0,Parsing Error
Newcastle Eagles,Sauveur Kande,DREB,11.0,84,-73.0,Parsing Error
Newcastle Eagles,Sauveur Kande,AST,2.0,59,-57.0,Parsing Error
Newcastle Eagles,Sauveur Kande,STL,3.0,25,-22.0,Parsing Error
Newcastle Eagles,Sauveur Kande,BLK,3.0,19,-16.0,Parsing Error
Newcastle Eagles,Sauveur Kande,TOV,0.0,29,-29.0,Parsing Error
Newcastle Eagles,Sauveur Kande,PF,16.0,65,-49.0,Parsing Error
Newcastle Eagles,Maceo Jack,POINTS,323.0,1443,-1120.0,Parsing Error
Newcastle Eagles,Maceo Jack,FGM,111.0,497,-386.0,Parsing Error
Newcastle Eagles,Maceo Jack,FGA,256.0,1130,-874.0,Parsing Error
Newcastle Eagles,Maceo Jack,FG3M,23.0,156,-133.0,Parsing Error
Newcastle Eagles,Maceo Jack,FG3A,82.0,432,-350.0,Parsing Error
Newcastle Eagles,Maceo Jack,FTM,78.0,293,-215.0,Parsing Error
Newcastle Eagles,Maceo Jack,FTA,94.0,397,-303.0,Parsing Error
Newcastle Eagles,Maceo Jack,OREB,13.0,141,-128.0,Parsing Error
Newcastle Eagles,Maceo Jack,DREB,77.0,445,-368.0,Parsing Error
Newcastle Eagles,Maceo Jack,AST,43.0,277,-234.0,Parsing Error
Newcastle Eagles,Maceo Jack,STL,18.0,113,-95.0,Parsing Error
Newcastle Eagles,Maceo Jack,BLK,10.0,61,-51.0,Parsing Error
Newcastle Eagles,Maceo Jack,TOV,41.0,196,-155.0,Parsing Error
Newcastle Eagles,Maceo Jack,PF,57.0,337,-280.0,Parsing Error
Newcastle Eagles,Emmanuel Kanwei,POINTS,130.0,661,-531.0,Parsing Error
Newcastle Eagles,Emmanuel Kanwei,FGM,50.0,227,-177.0,Parsing Error
Newcastle Eagles,Emmanuel Kanwei,FGA,96.0,519,-423.0,Parsing Error
Newcastle Eagles,Emmanuel Kanwei,FG3M,4.0,73,-69.0,Parsing Error
Newcastle Eagles,Emmanuel Kanwei,FG3A,9.0,204,-195.0,Parsing Error
Newcastle Eagles,Emmanuel Kanwei,FTM,26.0,134,-108.0,Parsing Error
Newcastle Eagles,Emmanuel Kanwei,FTA,44.0,176,-132.0,Parsing Error
Newcastle Eagles,Emmanuel Kanwei,OREB,23.0,65,-42.0,Parsing Error
Newcastle Eagles,Emmanuel Kanwei,DREB,30.0,213,-183.0,Parsing Error
Newcastle Eagles,Emmanuel Kanwei,AST,15.0,152,-137.0,Parsing Error
Newcastle Eagles,Emmanuel Kanwei,STL,5.0,46,-41.0,Parsing Error
Newcastle Eagles,Emmanuel Kanwei,BLK,9.0,25,-16.0,Parsing Error
Newcastle Eagles,Emmanuel Kanwei,TOV,13.0,86,-73.0,Parsing Error
Newcastle Eagles,Emmanuel Kanwei,PF,28.0,141,-113.0,Parsing Error
Newcastle Eagles,Mitch Clarke,POINTS,166.0,1106,-940.0,Parsing Error
Newcastle Eagles,Mitch Clarke,FGM,54.0,371,-317.0,Parsing Error
Newcastle Eagles,Mitch Clarke,FGA,142.0,836,-694.0,Parsing Error
Newcastle Eagles,Mitch Clarke,FG3M,19.0,115,-96.0,Parsing Error
Newcastle Eagles,Mitch Clarke,FG3A,71.0,325,-254.0,Parsing Error
Newcastle Eagles,Mitch Clarke,FTM,39.0,249,-210.0,Parsing Error
Newcastle Eagles,Mitch Clarke,FTA,48.0,334,-286.0,Parsing Error
Newcastle Eagles,Mitch Clarke,OREB,9.0,110,-101.0,Parsing Error
Newcastle Eagles,Mitch Clarke,DREB,58.0,324,-266.0,Parsing Error
Newcastle Eagles,Mitch Clarke,AST,72.0,222,-150.0,Parsing Error
Newcastle Eagles,Mitch Clarke,STL,23.0,92,-69.0,Parsing Error
Newcastle Eagles,Mitch Clarke,BLK,1.0,43,-42.0,Parsing Error
Newcastle Eagles,Mitch Clarke,TOV,39.0,158,-119.0,Parsing Error
Newcastle Eagles,Mitch Clarke,PF,68.0,264,-196.0,Parsing Error
Newcastle Eagles,Malcolm Smith,POINTS,31.0,193,-162.0,Parsing Error
Newcastle Eagles,Malcolm Smith,FGM,9.0,64,-55.0,Parsing Error
Newcastle Eagles,Malcolm Smith,FGA,36.0,157,-121.0,Parsing Error
Newcastle Eagles,Malcolm Smith,FG3M,0.0,11,-11.0,Parsing Error
Newcastle Eagles,Malcolm Smith,FG3A,1.0,39,-38.0,Parsing Error
Newcastle Eagles,Malcolm Smith,FTM,13.0,54,-41.0,Parsing Error
Newcastle Eagles,Malcolm Smith,FTA,18.0,69,-51.0,Parsing Error
Newcastle Eagles,Malcolm Smith,OREB,8.0,29,-21.0,Parsing Error
Newcastle Eagles,Malcolm Smith,DREB,6.0,56,-50.0,Parsing Error
Newcastle Eagles,Malcolm Smith,AST,5.0,39,-34.0,Parsing Error
Newcastle Eagles,Malcolm Smith,STL,1.0,19,-18.0,Parsing Error
Newcastle Eagles,Malcolm Smith,BLK,1.0,6,-5.0,Parsing Error
Newcastle Eagles,Malcolm Smith,TOV,7.0,29,-22.0,Parsing Error
Newcastle Eagles,Malcolm Smith,PF,13.0,37,-24.0,Parsing Error
London Lions,Mohammad Al-Amin Abdul Adamu,POINTS,155.0,699,-544.0,Parsing Error
London Lions,Mohammad Al-Amin Abdul Adamu,FGM,62.0,256,-194.0,Parsing Error
London Lions,Mohammad Al-Amin Abdul Adamu,FGA,120.0,551,-431.0,Parsing Error
London Lions,Mohammad Al-Amin Abdul Adamu,FG3M,18.0,70,-52.0,Parsing Error
London Lions,Mohammad Al-Amin Abdul Adamu,FG3A,45.0,199,-154.0,Parsing Error
London Lions,Mohammad Al-Amin Abdul Adamu,FTM,13.0,117,-104.0,Parsing Error
London Lions,Mohammad Al-Amin Abdul Adamu,FTA,17.0,157,-140.0,Parsing Error
London Lions,Mohammad Al-Amin Abdul Adamu,OREB,11.0,100,-89.0,Parsing Error
London Lions,Mohammad Al-Amin Abdul Adamu,DREB,33.0,227,-194.0,Parsing Error
London Lions,Mohammad Al-Amin Abdul Adamu,AST,37.0,159,-122.0,Parsing Error
London Lions,Mohammad Al-Amin Abdul Adamu,STL,10.0,68,-58.0,Parsing Error
London Lions,Mohammad Al-Amin Abdul Adamu,BLK,0.0,22,-22.0,Parsing Error
London Lions,Mohammad Al-Amin Abdul Adamu,TOV,29.0,122,-93.0,Parsing Error
London Lions,Mohammad Al-Amin Abdul Adamu,PF,38.0,181,-143.0,Parsing Error
Surrey 89ers,Isiah Small,POINTS,289.0,1264,-975.0,Parsing Error
Surrey 89ers,Isiah Small,FGM,108.0,469,-361.0,Parsing Error
Surrey 89ers,Isiah Small,FGA,230.0,988,-758.0,Parsing Error
Surrey 89ers,Isiah Small,FG3M,13.0,115,-102.0,Parsing Error
Surrey 89ers,Isiah Small,FG3A,47.0,342,-295.0,Parsing Error
Surrey 89ers,Isiah Small,FTM,60.0,211,-151.0,Parsing Error
Surrey 89ers,Isiah Small,FTA,85.0,297,-212.0,Parsing Error
Surrey 89ers,Isiah Small,OREB,52.0,194,-142.0,Parsing Error
Surrey 89ers,Isiah Small,DREB,124.0,404,-280.0,Parsing Error
Surrey 89ers,Isiah Small,AST,57.0,319,-262.0,Parsing Error
Surrey 89ers,Isiah Small,STL,22.0,101,-79.0,Parsing Error
Surrey 89ers,Isiah Small,BLK,10.0,41,-31.0,Parsing Error
Surrey 89ers,Isiah Small,TOV,37.0,199,-162.0,Parsing Error
Surrey 89ers,Isiah Small,PF,61.0,255,-194.0,Parsing Error
Surrey 89ers,Owen Koonce,POINTS,49.0,285,-236.0,Parsing Error
Surrey 89ers,Owen Koonce,FGM,17.0,110,-93.0,Parsing Error
Surrey 89ers,Owen Koonce,FGA,44.0,270,-226.0,Parsing Error
Surrey 89ers,Owen Koonce,FG3M,6.0,22,-16.0,Parsing Error
Surrey 89ers,Owen Koonce,FG3A,21.0,85,-64.0,Parsing Error
Surrey 89ers,Owen Koonce,FTM,9.0,43,-34.0,Parsing Error
Surrey 89ers,Owen Koonce,FTA,13.0,65,-52.0,Parsing Error
Surrey 89ers,Owen Koonce,OREB,7.0,56,-49.0,Parsing Error
Surrey 89ers,Owen Koonce,DREB,16.0,115,-99.0,Parsing Error
Surrey 89ers,Owen Koonce,AST,12.0,78,-66.0,Parsing Error
Surrey 89ers,Owen Koonce,STL,10.0,25,-15.0,Parsing Error
Surrey 89ers,Owen Koonce,BLK,3.0,11,-8.0,Parsing Error
Surrey 89ers,Owen Koonce,TOV,12.0,60,-48.0,Parsing Error
Surrey 89ers,Owen Koonce,PF,20.0,75,-55.0,Parsing Error
Surrey 89ers,Ronald Polite Iii,POINTS,282.0,1200,-918.0,Parsing Error
Surrey 89ers,Ronald Polite Iii,FGM,101.0,447,-346.0,Parsing Error
Surrey 89ers,Ronald Polite Iii,FGA,213.0,952,-739.0,Parsing Error
Surrey 89ers,Ronald Polite Iii,FG3M,15.0,103,-88.0,Parsing Error
Surrey 89ers,Ronald Polite Iii,FG3A,63.0,330,-267.0,Parsing Error
Surrey 89ers,Ronald Polite Iii,FTM,65.0,203,-138.0,Parsing Error
Surrey 89ers,Ronald Polite Iii,FTA,84.0,299,-215.0,Parsing Error
Surrey 89ers,Ronald Polite Iii,OREB,20.0,177,-157.0,Parsing Error
Surrey 89ers,Ronald Polite Iii,DREB,58.0,402,-344.0,Parsing Error
Surrey 89ers,Ronald Polite Iii,AST,122.0,302,-180.0,Parsing Error
Surrey 89ers,Ronald Polite Iii,STL,18.0,81,-63.0,Parsing Error
Surrey 89ers,Ronald Polite Iii,BLK,6.0,44,-38.0,Parsing Error
Surrey 89ers,Ronald Polite Iii,TOV,50.0,189,-139.0,Parsing Error
Surrey 89ers,Ronald Polite Iii,PF,51.0,247,-196.0,Parsing Error
Surrey 89ers,Kino Lily Jr,POINTS,330.0,1358,-1028.0,Parsing Error
Surrey 89ers,Kino Lily Jr,FGM,123.0,505,-382.0,Parsing Error
Surrey 89ers,Kino Lily Jr,FGA,270.0,1078,-808.0,Parsing Error
Surrey 89ers,Kino Lily Jr,FG3M,65.0,128,-63.0,Parsing Error
Surrey 89ers,Kino Lily Jr,FG3A,146.0,375,-229.0,Parsing Error
Surrey 89ers,Kino Lily Jr,FTM,19.0,220,-201.0,Parsing Error
Surrey 89ers,Kino Lily Jr,FTA,24.0,318,-294.0,Parsing Error
Surrey 89ers,Kino Lily Jr,OREB,11.0,201,-190.0,Parsing Error
Surrey 89ers,Kino Lily Jr,DREB,38.0,439,-401.0,Parsing Error
Surrey 89ers,Kino Lily Jr,AST,79.0,341,-262.0,Parsing Error
Surrey 89ers,Kino Lily Jr,STL,19.0,108,-89.0,Parsing Error
Surrey 89ers,Kino Lily Jr,BLK,0.0,46,-46.0,Parsing Error
Surrey 89ers,Kino Lily Jr,TOV,38.0,232,-194.0,Parsing Error
Surrey 89ers,Kino Lily Jr,PF,25.0,285,-260.0,Parsing Error
Surrey 89ers,Michael Graham,POINTS,169.0,839,-670.0,Parsing Error
Surrey 89ers,Michael Graham,FGM,77.0,323,-246.0,Parsing Error
Surrey 89ers,Michael Graham,FGA,135.0,697,-562.0,Parsing Error
Surrey 89ers,Michael Graham,FG3M,0.0,76,-76.0,Parsing Error
Surrey 89ers,Michael Graham,FG3A,1.0,226,-225.0,Parsing Error
Surrey 89ers,Michael Graham,FTM,15.0,117,-102.0,Parsing Error
Surrey 89ers,Michael Graham,FTA,34.0,173,-139.0,Parsing Error
Surrey 89ers,Michael Graham,OREB,52.0,143,-91.0,Parsing Error
Surrey 89ers,Michael Graham,DREB,94.0,288,-194.0,Parsing Error
Surrey 89ers,Michael Graham,AST,16.0,204,-188.0,Parsing Error
Surrey 89ers,Michael Graham,STL,11.0,69,-58.0,Parsing Error
Surrey 89ers,Michael Graham,BLK,20.0,30,-10.0,Parsing Error
Surrey 89ers,Michael Graham,TOV,19.0,136,-117.0,Parsing Error
Surrey 89ers,Michael Graham,PF,28.0,154,-126.0,Parsing Error
Surrey 89ers,Andrew Lawrence,POINTS,37.0,372,-335.0,Parsing Error
Surrey 89ers,Andrew Lawrence,FGM,14.0,133,-119.0,Parsing Error
Surrey 89ers,Andrew Lawrence,FGA,41.0,296,-255.0,Parsing Error
Surrey 89ers,Andrew Lawrence,FG3M,6.0,41,-35.0,Parsing Error
Surrey 89ers,Andrew Lawrence,FG3A,24.0,106,-82.0,Parsing Error
Surrey 89ers,Andrew Lawrence,FTM,3.0,65,-62.0,Parsing Error
Surrey 89ers,Andrew Lawrence,FTA,5.0,92,-87.0,Parsing Error
Surrey 89ers,Andrew Lawrence,OREB,3.0,56,-53.0,Parsing Error
Surrey 89ers,Andrew Lawrence,DREB,10.0,108,-98.0,Parsing Error
Surrey 89ers,Andrew Lawrence,AST,43.0,96,-53.0,Parsing Error
Surrey 89ers,Andrew Lawrence,STL,13.0,44,-31.0,Parsing Error
Surrey 89ers,Andrew Lawrence,BLK,0.0,12,-12.0,Parsing Error
Surrey 89ers,Andrew Lawrence,TOV,10.0,56,-46.0,Parsing Error
Surrey 89ers,Andrew Lawrence,PF,18.0,94,-76.0,Parsing Error
Surrey 89ers,Kareem Queeley,POINTS,54.0,337,-283.0,Parsing Error
Surrey 89ers,Kareem Queeley,FGM,19.0,120,-101.0,Parsing Error
Surrey 89ers,Kareem Queeley,FGA,46.0,265,-219.0,Parsing Error
Surrey 89ers,Kareem Queeley,FG3M,4.0,31,-27.0,Parsing Error
Surrey 89ers,Kareem Queeley,FG3A,21.0,106,-85.0,Parsing Error
Surrey 89ers,Kareem Queeley,FTM,12.0,66,-54.0,Parsing Error
Surrey 89ers,Kareem Queeley,FTA,20.0,100,-80.0,Parsing Error
Surrey 89ers,Kareem Queeley,OREB,7.0,59,-52.0,Parsing Error
Surrey 89ers,Kareem Queeley,DREB,17.0,91,-74.0,Parsing Error
Surrey 89ers,Kareem Queeley,AST,20.0,87,-67.0,Parsing Error
Surrey 89ers,Kareem Queeley,STL,5.0,27,-22.0,Parsing Error
Surrey 89ers,Kareem Queeley,BLK,0.0,6,-6.0,Parsing Error
Surrey 89ers,Kareem Queeley,TOV,11.0,38,-27.0,Parsing Error
Surrey 89ers,Kareem Queeley,PF,7.0,71,-64.0,Parsing Error
Surrey 89ers,Tayo Ogedengbe,POINTS,81.0,742,-661.0,Parsing Error
Surrey 89ers,Tayo Ogedengbe,FGM,26.0,268,-242.0,Parsing Error
Surrey 89ers,Tayo Ogedengbe,FGA,78.0,578,-500.0,Parsing Error
Surrey 89ers,Tayo Ogedengbe,FG3M,15.0,71,-56.0,Parsing Error
Surrey 89ers,Tayo Ogedengbe,FG3A,51.0,212,-161.0,Parsing Error
Surrey 89ers,Tayo Ogedengbe,FTM,14.0,135,-121.0,Parsing Error
Surrey 89ers,Tayo Ogedengbe,FTA,29.0,207,-178.0,Parsing Error
Surrey 89ers,Tayo Ogedengbe,OREB,11.0,98,-87.0,Parsing Error
Surrey 89ers,Tayo Ogedengbe,DREB,20.0,211,-191.0,Parsing Error
Surrey 89ers,Tayo Ogedengbe,AST,18.0,175,-157.0,Parsing Error
Surrey 89ers,Tayo Ogedengbe,STL,10.0,58,-48.0,Parsing Error
Surrey 89ers,Tayo Ogedengbe,BLK,2.0,28,-26.0,Parsing Error
Surrey 89ers,Tayo Ogedengbe,TOV,12.0,95,-83.0,Parsing Error
Surrey 89ers,Tayo Ogedengbe,PF,30.0,162,-132.0,Parsing Error
Surrey 89ers,Nedas Cholevinskas,POINTS,126.0,753,-627.0,Parsing Error
Surrey 89ers,Nedas Cholevinskas,FGM,39.0,271,-232.0,Parsing Error
Surrey 89ers,Nedas Cholevinskas,FGA,104.0,587,-483.0,Parsing Error
Surrey 89ers,Nedas Cholevinskas,FG3M,20.0,73,-53.0,Parsing Error
Surrey 89ers,Nedas Cholevinskas,FG3A,55.0,210,-155.0,Parsing Error
Surrey 89ers,Nedas Cholevinskas,FTM,28.0,138,-110.0,Parsing Error
Surrey 89ers,Nedas Cholevinskas,FTA,37.0,212,-175.0,Parsing Error
Surrey 89ers,Nedas Cholevinskas,OREB,13.0,119,-106.0,Parsing Error
Surrey 89ers,Nedas Cholevinskas,DREB,31.0,227,-196.0,Parsing Error
Surrey 89ers,Nedas Cholevinskas,AST,12.0,176,-164.0,Parsing Error
Surrey 89ers,Nedas Cholevinskas,STL,9.0,55,-46.0,Parsing Error
Surrey 89ers,Nedas Cholevinskas,BLK,1.0,26,-25.0,Parsing Error
Surrey 89ers,Nedas Cholevinskas,TOV,9.0,112,-103.0,Parsing Error
Surrey 89ers,Nedas Cholevinskas,PF,40.0,171,-131.0,Parsing Error
Surrey 89ers,Timothy Nwanko,POINTS,21.0,218,-197.0,Parsing Error
Surrey 89ers,Timothy Nwanko,FGM,9.0,79,-70.0,Parsing Error
Surrey 89ers,Timothy Nwanko,FGA,20.0,182,-162.0,Parsing Error
Surrey 89ers,Timothy Nwanko,FG3M,0.0,18,-18.0,Parsing Error
Surrey 89ers,Timothy Nwanko,FG3A,2.0,71,-69.0,Parsing Error
Surrey 89ers,Timothy Nwanko,FTM,3.0,42,-39.0,Parsing Error
Surrey 89ers,Timothy Nwanko,FTA,6.0,61,-55.0,Parsing Error
Surrey 89ers,Timothy Nwanko,OREB,8.0,43,-35.0,Parsing Error
Surrey 89ers,Timothy Nwanko,DREB,16.0,81,-65.0,Parsing Error
Surrey 89ers,Timothy Nwanko,AST,2.0,58,-56.0,Parsing Error
Surrey 89ers,Timothy Nwanko,STL,3.0,19,-16.0,Parsing Error
Surrey 89ers,Timothy Nwanko,BLK,4.0,10,-6.0,Parsing Error
Surrey 89ers,Timothy Nwanko,TOV,11.0,55,-44.0,Parsing Error
Surrey 89ers,Timothy Nwanko,PF,20.0,59,-39.0,Parsing Error
Surrey 89ers,Haydn Ling,POINTS,96.0,443,-347.0,Parsing Error
Surrey 89ers,Haydn Ling,FGM,36.0,161,-125.0,Parsing Error
Surrey 89ers,Haydn Ling,FGA,56.0,340,-284.0,Parsing Error
Surrey 89ers,Haydn Ling,FG3M,0.0,41,-41.0,Parsing Error
Surrey 89ers,Haydn Ling,FG3A,3.0,121,-118.0,Parsing Error
Surrey 89ers,Haydn Ling,FTM,24.0,80,-56.0,Parsing Error
Surrey 89ers,Haydn Ling,FTA,39.0,115,-76.0,Parsing Error
Surrey 89ers,Haydn Ling,OREB,21.0,57,-36.0,Parsing Error
Surrey 89ers,Haydn Ling,DREB,53.0,141,-88.0,Parsing Error
Surrey 89ers,Haydn Ling,AST,8.0,114,-106.0,Parsing Error
Surrey 89ers,Haydn Ling,STL,2.0,28,-26.0,Parsing Error
Surrey 89ers,Haydn Ling,BLK,9.0,13,-4.0,Parsing Error
Surrey 89ers,Haydn Ling,TOV,21.0,69,-48.0,Parsing Error
Surrey 89ers,Haydn Ling,PF,41.0,108,-67.0,Parsing Error
Leicester Riders,Raequan Battle,POINTS,326.0,958,-632.0,Parsing Error
Leicester Riders,Raequan Battle,FGM,108.0,332,-224.0,Parsing Error
Leicester Riders,Raequan Battle,FGA,227.0,729,-502.0,Parsing Error
Leicester Riders,Raequan Battle,FG3M,57.0,124,-67.0,Parsing Error
Leicester Riders,Raequan Battle,FG3A,129.0,315,-186.0,Parsing Error
Leicester Riders,Raequan Battle,FTM,53.0,170,-117.0,Parsing Error
Leicester Riders,Raequan Battle,FTA,58.0,214,-156.0,Parsing Error
Leicester Riders,Raequan Battle,OREB,6.0,108,-102.0,Parsing Error
Leicester Riders,Raequan Battle,DREB,64.0,336,-272.0,Parsing Error
Leicester Riders,Raequan Battle,AST,20.0,222,-202.0,Parsing Error
Leicester Riders,Raequan Battle,STL,16.0,79,-63.0,Parsing Error
Leicester Riders,Raequan Battle,BLK,5.0,30,-25.0,Parsing Error
Leicester Riders,Raequan Battle,TOV,30.0,168,-138.0,Parsing Error
Leicester Riders,Raequan Battle,PF,42.0,164,-122.0,Parsing Error
Manchester Basketball,Gabriel Osbuhein,POINTS,73.0,475,-402.0,Parsing Error
Manchester Basketball,Gabriel Osbuhein,FGM,29.0,181,-152.0,Parsing Error
Manchester Basketball,Gabriel Osbuhein,FGA,62.0,401,-339.0,Parsing Error
Manchester Basketball,Gabriel Osbuhein,FG3M,0.0,54,-54.0,Parsing Error
Manchester Basketball,Gabriel Osbuhein,FG3A,2.0,152,-150.0,Parsing Error
Manchester Basketball,Gabriel Osbuhein,FTM,15.0,59,-44.0,Parsing Error
Manchester Basketball,Gabriel Osbuhein,FTA,28.0,85,-57.0,Parsing Error
Manchester Basketball,Gabriel Osbuhein,OREB,26.0,69,-43.0,Parsing Error
Manchester Basketball,Gabriel Osbuhein,DREB,30.0,132,-102.0,Parsing Error
Manchester Basketball,Gabriel Osbuhein,AST,45.0,112,-67.0,Parsing Error
Manchester Basketball,Gabriel Osbuhein,STL,16.0,48,-32.0,Parsing Error
Manchester Basketball,Gabriel Osbuhein,BLK,6.0,16,-10.0,Parsing Error
Manchester Basketball,Gabriel Osbuhein,TOV,17.0,64,-47.0,Parsing Error
Manchester Basketball,Gabriel Osbuhein,PF,37.0,119,-82.0,Parsing Error
Leicester Riders,Michael Akintomide Akinsiku,POINTS,0.0,7,-7.0,Parsing Error
Leicester Riders,Michael Akintomide Akinsiku,FGM,0.0,3,-3.0,Parsing Error
Leicester Riders,Michael Akintomide Akinsiku,FGA,0.0,4,-4.0,Parsing Error
Leicester Riders,Michael Akintomide Akinsiku,FTM,0.0,1,-1.0,Parsing Error
Leicester Riders,Michael Akintomide Akinsiku,FTA,0.0,3,-3.0,Parsing Error
Leicester Riders,Michael Akintomide Akinsiku,DREB,1.0,3,-2.0,Parsing Error
Leicester Riders,Michael Akintomide Akinsiku,AST,0.0,1,-1.0,Parsing Error
Leicester Riders,Michael Akintomide Akinsiku,STL,0.0,1,-1.0,Parsing Error
London Lions,Karolis Lukosiunas,POINTS,64.0,322,-258.0,Parsing Error
London Lions,Karolis Lukosiunas,FGM,22.0,113,-91.0,Parsing Error
London Lions,Karolis Lukosiunas,FGA,46.0,235,-189.0,Parsing Error
London Lions,Karolis Lukosiunas,FG3M,20.0,42,-22.0,Parsing Error
London Lions,Karolis Lukosiunas,FG3A,39.0,105,-66.0,Parsing Error
London Lions,Karolis Lukosiunas,FTM,0.0,54,-54.0,Parsing Error
London Lions,Karolis Lukosiunas,FTA,0.0,70,-70.0,Parsing Error
London Lions,Karolis Lukosiunas,OREB,1.0,31,-30.0,Parsing Error
London Lions,Karolis Lukosiunas,DREB,11.0,109,-98.0,Parsing Error
London Lions,Karolis Lukosiunas,AST,10.0,75,-65.0,Parsing Error
London Lions,Karolis Lukosiunas,STL,8.0,35,-27.0,Parsing Error
London Lions,Karolis Lukosiunas,BLK,0.0,7,-7.0,Parsing Error
London Lions,Karolis Lukosiunas,TOV,10.0,63,-53.0,Parsing Error
London Lions,Karolis Lukosiunas,PF,20.0,95,-75.0,Parsing Error
London Lions,Matthew Goodwin,POINTS,38.0,258,-220.0,Parsing Error
London Lions,Matthew Goodwin,FGM,12.0,96,-84.0,Parsing Error
London Lions,Matthew Goodwin,FGA,30.0,184,-154.0,Parsing Error
London Lions,Matthew Goodwin,FG3M,7.0,24,-17.0,Parsing Error
London Lions,Matthew Goodwin,FG3A,20.0,75,-55.0,Parsing Error
London Lions,Matthew Goodwin,FTM,7.0,42,-35.0,Parsing Error
London Lions,Matthew Goodwin,FTA,7.0,60,-53.0,Parsing Error
London Lions,Matthew Goodwin,OREB,4.0,30,-26.0,Parsing Error
London Lions,Matthew Goodwin,DREB,13.0,90,-77.0,Parsing Error
London Lions,Matthew Goodwin,AST,7.0,57,-50.0,Parsing Error
London Lions,Matthew Goodwin,STL,3.0,22,-19.0,Parsing Error
London Lions,Matthew Goodwin,BLK,1.0,8,-7.0,Parsing Error
London Lions,Matthew Goodwin,TOV,10.0,47,-37.0,Parsing Error
London Lions,Matthew Goodwin,PF,16.0,73,-57.0,Parsing Error
Leicester Riders,Aaron Menzies,POINTS,63.0,405,-342.0,Parsing Error
Leicester Riders,Aaron Menzies,FGM,21.0,136,-115.0,Parsing Error
Leicester Riders,Aaron Menzies,FGA,38.0,298,-260.0,Parsing Error
Leicester Riders,Aaron Menzies,FG3M,0.0,55,-55.0,Parsing Error
Leicester Riders,Aaron Menzies,FG3A,1.0,140,-139.0,Parsing Error
Leicester Riders,Aaron Menzies,FTM,21.0,78,-57.0,Parsing Error
Leicester Riders,Aaron Menzies,FTA,33.0,96,-63.0,Parsing Error
Leicester Riders,Aaron Menzies,OREB,22.0,52,-30.0,Parsing Error
Leicester Riders,Aaron Menzies,DREB,43.0,140,-97.0,Parsing Error
Leicester Riders,Aaron Menzies,AST,10.0,89,-79.0,Parsing Error
Leicester Riders,Aaron Menzies,STL,1.0,25,-24.0,Parsing Error
Leicester Riders,Aaron Menzies,BLK,11.0,20,-9.0,Parsing Error
Leicester Riders,Aaron Menzies,TOV,21.0,73,-52.0,Parsing Error
Leicester Riders,Aaron Menzies,PF,30.0,68,-38.0,Parsing Error
Leicester Riders,Donald Carey Jr,POINTS,217.0,952,-735.0,Parsing Error
Leicester Riders,Donald Carey Jr,FGM,67.0,329,-262.0,Parsing Error
Leicester Riders,Donald Carey Jr,FGA,145.0,692,-547.0,Parsing Error
Leicester Riders,Donald Carey Jr,FG3M,28.0,116,-88.0,Parsing Error
