country,league,season,scraped_at,Player,player_url,player_name,height,position,age,GP,EFF,MPG,PPG,RPG,ORB,DRB,APG,BPG,SPG,PF,FTA,FTM,FT_pct,2PA,2PM,2P_pct,3PA,3PM,3P_pct,TO,team,team_abbrev,team_url
Albania,Superliga,2025-2026,2026-01-10T18:30:03.020536,Abbey-Wright Jahmal 196-G/F-28,https://basketball.eurobasket.com/player/Abbey-Wright-Jahmal/459954,Jahmal Abbey-Wright,196,G/F,28,10,18.3,29.5,15.9,4.8,2.0,2.8,1.8,0.3,1.0,1.0,4.3,2.9,67.4,6.4,4.7,73.4,3.4,1.2,35.3,1.8,Teuta,TEUT,https://basketball.eurobasket.com/team/KB-Teuta-Durres/5520
Albania,Superliga,2025-2026,2026-01-10T18:30:03.310854,Ademokoya Quincy 198-G-24,https://basketball.eurobasket.com/player/Ademokoya-Quincy/560092,Quincy Ademokoya,198,G,24,10,15.0,30.2,15.4,3.6,0.7,2.9,2.5,0.7,0.6,1.3,1.8,1.0,55.6,4.7,3.6,76.6,6.4,2.4,37.5,1.7,Apolonia,APOL,https://basketball.eurobasket.com/team/Apolonia-Fier/5518
Albania,Superliga,2025-2026,2026-01-10T18:30:03.603916,Ago Daniel -18,https://basketball.eurobasket.com/player/Ago-Daniel/796802,Daniel Ago,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Albania,Superliga,2025-2026,2026-01-10T18:30:03.909459,Alimani Lion 186-G-23,https://basketball.eurobasket.com/player/Alimani-Lion/606582,Lion Alimani,186,G,23,10,9.4,17.2,8.6,2.7,0.8,1.9,1.9,0.0,0.9,1.9,3.3,1.9,57.6,3.9,2.3,59.0,1.8,0.7,38.9,1.3,Beselidhja,BESE,https://basketball.eurobasket.com/team/Beselidhja-Lezhe/66015
Albania,Superliga,2025-2026,2026-01-10T18:30:04.195849,Arnold Arlando 185-G-24,https://basketball.eurobasket.com/player/Arnold-Arlando/518957,Arlando Arnold,185,G,24,9,16.8,28.8,12.1,4.2,0.4,3.8,5.6,0.3,2.0,2.0,2.2,1.6,72.7,5.7,3.4,59.6,4.2,1.2,28.6,1.3,Vllaznia,VLLA,https://basketball.eurobasket.com/team/Vllaznia-Shkodra/629
Albania,Superliga,2025-2026,2026-01-10T18:30:04.472363,Austin Emmanuel 178-PG,https://basketball.eurobasket.com/player/Austin-Emmanuel/618866,Emmanuel Austin,178,PG,,7,16.3,35.4,21.9,3.7,0.4,3.3,2.7,0.1,2.3,1.9,7.6,5.0,65.8,13.6,5.9,43.4,4.1,1.7,41.5,3.4,Partizani,PART,https://basketball.eurobasket.com/team/Partizani-Tirana/1430
Albania,Superliga,2025-2026,2026-01-10T18:30:04.749891,Bagaviki Tony 192-G/F-18,https://basketball.eurobasket.com/player/Bagaviki-Tony/791295,Tony Bagaviki,192,G/F,18,9,2.8,8.8,3.2,1.1,0.1,1.0,0.8,0.1,0.7,0.4,0.6,0.2,33.3,2.0,1.0,50.0,1.3,0.3,23.1,0.6,Beselidhja,BESE,https://basketball.eurobasket.com/team/Beselidhja-Lezhe/66015
Albania,Superliga,2025-2026,2026-01-10T18:30:05.034115,Bajama Raili,https://basketball.eurobasket.com/player/Bajama-Raili/797062,Raili Bajama,,,,1,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vllaznia,VLLA,https://basketball.eurobasket.com/team/Vllaznia-Shkodra/629
Albania,Superliga,2025-2026,2026-01-10T18:30:05.331605,Bako Prian -20,https://basketball.eurobasket.com/player/Bako-Prian/796803,Prian Bako,,,,4,1.8,5.0,1.3,1.8,0.5,1.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,100.0,1.0,0.3,30.0,0.8,Partizani,PART,https://basketball.eurobasket.com/team/Partizani-Tirana/1430
Albania,Superliga,2025-2026,2026-01-10T18:30:05.627277,Ballanca Jurgen 183-PG-18,https://basketball.eurobasket.com/player/Ballanca-Jurgen/705149,Jurgen Ballanca,183,PG,18,4,1.8,4.0,2.3,0.5,0.3,0.3,0.3,0.0,0.8,0.5,1.5,1.0,66.7,1.0,0.3,30.0,0.3,0.3,100.0,0.8,Teuta,TEUT,https://basketball.eurobasket.com/team/KB-Teuta-Durres/5520
Albania,Superliga,2025-2026,2026-01-10T18:30:05.903763,Bani Slejd -G-18,https://basketball.eurobasket.com/player/Bani-Slejd/751864,Slejd Bani,,,,6,-0.2,5.0,0.0,0.3,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,Apolonia,APOL,https://basketball.eurobasket.com/team/Apolonia-Fier/5518
Albania,Superliga,2025-2026,2026-01-10T18:30:06.205614,Bates Jaylen 201-F-25,https://basketball.eurobasket.com/player/Bates-Jaylen/546175,Jaylen Bates,201,F,25,9,18.1,29.0,14.7,5.8,2.2,3.6,1.4,0.1,2.1,1.2,3.4,2.1,61.8,6.2,4.4,71.0,3.3,1.2,36.4,1.8,Apolonia,APOL,https://basketball.eurobasket.com/team/Apolonia-Fier/5518
Albania,Superliga,2025-2026,2026-01-10T18:30:06.480385,Bazhdari Samuel -16,https://basketball.eurobasket.com/player/Bazhdari-Samuel/781681,Samuel Bazhdari,,,,2,1.0,3.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,100.0,0.0,0.0,0.0,0.0,Vllaznia,VLLA,https://basketball.eurobasket.com/team/Vllaznia-Shkodra/629
Albania,Superliga,2025-2026,2026-01-10T18:30:06.778574,Beba Kristi -SG-23,https://basketball.eurobasket.com/player/Beba-Kristi/653127,Kristi Beba,,,,2,0.5,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,Skenderbeu,SKEN,https://basketball.eurobasket.com/team/Skenderbeu-Korce/2120
Albania,Superliga,2025-2026,2026-01-10T18:30:07.080639,Bega Detjon 180-PG-24,https://basketball.eurobasket.com/player/Bega-Detjon/400970,Detjon Bega,180,PG,24,8,2.6,13.1,3.5,1.5,0.6,0.9,1.1,0.0,0.8,1.6,0.8,0.4,50.0,1.3,0.6,46.2,1.6,0.6,37.5,1.1,Partizani,PART,https://basketball.eurobasket.com/team/Partizani-Tirana/1430
Albania,Superliga,2025-2026,2026-01-10T18:30:07.358726,Beqo Elvis 191-F-31,https://basketball.eurobasket.com/player/Beqo-Elvis/276412,Elvis Beqo,191,F,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Albania,Superliga,2025-2026,2026-01-10T18:30:07.626814,Berberi Naum -19,https://basketball.eurobasket.com/player/Berberi-Naum/760290,Naum Berberi,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Albania,Superliga,2025-2026,2026-01-10T18:30:07.944979,Berdo Igli -G-30,https://basketball.eurobasket.com/player/Berdo-Igli/653135,Igli Berdo,,,,7,5.1,31.7,9.4,4.9,0.7,4.1,1.0,0.0,0.7,2.7,3.1,2.6,83.9,6.6,2.6,39.4,3.9,0.6,15.4,2.9,Flamurtari,FLAM,https://basketball.eurobasket.com/team/Flamurtari-Vlore/5510
Albania,Superliga,2025-2026,2026-01-10T18:30:08.246575,Bilali Enes 190-SF-17,https://basketball.eurobasket.com/player/Bilali-Enes/743420,Enes Bilali,190,SF,17,7,5.1,12.3,4.0,2.1,0.3,1.9,1.4,0.1,0.7,1.0,2.0,1.6,80.0,1.6,0.6,37.5,1.9,0.4,21.1,0.9,Beselidhja,BESE,https://basketball.eurobasket.com/team/Beselidhja-Lezhe/66015
Albania,Superliga,2025-2026,2026-01-10T18:30:08.510405,Bircaj Fjorentin 205-F-36,https://basketball.eurobasket.com/player/Bircaj-Fjorentin/180031,Fjorentin Bircaj,205,F,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Albania,Superliga,2025-2026,2026-01-10T18:30:08.804626,Bisheva Pellumb -26,https://basketball.eurobasket.com/player/Bisheva-Pellumb/506247,Pellumb Bisheva,,,,8,8.1,25.3,6.1,7.3,2.6,4.6,1.1,0.4,0.8,2.4,1.4,1.1,78.6,5.8,2.5,43.1,0.9,0.0,0.0,1.4,Partizani,PART,https://basketball.eurobasket.com/team/Partizani-Tirana/1430
Albania,Superliga,2025-2026,2026-01-10T18:30:09.091503,Brown Jr. Linton 196-G/F-26,https://basketball.eurobasket.com/player/Brown-Jr--Linton/501437,Linton Brown Jr.,196,G/F,26,10,19.8,32.2,22.9,3.1,1.0,2.1,1.1,0.3,0.6,2.0,4.0,3.4,85.0,8.6,4.1,47.7,6.4,3.5,54.7,1.3,Skenderbeu,SKEN,https://basketball.eurobasket.com/team/Skenderbeu-Korce/2120
Albania,Superliga,2025-2026,2026-01-10T18:30:09.377463,Bryant Julian 193-SG-25,https://basketball.eurobasket.com/player/Bryant-Julian/550067,Julian Bryant,193,SG,25,9,19.3,34.8,19.7,4.7,1.3,3.3,2.4,0.3,0.9,1.8,4.0,2.7,67.5,9.0,6.0,66.7,5.3,1.7,32.1,1.7,Vllaznia,VLLA,https://basketball.eurobasket.com/team/Vllaznia-Shkodra/629
Albania,Superliga,2025-2026,2026-01-10T18:30:09.679095,Cahani Ajet 193-F-20,https://basketball.eurobasket.com/player/Cahani-Ajet/606581,Ajet Cahani,193,F,20,9,3.0,12.8,4.7,1.2,0.1,1.1,0.3,0.2,0.7,1.3,1.7,1.1,64.7,1.3,0.8,61.5,2.4,0.7,29.2,1.0,Kamza,KAMZ,https://basketball.eurobasket.com/team/Kamza-Basket-Tirana/5509
Albania,Superliga,2025-2026,2026-01-10T18:30:09.967883,Cahani Ergyst -21,https://basketball.eurobasket.com/player/Cahani-Ergyst/721027,Ergyst Cahani,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Albania,Superliga,2025-2026,2026-01-10T18:30:10.282281,Campbell DJ 190-F-25,https://basketball.eurobasket.com/player/Campbell-DJ/542973,DJ Campbell,190,F,25,10,27.4,32.0,23.5,3.9,0.8,3.1,4.4,0.3,3.7,2.5,4.7,4.0,85.1,4.1,2.7,65.9,9.3,4.7,50.5,1.9,Apolonia,APOL,https://basketball.eurobasket.com/team/Apolonia-Fier/5518
Albania,Superliga,2025-2026,2026-01-10T18:30:10.626832,Cela Alban 197-SF-36,https://basketball.eurobasket.com/player/Cela-Alban/127333,Alban Cela,197,SF,36,10,20.8,34.1,18.3,9.8,2.8,7.0,2.3,0.8,1.0,2.9,3.7,2.0,54.1,10.9,6.2,56.9,3.9,1.3,33.3,2.7,Elbasani,ELBA,https://basketball.eurobasket.com/team/Elbasani/5517
Albania,Superliga,2025-2026,2026-01-10T18:30:10.920950,Cobo Kristian -18,https://basketball.eurobasket.com/player/Cobo-Kristian/796800,Kristian Cobo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Albania,Superliga,2025-2026,2026-01-10T18:30:11.248640,Como Klevis -G-35,https://basketball.eurobasket.com/player/Como-Klevis/506261,Klevis Como,,,,7,0.9,7.3,2.1,0.0,0.0,0.0,0.1,0.0,0.3,0.4,0.3,0.1,33.3,0.4,0.1,25.0,1.3,0.6,46.2,0.4,Flamurtari,FLAM,https://basketball.eurobasket.com/team/Flamurtari-Vlore/5510
Albania,Superliga,2025-2026,2026-01-10T18:30:11.550256,Como Kristo -16,https://basketball.eurobasket.com/player/Como-Kristo/796813,Kristo Como,,,,1,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pogradeci,POGR,https://basketball.eurobasket.com/team/Pogradeci/5519
Albania,Superliga,2025-2026,2026-01-10T18:30:11.856588,Davis Gerad 193-G-30,https://basketball.eurobasket.com/player/Davis-Gerad/390926,Gerad Davis,193,G,30,10,27.9,36.7,29.9,8.7,1.8,6.9,2.9,0.2,3.1,2.8,7.5,5.7,76.0,19.3,9.7,50.3,5.5,1.6,29.1,3.3,Partizani,PART,https://basketball.eurobasket.com/team/Partizani-Tirana/1430
Albania,Superliga,2025-2026,2026-01-10T18:30:12.134026,Dean Dalon 190-G-25,https://basketball.eurobasket.com/player/Dean-Dalon/549387,Dalon Dean,190,G,25,8,15.3,17.8,15.0,2.9,0.6,2.3,2.0,0.0,0.6,2.0,1.5,1.4,93.3,2.4,1.0,41.7,6.0,3.9,65.0,0.5,Beselidhja,BESE,https://basketball.eurobasket.com/team/Beselidhja-Lezhe/66015
Albania,Superliga,2025-2026,2026-01-10T18:30:12.427046,Dumay Josh 203-F/C-28,https://basketball.eurobasket.com/player/Dumay-Josh/418974,Josh Dumay,203,F/C,28,8,0.8,11.1,2.3,1.8,0.1,1.6,0.1,0.0,0.0,1.9,0.1,0.0,0.0,0.8,0.4,50.0,1.3,0.4,30.8,0.3,Skenderbeu,SKEN,https://basketball.eurobasket.com/team/Skenderbeu-Korce/2120
Albania,Superliga,2025-2026,2026-01-10T18:30:12.696654,Edmonds III Trey 208-F-22,https://basketball.eurobasket.com/player/Edmonds-III-Trey/620625,Trey Edmonds III,208,F,22,10,24.9,20.5,16.9,8.6,3.2,5.4,1.3,0.9,0.8,1.2,5.6,3.7,66.1,9.5,6.6,69.5,0.1,0.0,0.0,0.9,Beselidhja,BESE,https://basketball.eurobasket.com/team/Beselidhja-Lezhe/66015
Albania,Superliga,2025-2026,2026-01-10T18:30:13.338012,Farr Elijah 203-F,https://basketball.eurobasket.com/player/Farr-Elijah/603038,Elijah Farr,203,F,,10,15.8,35.1,12.1,6.9,0.9,6.0,2.0,0.6,1.0,1.7,3.0,1.8,60.0,5.9,3.8,64.4,3.3,0.9,27.3,1.6,Teuta,TEUT,https://basketball.eurobasket.com/team/KB-Teuta-Durres/5520
Albania,Superliga,2025-2026,2026-01-10T18:30:13.614345,Fitzgerald Bryce 203-F,https://basketball.eurobasket.com/player/Fitzgerald-Bryce/545496,Bryce Fitzgerald,203,F,,5,12.4,18.4,9.8,4.2,1.0,3.2,1.0,0.6,0.8,0.8,1.4,1.4,100.0,5.2,3.0,57.7,2.4,0.8,33.3,0.8,Vllaznia,VLLA,https://basketball.eurobasket.com/team/Vllaznia-Shkodra/629
Albania,Superliga,2025-2026,2026-01-10T18:30:13.892482,Gjore Kejdi 192-SF-23,https://basketball.eurobasket.com/player/Gjore-Kejdi/615692,Kejdi Gjore,192,SF,23,8,4.8,17.9,6.8,1.8,0.4,1.4,1.5,0.0,1.0,1.8,0.8,0.3,37.5,3.1,1.8,58.1,2.9,1.0,34.5,0.9,Teuta,TEUT,https://basketball.eurobasket.com/team/KB-Teuta-Durres/5520
Albania,Superliga,2025-2026,2026-01-10T18:30:14.167976,Gjyzeli Abdel 204-F/C-33,https://basketball.eurobasket.com/player/Gjyzeli-Abdel/210546,Abdel Gjyzeli,204,F/C,33,4,13.5,27.5,12.0,6.0,1.0,5.0,0.8,0.0,0.5,2.8,3.0,2.3,76.7,5.5,3.8,69.1,2.0,0.8,40.0,2.0,Partizani,PART,https://basketball.eurobasket.com/team/Partizani-Tirana/1430
Albania,Superliga,2025-2026,2026-01-10T18:30:14.438212,Goetz Grayson 190-G/F-24,https://basketball.eurobasket.com/player/Goetz-Grayson/600590,Grayson Goetz,190,G/F,24,9,13.4,31.0,9.6,5.2,0.9,4.3,3.8,0.1,0.7,0.4,2.3,1.8,78.3,4.7,2.9,61.7,2.9,0.7,24.1,2.4,Teuta,TEUT,https://basketball.eurobasket.com/team/KB-Teuta-Durres/5520
Albania,Superliga,2025-2026,2026-01-10T18:30:14.712736,Golemi Deni 185-SG-22,https://basketball.eurobasket.com/player/Golemi-Deni/506268,Deni Golemi,185,SG,22,9,-0.1,13.3,2.0,0.8,0.2,0.6,0.4,0.1,0.2,1.6,0.4,0.1,25.0,1.2,0.4,33.3,0.8,0.3,37.5,1.0,Partizani,PART,https://basketball.eurobasket.com/team/Partizani-Tirana/1430
Albania,Superliga,2025-2026,2026-01-10T18:30:14.987607,Gorea Kristi 200-C-29,https://basketball.eurobasket.com/player/Gorea-Kristi/367086,Kristi Gorea,200,C,29,10,16.6,38.5,14.2,7.3,1.0,6.3,3.4,0.3,1.2,1.9,2.2,1.2,54.5,4.4,1.7,38.6,7.1,3.2,45.1,1.6,Teuta,TEUT,https://basketball.eurobasket.com/team/KB-Teuta-Durres/5520
Albania,Superliga,2025-2026,2026-01-10T18:30:15.268820,Granzan Kevin,https://basketball.eurobasket.com/player/Granzan-Kevin/585314,Kevin Granzan,,,,9,9.9,37.1,13.4,2.8,0.7,2.1,3.2,0.1,0.6,0.7,1.1,0.9,81.8,3.6,1.8,50.0,9.2,3.0,32.6,2.7,Pogradeci,POGR,https://basketball.eurobasket.com/team/Pogradeci/5519
Albania,Superliga,2025-2026,2026-01-10T18:30:15.559422,Grazhdani Vinsent 203-C-23,https://basketball.eurobasket.com/player/Grazhdani-Vinsent/476909,Vinsent Grazhdani,203,C,23,10,10.8,16.9,10.2,4.6,1.5,3.1,1.1,0.6,0.4,2.7,3.0,1.8,60.0,6.7,4.2,62.7,0.0,0.0,0.0,1.1,Beselidhja,BESE,https://basketball.eurobasket.com/team/Beselidhja-Lezhe/66015
Albania,Superliga,2025-2026,2026-01-10T18:30:15.815447,Green Michael 190-G,https://basketball.eurobasket.com/player/Green-Michael/490886,Michael Green,190,G,,7,24.7,39.9,31.3,6.0,1.3,4.7,4.9,0.0,1.9,2.9,6.1,4.6,75.4,19.9,9.7,48.7,6.6,2.4,36.4,4.4,Fieri,FIER,https://basketball.eurobasket.com/team/Fieri-Basket/69510
Albania,Superliga,2025-2026,2026-01-10T18:30:16.103632,Gusho Eraldi -41,https://basketball.eurobasket.com/player/Gusho-Eraldi/127349,Eraldi Gusho,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Albania,Superliga,2025-2026,2026-01-10T18:30:16.395583,Habipi Endri -G-37,https://basketball.eurobasket.com/player/Habipi-Endri/305370,Endri Habipi,,,,7,2.3,12.1,2.0,2.9,0.7,2.1,0.3,0.1,0.0,1.4,0.3,0.1,33.3,1.9,0.7,36.8,0.3,0.1,33.3,0.6,Skenderbeu,SKEN,https://basketball.eurobasket.com/team/Skenderbeu-Korce/2120
Albania,Superliga,2025-2026,2026-01-10T18:30:16.691882,Hajdari Xhersido 207-C-24,https://basketball.eurobasket.com/player/Hajdari-Xhersido/476903,Xhersido Hajdari,207,C,24,8,12.0,18.0,10.1,5.8,2.4,3.4,0.9,1.4,0.4,1.3,3.8,2.4,63.2,5.5,2.8,50.9,2.4,0.8,33.3,1.6,Kamza,KAMZ,https://basketball.eurobasket.com/team/Kamza-Basket-Tirana/5509
Albania,Superliga,2025-2026,2026-01-10T18:30:16.961663,Hamati Julian 185-G-33,https://basketball.eurobasket.com/player/Hamati-Julian/751862,Julian Hamati,185,G,33,10,16.8,21.0,9.7,6.6,1.2,5.4,3.3,0.1,1.8,1.4,2.3,1.6,69.6,5.2,3.9,75.0,1.0,0.1,10.0,1.4,Beselidhja,BESE,https://basketball.eurobasket.com/team/Beselidhja-Lezhe/66015
Albania,Superliga,2025-2026,2026-01-10T18:30:17.242032,Haruni Osman -18,https://basketball.eurobasket.com/player/Haruni-Osman/760284,Osman Haruni,,,,4,-0.3,3.8,0.3,1.0,0.5,0.5,0.0,0.0,0.0,0.8,0.5,0.3,60.0,0.3,0.0,0.0,0.3,0.0,0.0,0.3,Flamurtari,FLAM,https://basketball.eurobasket.com/team/Flamurtari-Vlore/5510
Albania,Superliga,2025-2026,2026-01-10T18:30:17.530366,Harvey Jay 206-F-29,https://basketball.eurobasket.com/player/Harvey-Jay/358306,Jay Harvey,206,F,29,10,9.2,26.0,6.1,5.7,2.7,3.0,0.7,0.2,0.3,1.7,3.0,1.9,63.3,4.2,2.1,50.0,0.0,0.0,0.0,0.7,Fieri,FIER,https://basketball.eurobasket.com/team/Fieri-Basket/69510
Albania,Superliga,2025-2026,2026-01-10T18:30:17.808417,Hasani Ismail -SG-19,https://basketball.eurobasket.com/player/Hasani-Ismail/653137,Ismail Hasani,,,,4,0.5,3.8,0.5,0.5,0.0,0.5,0.3,0.0,0.3,0.5,0.0,0.0,0.0,0.8,0.3,37.5,0.0,0.0,0.0,0.3,Flamurtari,FLAM,https://basketball.eurobasket.com/team/Flamurtari-Vlore/5510
Albania,Superliga,2025-2026,2026-01-10T18:30:18.106837,Haxhaj Ethan,https://basketball.eurobasket.com/player/Haxhaj-Ethan/798402,Ethan Haxhaj,,,,9,7.4,29.0,5.7,6.6,2.2,4.3,0.9,0.1,0.9,2.9,0.2,0.0,0.0,3.9,2.7,69.2,1.7,0.1,5.9,1.0,Skenderbeu,SKEN,https://basketball.eurobasket.com/team/Skenderbeu-Korce/2120
Albania,Superliga,2025-2026,2026-01-10T18:30:18.400044,Heba Noel 185-SF-19,https://basketball.eurobasket.com/player/Heba-Noel/705154,Noel Heba,185,SF,19,7,3.6,11.0,4.1,2.1,0.4,1.7,0.6,0.0,0.6,1.3,0.6,0.1,16.7,1.4,0.7,50.0,2.1,0.9,42.9,0.6,Beselidhja,BESE,https://basketball.eurobasket.com/team/Beselidhja-Lezhe/66015
Albania,Superliga,2025-2026,2026-01-10T18:30:18.671639,Holt Austin 198-F-24,https://basketball.eurobasket.com/player/Holt-Austin/425996,Austin Holt,198,F,24,10,19.2,28.6,12.8,8.2,1.9,6.3,2.7,0.5,1.3,1.4,4.3,2.6,60.5,6.1,3.9,63.9,2.0,0.8,40.0,2.2,Apolonia,APOL,https://basketball.eurobasket.com/team/Apolonia-Fier/5518
Albania,Superliga,2025-2026,2026-01-10T18:30:18.944927,Hoxhaj Auron -20,https://basketball.eurobasket.com/player/Hoxhaj-Auron/796801,Auron Hoxhaj,,,,1,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,Kamza,KAMZ,https://basketball.eurobasket.com/team/Kamza-Basket-Tirana/5509
Albania,Superliga,2025-2026,2026-01-10T18:30:19.244554,Hxhillari Igli -SF-22,https://basketball.eurobasket.com/player/Hxhillari-Igli/653129,Igli Hxhillari,,,,1,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Skenderbeu,SKEN,https://basketball.eurobasket.com/team/Skenderbeu-Korce/2120
Albania,Superliga,2025-2026,2026-01-10T18:30:19.536942,Hysa Eldi 195-G-26,https://basketball.eurobasket.com/player/Hysa-Eldi/335483,Eldi Hysa,195,G,26,10,18.0,21.3,11.0,3.2,0.7,2.5,6.0,0.2,1.9,2.3,0.8,0.5,62.5,2.3,2.1,91.3,3.8,2.1,55.3,1.2,Beselidhja,BESE,https://basketball.eurobasket.com/team/Beselidhja-Lezhe/66015
Albania,Superliga,2025-2026,2026-01-10T18:30:19.800328,Hysenagolli Endrit 208-C-37,https://basketball.eurobasket.com/player/Hysenagolli-Endrit/69421,Endrit Hysenagolli,208,C,37,10,17.8,22.1,12.7,7.1,2.8,4.3,0.9,0.1,0.2,1.4,3.8,2.9,76.3,6.8,4.9,72.1,0.3,0.0,0.0,0.7,Tirana,TIRA,https://basketball.eurobasket.com/team/Sport-Klub-Tirana-Neptun/2191
Albania,Superliga,2025-2026,2026-01-10T18:30:20.083848,Igli Saliaj,https://basketball.eurobasket.com/player/Igli-Saliaj/800049,Saliaj Igli,,,,7,-0.4,11.9,2.0,1.0,0.3,0.7,0.6,0.0,0.3,0.9,0.3,0.0,0.0,2.1,0.6,28.6,0.7,0.3,42.9,1.3,Fieri,FIER,https://basketball.eurobasket.com/team/Fieri-Basket/69510
Albania,Superliga,2025-2026,2026-01-10T18:30:20.384159,Jace Dhionisis -23,https://basketball.eurobasket.com/player/Jace-Dhionisis/686690,Dhionisis Jace,,,,6,0.8,3.0,0.8,0.7,0.2,0.5,0.3,0.0,0.0,0.5,0.3,0.3,100.0,0.0,0.0,0.0,0.5,0.2,40.0,0.2,Skenderbeu,SKEN,https://basketball.eurobasket.com/team/Skenderbeu-Korce/2120
Albania,Superliga,2025-2026,2026-01-10T18:30:20.678389,Jackson Isaiah 190-G-24,https://basketball.eurobasket.com/player/Jackson-Isaiah/578226,Isaiah Jackson,190,G,24,10,18.3,33.3,11.9,4.5,1.3,3.2,5.3,0.0,1.8,1.2,3.2,2.1,65.6,5.9,3.7,62.7,2.8,0.8,28.6,1.5,Apolonia,APOL,https://basketball.eurobasket.com/team/Apolonia-Fier/5518
Albania,Superliga,2025-2026,2026-01-10T18:30:20.941688,Jakupllari Arlind 200-F-21,https://basketball.eurobasket.com/player/Jakupllari-Arlind/659679,Arlind Jakupllari,200,F,21,6,3.0,10.7,2.5,2.8,1.5,1.3,0.2,0.0,0.3,1.2,1.2,0.5,41.7,2.2,1.0,45.5,0.0,0.0,0.0,0.3,Partizani,PART,https://basketball.eurobasket.com/team/Partizani-Tirana/1430
Albania,Superliga,2025-2026,2026-01-10T18:30:21.224576,Jarazi Ildi -17,https://basketball.eurobasket.com/player/Jarazi-Ildi/760301,Ildi Jarazi,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Albania,Superliga,2025-2026,2026-01-10T18:30:21.516088,Jeffers Josiah 185-G-25,https://basketball.eurobasket.com/player/Jeffers-Josiah/492063,Josiah Jeffers,185,G,25,9,13.7,31.4,12.9,4.7,1.6,3.1,3.0,0.1,1.9,2.8,2.1,1.3,61.9,7.9,4.1,51.9,2.7,1.1,40.7,2.2,Tirana,TIRA,https://basketball.eurobasket.com/team/Sport-Klub-Tirana-Neptun/2191
Albania,Superliga,2025-2026,2026-01-10T18:30:21.883958,Juelfs Kade 185-G-24,https://basketball.eurobasket.com/player/Juelfs-Kade/581497,Kade Juelfs,185,G,24,10,18.0,37.9,16.5,4.2,1.1,3.1,3.4,0.0,1.6,1.0,2.9,2.6,89.7,5.1,2.6,51.0,7.0,2.9,41.4,2.1,Elbasani,ELBA,https://basketball.eurobasket.com/team/Elbasani/5517
Albania,Superliga,2025-2026,2026-01-10T18:30:22.203954,Kalpacina Vladimir 206-PF-27,https://basketball.eurobasket.com/player/Kalpacina-Vladimir/354140,Vladimir Kalpacina,206,PF,27,5,2.4,25.4,6.8,4.2,0.8,3.4,0.2,0.2,0.0,1.8,1.6,0.6,37.5,4.4,2.2,50.0,3.4,0.6,17.6,1.8,Elbasani,ELBA,https://basketball.eurobasket.com/team/Elbasani/5517
Albania,Superliga,2025-2026,2026-01-10T18:30:22.491095,Kamenica Elios 204-C-20,https://basketball.eurobasket.com/player/Kamenica-Elios/599970,Elios Kamenica,204,C,20,9,1.4,8.3,2.7,1.3,0.2,1.1,0.1,0.0,0.2,1.9,0.6,0.4,66.7,2.0,1.1,55.0,0.2,0.0,0.0,0.2,Teuta,TEUT,https://basketball.eurobasket.com/team/KB-Teuta-Durres/5520
Albania,Superliga,2025-2026,2026-01-10T18:30:22.769599,Kiri Klajd 208-F-25,https://basketball.eurobasket.com/player/Kiri-Klajd/522689,Klajd Kiri,208,F,25,6,15.3,25.3,11.2,8.3,2.7,5.7,1.8,1.5,0.3,3.2,3.2,1.5,46.9,8.3,4.8,57.8,0.0,0.0,0.0,1.0,Vllaznia,VLLA,https://basketball.eurobasket.com/team/Vllaznia-Shkodra/629
