country,league,season,scraped_at,Player,player_url,player_name,height,position,age,GP,EFF,MPG,PPG,RPG,ORB,DRB,APG,BPG,SPG,PF,FTA,FTM,FT_pct,2PA,2PM,2P_pct,3PA,3PM,3P_pct,TO,team,team_abbrev,team_url
Germany,Regionalliga,2025-2026,2026-01-10T19:42:15.502028,Jean-Louis Marley 188-SG-32,https://basketball.eurobasket.com/player/Jean-Louis-Marley/223748,Marley Jean-Louis,188,SG,32,15,19.1,28.7,22.6,4.5,0.7,3.5,2.3,0.2,1.4,2.3,5.1,4.5,88.2,4.7,2.7,57.4,9.5,4.3,45.3,1.7,Charlottenburg,CHAR,https://basketball.eurobasket.com/team/DBV-Charlottenburg/10421
Germany,Regionalliga,2025-2026,2026-01-10T19:42:15.857631,Jentz Yngve 207-C-29,https://basketball.eurobasket.com/player/Jentz-Yngve/354652,Yngve Jentz,207,C,29,14,14.9,23.0,10.2,10.4,2.8,7.6,1.0,1.6,0.7,3.6,3.6,2.1,58.3,6.4,3.9,60.9,0.1,0.1,100.0,1.3,Bargteheide,BARG,https://basketball.eurobasket.com/team/TSV-Bargteheide-Bees/49136
Germany,Regionalliga,2025-2026,2026-01-10T19:42:16.170331,Jetter Oskar,https://basketball.eurobasket.com/player/Jetter-Oskar/712047,Oskar Jetter,,,,9,-0.9,6.8,1.4,0.7,0.6,0.1,0.2,0.0,0.2,1.4,0.8,0.1,12.5,1.1,0.7,63.6,0.1,0.0,0.0,0.8,Reutlingen,REUT,https://basketball.eurobasket.com/team/TSG-Reutlingen/6112
Germany,Regionalliga,2025-2026,2026-01-10T19:42:16.528474,Jochimsthal Kevin,https://basketball.eurobasket.com/player/Jochimsthal-Kevin/812045,Kevin Jochimsthal,,,,2,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,100.0,0.5,0.0,0.0,0.0,Soeflingen,SOEF,https://basketball.eurobasket.com/team/vamos-TSG-Soeflingen/10640
Germany,Regionalliga,2025-2026,2026-01-10T19:42:16.866054,Johansen Mathias,https://basketball.eurobasket.com/player/Johansen-Mathias/795871,Mathias Johansen,,,,9,1.3,6.8,1.1,1.2,0.4,0.8,1.0,0.0,0.9,0.9,1.1,0.6,54.5,0.7,0.2,28.6,0.3,0.1,33.3,0.8,Braunschweig,BRAU,https://basketball.eurobasket.com/team/SG-Braunschweig/5285
Germany,Regionalliga,2025-2026,2026-01-10T19:42:17.197264,Johnson Gabe 185-G-24,https://basketball.eurobasket.com/player/Johnson-Gabe/754020,Gabe Johnson,185,G,24,12,23.2,31.4,24.1,6.7,1.7,4.3,5.4,0.0,2.1,1.3,7.3,5.2,71.2,10.4,5.8,55.8,5.8,2.4,41.4,3.6,Wolfenbuettel,WOLF,https://basketball.eurobasket.com/team/SG-MTVBG-Wolfenbuettel/24
Germany,Regionalliga,2025-2026,2026-01-10T19:42:17.492798,Jones Jamyus 183-PG,https://basketball.eurobasket.com/player/Jones-Jamyus/503734,Jamyus Jones,183,PG,,6,12.5,29.0,12.8,5.2,2.2,3.0,3.0,0.7,2.8,3.3,3.2,2.7,84.4,7.0,3.3,47.1,3.5,1.2,34.3,2.2,Karlsruhe PS 2,KARL,https://basketball.eurobasket.com/team/PS-Karlsruhe-Lions-2nd-team/22166
Germany,Regionalliga,2025-2026,2026-01-10T19:42:17.808521,Josipovic Marko 199-F-20,https://basketball.eurobasket.com/player/Josipovic-Marko/665696,Marko Josipovic,199,F,20,3,3.3,12.7,6.3,2.7,1.0,1.7,0.3,0.0,0.3,1.3,1.3,0.3,23.1,6.3,3.0,47.6,0.0,0.0,0.0,0.7,Stuttgart MVT,STUT,https://basketball.eurobasket.com/team/MTV-Stuttgart/220
Germany,Regionalliga,2025-2026,2026-01-10T19:42:18.124771,Kahn Cameron 198-G,https://basketball.eurobasket.com/player/Kahn-Cameron/557074,Cameron Kahn,198,G,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Germany,Regionalliga,2025-2026,2026-01-10T19:42:18.433749,Kaiser Jason,https://basketball.eurobasket.com/player/Kaiser-Jason/735420,Jason Kaiser,,,,10,1.7,6.6,1.7,1.0,0.4,0.6,0.4,0.0,0.2,0.3,0.2,0.1,50.0,0.8,0.5,62.5,0.6,0.2,33.3,0.5,Reutlingen,REUT,https://basketball.eurobasket.com/team/TSG-Reutlingen/6112
Germany,Regionalliga,2025-2026,2026-01-10T19:42:18.779948,Kaps Niko,https://basketball.eurobasket.com/player/Kaps-Niko/686522,Niko Kaps,,,,6,0.2,9.7,2.7,1.7,0.3,1.3,0.3,0.3,0.5,2.3,0.7,0.3,42.9,1.5,0.7,46.7,1.7,0.3,17.6,0.5,Reutlingen,REUT,https://basketball.eurobasket.com/team/TSG-Reutlingen/6112
Germany,Regionalliga,2025-2026,2026-01-10T19:42:19.208621,Karabacak Kaan 192-SG-19,https://basketball.eurobasket.com/player/Karabacak-Kaan/752173,Kaan Karabacak,192,SG,19,11,2.6,11.8,2.5,1.6,0.7,0.9,0.7,0.1,1.0,1.4,0.4,0.2,50.0,1.1,0.6,54.5,1.2,0.4,33.3,0.5,Charlottenburg,CHAR,https://basketball.eurobasket.com/team/DBV-Charlottenburg/10421
Germany,Regionalliga,2025-2026,2026-01-10T19:42:51.748748,Karbe Ben 203-G-24,https://basketball.eurobasket.com/player/Karbe-Ben/463296,Ben Karbe,203,G,24,13,12.8,27.8,11.3,8.3,1.9,6.4,3.7,0.5,2.1,2.8,3.1,2.0,64.5,5.3,2.5,47.2,5.7,1.5,26.3,2.0,Mainz,MAIN,https://basketball.eurobasket.com/team/ASC-Theresianum-Mainz/3253
Germany,Regionalliga,2025-2026,2026-01-10T19:42:52.057860,Kellermann Levin,https://basketball.eurobasket.com/player/Kellermann-Levin/795114,Levin Kellermann,,,,6,0.5,7.3,1.2,0.5,0.2,0.3,0.3,0.0,0.5,1.0,0.5,0.5,100.0,0.5,0.2,40.0,0.0,0.0,0.0,0.7,Rendsburg,REND,https://basketball.eurobasket.com/team/BBC-Twisters-Rendsburg/14595
Germany,Regionalliga,2025-2026,2026-01-10T19:42:52.403951,Kendes Julijo 196-SF-19,https://basketball.eurobasket.com/player/Kendes-Julijo/641258,Julijo Kendes,196,SF,19,13,4.2,31.5,8.6,1.2,0.4,0.8,0.7,0.0,0.6,1.7,0.2,0.1,50.0,2.3,0.9,39.1,5.4,2.2,40.7,0.6,Soeflingen,SOEF,https://basketball.eurobasket.com/team/vamos-TSG-Soeflingen/10640
Germany,Regionalliga,2025-2026,2026-01-10T19:42:52.707445,Kessler Ben 196-G-19,https://basketball.eurobasket.com/player/Kessler-Ben/710596,Ben Kessler,196,G,19,11,1.4,16.0,4.5,2.0,0.4,1.6,0.4,0.0,0.8,1.2,0.7,0.5,71.4,3.7,1.6,43.2,2.4,0.3,12.5,0.7,Bensheim,BENS,https://basketball.eurobasket.com/team/VfL-Bensheim/22165
Germany,Regionalliga,2025-2026,2026-01-10T19:42:53.019779,Kessler Julius,https://basketball.eurobasket.com/player/Kessler-Julius/710635,Julius Kessler,,,,3,-0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,SC Wizards,SC W,https://basketball.eurobasket.com/team/Seeburg-College-Wizards-Karlsruhe/6144
Germany,Regionalliga,2025-2026,2026-01-10T19:42:53.347470,Kilinc Evren,https://basketball.eurobasket.com/player/Kilinc-Evren/686011,Evren Kilinc,,,,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bergedorf,BERG,https://basketball.eurobasket.com/team/TSG-Bergedorf-Stargazers-Hamburg/2558
Germany,Regionalliga,2025-2026,2026-01-10T19:42:53.689703,Kirchhoff Leo 181-PG-18,https://basketball.eurobasket.com/player/Kirchhoff-Leo/707278,Leo Kirchhoff,181,PG,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,Muenster,MUEN,https://basketball.eurobasket.com/team/UBC-Muenster-U19-Team/56400
Germany,Regionalliga,2025-2026,2026-01-10T19:42:54.065989,Kirsch Marcel 201-PF-25,https://basketball.eurobasket.com/player/Kirsch-Marcel/487462,Marcel Kirsch,201,PF,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Germany,Regionalliga,2025-2026,2026-01-10T19:42:54.367798,Kiwitt Hardi,https://basketball.eurobasket.com/player/Kiwitt-Hardi/689845,Hardi Kiwitt,,,,13,2.1,15.0,4.2,2.5,1.1,1.2,0.9,0.3,1.1,1.5,1.7,0.8,47.1,2.8,1.4,50.0,1.6,0.4,25.0,1.9,Rendsburg,REND,https://basketball.eurobasket.com/team/BBC-Twisters-Rendsburg/14595
Germany,Regionalliga,2025-2026,2026-01-10T19:42:54.692879,Klaus Tayler,https://basketball.eurobasket.com/player/Klaus-Tayler/795119,Tayler Klaus,,,,11,2.7,9.4,2.5,1.5,0.5,0.9,0.2,0.1,0.5,0.5,0.4,0.1,25.0,1.3,1.0,76.9,0.6,0.2,33.3,0.4,Braunschweig,BRAU,https://basketball.eurobasket.com/team/SG-Braunschweig/5285
Germany,Regionalliga,2025-2026,2026-01-10T19:42:55.024546,Kleenlof Lius,https://basketball.eurobasket.com/player/Kleenlof-Lius/797127,Lius Kleenlof,,,,3,0.0,2.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.3,100.0,0.3,0.0,0.0,0.0,Stade,STAD,https://basketball.eurobasket.com/team/VfL-Stade/5383
Germany,Regionalliga,2025-2026,2026-01-10T19:42:55.340608,Klimpel Rico,https://basketball.eurobasket.com/player/Klimpel-Rico/688526,Rico Klimpel,,,,15,0.5,8.3,2.3,1.4,0.7,0.7,0.3,0.1,0.1,1.4,0.8,0.3,37.5,1.3,0.9,69.2,0.5,0.1,20.0,0.8,Bramsche,BRAM,https://basketball.eurobasket.com/team/TuS-Red-Devils-Bramsche/9229
Germany,Regionalliga,2025-2026,2026-01-10T19:42:55.677922,Kljaic Matej 189-PG-32,https://basketball.eurobasket.com/player/Kljaic-Matej/131087,Matej Kljaic,189,PG,32,4,1.8,12.5,1.5,1.0,0.8,0.3,4.0,0.0,0.8,2.3,1.5,1.0,66.7,1.3,0.3,23.1,1.0,0.0,0.0,0.8,Giessen,GIES,https://basketball.eurobasket.com/team/ROTH-Energie-Giessen-Pointers/2460
Germany,Regionalliga,2025-2026,2026-01-10T19:42:55.990143,Knezovic Valentin 184-SG-22,https://basketball.eurobasket.com/player/Knezovic-Valentin/584468,Valentin Knezovic,184,SG,22,12,1.8,10.5,2.2,0.4,0.2,0.3,1.6,0.0,0.4,0.2,0.7,0.5,71.4,0.8,0.3,37.5,1.5,0.3,20.0,0.8,Moehringen,MOEH,https://basketball.eurobasket.com/team/SpVgg-Moehringen-1887/5499
Germany,Regionalliga,2025-2026,2026-01-10T19:42:56.281626,Kohoff Bela 202-PF-22,https://basketball.eurobasket.com/player/Kohoff-Bela/588851,Bela Kohoff,202,PF,22,13,8.7,21.8,12.5,6.5,2.4,3.9,0.8,0.3,0.3,1.8,3.3,1.9,57.6,7.6,3.7,48.7,3.5,1.8,51.4,2.8,Freibeuter,FREI,https://basketball.eurobasket.com/team/Freibeuter-2010-Berlin/62061
Germany,Regionalliga,2025-2026,2026-01-10T19:42:56.585164,Koller Simon,https://basketball.eurobasket.com/player/Koller-Simon/795925,Simon Koller,,,,6,3.0,9.5,2.7,2.0,0.7,1.3,0.2,0.2,0.2,0.5,0.3,0.2,66.7,1.2,1.0,83.3,0.8,0.2,25.0,0.7,Stuttgart MVT,STUT,https://basketball.eurobasket.com/team/MTV-Stuttgart/220
Germany,Regionalliga,2025-2026,2026-01-10T19:42:56.934213,Kondrakov Yuri 191-G-30,https://basketball.eurobasket.com/player/Kondrakov-Yuri/319117,Yuri Kondrakov,191,G,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Germany,Regionalliga,2025-2026,2026-01-10T19:42:57.228925,Koskowski Paul 194-SF-25,https://basketball.eurobasket.com/player/Koskowski-Paul/531670,Paul Koskowski,194,SF,25,14,2.5,9.4,2.4,2.0,0.4,1.6,0.2,0.0,0.6,0.5,0.7,0.5,71.4,1.1,0.6,54.5,1.1,0.1,9.1,0.5,Freibeuter,FREI,https://basketball.eurobasket.com/team/Freibeuter-2010-Berlin/62061
Germany,Regionalliga,2025-2026,2026-01-10T19:42:57.778513,Kotulla Hanno 160-PG-21,https://basketball.eurobasket.com/player/Kotulla-Hanno/662761,Hanno Kotulla,160,PG,21,12,0.2,15.9,3.7,1.0,0.3,0.7,1.3,0.0,0.3,1.8,1.2,0.6,50.0,2.3,1.2,52.2,1.5,0.3,20.0,1.3,Lich,LICH,https://basketball.eurobasket.com/team/Lich-Basketball/1453
Germany,Regionalliga,2025-2026,2026-01-10T19:42:58.107842,Kozanoglu Umut 184-PG-24,https://basketball.eurobasket.com/player/Kozanoglu-Umut/696304,Umut Kozanoglu,184,PG,24,3,3.3,12.3,4.7,2.3,0.3,1.0,2.3,0.3,2.3,1.7,4.0,2.7,67.5,1.3,0.0,0.0,2.3,1.0,43.5,3.0,Rendsburg,REND,https://basketball.eurobasket.com/team/BBC-Twisters-Rendsburg/14595
Germany,Regionalliga,2025-2026,2026-01-10T19:42:58.416727,Kraass Frederic,https://basketball.eurobasket.com/player/Kraass-Frederic/800180,Frederic Kraass,,,,7,2.0,9.3,3.7,0.9,0.1,0.7,0.4,0.0,0.3,0.7,1.1,0.7,63.6,0.9,0.4,44.4,2.0,0.7,35.0,0.4,Ehingen,EHIN,https://basketball.eurobasket.com/team/Team-Ehingen-Urspring/5598
Germany,Regionalliga,2025-2026,2026-01-10T19:42:58.763398,Kraft Jonas,https://basketball.eurobasket.com/player/Kraft-Jonas/689874,Jonas Kraft,,,,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rendsburg,REND,https://basketball.eurobasket.com/team/BBC-Twisters-Rendsburg/14595
Germany,Regionalliga,2025-2026,2026-01-10T19:42:59.114428,Kraft Leander,https://basketball.eurobasket.com/player/Kraft-Leander/688041,Leander Kraft,,,,1,-3.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,1.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Karlsruhe PS 2,KARL,https://basketball.eurobasket.com/team/PS-Karlsruhe-Lions-2nd-team/22166
Germany,Regionalliga,2025-2026,2026-01-10T19:42:59.470656,Kraus Julius,https://basketball.eurobasket.com/player/Kraus-Julius/453969,Julius Kraus,,,,12,1.1,22.8,6.5,2.0,0.8,1.3,1.3,0.0,0.9,3.0,1.7,1.0,58.8,2.3,1.0,43.5,4.3,1.2,27.9,1.5,Bensheim,BENS,https://basketball.eurobasket.com/team/VfL-Bensheim/22165
Germany,Regionalliga,2025-2026,2026-01-10T19:42:59.845705,Kraushaar Paul,https://basketball.eurobasket.com/player/Kraushaar-Paul/715159,Paul Kraushaar,,,,9,-0.2,12.1,2.2,0.3,0.0,0.3,0.7,0.0,0.4,0.6,0.8,0.6,75.0,0.6,0.0,0.0,2.3,0.6,26.1,0.8,Lichterfelde,LICH,https://basketball.eurobasket.com/team/TuS-Lichterfelde-Berlin/1452
Germany,Regionalliga,2025-2026,2026-01-10T19:43:00.203406,Kronewald Jonas 195-PF-24,https://basketball.eurobasket.com/player/Kronewald-Jonas/531809,Jonas Kronewald,195,PF,24,13,1.9,11.1,2.7,1.9,0.2,1.7,0.4,0.1,0.5,1.3,0.5,0.3,60.0,0.9,0.4,44.4,1.5,0.5,33.3,0.8,Saarlouis,SAAR,https://basketball.eurobasket.com/team/Sunkings-Saarlouis/21610
Germany,Regionalliga,2025-2026,2026-01-10T19:43:00.779141,Krstonic Marijan 199-PF-20,https://basketball.eurobasket.com/player/Krstonic-Marijan/641150,Marijan Krstonic,199,PF,20,11,9.5,26.0,11.0,7.1,2.2,4.5,0.9,0.7,0.4,2.7,3.8,2.2,57.9,8.1,4.3,53.1,0.4,0.2,50.0,2.3,Goetting.ASC,GOET,https://basketball.eurobasket.com/team/ASC-46-Goettingen/8576
Germany,Regionalliga,2025-2026,2026-01-10T19:43:01.168306,Krueger Ruben 180-SG-22,https://basketball.eurobasket.com/player/Krueger-Ruben/641134,Ruben Krueger,180,SG,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,,,
Germany,Regionalliga,2025-2026,2026-01-10T19:43:01.511776,Kruhl Mitja 184-SG-23,https://basketball.eurobasket.com/player/Kruhl-Mitja/531653,Mitja Kruhl,184,SG,23,13,6.1,20.5,9.3,1.6,0.5,1.0,2.8,0.1,1.3,3.2,3.6,3.0,83.3,3.5,2.0,57.1,2.8,0.8,28.6,1.8,Bremerhaven,BREM,https://basketball.eurobasket.com/team/Eisbaeren-Bremerhaven-2nd-team/9231
Germany,Regionalliga,2025-2026,2026-01-10T19:43:01.860597,Kunst Quentin 198-C-26,https://basketball.eurobasket.com/player/Kunst-Quentin/448158,Quentin Kunst,198,C,26,5,4.6,18.8,5.4,5.2,1.8,3.4,0.2,0.6,0.2,1.4,1.6,1.2,75.0,3.6,1.2,33.3,2.6,0.6,23.1,0.8,Stuttgart MVT,STUT,https://basketball.eurobasket.com/team/MTV-Stuttgart/220
Germany,Regionalliga,2025-2026,2026-01-10T19:43:02.175063,Kurtanovic Ammar,https://basketball.eurobasket.com/player/Kurtanovic-Ammar/797085,Ammar Kurtanovic,,,,4,-0.8,13.5,1.8,2.8,1.3,1.5,0.0,0.0,0.5,1.8,1.5,0.3,20.0,1.5,0.8,53.3,1.5,0.0,0.0,0.5,Ulm BBU 01,ULM ,https://basketball.eurobasket.com/team/BBU-01-Ulm/6847
Germany,Regionalliga,2025-2026,2026-01-10T19:43:02.524020,Kustura Amar 191-G-20,https://basketball.eurobasket.com/player/Kustura-Amar/640998,Amar Kustura,191,G,20,10,1.6,17.8,6.7,1.6,0.5,1.2,1.3,0.0,1.3,1.2,3.1,1.4,45.2,3.4,1.2,35.3,4.3,1.0,23.3,0.9,Freibeuter,FREI,https://basketball.eurobasket.com/team/Freibeuter-2010-Berlin/62061
Germany,Regionalliga,2025-2026,2026-01-10T19:43:02.844587,Lampropoulos Vaseleios 196-G-36,https://basketball.eurobasket.com/player/Lampropoulos-Vaseleios/336547,Vaseleios Lampropoulos,196,G,36,12,7.9,31.1,16.1,4.8,0.6,4.3,2.3,0.0,1.3,3.0,5.2,4.2,80.8,6.3,2.8,44.4,8.9,2.1,23.6,2.3,Stuttgart MVT,STUT,https://basketball.eurobasket.com/team/MTV-Stuttgart/220
Germany,Regionalliga,2025-2026,2026-01-10T19:43:03.165259,Lasserre Jean 188-SG-22,https://basketball.eurobasket.com/player/Lasserre-Jean/641006,Jean Lasserre,188,SG,22,3,-1.3,5.0,0.7,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.3,23.1,0.0,0.0,0.0,1.7,Wolfenbuettel,WOLF,https://basketball.eurobasket.com/team/SG-MTVBG-Wolfenbuettel/24
Germany,Regionalliga,2025-2026,2026-01-10T19:43:03.468764,Lavric Marko 180-G-20,https://basketball.eurobasket.com/player/Lavric-Marko/584298,Marko Lavric,180,G,20,12,17.5,30.4,17.4,8.4,3.8,4.7,0.9,1.3,1.3,3.4,5.7,3.6,63.2,10.6,6.9,65.1,0.0,0.0,0.0,2.8,Stuttgart MVT,STUT,https://basketball.eurobasket.com/team/MTV-Stuttgart/220
Germany,Regionalliga,2025-2026,2026-01-10T19:43:03.766087,Lehner Finn 193-G-22,https://basketball.eurobasket.com/player/Lehner-Finn/550925,Finn Lehner,193,G,22,10,0.9,9.8,2.1,1.6,0.4,1.2,0.3,0.0,0.0,1.5,0.8,0.7,87.5,0.5,0.1,20.0,1.0,0.4,40.0,0.5,Soeflingen,SOEF,https://basketball.eurobasket.com/team/vamos-TSG-Soeflingen/10640
Germany,Regionalliga,2025-2026,2026-01-10T19:43:04.095771,Leidel Ruben 198-F-29,https://basketball.eurobasket.com/player/Leidel-Ruben/340397,Ruben Leidel,198,F,29,13,3.2,23.8,6.0,2.2,0.5,1.8,1.1,0.3,0.4,1.1,0.7,0.5,71.4,1.1,0.5,45.5,5.2,1.5,28.8,1.2,Stuttgart MVT,STUT,https://basketball.eurobasket.com/team/MTV-Stuttgart/220
Germany,Regionalliga,2025-2026,2026-01-10T19:43:04.413864,Lemke Julien,https://basketball.eurobasket.com/player/Lemke-Julien/795924,Julien Lemke,,,,7,4.1,10.3,3.0,2.1,0.9,1.3,0.3,0.9,0.1,0.3,1.4,1.0,71.4,1.6,1.0,62.5,0.4,0.0,0.0,0.6,Ehingen,EHIN,https://basketball.eurobasket.com/team/Team-Ehingen-Urspring/5598
Germany,Regionalliga,2025-2026,2026-01-10T19:43:04.771408,Lenhardt Ben 184-G-20,https://basketball.eurobasket.com/player/Lenhardt-Ben/665456,Ben Lenhardt,184,G,20,12,8.5,18.6,9.8,2.7,1.0,1.6,2.7,0.3,1.0,1.2,2.2,1.3,59.1,2.3,1.5,65.2,5.7,1.8,31.6,1.3,Charlottenburg,CHAR,https://basketball.eurobasket.com/team/DBV-Charlottenburg/10421
Germany,Regionalliga,2025-2026,2026-01-10T19:43:05.090880,Lexa Julian,https://basketball.eurobasket.com/player/Lexa-Julian/383781,Julian Lexa,,,,12,9.6,23.6,10.6,5.8,1.8,4.1,0.8,0.3,0.5,2.1,2.9,1.9,65.5,7.6,4.3,56.6,0.4,0.0,0.0,1.7,Mainz,MAIN,https://basketball.eurobasket.com/team/ASC-Theresianum-Mainz/3253
Germany,Regionalliga,2025-2026,2026-01-10T19:43:05.398415,Lingnau Filip,https://basketball.eurobasket.com/player/Lingnau-Filip/670625,Filip Lingnau,,,,13,3.1,19.3,7.0,2.2,0.5,1.8,1.4,0.2,1.8,2.5,3.1,1.8,58.1,4.2,2.1,50.0,2.0,0.4,20.0,2.0,Wolfenbuettel,WOLF,https://basketball.eurobasket.com/team/SG-MTVBG-Wolfenbuettel/24
Germany,Regionalliga,2025-2026,2026-01-10T19:43:05.724484,Lischka Johannes 203-PF-39,https://basketball.eurobasket.com/player/Lischka-Johannes/66685,Johannes Lischka,203,PF,39,13,19.2,31.5,20.0,9.6,2.2,7.5,1.9,0.4,1.2,2.1,6.5,5.1,78.5,11.4,5.6,49.1,3.5,1.2,34.3,2.5,Lich,LICH,https://basketball.eurobasket.com/team/Lich-Basketball/1453
Germany,Regionalliga,2025-2026,2026-01-10T19:43:06.022512,Liyanage Marc 199-SF-36,https://basketball.eurobasket.com/player/Liyanage-Marc/142850,Marc Liyanage,199,SF,36,8,10.5,28.9,11.4,4.8,0.5,4.3,2.4,0.4,1.5,2.5,3.0,2.4,80.0,4.0,1.9,47.5,5.0,1.8,36.0,1.4,Bensheim,BENS,https://basketball.eurobasket.com/team/VfL-Bensheim/22165
Germany,Regionalliga,2025-2026,2026-01-10T19:43:06.399942,Lozanov Kaloyan 190-SG-19,https://basketball.eurobasket.com/player/Lozanov-Kaloyan/648322,Kaloyan Lozanov,190,SG,19,13,7.0,17.7,10.7,1.7,0.4,1.3,1.8,0.0,0.9,2.0,3.2,2.3,71.9,4.7,2.7,57.4,2.0,1.0,50.0,2.2,Ehingen,EHIN,https://basketball.eurobasket.com/team/Team-Ehingen-Urspring/5598
Germany,Regionalliga,2025-2026,2026-01-10T19:43:06.691346,Lueck Jona 189-PG-17,https://basketball.eurobasket.com/player/Lueck-Jona/752171,Jona Lueck,189,PG,17,3,1.7,7.0,1.0,1.3,0.3,1.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.3,0.3,23.1,0.0,Charlottenburg,CHAR,https://basketball.eurobasket.com/team/DBV-Charlottenburg/10421
Germany,Regionalliga,2025-2026,2026-01-10T19:43:06.978460,Lueneburg Lias 214-C-24,https://basketball.eurobasket.com/player/Lueneburg-Lias/487417,Lias Lueneburg,214,C,24,13,5.5,19.7,7.6,5.9,2.5,3.0,0.9,0.8,0.8,2.8,3.8,2.2,57.9,5.1,2.2,43.1,1.3,0.4,30.8,2.3,Freibeuter,FREI,https://basketball.eurobasket.com/team/Freibeuter-2010-Berlin/62061
Germany,Regionalliga,2025-2026,2026-01-10T19:43:07.289311,Luetcke Noah,https://basketball.eurobasket.com/player/Luetcke-Noah/810100,Noah Luetcke,,,,1,5.0,7.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,,,
Germany,Regionalliga,2025-2026,2026-01-10T19:43:07.613764,Luetke Moritz 203-C-35,https://basketball.eurobasket.com/player/Luetke-Moritz/317106,Moritz Luetke,203,C,35,11,0.6,6.8,1.9,1.7,0.5,1.2,0.1,0.0,0.1,1.9,1.4,0.6,42.9,0.9,0.6,66.7,0.0,0.0,0.0,0.3,Bargteheide,BARG,https://basketball.eurobasket.com/team/TSV-Bargteheide-Bees/49136
Germany,Regionalliga,2025-2026,2026-01-10T19:43:07.899489,Madi Edward,https://basketball.eurobasket.com/player/Madi-Edward/264093,Edward Madi,,,,3,0.0,4.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,Lichterfelde,LICH,https://basketball.eurobasket.com/team/TuS-Lichterfelde-Berlin/1452
Germany,Regionalliga,2025-2026,2026-01-10T19:43:08.208560,Maeorg Danil 204-PF-22,https://basketball.eurobasket.com/player/Maeorg-Danil/493516,Danil Maeorg,204,PF,22,15,6.9,19.3,8.5,4.1,1.5,2.4,0.9,1.4,0.8,2.7,1.7,0.7,41.2,4.4,2.1,47.7,2.7,1.3,48.1,1.3,Rendsburg,REND,https://basketball.eurobasket.com/team/BBC-Twisters-Rendsburg/14595
Germany,Regionalliga,2025-2026,2026-01-10T19:43:08.511934,Makolli Albatrit,https://basketball.eurobasket.com/player/Makolli-Albatrit/749148,Albatrit Makolli,,,,10,0.2,6.2,2.1,0.4,0.1,0.2,0.5,0.0,0.1,0.6,0.2,0.1,50.0,0.4,0.0,0.0,2.0,0.6,30.0,0.4,Freibeuter,FREI,https://basketball.eurobasket.com/team/Freibeuter-2010-Berlin/62061
Germany,Regionalliga,2025-2026,2026-01-10T19:43:08.864697,Malano Hakim,https://basketball.eurobasket.com/player/Malano-Hakim/752183,Hakim Malano,,,,5,1.0,8.6,1.4,1.2,0.0,1.2,0.6,0.2,0.2,0.0,0.4,0.2,50.0,1.6,0.6,37.5,0.8,0.0,0.0,0.6,Bremerhaven,BREM,https://basketball.eurobasket.com/team/Eisbaeren-Bremerhaven-2nd-team/9231
Germany,Regionalliga,2025-2026,2026-01-10T19:43:09.199361,Malchevskiy Vitali 203-F-38,https://basketball.eurobasket.com/player/Malchevskiy-Vitali/141885,Vitali Malchevskiy,203,F,38,2,19.0,24.5,16.0,8.0,2.5,5.5,2.0,1.0,0.5,1.5,1.5,1.0,66.7,4.5,4.5,100.0,7.0,2.0,28.6,1.5,SC Wizards,SC W,https://basketball.eurobasket.com/team/Seeburg-College-Wizards-Karlsruhe/6144
