# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 179
# Qualified players exported: 69
# Total stints used: 1640
# Garbage time stints excluded: 61
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Korihait,50,Mikael Aalto,402,2.91,2.93,5.83
Kouvot,8,Tobias Rotegård,258,1.47,2.39,3.86
Korihait,7,Bojan Sarcévic,640,2.75,0.91,3.66
KTP-Basket,44,Hannes Pöllä,404,-0.12,3.66,3.53
Kauhajoki,8,Antti Ahonen,581,3.19,-0.02,3.17
Kauhajoki,22,Christian Davis,387,0.92,2.2,3.12
Salon Vilpas,22,Eero Innamaa,566,1.58,1.52,3.09
Tapiolan Honka,3,Taye Donald,408,2.45,0.61,3.06
Kataja Basket,10,Eetu Lähdetniemi,261,1.0,1.87,2.87
Kouvot,2,Brandon Stroud,357,1.45,0.92,2.37
Salon Vilpas,21,Ze'Rik Onyema,261,2.18,0.14,2.33
Tampereen Pyrintö,11,Ahren Freeman,424,1.03,1.25,2.28
Tampereen Pyrintö,21,Riku Laine,397,0.79,1.37,2.16
Kauhajoki,7,Eemi Luukkonen,715,-0.19,2.26,2.07
Korihait,13,Ville Tahvanainen,357,2.21,-0.16,2.04
Kouvot,11,Tuukka Härsilä,266,0.03,1.82,1.86
Salon Vilpas,5,Jalen Brooks,555,0.51,1.19,1.7
KTP-Basket,8,Jayden Taylor,383,0.07,1.32,1.39
Korihait,40,Jalen Jackson,705,1.22,0.1,1.32
Kouvot,3,Teemu Kristeri,271,-0.56,1.81,1.25
Korihait,20,Frank Champion,566,0.58,0.47,1.05
Tapiolan Honka,35,Isaiah Kelly,387,0.26,0.5,0.76
Salon Vilpas,0,Ansley Almonor,820,0.25,0.44,0.69
Helsinki Seagulls,55,Christian Keeling,281,-0.39,1.04,0.65
Salon Vilpas,4,Mikko Koivisto,254,1.02,-0.37,0.65
Kataja Basket,55,Henri Kantonen,438,-0.74,1.39,0.65
Helsinki Seagulls,0,Chrysostom Chukwuma,316,0.22,0.35,0.57
Tampereen Pyrintö,13,Kaleb Warner,310,1.57,-1.07,0.5
KTP-Basket,24,Aaron Carver,501,-0.73,1.12,0.39
Tapiolan Honka,33,David Gonzalvez,505,0.68,-0.34,0.33
Bisons Loimaa,0,Jalin Anderson,344,1.08,-0.82,0.25
Kauhajoki,23,Ty Berry,565,-1.83,2.07,0.24
Kataja Basket,3,Jared Kimbrough,278,-0.65,0.83,0.18
Kauhajoki,4,Ike Nweke,589,-0.26,0.36,0.09
Lahti Basketball,95,Kalle Peltonen,324,0.21,-0.15,0.06
Bisons Loimaa,31,Dean Keeler,312,0.81,-0.84,-0.03
Kauhajoki,35,Aamos Laavainen,418,-1.11,0.97,-0.14
Kauhajoki,25,Kalle Koivunen,387,-1.17,1.0,-0.17
Tapiolan Honka,2,Alvar Peltoniemi,695,0.1,-0.47,-0.37
Tapiolan Honka,10,Riku Korhonen,418,0.64,-1.09,-0.44
Salon Vilpas,20,Luukas Vaara,365,-1.55,0.95,-0.6
Kouvot,6,Rasmus Lindberg,263,-0.1,-0.54,-0.64
Lahti Basketball,1,Arttu Saarijärvi,332,0.21,-0.92,-0.71
Kataja Basket,45,Henri Permanto,478,-0.23,-0.56,-0.78
Lahti Basketball,0,Jehloni James,609,0.78,-1.72,-0.94
Tapiolan Honka,14,Emil Uotila,439,-1.39,0.32,-1.06
Kouvot,22,Aarni Korkiatupa,381,0.1,-1.19,-1.09
Kauhajoki,14,Oliver Kandén,633,-2.87,1.64,-1.23
Tampereen Pyrintö,1,Jared Billups,575,-2.83,1.53,-1.3
Tampereen Pyrintö,5,Valtteri Mervola,389,-2.61,1.22,-1.39
KTP-Basket,35,Jesper Granlund,347,-2.81,1.34,-1.47
Tapiolan Honka,5,Alvan Laavainen,296,-1.46,-0.27,-1.73
Lahti Basketball,34,Max Brooks,274,0.5,-2.44,-1.93
Korihait,0,Bobby Planutis,288,-1.32,-0.67,-1.99
Tapiolan Honka,7,Aj Ferguson,505,-1.77,-0.4,-2.17
Korihait,13,Jamir Harris,402,-0.17,-2.12,-2.29
Kauhajoki,5,Juuso Salmi,259,-1.12,-1.55,-2.66
Kobrat,7,Damian Dunn,276,-1.26,-1.49,-2.75
Korihait,21,Brian Goracke,585,-1.35,-1.43,-2.78
Kobrat,15,Efton Reid,371,-2.01,-1.26,-3.28
Kataja Basket,21,Teemu Knihtinen,278,-0.33,-3.04,-3.37
Kataja Basket,5,Joonas Timonen,322,-1.89,-1.61,-3.5
Kobrat,23,Jaquan Carlos,261,-0.62,-2.99,-3.61
Kobrat,3,Juho Lehtoranta,328,-0.66,-3.0,-3.66
Salon Vilpas,28,Daniel Rantapaju,359,-1.28,-2.48,-3.76
Lahti Basketball,4,Luerensley Williams III,432,-0.04,-3.74,-3.79
Salon Vilpas,14,Sebastian Lindberg,304,-3.03,-0.8,-3.84
KTP-Basket,0,Beon Riley,290,-1.25,-2.76,-4.01
Tampereen Pyrintö,15,Erik Muhonen,527,-1.21,-3.37,-4.58
